mese,categoria,cod_stazione,ruolo,oltre_10,info_mancante,in_ritardo,in_orario,parzialmente_cancellate,in_anticipo,minuti_ritardo_tot,oltre_5,corse_osservate,oltre_15,oltre_30,minuti_anticipo_tot,oltre_60,effettuate,soppresse,cancellate_tot,minuti_netti_tot,cancellate,nome_stazione,ritardo_medio,ritardo_mediano,p95,p90
2024-12,REG,S12341,partenza,0,0,0,1,0,0,1.0,0,1,0,0,0.0,0,1,0,0,1.0,0,LENTINI,1.0,1.0,1.0,1.0
2024-12,REG,S12345,arrivo,1,0,1,9,0,1,28.0,1,13,0,0,1.0,0,13,0,0,27.0,0,AUGUSTA,2.4545454545454546,2.0,8.0,3.0
2024-12,REG,S12345,partenza,1,0,3,2,0,3,211.0,3,8,1,1,7.0,1,8,0,0,204.0,0,AUGUSTA,25.5,2.5,127.8999999999999,62.79999999999997
2024-12,REG,S12347,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0,1,0,0,-1.0,0,PRIOLO MELILLI,-1.0,-1.0,-1.0,-1.0
2024-12,REG,S12349,arrivo,36,0,64,134,0,96,1573.0,64,295,30,14,275.0,4,295,0,0,1298.0,0,SIRACUSA,4.414965986394558,1.0,22.399999999999864,14.399999999999975
2024-12,REG,S12349,partenza,33,0,53,97,0,140,1424.0,53,298,24,16,479.0,3,298,0,0,945.0,0,SIRACUSA,3.2586206896551726,0.0,31.100000000000023,11.200000000000044
2024-12,REG,S12370,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0,1,0,0,-1.0,0,ARAGONA CALDARE,-1.0,-1.0,-1.0,-1.0
2024-12,REG,S12380,arrivo,15,0,32,52,0,121,563.0,32,206,10,3,314.0,1,206,0,0,249.0,0,CALTANISSETTA XIRBI,1.2146341463414634,-1.0,13.399999999999949,7.0
2024-12,REG,S12380,partenza,14,0,25,42,0,128,678.0,25,201,12,9,390.0,3,201,0,0,288.0,0,CALTANISSETTA XIRBI,1.476923076923077,-2.0,19.699999999999847,6.0
2024-12,REG,S12381,arrivo,10,0,30,63,0,155,600.0,30,258,10,5,410.0,1,258,0,0,190.0,0,CALTANISSETTA CENTRALE,0.7661290322580645,-1.0,8.649999999999977,5.0
2024-12,REG,S12381,partenza,2,0,12,70,0,162,233.0,12,244,1,0,505.0,0,244,0,0,-272.0,0,CALTANISSETTA CENTRALE,-1.1147540983606556,-2.0,4.0,3.700000000000017
2024-12,REG,S12407,partenza,1,0,2,0,0,1,19.0,2,3,0,0,3.0,0,3,0,0,16.0,0,GELA,5.333333333333333,6.0,12.300000000000002,11.6
2024-12,REG,S12414,arrivo,1,0,2,2,0,1,43.0,2,5,1,1,2.0,0,5,0,0,41.0,0,RAGUSA,8.2,4.0,25.2,20.4
2024-12,REG,S12414,partenza,0,0,0,2,0,0,2.0,0,2,0,0,0.0,0,2,0,0,2.0,0,RAGUSA,1.0,1.0,1.9,1.8
2024-12,REG,S12417,arrivo,14,0,18,6,0,7,673.0,18,31,12,9,25.0,3,31,0,0,648.0,0,MODICA,20.90322580645161,9.0,61.5,55.0
2024-12,REG,S12417,partenza,13,0,19,20,0,8,444.0,19,47,9,5,12.0,1,47,0,0,432.0,0,MODICA,9.191489361702128,3.0,36.39999999999999,30.6
2024-12,REG,S12803,arrivo,12,0,18,68,0,41,433.0,18,129,8,4,56.0,0,129,0,0,377.0,0,PORTO TORRES MARITTIMA,2.968503937007874,1.0,15.699999999999989,7.800000000000011
2024-12,REG,S12803,partenza,12,0,16,109,0,4,513.0,16,130,8,4,7.0,0,130,0,0,506.0,0,PORTO TORRES MARITTIMA,3.922480620155039,2.0,22.99999999999997,6.200000000000003
2024-12,REG,S12807,arrivo,40,0,60,162,0,122,1417.0,60,347,27,11,308.0,1,347,0,0,1109.0,0,SASSARI,3.2238372093023258,1.0,24.84999999999997,12.0
2024-12,REG,S12807,partenza,43,0,64,127,0,154,1680.0,64,349,37,18,340.0,4,349,0,0,1340.0,0,SASSARI,3.8840579710144927,0.0,29.80000000000001,16.0
2024-12,REG,S12862,arrivo,4,0,4,22,0,40,171.0,4,66,4,1,122.0,0,66,0,0,49.0,0,OZIERI CHILIVANI,0.7424242424242424,-1.0,14.5,3.5
2024-12,REG,S12862,partenza,4,0,6,15,0,43,111.0,6,64,3,0,74.0,0,64,0,0,37.0,0,OZIERI CHILIVANI,0.578125,-1.0,12.249999999999972,3.700000000000003
2024-12,REG,S12869,arrivo,2,0,9,26,0,37,146.0,9,73,2,1,95.0,0,73,0,0,51.0,0,MACOMER,0.7083333333333334,-1.0,7.450000000000004,5.899999999999999
2024-12,REG,S12869,partenza,5,0,10,18,0,44,149.0,10,73,2,0,96.0,0,73,0,0,53.0,0,MACOMER,0.7361111111111112,-1.0,10.900000000000006,7.799999999999996
2024-12,REG,S12878,arrivo,12,0,31,48,0,88,486.0,31,167,7,3,239.0,0,167,0,0,247.0,0,ORISTANO,1.479041916167665,-1.0,12.69999999999999,7.400000000000005
2024-12,REG,S12878,partenza,6,0,10,70,0,87,224.0,10,167,3,0,169.0,0,167,0,0,55.0,0,ORISTANO,0.3293413173652694,-1.0,5.699999999999989,3.0
2024-12,REG,S12888,arrivo,2,0,4,69,0,264,130.0,4,338,1,0,518.0,0,338,0,0,-388.0,0,DECIMOMANNU,-1.1513353115727003,-2.0,2.0,1.0
2024-12,REG,S12888,partenza,2,0,7,156,0,171,239.0,7,335,1,0,251.0,0,335,0,0,-12.0,0,DECIMOMANNU,-0.0359281437125748,-1.0,3.0,2.0
2024-12,REG,S12891,arrivo,85,0,134,672,0,636,3440.0,134,1445,62,27,951.0,4,1445,0,0,2489.0,0,CAGLIARI,1.7260748959778085,0.0,11.950000000000042,4.0
2024-12,REG,S12891,partenza,79,0,139,402,0,905,2807.0,139,1448,49,20,1828.0,1,1448,0,0,979.0,0,CAGLIARI,0.6770401106500692,-1.0,11.0,4.0
2024-12,REG,S19919,arrivo,16,0,34,178,0,375,517.0,34,589,9,0,379.0,0,589,0,0,138.0,0,STABIO,0.23509369676320263,-1.0,5.0,2.0
2024-12,REG,S19919,partenza,34,0,187,340,0,12,2269.0,187,539,10,1,13.0,0,539,0,0,2256.0,0,STABIO,4.1855287569573285,3.0,10.0,8.0
2024-12,,N_25A66D98E21D,arrivo,2,0,2,0,0,0,38.0,2,2,2,0,0.0,0,2,0,0,38.0,0,GROTTAMMARE,19.0,19.0,19.0,19.0
2024-12,,N_26FAC2401D1E,arrivo,444,0,706,662,0,430,16210.0,706,1798,288,128,1218.0,50,1798,0,0,14992.0,0,VENEZIA SANTA LUCIA,8.338153503893215,3.0,40.19999999999982,23.0
2024-12,,N_26FAC2401D1E,partenza,454,0,772,550,0,430,17488.0,772,1754,340,144,1550.0,54,1754,0,0,15938.0,0,VENEZIA SANTA LUCIA,9.09703196347032,3.0,42.25,25.5
2024-12,,N_54735EC5B62B,partenza,2,0,2,0,0,0,80.0,2,2,2,2,0.0,0,2,0,0,80.0,0,VILLA SAN GIOVANNI,40.0,40.0,40.0,40.0
2024-12,,N_66EFE7185ACC,arrivo,110,0,192,92,0,38,3086.0,192,322,60,16,44.0,6,322,0,0,3042.0,0,GENOVA P.PRINCIPE,9.4472049689441,7.0,29.0,21.0
2024-12,,N_66EFE7185ACC,partenza,102,0,138,96,0,84,3258.0,138,318,68,34,268.0,10,318,0,0,2990.0,0,GENOVA P.PRINCIPE,9.40251572327044,2.0,38.29999999999998,31.0
2024-12,,N_6DAD4A05816E,arrivo,2,0,10,6,0,78,88.0,10,94,0,0,368.0,0,94,0,0,-280.0,0,FIRENZE S.M.N.,-2.978723404255319,-4.0,8.0,2.5999999999999943
2024-12,,N_6DAD4A05816E,partenza,2,0,8,48,0,44,150.0,8,100,2,0,192.0,0,100,0,0,-42.0,0,FIRENZE S.M.N.,-0.42,0.0,5.549999999999998,4.0
2024-12,,N_D7657C7B682F,partenza,2,0,2,0,0,0,70.0,2,2,2,2,0.0,0,2,0,0,70.0,0,BOLOGNA C.LE/AV,35.0,35.0,35.0,35.0
2024-12,,N_DEBAB2A3D4C0,arrivo,154,0,214,36,0,154,5394.0,214,404,132,58,868.0,12,404,0,0,4526.0,0,REGGIO CALABRIA CENTRALE,11.202970297029704,5.5,54.89999999999998,42.900000000000006
2024-12,,N_DEBAB2A3D4C0,partenza,234,0,304,74,0,40,8942.0,304,418,188,102,132.0,34,418,0,0,8810.0,0,REGGIO CALABRIA CENTRALE,21.076555023923444,12.0,80.79999999999995,50.20000000000002
2024-12,,N_FEBDC4EA7CA2,arrivo,444,0,704,426,0,294,14954.0,704,1424,314,132,898.0,34,1424,0,0,14056.0,0,TORINO P.NUOVA,9.870786516853933,4.0,39.0,27.0
2024-12,,N_FEBDC4EA7CA2,partenza,380,0,592,452,0,318,13340.0,592,1362,252,144,1154.0,32,1362,0,0,12186.0,0,TORINO P.NUOVA,8.947136563876652,3.0,46.0,30.0
2024-12,,S00202,arrivo,6,0,6,8,0,0,296.0,6,14,2,2,0.0,2,14,0,0,296.0,0,BARDONECCHIA,21.142857142857142,4.0,86.29999999999993,53.60000000000004
2024-12,,S00202,partenza,2,0,2,6,0,6,148.0,2,14,2,2,12.0,2,14,0,0,136.0,0,BARDONECCHIA,9.714285714285714,0.0,48.09999999999995,29.200000000000024
2024-12,,S00228,arrivo,0,0,0,0,0,2,0.0,0,2,0,0,18.0,0,2,0,0,-18.0,0,TORINO STURA,-9.0,-9.0,-9.0,-9.0
2024-12,,S00228,partenza,0,0,0,0,0,2,0.0,0,2,0,0,2.0,0,2,0,0,-2.0,0,TORINO STURA,-1.0,-1.0,-1.0,-1.0
2024-12,,S01037,arrivo,0,0,0,0,0,2,0.0,0,2,0,0,82.0,0,2,0,0,-82.0,0,RHO,-41.0,-41.0,-41.0,-41.0
2024-12,,S01700,arrivo,902,0,1562,1096,0,806,32618.0,1562,3468,622,274,2720.0,80,3468,0,0,29898.0,0,MILANO CENTRALE,8.631062355658198,4.0,38.44999999999982,25.90000000000009
2024-12,,S01700,partenza,694,0,1166,1006,0,1260,24600.0,1166,3432,490,216,4940.0,56,3432,0,0,19660.0,0,MILANO CENTRALE,5.728438228438228,2.0,34.25,21.0
2024-12,,S01717,arrivo,34,0,60,40,0,62,976.0,60,162,24,4,154.0,0,162,0,0,822.0,0,BRESCIA,5.074074074074074,2.0,25.0,17.0
2024-12,,S01717,partenza,36,0,58,58,0,48,958.0,58,164,26,4,126.0,0,164,0,0,832.0,0,BRESCIA,5.073170731707317,2.0,23.90000000000001,19.0
2024-12,,S02026,arrivo,146,0,232,98,0,84,3814.0,232,414,84,24,306.0,2,414,0,0,3508.0,0,BOLZANO,8.473429951690822,6.0,30.0,21.40000000000001
2024-12,,S02026,partenza,110,0,170,144,0,86,3518.0,170,400,80,34,366.0,6,400,0,0,3152.0,0,BOLZANO,7.88,3.0,37.24999999999992,26.0
2024-12,,S02336,arrivo,18,0,40,12,0,2,568.0,40,54,10,4,2.0,0,54,0,0,566.0,0,MANTOVA,10.48148148148148,8.0,35.499999999999986,20.200000000000017
2024-12,,S02336,partenza,18,0,26,20,0,12,830.0,26,58,14,8,36.0,2,58,0,0,794.0,0,MANTOVA,13.689655172413794,4.0,53.399999999999984,35.999999999999986
2024-12,,S02430,arrivo,10,0,12,2,0,2,196.0,12,16,4,2,2.0,0,16,0,0,194.0,0,VERONA PORTA NUOVA,12.125,10.5,30.449999999999992,25.9
2024-12,,S02430,partenza,10,0,12,6,0,2,326.0,12,20,8,4,10.0,0,20,0,0,316.0,0,VERONA PORTA NUOVA,15.8,10.0,49.89999999999998,41.8
2024-12,,S02589,arrivo,6,0,12,4,0,2,524.0,12,18,6,4,4.0,4,18,0,0,520.0,0,VENEZIA MESTRE,28.88888888888889,7.0,116.79999999999998,89.60000000000001
2024-12,,S02589,partenza,6,0,8,4,0,4,328.0,8,16,6,2,26.0,2,16,0,0,302.0,0,VENEZIA MESTRE,18.875,4.0,80.94999999999996,51.899999999999984
2024-12,,S03026,arrivo,14,0,20,34,0,60,516.0,20,114,8,8,218.0,0,114,0,0,298.0,0,UDINE,2.6140350877192984,-1.0,32.99999999999996,12.199999999999996
2024-12,,S03026,partenza,36,0,56,48,0,12,956.0,56,116,18,4,18.0,2,116,0,0,938.0,0,UDINE,8.086206896551724,4.0,23.15,15.900000000000013
2024-12,,S03200,arrivo,0,0,2,0,0,0,14.0,2,2,0,0,0.0,0,2,0,0,14.0,0,PORTOGRUARO CAORLE,7.0,7.0,7.0,7.0
2024-12,,S03200,partenza,2,0,2,0,0,0,20.0,2,2,0,0,0.0,0,2,0,0,20.0,0,PORTOGRUARO CAORLE,10.0,10.0,10.0,10.0
2024-12,,S03304,arrivo,4,0,6,2,0,44,88.0,6,52,4,0,212.0,0,52,0,0,-124.0,0,GORIZIA CENTRALE,-2.3846153846153846,-5.0,13.5,4.5
2024-12,,S03304,partenza,10,0,14,6,0,38,488.0,14,58,8,6,196.0,2,58,0,0,292.0,0,GORIZIA CENTRALE,5.0344827586206895,-2.0,44.79999999999998,24.799999999999983
2024-12,,S03317,arrivo,46,0,66,60,0,124,1644.0,66,250,28,20,424.0,4,250,0,0,1220.0,0,TRIESTE CENTRALE,4.88,0.0,48.199999999999974,16.200000000000017
2024-12,,S03317,partenza,72,0,126,128,0,22,2238.0,126,276,46,10,68.0,2,276,0,0,2170.0,0,TRIESTE CENTRALE,7.86231884057971,4.0,25.600000000000023,18.3
2024-12,,S04702,arrivo,32,0,46,8,0,6,858.0,46,60,18,8,10.0,2,60,0,0,848.0,0,GENOVA BRIGNOLE,14.133333333333333,11.5,46.94999999999997,33.000000000000014
2024-12,,S04702,partenza,34,0,40,10,0,6,910.0,40,56,26,10,22.0,0,56,0,0,888.0,0,GENOVA BRIGNOLE,15.857142857142858,14.0,42.65,39.90000000000001
2024-12,,S05811,arrivo,6,0,16,8,0,34,164.0,16,58,4,0,140.0,0,58,0,0,24.0,0,RAVENNA,0.4137931034482758,-1.0,15.399999999999991,8.999999999999996
2024-12,,S05811,partenza,6,0,12,20,0,24,220.0,12,56,2,2,114.0,0,56,0,0,106.0,0,RAVENNA,1.8928571428571428,0.0,12.299999999999995,8.200000000000003
2024-12,,S06900,arrivo,2,0,2,0,0,0,82.0,2,2,2,2,0.0,0,2,0,0,82.0,0,FIRENZE CAMPO MARTE,41.0,41.0,41.0,41.0
2024-12,,S06900,partenza,0,0,0,0,0,2,0.0,0,2,0,0,82.0,0,2,0,0,-82.0,0,FIRENZE CAMPO MARTE,-41.0,-41.0,-41.0,-41.0
2024-12,,S07004,arrivo,18,0,32,10,0,8,558.0,32,50,14,4,40.0,2,50,0,0,518.0,0,PERUGIA,10.36,7.0,34.59999999999998,25.800000000000008
2024-12,,S07004,partenza,10,0,24,22,0,2,470.0,24,48,10,6,4.0,2,48,0,0,466.0,0,PERUGIA,9.708333333333334,4.5,34.55,27.8
2024-12,,S07113,arrivo,34,0,40,20,0,54,1132.0,40,114,26,10,284.0,6,114,0,0,848.0,0,ANCONA,7.43859649122807,1.0,55.19999999999995,26.8
2024-12,,S07113,partenza,42,0,62,24,0,44,1462.0,62,132,34,16,200.0,6,132,0,0,1262.0,0,ANCONA,9.707692307692309,4.0,47.6,33.00000000000001
2024-12,,S07810,arrivo,40,0,52,20,0,26,934.0,52,98,26,10,100.0,0,98,0,0,834.0,0,PESCARA,8.510204081632653,6.0,36.6,26.40000000000002
2024-12,,S07810,partenza,20,0,38,22,0,44,680.0,38,104,12,4,172.0,2,104,0,0,508.0,0,PESCARA,4.884615384615385,1.5,28.449999999999996,22.999999999999982
2024-12,,S08406,arrivo,2,0,2,0,0,0,22.0,2,2,0,0,0.0,0,2,0,0,22.0,0,ROMA OSTIENSE,11.0,11.0,11.0,11.0
2024-12,,S08406,partenza,0,0,0,2,0,0,8.0,0,2,0,0,0.0,0,2,0,0,8.0,0,ROMA OSTIENSE,4.0,4.0,4.0,4.0
2024-12,,S08409,arrivo,630,0,944,832,0,612,22552.0,944,2390,450,208,2428.0,68,2390,0,0,20124.0,0,ROMA TERMINI,8.42713567839196,3.0,42.34999999999991,27.0
2024-12,,S08409,partenza,532,0,926,634,0,928,17792.0,926,2488,328,134,3632.0,36,2488,0,0,14160.0,0,ROMA TERMINI,5.691318327974277,2.0,30.0,18.0
2024-12,,S08411,arrivo,10,0,32,116,0,130,644.0,32,278,8,4,480.0,2,278,0,0,164.0,0,FIUMICINO AEROPORTO,0.5899280575539568,0.0,7.0,5.200000000000003
2024-12,,S08411,partenza,14,0,24,72,0,68,562.0,24,166,6,2,214.0,2,166,0,0,348.0,0,FIUMICINO AEROPORTO,2.1219512195121952,1.0,13.850000000000009,7.800000000000012
2024-12,,S09218,arrivo,388,0,630,466,0,610,13796.0,630,1708,270,124,2160.0,40,1708,0,0,11636.0,0,NAPOLI CENTRALE,6.82063305978898,2.0,37.0,22.0
2024-12,,S09218,partenza,476,0,824,470,0,516,15096.0,824,1810,318,120,1920.0,22,1810,0,0,13176.0,0,NAPOLI CENTRALE,7.2795580110497236,4.0,36.79999999999996,23.0
2024-12,,S09311,arrivo,18,0,26,8,0,8,644.0,26,42,10,4,10.0,2,42,0,0,634.0,0,BENEVENTO,15.095238095238098,7.0,55.0,25.0
2024-12,,S09311,partenza,8,0,26,14,0,0,252.0,26,40,0,0,0.0,0,40,0,0,252.0,0,BENEVENTO,6.3,6.0,11.150000000000002,10.1
2024-12,,S09810,arrivo,0,0,0,0,0,12,0.0,0,12,0,0,46.0,0,12,0,0,-46.0,0,POMPEI,-3.8333333333333335,-3.5,-1.25,-1.5
2024-12,,S09810,partenza,0,0,0,0,0,2,0.0,0,2,0,0,6.0,0,2,0,0,-6.0,0,POMPEI,-3.0,-3.0,-3.0,-3.0
2024-12,,S09818,arrivo,132,0,184,90,0,194,4780.0,184,468,94,50,1218.0,16,468,0,0,3562.0,0,SALERNO,7.611111111111111,1.0,46.35,30.0
2024-12,,S09818,partenza,140,0,196,140,0,80,3860.0,196,416,98,30,200.0,6,416,0,0,3660.0,0,SALERNO,8.798076923076923,4.0,31.649999999999977,25.0
2024-12,,S09823,arrivo,10,0,18,8,0,32,260.0,18,58,8,0,102.0,0,58,0,0,158.0,0,BATTIPAGLIA,2.7241379310344827,-1.0,21.39999999999999,15.799999999999995
2024-12,,S09823,partenza,18,0,22,14,0,22,690.0,22,58,12,8,60.0,4,58,0,0,630.0,0,BATTIPAGLIA,10.862068965517242,1.0,64.79999999999997,37.79999999999998
2024-12,,S09988,arrivo,0,0,0,0,0,2,0.0,0,2,0,0,14.0,0,2,0,0,-14.0,0,NAPOLI AFRAGOLA,-7.0,-7.0,-7.0,-7.0
2024-12,,S11100,arrivo,6,0,24,22,0,14,332.0,24,60,4,2,36.0,0,60,0,0,296.0,0,FOGGIA,4.933333333333334,4.0,17.399999999999977,9.400000000000006
2024-12,,S11100,partenza,14,0,26,24,0,8,454.0,26,58,8,4,10.0,0,58,0,0,444.0,0,FOGGIA,7.655172413793103,4.0,28.39999999999999,26.0
2024-12,,S11119,arrivo,68,0,102,42,0,58,2586.0,102,202,56,30,316.0,4,202,0,0,2270.0,0,BARI CENTRALE,11.237623762376238,5.0,57.0,36.0
2024-12,,S11119,partenza,120,0,156,24,0,6,4614.0,156,188,94,44,20.0,20,188,0,0,4594.0,0,BARI CENTRALE,24.6989247311828,15.0,80.39999999999986,59.60000000000001
2024-12,,S11145,arrivo,134,0,200,106,0,318,4996.0,200,624,100,66,1346.0,12,624,0,0,3650.0,0,LECCE,5.849358974358975,-1.0,41.89999999999998,30.0
2024-12,,S11145,partenza,244,0,336,184,0,128,9462.0,336,648,172,98,470.0,34,648,0,0,8992.0,0,LECCE,13.876543209876543,5.0,61.94999999999976,39.39999999999998
2024-12,,S11465,arrivo,26,0,38,16,0,16,1006.0,38,70,26,16,34.0,0,70,0,0,972.0,0,TARANTO,13.885714285714286,6.0,44.3,41.2
2024-12,,S11465,partenza,42,0,58,28,0,30,2086.0,58,116,32,22,80.0,10,116,0,0,2006.0,0,TARANTO,17.29310344827586,4.5,97.6,54.10000000000003
2024-12,,S11811,arrivo,32,0,44,8,0,0,1010.0,44,52,26,12,0.0,2,52,0,0,1010.0,0,SIBARI,19.423076923076923,13.5,44.25,39.5
2024-12,,S11811,partenza,38,0,50,8,0,0,1024.0,50,58,26,8,0.0,2,58,0,0,1024.0,0,SIBARI,17.655172413793103,14.0,51.79999999999998,37.39999999999999
2025-01,EC,N_25B9CF10B7D2,arrivo,48,0,52,15,0,9,1754.0,52,81,39,20,17.0,8,81,0,0,1737.0,0,BOLOGNA C.LE,22.855263157894736,15.5,80.25,56.5
2025-01,EC,N_25B9CF10B7D2,partenza,11,0,22,12,0,23,374.0,22,62,9,4,121.0,0,62,0,0,253.0,0,BOLOGNA C.LE,4.43859649122807,2.0,35.2,19.0
2025-01,EC,N_26FAC2401D1E,arrivo,16,0,31,35,0,19,535.0,31,86,10,2,49.0,2,86,0,0,486.0,0,VENEZIA SANTA LUCIA,5.7176470588235295,2.0,21.19999999999999,16.200000000000017
2025-01,EC,N_26FAC2401D1E,partenza,15,0,21,10,0,38,449.0,21,71,6,4,224.0,3,71,0,0,225.0,0,VENEZIA SANTA LUCIA,3.260869565217391,-1.0,32.39999999999989,12.200000000000005
2025-01,EC,N_638E73A138AC,arrivo,1,0,1,0,0,0,145.0,1,1,1,1,0.0,1,1,0,0,145.0,0,POSTO COMUNICAZIONE FLERES,145.0,145.0,145.0,145.0
2025-01,EC,N_66EFE7185ACC,arrivo,2,0,7,2,0,2,93.0,7,11,2,1,2.0,0,11,0,0,91.0,0,GENOVA P.PRINCIPE,8.272727272727273,6.0,26.5,17.0
2025-01,EC,N_66EFE7185ACC,partenza,5,0,8,6,0,15,99.0,8,29,1,0,45.0,0,29,0,0,54.0,0,GENOVA P.PRINCIPE,1.862068965517241,-1.0,11.599999999999998,11.0
2025-01,EC,N_B7B23FBB3D0B,partenza,1,0,1,0,0,0,11.0,1,1,0,0,0.0,0,1,0,0,11.0,0,SESTO S. GIOVANNI,11.0,11.0,11.0,11.0
2025-01,EC,S01003,arrivo,17,0,32,26,0,56,493.0,32,115,9,3,349.0,1,115,0,0,144.0,0,DOMODOSSOLA,1.2631578947368418,0.0,18.349999999999994,12.700000000000005
2025-01,EC,S01003,partenza,28,0,81,38,0,7,897.0,81,129,13,1,15.0,1,129,0,0,882.0,0,DOMODOSSOLA,7.0,6.0,17.0,14.5
2025-01,EC,S01301,arrivo,39,0,56,76,0,137,1046.0,56,275,20,7,459.0,1,275,0,0,587.0,0,CHIASSO,2.1821561338289963,-1.0,21.599999999999994,11.200000000000015
2025-01,EC,S01301,partenza,26,0,53,68,0,124,828.0,53,248,12,5,345.0,2,248,0,0,483.0,0,CHIASSO,1.9714285714285713,-1.0,14.0,10.0
2025-01,EC,S01700,arrivo,36,0,99,72,0,112,1219.0,99,288,15,4,319.0,2,288,0,0,900.0,0,MILANO CENTRALE,3.180212014134276,1.0,14.899999999999974,11.0
2025-01,EC,S01700,partenza,37,0,62,88,0,163,1140.0,62,319,24,8,715.0,1,319,0,0,425.0,0,MILANO CENTRALE,1.3578274760383386,-1.0,21.0,11.0
2025-01,EC,S02001,arrivo,19,0,36,19,0,104,876.0,36,170,16,9,685.0,5,170,0,0,191.0,0,BRENNERO,1.20125786163522,-4.0,35.099999999999994,14.400000000000034
2025-01,EC,S02001,partenza,67,0,83,26,0,49,2821.0,83,168,57,32,174.0,14,168,0,0,2647.0,0,BRENNERO,16.753164556962027,5.5,79.75000000000003,46.50000000000006
2025-01,EC,S02026,arrivo,4,0,7,2,0,14,136.0,7,28,3,2,49.0,0,28,0,0,87.0,0,BOLZANO,3.7826086956521743,-2.0,29.29999999999999,21.200000000000006
2025-01,EC,S02026,partenza,1,0,1,3,0,20,83.0,1,29,1,1,128.0,1,29,0,0,-45.0,0,BOLZANO,-1.875,-6.0,2.699999999999996,0.6999999999999993
2025-01,EC,S02430,arrivo,13,0,17,4,0,9,632.0,17,30,11,8,27.0,4,30,0,0,605.0,0,VERONA PORTA NUOVA,20.166666666666668,7.0,91.39999999999996,62.70000000000004
2025-01,EC,S02430,partenza,1,0,1,2,0,26,101.0,1,29,1,1,181.0,1,29,0,0,-80.0,0,VERONA PORTA NUOVA,-2.7586206896551726,-7.0,1.7999999999999938,-0.8000000000000007
2025-01,EC,S02589,arrivo,1,0,3,4,0,15,34.0,3,22,1,0,71.0,0,22,0,0,-37.0,0,VENEZIA MESTRE,-1.681818181818182,-2.0,8.799999999999997,4.700000000000006
2025-01,EC,S02589,partenza,4,0,8,2,0,12,160.0,8,22,3,1,79.0,1,22,0,0,81.0,0,VENEZIA MESTRE,3.6818181818181817,-2.0,26.64999999999999,19.200000000000017
2025-01,EC,S03015,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,13.0,0,1,0,0,-13.0,0,TARVISIO BOSCOVERDE,-13.0,-13.0,-13.0,-13.0
2025-01,EC,S08217,partenza,0,0,0,0,0,1,0.0,0,1,0,0,13.0,0,1,0,0,-13.0,0,ROMA TIBURTINA,-13.0,-13.0,-13.0,-13.0
2025-01,EN,N_25B9CF10B7D2,arrivo,8,0,8,2,0,0,177.0,8,10,7,0,0.0,0,10,0,0,177.0,0,BOLOGNA C.LE,17.7,19.5,29.0,29.0
2025-01,EN,N_25B9CF10B7D2,partenza,5,0,5,2,0,12,188.0,5,19,5,2,172.0,1,19,0,0,16.0,0,BOLOGNA C.LE,0.8421052631578947,-10.0,37.39999999999986,27.0
2025-01,EN,S02430,arrivo,0,0,1,0,0,0,5.0,1,1,0,0,0.0,0,1,0,0,5.0,0,VERONA PORTA NUOVA,5.0,5.0,5.0,5.0
2025-01,EN,S02430,partenza,0,0,0,1,0,0,2.0,0,1,0,0,0.0,0,1,0,0,2.0,0,VERONA PORTA NUOVA,2.0,2.0,2.0,2.0
2025-01,EN,S02581,arrivo,10,0,13,9,0,1,396.0,13,24,9,3,2.0,2,24,0,0,394.0,0,PADOVA,17.130434782608695,8.0,70.49999999999994,29.200000000000003
2025-01,EN,S02581,partenza,4,0,6,5,0,12,175.0,6,24,4,3,39.0,0,24,0,0,136.0,0,PADOVA,5.91304347826087,-1.0,39.6,32.000000000000014
2025-01,EN,S03015,arrivo,3,0,5,3,0,12,141.0,5,20,3,2,143.0,1,20,0,0,-2.0,0,TARVISIO BOSCOVERDE,-0.1,-3.5,40.15000000000002,22.800000000000026
2025-01,EN,S03015,partenza,8,0,9,0,0,2,860.0,9,11,8,7,9.0,6,11,0,0,851.0,0,TARVISIO BOSCOVERDE,77.36363636363636,67.0,176.5,162.0
2025-01,EN,S06000,arrivo,6,0,8,5,0,13,332.0,8,27,6,5,44.0,1,27,0,0,288.0,0,LA SPEZIA CENTRALE,11.076923076923078,0.0,52.0,38.0
2025-01,EN,S06000,partenza,12,0,15,9,0,1,479.0,15,26,11,4,2.0,3,26,0,0,477.0,0,LA SPEZIA CENTRALE,19.08,8.0,72.39999999999996,49.200000000000045
2025-01,EN,S08217,arrivo,11,0,11,2,0,13,886.0,11,26,11,7,176.0,6,26,0,0,710.0,0,ROMA TIBURTINA,27.307692307692307,-1.0,160.5,129.0
2025-01,EN,S08217,partenza,9,0,11,4,0,12,233.0,11,27,8,1,143.0,0,27,0,0,90.0,0,ROMA TIBURTINA,3.3333333333333326,2.0,29.0,27.200000000000006
2025-01,EXP,N_973290894DC5,arrivo,1,0,1,0,0,0,80.0,1,1,1,1,0.0,1,1,0,0,80.0,0,ALI` TERME,80.0,80.0,80.0,80.0
2025-01,EXP,N_FEBDC4EA7CA2,arrivo,1,0,1,0,0,1,26.0,1,2,1,0,67.0,0,2,0,0,-41.0,0,TORINO P.NUOVA,-20.5,-20.5,21.349999999999994,16.700000000000003
