mese,categoria,cod_stazione,ruolo,oltre_10,info_mancante,in_ritardo,in_orario,parzialmente_cancellate,in_anticipo,minuti_ritardo_tot,oltre_5,corse_osservate,oltre_15,oltre_30,minuti_anticipo_tot,oltre_60,effettuate,soppresse,cancellate_tot,minuti_netti_tot,cancellate,nome_stazione,ritardo_medio,ritardo_mediano,p95,p90
2024-06,EC,N_25B9CF10B7D2,arrivo,19,0,26,8,0,3,668.0,26,37,11,6,7.0,3,37,0,0,661.0,0,BOLOGNA C.LE,17.864864864864863,10.0,64.19999999999993,41.79999999999998
2024-06,EC,N_25B9CF10B7D2,partenza,9,0,16,17,0,4,441.0,16,37,6,3,16.0,2,37,0,0,425.0,0,BOLOGNA C.LE,11.486486486486486,4.0,41.79999999999988,20.19999999999998
2024-06,EC,N_26FAC2401D1E,arrivo,11,0,15,14,0,8,342.0,15,37,6,4,18.0,1,37,0,0,324.0,0,VENEZIA SANTA LUCIA,8.756756756756756,3.0,38.79999999999996,23.39999999999997
2024-06,EC,N_26FAC2401D1E,partenza,21,0,32,7,0,14,584.0,32,53,14,7,58.0,0,53,0,0,526.0,0,VENEZIA SANTA LUCIA,9.924528301886792,6.0,39.59999999999998,30.800000000000004
2024-06,EC,S01003,arrivo,2,0,2,0,0,3,32.0,2,5,1,0,11.0,0,5,0,0,21.0,0,DOMODOSSOLA,4.2,-1.0,19.6,17.200000000000003
2024-06,EC,S01003,partenza,2,0,3,0,0,0,52.0,3,3,2,0,0.0,0,3,0,0,52.0,0,DOMODOSSOLA,17.333333333333332,20.0,22.7,22.399999999999995
2024-06,EC,S01301,arrivo,25,0,42,15,0,14,782.0,42,72,15,8,34.0,2,72,0,0,748.0,0,CHIASSO,10.535211267605634,6.0,43.0,30.0
2024-06,EC,S01301,partenza,18,0,32,37,0,12,542.0,32,83,9,4,30.0,1,83,0,0,512.0,0,CHIASSO,6.320987654320987,4.0,21.0,15.0
2024-06,EC,S01700,arrivo,27,0,47,38,0,12,833.0,47,99,20,8,30.0,0,99,0,0,803.0,0,MILANO CENTRALE,8.278350515463918,4.0,32.39999999999998,21.40000000000001
2024-06,EC,S01700,partenza,25,0,42,14,0,17,754.0,42,74,15,7,45.0,2,74,0,0,709.0,0,MILANO CENTRALE,9.712328767123289,6.0,39.39999999999999,25.599999999999994
2024-06,EC,S02001,arrivo,29,0,47,34,0,49,1120.0,47,130,17,6,221.0,4,130,0,0,899.0,0,BRENNERO,6.915384615384616,1.5,27.099999999999994,16.10000000000001
2024-06,EC,S02001,partenza,49,0,73,29,0,28,1997.0,73,130,31,21,89.0,8,130,0,0,1908.0,0,BRENNERO,14.676923076923076,6.0,60.55,38.400000000000034
2024-06,EC,S02026,arrivo,9,0,17,2,0,1,431.0,17,20,7,4,2.0,1,20,0,0,429.0,0,BOLZANO,21.45,8.5,56.05000000000008,42.80000000000001
2024-06,EC,S02026,partenza,1,0,1,2,0,17,18.0,1,20,1,0,81.0,0,20,0,0,-63.0,0,BOLZANO,-3.15,-4.0,2.70000000000001,0.2000000000000028
2024-06,EC,S02430,arrivo,11,0,16,3,0,3,572.0,16,22,7,6,4.0,3,22,0,0,568.0,0,VERONA PORTA NUOVA,25.818181818181817,10.0,83.74999999999999,58.30000000000004
2024-06,EC,S02430,partenza,4,0,5,7,0,11,286.0,5,23,3,2,59.0,1,23,0,0,227.0,0,VERONA PORTA NUOVA,9.869565217391305,0.0,45.39999999999996,19.60000000000001
2024-06,EC,S02589,arrivo,1,0,1,0,0,0,35.0,1,1,1,1,0.0,0,1,0,0,35.0,0,VENEZIA MESTRE,35.0,35.0,35.0,35.0
2024-06,EC,S02589,partenza,0,0,0,0,0,1,0.0,0,1,0,0,4.0,0,1,0,0,-4.0,0,VENEZIA MESTRE,-4.0,-4.0,-4.0,-4.0
2024-06,EC,S03015,arrivo,1,0,1,0,0,0,61.0,1,1,1,1,0.0,1,1,0,0,61.0,0,TARVISIO BOSCOVERDE,61.0,61.0,61.0,61.0
2024-06,EC,S05071,arrivo,5,0,7,3,0,13,292.0,7,23,3,3,58.0,2,23,0,0,234.0,0,RIMINI,10.173913043478262,-2.0,81.19999999999993,33.000000000000014
2024-06,EC,S05071,partenza,10,0,16,4,0,2,433.0,16,22,7,2,3.0,2,22,0,0,430.0,0,RIMINI,19.545454545454547,9.0,118.14999999999992,25.400000000000013
2024-06,EC,S06000,partenza,1,0,1,0,0,0,61.0,1,1,1,1,0.0,1,1,0,0,61.0,0,LA SPEZIA CENTRALE,61.0,61.0,61.0,61.0
2024-06,EN,N_25B9CF10B7D2,partenza,0,0,0,1,0,0,1.0,0,1,0,0,0.0,0,1,0,0,1.0,0,BOLOGNA C.LE,1.0,1.0,1.0,1.0
2024-06,EN,S01717,arrivo,1,0,1,0,0,0,160.0,1,1,1,1,0.0,1,1,0,0,160.0,0,BRESCIA,160.0,160.0,160.0,160.0
2024-06,EN,S02581,arrivo,1,0,4,2,0,0,134.0,4,6,1,1,0.0,1,6,0,0,134.0,0,PADOVA,22.33333333333333,8.5,77.25,54.5
2024-06,EN,S02581,partenza,13,0,16,1,0,3,670.0,16,20,13,8,9.0,2,20,0,0,661.0,0,PADOVA,33.05,20.0,85.15000000000008,59.30000000000003
2024-06,EN,S03015,arrivo,5,0,5,0,0,0,234.0,5,5,4,4,0.0,2,5,0,0,234.0,0,TARVISIO BOSCOVERDE,46.8,47.0,75.2,72.4
2024-06,EN,S03015,partenza,3,0,3,0,0,0,766.0,3,3,3,3,0.0,3,3,0,0,766.0,0,TARVISIO BOSCOVERDE,255.3333333333333,288.0,315.0,312.0
2024-06,EN,S04725,arrivo,2,0,2,0,0,0,606.0,2,2,2,2,0.0,2,2,0,0,606.0,0,SESTRI LEVANTE,303.0,303.0,316.5,315.0
2024-06,EN,S04725,partenza,3,0,3,0,0,0,123.0,3,3,2,2,0.0,1,3,0,0,123.0,0,SESTRI LEVANTE,41.0,32.0,73.4,68.80000000000001
2024-06,EN,S06000,arrivo,13,0,16,1,0,3,670.0,16,20,13,8,9.0,2,20,0,0,661.0,0,LA SPEZIA CENTRALE,33.05,20.0,85.15000000000008,59.30000000000003
2024-06,EN,S06000,partenza,3,0,6,2,0,0,245.0,6,8,3,3,0.0,2,8,0,0,245.0,0,LA SPEZIA CENTRALE,30.625,9.0,87.39999999999998,74.8
2024-06,EN,S08409,arrivo,0,0,0,1,0,0,1.0,0,1,0,0,0.0,0,1,0,0,1.0,0,ROMA TERMINI,1.0,1.0,1.0,1.0
2024-06,EXP,N_25B9CF10B7D2,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,3.0,0,1,0,0,-3.0,0,BOLOGNA C.LE,-3.0,-3.0,-3.0,-3.0
2024-06,EXP,N_25B9CF10B7D2,partenza,0,0,1,0,0,0,8.0,1,1,0,0,0.0,0,1,0,0,8.0,0,BOLOGNA C.LE,8.0,8.0,8.0,8.0
2024-06,EXP,N_26FAC2401D1E,arrivo,0,0,0,1,0,0,0.0,0,1,0,0,0.0,0,1,0,0,0.0,0,VENEZIA SANTA LUCIA,0.0,0.0,0.0,0.0
2024-06,EXP,N_26FAC2401D1E,partenza,2,0,3,0,0,0,270.0,3,3,2,2,0.0,1,3,0,0,270.0,0,VENEZIA SANTA LUCIA,90.0,38.0,204.5,186.0
2024-06,EXP,N_DEBAB2A3D4C0,arrivo,0,0,0,1,0,0,4.0,0,1,0,0,0.0,0,1,0,0,4.0,0,REGGIO CALABRIA CENTRALE,4.0,4.0,4.0,4.0
2024-06,EXP,N_DEBAB2A3D4C0,partenza,1,0,1,0,0,0,14.0,1,1,0,0,0.0,0,1,0,0,14.0,0,REGGIO CALABRIA CENTRALE,14.0,14.0,14.0,14.0
2024-06,EXP,S01700,arrivo,0,0,1,0,0,0,8.0,1,1,0,0,0.0,0,1,0,0,8.0,0,MILANO CENTRALE,8.0,8.0,8.0,8.0
2024-06,EXP,S01700,partenza,0,0,0,0,0,1,0.0,0,1,0,0,3.0,0,1,0,0,-3.0,0,MILANO CENTRALE,-3.0,-3.0,-3.0,-3.0
2024-06,EXP,S02001,arrivo,1,0,1,0,0,0,223.0,1,1,1,1,0.0,1,1,0,0,223.0,0,BRENNERO,223.0,223.0,223.0,223.0
2024-06,EXP,S02430,arrivo,1,0,2,0,0,0,47.0,2,2,1,1,0.0,0,2,0,0,47.0,0,VERONA PORTA NUOVA,23.5,23.5,36.55,35.1
2024-06,EXP,S02430,partenza,0,0,0,1,0,0,0.0,0,1,0,0,0.0,0,1,0,0,0.0,0,VERONA PORTA NUOVA,0.0,0.0,0.0,0.0
2024-06,EXP,S02550,arrivo,1,0,1,0,0,1,189.0,1,2,1,1,1.0,1,2,0,0,188.0,0,CALALZO PIEVE CADORE CORTINA,94.0,94.0,179.5,170.0
2024-06,EXP,S02550,partenza,1,0,1,0,0,1,17.0,1,2,1,0,26.0,0,2,0,0,-9.0,0,CALALZO PIEVE CADORE CORTINA,-4.5,-4.5,14.85,12.700000000000005
2024-06,EXP,S02589,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,4.0,0,1,0,0,-4.0,0,VENEZIA MESTRE,-4.0,-4.0,-4.0,-4.0
2024-06,EXP,S04501,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,40.0,0,1,0,0,-40.0,0,VENTIMIGLIA,-40.0,-40.0,-40.0,-40.0
2024-06,EXP,S04501,partenza,0,0,0,1,0,1,4.0,0,2,0,0,4.0,0,2,0,0,0.0,0,VENTIMIGLIA,0.0,0.0,3.6,3.2
2024-06,EXP,S04702,partenza,0,0,0,0,0,1,0.0,0,1,0,0,6.0,0,1,0,0,-6.0,0,GENOVA BRIGNOLE,-6.0,-6.0,-6.0,-6.0
2024-06,EXP,S06922,arrivo,1,0,1,0,0,0,14.0,1,1,0,0,0.0,0,1,0,0,14.0,0,TERONTOLA CORTONA,14.0,14.0,14.0,14.0
2024-06,EXP,S08409,arrivo,1,0,1,0,0,1,17.0,1,2,1,0,26.0,0,2,0,0,-9.0,0,ROMA TERMINI,-4.5,-4.5,14.85,12.700000000000005
2024-06,EXP,S08409,partenza,1,0,1,0,0,1,189.0,1,2,1,1,1.0,1,2,0,0,188.0,0,ROMA TERMINI,94.0,94.0,179.5,170.0
2024-06,EXP,S09211,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,6.0,0,1,0,0,-6.0,0,CASERTA,-6.0,-6.0,-6.0,-6.0
2024-06,EXP,S12002,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0,1,0,0,-1.0,0,PALERMO CENTRALE,-1.0,-1.0,-1.0,-1.0
2024-06,EXP,S12002,partenza,0,0,0,0,0,1,0.0,0,1,0,0,40.0,0,1,0,0,-40.0,0,PALERMO CENTRALE,-40.0,-40.0,-40.0,-40.0
2024-06,EXP,S12301,partenza,0,0,0,0,0,1,0.0,0,1,0,0,1.0,0,1,0,0,-1.0,0,MESSINA CENTRALE,-1.0,-1.0,-1.0,-1.0
2024-06,IC,N_25B9CF10B7D2,arrivo,35,0,51,22,0,29,1673.0,51,103,26,15,155.0,8,103,0,0,1518.0,0,BOLOGNA C.LE,14.882352941176476,4.5,73.94999999999999,39.80000000000001
2024-06,IC,N_25B9CF10B7D2,partenza,27,0,41,32,0,20,787.0,41,94,19,4,51.0,1,94,0,0,736.0,0,BOLOGNA C.LE,7.913978494623655,4.0,27.199999999999974,22.0
2024-06,IC,N_54735EC5B62B,arrivo,2,0,2,0,0,0,527.0,2,2,2,2,0.0,2,2,0,0,527.0,0,VILLA SAN GIOVANNI,263.5,263.5,276.55,275.1
2024-06,IC,N_54735EC5B62B,partenza,1,0,1,1,0,1,28.0,1,3,1,0,3.0,0,3,0,0,25.0,0,VILLA SAN GIOVANNI,8.333333333333334,3.0,22.8,20.6
2024-06,IC,N_66EFE7185ACC,arrivo,7,0,13,7,0,1,429.0,13,21,4,3,2.0,3,21,0,0,427.0,0,GENOVA P.PRINCIPE,20.33333333333333,6.0,98.0,66.0
2024-06,IC,N_66EFE7185ACC,partenza,4,0,4,0,0,13,74.0,4,17,3,1,40.0,0,17,0,0,34.0,0,GENOVA P.PRINCIPE,2.0,-2.0,19.99999999999999,15.8
2024-06,IC,N_6DAD4A05816E,arrivo,5,0,7,4,0,7,175.0,7,18,4,3,20.0,0,18,0,0,155.0,0,FIRENZE S.M.N.,8.61111111111111,1.5,49.3,35.70000000000002
2024-06,IC,N_6DAD4A05816E,partenza,12,0,16,10,0,13,259.0,16,39,6,2,61.0,0,39,0,0,198.0,0,FIRENZE S.M.N.,5.076923076923077,3.0,27.300000000000008,16.0
2024-06,IC,N_DEBAB2A3D4C0,arrivo,35,0,47,18,0,77,1216.0,47,142,27,12,507.0,6,142,0,0,709.0,0,REGGIO CALABRIA CENTRALE,4.992957746478873,-2.0,46.94999999999999,22.0
2024-06,IC,N_DEBAB2A3D4C0,partenza,36,0,56,62,0,38,1411.0,56,156,29,16,159.0,3,156,0,0,1252.0,0,REGGIO CALABRIA CENTRALE,8.025641025641026,3.0,50.75,29.5
2024-06,IC,N_EA569153A391,arrivo,0,0,1,0,0,0,9.0,1,1,0,0,0.0,0,1,0,0,9.0,0,CAPACCIO ROCCADASPIDE,9.0,9.0,9.0,9.0
2024-06,IC,N_FEBDC4EA7CA2,arrivo,13,0,24,22,0,25,412.0,24,71,9,3,76.0,0,71,0,0,336.0,0,TORINO P.NUOVA,4.732394366197183,3.0,23.5,15.0
2024-06,IC,N_FEBDC4EA7CA2,partenza,8,0,22,20,0,22,368.0,22,64,5,2,110.0,1,64,0,0,258.0,0,TORINO P.NUOVA,4.03125,2.0,17.549999999999983,10.700000000000005
2024-06,IC,S00202,arrivo,2,0,4,1,0,2,46.0,4,8,1,0,2.0,0,8,0,0,44.0,0,BARDONECCHIA,6.285714285714286,5.0,17.899999999999995,15.800000000000002
2024-06,IC,S00202,partenza,3,0,3,0,0,4,34.0,3,7,0,0,20.0,0,7,0,0,14.0,0,BARDONECCHIA,2.0,-1.0,11.7,11.4
2024-06,IC,S00470,arrivo,0,0,0,1,0,0,4.0,0,1,0,0,0.0,0,1,0,0,4.0,0,ALESSANDRIA,4.0,4.0,4.0,4.0
2024-06,IC,S01645,partenza,11,0,13,2,0,5,529.0,13,20,9,5,19.0,3,20,0,0,510.0,0,MILANO PORTA GARIBALDI,25.5,11.0,104.70000000000002,67.00000000000006
2024-06,IC,S01700,arrivo,140,0,242,90,0,70,5610.0,242,404,93,50,238.0,13,404,0,0,5372.0,0,MILANO CENTRALE,13.36318407960199,6.0,49.89999999999998,33.0
2024-06,IC,S01700,partenza,215,0,282,78,0,91,8694.0,282,455,165,93,368.0,36,455,0,0,8326.0,0,MILANO CENTRALE,18.46119733924612,9.0,74.0,50.0
2024-06,IC,S02011,arrivo,0,0,0,1,0,0,4.0,0,1,0,0,0.0,0,1,0,0,4.0,0,FORTEZZA,4.0,4.0,4.0,4.0
2024-06,IC,S02011,partenza,1,0,1,0,0,0,34.0,1,1,1,1,0.0,0,1,0,0,34.0,0,FORTEZZA,34.0,34.0,34.0,34.0
2024-06,IC,S02026,arrivo,2,0,3,2,0,1,193.0,3,6,2,1,1.0,1,6,0,0,192.0,0,BOLZANO,32.0,5.0,125.5,91.0
2024-06,IC,S02026,partenza,1,0,1,1,0,3,28.0,1,5,1,0,14.0,0,5,0,0,14.0,0,BOLZANO,2.8,-3.0,21.8,16.6
2024-06,IC,S02114,arrivo,1,0,2,0,0,0,39.0,2,2,1,1,0.0,0,2,0,0,39.0,0,S.CANDIDO,19.5,19.5,32.55,31.1
2024-06,IC,S03317,arrivo,7,0,16,20,0,18,323.0,16,54,6,2,51.0,1,54,0,0,272.0,0,TRIESTE CENTRALE,5.037037037037037,3.0,23.049999999999983,14.700000000000005
2024-06,IC,S03317,partenza,19,0,24,19,0,6,905.0,24,50,14,8,34.0,5,50,0,0,871.0,0,TRIESTE CENTRALE,17.775510204081634,4.0,88.99999999999989,58.60000000000004
2024-06,IC,S04203,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,2.0,0,1,0,0,-2.0,0,NOVI LIGURE,-2.0,-2.0,-2.0,-2.0
2024-06,IC,S04203,partenza,1,0,1,0,0,0,13.0,1,2,0,0,0.0,0,2,0,0,13.0,0,NOVI LIGURE,13.0,13.0,13.0,13.0
2024-06,IC,S04501,arrivo,90,0,109,13,0,8,3074.0,109,131,73,37,12.0,7,131,0,0,3062.0,0,VENTIMIGLIA,23.553846153846155,19.0,61.39999999999998,47.10000000000001
2024-06,IC,S04501,partenza,34,0,62,24,0,13,918.0,62,99,17,6,43.0,0,99,0,0,875.0,0,VENTIMIGLIA,8.83838383838384,6.0,31.19999999999999,25.40000000000001
2024-06,IC,S04702,arrivo,2,0,4,4,0,11,43.0,4,19,0,0,70.0,0,19,0,0,-27.0,0,GENOVA BRIGNOLE,-1.4210526315789471,-2.0,11.099999999999998,6.999999999999997
2024-06,IC,S04702,partenza,1,0,6,9,0,5,67.0,6,20,1,0,13.0,0,20,0,0,54.0,0,GENOVA BRIGNOLE,2.7,2.0,9.550000000000008,6.300000000000004
2024-06,IC,S04725,arrivo,5,0,11,5,0,5,499.0,11,21,5,3,8.0,3,21,0,0,491.0,0,SESTRI LEVANTE,23.38095238095238,6.0,79.0,79.0
2024-06,IC,S04725,partenza,4,0,5,9,0,7,94.0,5,21,1,1,22.0,0,21,0,0,72.0,0,SESTRI LEVANTE,3.4285714285714284,1.0,13.0,11.0
2024-06,IC,S04801,arrivo,2,0,4,5,0,3,69.0,4,13,2,0,8.0,0,13,0,0,61.0,0,SAVONA,5.083333333333333,1.5,22.39999999999999,16.1
2024-06,IC,S04801,partenza,3,0,7,2,0,4,76.0,7,13,2,0,10.0,0,13,0,0,66.0,0,SAVONA,5.076923076923077,5.0,16.599999999999994,14.000000000000004
2024-06,IC,S05058,arrivo,0,0,0,1,0,0,3.0,0,1,0,0,0.0,0,1,0,0,3.0,0,FAENZA,3.0,3.0,3.0,3.0
2024-06,IC,S06000,arrivo,19,0,30,8,0,4,697.0,30,43,12,8,14.0,2,43,0,0,683.0,0,LA SPEZIA CENTRALE,16.261904761904763,9.0,57.59999999999996,43.6
2024-06,IC,S06000,partenza,17,0,27,9,0,8,532.0,27,44,10,3,27.0,1,44,0,0,505.0,0,LA SPEZIA CENTRALE,11.477272727272728,6.5,32.400000000000006,25.90000000000002
2024-06,IC,S06026,arrivo,1,0,1,0,0,0,28.0,1,1,1,0,0.0,0,1,0,0,28.0,0,CECINA,28.0,28.0,28.0,28.0
2024-06,IC,S06026,partenza,0,0,0,0,0,1,0.0,0,1,0,0,2.0,0,1,0,0,-2.0,0,CECINA,-2.0,-2.0,-2.0,-2.0
2024-06,IC,S06039,arrivo,5,0,7,3,0,13,114.0,7,23,3,1,57.0,0,23,0,0,57.0,0,GROSSETO,2.4782608695652173,-1.0,16.9,15.6
2024-06,IC,S06039,partenza,11,0,18,2,0,2,317.0,18,22,8,3,3.0,0,22,0,0,314.0,0,GROSSETO,14.272727272727273,9.0,42.49999999999999,32.10000000000002
2024-06,IC,S06416,arrivo,33,0,39,18,0,5,937.0,39,62,24,7,9.0,2,62,0,0,928.0,0,PRATO CENTRALE,14.96774193548387,11.0,38.84999999999999,30.199999999999985
2024-06,IC,S06416,partenza,11,0,19,3,0,13,460.0,19,35,9,7,67.0,2,35,0,0,393.0,0,PRATO CENTRALE,11.228571428571428,5.0,50.49999999999996,34.60000000000001
2024-06,IC,S06500,partenza,0,0,0,1,0,0,1.0,0,1,0,0,0.0,0,1,0,0,1.0,0,PISA CENTRALE,1.0,1.0,1.0,1.0
2024-06,IC,S06725,arrivo,33,0,50,24,0,26,999.0,50,100,17,10,41.0,3,100,0,0,958.0,0,LIVORNO CENTRALE,9.58,4.5,43.44999999999996,28.300000000000026
2024-06,IC,S06725,partenza,41,0,66,20,0,25,1466.0,66,112,31,18,94.0,5,112,0,0,1372.0,0,LIVORNO CENTRALE,12.36036036036036,6.0,49.0,37.0
2024-06,IC,S06915,arrivo,1,0,1,0,0,0,135.0,1,1,1,1,0.0,1,1,0,0,135.0,0,AREZZO,135.0,135.0,135.0,135.0
2024-06,IC,S06915,partenza,1,0,1,0,0,0,80.0,1,1,1,1,0.0,1,1,0,0,80.0,0,AREZZO,80.0,80.0,80.0,80.0
2024-06,IC,S07004,arrivo,9,0,13,2,0,4,256.0,13,19,4,2,4.0,1,19,0,0,252.0,0,PERUGIA,13.263157894736842,9.0,43.5999999999999,26.99999999999999
2024-06,IC,S07004,partenza,4,0,10,9,0,0,154.0,10,19,2,1,0.0,0,19,0,0,154.0,0,PERUGIA,8.105263157894736,5.0,20.29999999999991,11.999999999999996
2024-06,IC,S07113,arrivo,9,0,11,9,0,7,492.0,11,27,6,5,14.0,3,27,0,0,478.0,0,ANCONA,17.703703703703702,3.0,73.0,46.80000000000006
2024-06,IC,S07113,partenza,1,0,4,8,0,13,73.0,4,25,1,1,45.0,0,25,0,0,28.0,0,ANCONA,1.12,-1.0,5.799999999999998,5.0
2024-06,IC,S07217,partenza,0,0,0,1,0,0,2.0,0,1,0,0,0.0,0,1,0,0,2.0,0,FOLIGNO,2.0,2.0,2.0,2.0
2024-06,IC,S07226,arrivo,12,0,16,5,0,2,308.0,16,23,6,3,7.0,1,23,0,0,301.0,0,TERNI,13.08695652173913,10.0,42.59999999999998,27.20000000000001
2024-06,IC,S07226,partenza,20,0,21,1,0,0,477.0,21,22,16,5,0.0,1,22,0,0,477.0,0,TERNI,21.681818181818183,18.5,50.24999999999999,35.7
2024-06,IC,S07503,arrivo,1,0,1,0,0,0,27.0,1,1,1,0,0.0,0,1,0,0,27.0,0,LORETO,27.0,27.0,27.0,27.0
2024-06,IC,S07503,partenza,1,0,1,0,0,0,17.0,1,1,1,0,0.0,0,1,0,0,17.0,0,LORETO,17.0,17.0,17.0,17.0
2024-06,IC,S07513,arrivo,7,0,7,3,0,10,223.0,7,20,7,3,45.0,0,20,0,0,178.0,0,S.BENEDETTO DEL TRONTO,8.9,-1.0,47.25,35.30000000000002
2024-06,IC,S07513,partenza,7,0,14,6,0,0,248.0,14,20,5,2,0.0,0,20,0,0,248.0,0,S.BENEDETTO DEL TRONTO,12.4,7.5,34.05000000000001,26.70000000000001
2024-06,IC,S07810,arrivo,8,0,15,6,0,1,300.0,15,22,7,3,1.0,1,22,0,0,299.0,0,PESCARA,13.590909090909092,7.5,47.149999999999984,30.10000000000002
2024-06,IC,S07810,partenza,7,0,19,2,0,2,266.0,19,23,3,2,3.0,1,23,0,0,263.0,0,PESCARA,11.434782608695652,8.0,29.099999999999987,19.40000000000001
2024-06,IC,S08409,arrivo,94,0,149,148,0,83,3809.0,149,381,69,39,297.0,14,381,0,0,3512.0,0,ROMA TERMINI,9.242105263157894,3.0,54.05,30.100000000000026
2024-06,IC,S08409,partenza,88,0,130,87,0,145,3414.0,130,362,65,38,755.0,13,362,0,0,2659.0,0,ROMA TERMINI,7.345303867403315,2.0,50.89999999999998,30.0
2024-06,IC,S08608,arrivo,1,0,1,0,0,0,21.0,1,1,1,0,0.0,0,1,0,0,21.0,0,LATINA,21.0,21.0,21.0,21.0
2024-06,IC,S09003,arrivo,0,0,1,0,0,0,7.0,1,1,0,0,0.0,0,1,0,0,7.0,0,VILLA LITERNO,7.0,7.0,7.0,7.0
2024-06,IC,S09218,arrivo,23,0,31,15,0,25,952.0,31,71,17,13,102.0,5,71,0,0,850.0,0,NAPOLI CENTRALE,11.971830985915492,4.0,63.5,37.0
2024-06,IC,S09218,partenza,15,0,24,14,0,5,894.0,24,43,13,5,8.0,4,43,0,0,886.0,0,NAPOLI CENTRALE,20.6046511627907,6.0,79.0,36.80000000000005
2024-06,IC,S09818,arrivo,10,0,15,13,0,41,362.0,15,69,9,3,234.0,1,69,0,0,128.0,0,SALERNO,1.855072463768116,-3.0,25.799999999999983,16.400000000000006
2024-06,IC,S09818,partenza,12,0,26,30,0,20,438.0,26,76,7,3,68.0,0,76,0,0,370.0,0,SALERNO,4.868421052631579,3.0,22.0,13.0
2024-06,IC,S09823,arrivo,3,0,10,11,0,0,121.0,10,21,3,1,0.0,0,21,0,0,121.0,0,BATTIPAGLIA,5.761904761904762,3.0,15.0,15.0
2024-06,IC,S09823,partenza,1,0,2,10,0,9,58.0,2,21,1,1,48.0,0,21,0,0,10.0,0,BATTIPAGLIA,0.4761904761904761,0.0,9.0,1.0
2024-06,IC,S11119,arrivo,22,0,28,8,0,5,756.0,28,41,16,7,8.0,3,41,0,0,748.0,0,BARI CENTRALE,18.24390243902439,10.0,72.0,55.0
2024-06,IC,S11119,partenza,32,0,34,16,0,16,1435.0,34,66,26,18,59.0,7,66,0,0,1376.0,0,BARI CENTRALE,20.848484848484848,8.0,77.75,62.5
2024-06,IC,S11145,arrivo,38,0,46,30,0,32,1558.0,46,108,31,15,145.0,7,108,0,0,1413.0,0,LECCE,13.083333333333334,3.0,65.59999999999997,44.49999999999999
2024-06,IC,S11145,partenza,24,0,43,20,0,30,1755.0,43,93,19,14,107.0,10,93,0,0,1648.0,0,LECCE,17.72043010752688,4.0,116.19999999999996,59.99999999999996
2024-06,IC,S11461,arrivo,1,0,1,0,0,0,93.0,1,1,1,1,0.0,1,1,0,0,93.0,0,METAPONTO,93.0,93.0,93.0,93.0
2024-06,IC,S11465,arrivo,8,0,10,5,0,12,238.0,10,27,8,2,59.0,0,27,0,0,179.0,0,TARANTO,6.62962962962963,1.0,29.2,23.200000000000006
2024-06,IC,S11465,partenza,18,0,24,3,0,3,517.0,24,30,13,3,22.0,2,30,0,0,495.0,0,TARANTO,16.5,14.0,62.94999999999986,29.70000000000001
2024-06,IC,S11811,arrivo,0,0,0,0,0,1,0.0,0,1,0,0,2.0,0,1,0,0,-2.0,0,SIBARI,-2.0,-2.0,-2.0,-2.0
2024-06,IC,S11833,arrivo,2,0,3,1,0,0,45.0,3,4,2,0,0.0,0,4,0,0,45.0,0,CATANZARO LIDO,11.25,12.0,17.7,17.4
2024-06,IC,S11833,partenza,1,0,1,1,0,4,18.0,1,6,1,0,20.0,0,6,0,0,-2.0,0,CATANZARO LIDO,-0.3333333333333333,-2.5,13.0,9.0
2024-06,IC,S11847,arrivo,0,0,0,1,0,0,1.0,0,1,0,0,0.0,0,1,0,0,1.0,0,ROCCELLA JONICA,1.0,1.0,1.0,1.0
2024-06,IC,S11851,arrivo,0,0,1,0,0,0,5.0,1,1,0,0,0.0,0,1,0,0,5.0,0,LOCRI,5.0,5.0,5.0,5.0
2024-06,IC,S12002,arrivo,8,0,10,1,0,15,398.0,10,27,6,5,251.0,3,27,0,0,147.0,0,PALERMO CENTRALE,5.653846153846154,-3.0,83.75,60.5
2024-06,IC,S12002,partenza,10,0,21,17,0,5,371.0,21,43,7,3,9.0,2,43,0,0,362.0,0,PALERMO CENTRALE,8.418604651162791,4.0,42.09999999999996,15.800000000000004
2024-06,IC,S12022,arrivo,1,0,1,0,0,0,121.0,1,1,1,1,0.0,1,1,0,0,121.0,0,TUSA,121.0,121.0,121.0,121.0
2024-06,IC,S12301,arrivo,13,0,24,18,0,3,476.0,24,45,10,5,6.0,2,45,0,0,470.0,0,MESSINA CENTRALE,10.444444444444445,5.0,48.19999999999999,30.80000000000004
2024-06,IC,S12301,partenza,23,0,29,6,0,16,1050.0,29,52,17,13,253.0,5,52,0,0,797.0,0,MESSINA CENTRALE,15.627450980392156,8.0,88.0,51.0
2024-06,IC,S12349,arrivo,38,0,48,10,0,20,2131.0,48,78,30,26,116.0,14,78,0,0,2015.0,0,SIRACUSA,25.83333333333333,8.0,110.15,82.0
2024-06,IC,S12349,partenza,22,0,31,20,0,5,1596.0,31,56,18,13,7.0,6,56,0,0,1589.0,0,SIRACUSA,28.375,6.0,72.75,59.5
