mese,categoria,cod_stazione,cancellate_tot,effettuate,info_mancante,minuti_anticipo_tot,oltre_60,minuti_netti_tot,corse_osservate,in_orario,oltre_10,cancellate,in_ritardo,oltre_15,oltre_5,parzialmente_cancellate,soppresse,oltre_30,in_anticipo,minuti_ritardo_tot,ruolo,nome_stazione,ritardo_mediano,p95,ritardo_medio,p90
2024-06,REG,S03087,0,3,0,5.0,0,-3.0,3,1,0,0,0,0,0,0,0,0,2,2.0,nodo,AVIANO,-1.75,-1.0750000000000002,-1.75,-1.15
2024-06,REG,S03200,0,1549,0,1309.0,2,1133.0,1549,727,29,0,127,19,127,0,0,4,667,2442.0,nodo,PORTOGRUARO CAORLE,0.5,6.0,0.7434650072274824,4.0
2024-06,REG,S03310,0,6,0,0.0,3,218.0,6,1,4,0,5,3,5,0,0,3,0,218.0,nodo,MONFALCONE,37.5,64.5,36.33333333333333,61.5
2024-06,REG,S03317,0,2219,0,2147.0,7,3983.0,2219,884,134,0,306,92,306,0,0,41,982,6130.0,nodo,TRIESTE CENTRALE,0.0,11.5,1.8428721905645544,5.5
2024-06,REG,S03466,0,89,0,103.0,0,98.0,89,43,4,0,10,4,10,0,0,0,35,201.0,nodo,VILLA OPICINA,0.75,10.250000000000009,1.1136363636363638,4.850000000000001
2024-06,REG,S04203,0,158,0,132.0,0,629.0,158,53,25,0,49,13,49,0,0,5,53,761.0,nodo,NOVI LIGURE,2.0,21.77499999999999,4.694654966094935,12.85
2024-06,REG,S04207,0,707,0,1437.0,4,680.0,707,226,49,0,101,34,101,0,0,13,373,2117.0,nodo,ARQUATA SCRIVIA,-1.0,13.224999999999993,0.9643906739811912,6.0
2024-06,REG,S04215,0,326,0,550.0,0,-143.0,326,96,8,0,27,2,27,0,0,0,203,407.0,nodo,BUSALLA,-1.5,6.5,-0.4367660343270099,4.0
2024-06,REG,S04217,0,2,0,0.0,0,23.0,2,0,1,0,2,1,2,0,0,0,0,23.0,nodo,GENOVA PONTEDECIMO,11.5,11.5,11.5,11.5
2024-06,REG,S04220,0,19,0,41.0,0,54.0,19,9,2,0,3,2,3,0,0,1,7,95.0,nodo,GENOVA SAMPIERDARENA,-0.75,20.424999999999976,1.8076923076923082,10.950000000000006
2024-06,REG,S04501,0,996,0,589.0,7,5932.0,996,352,225,0,368,146,368,0,0,35,257,6521.0,nodo,VENTIMIGLIA,2.5,26.5,6.074875309107674,19.5
2024-06,REG,S04506,0,16,0,34.0,0,135.0,16,1,6,0,9,5,9,0,0,2,6,169.0,nodo,TAGGIA ARMA,2.5,25.94999999999999,7.452380952380952,21.90000000000001
2024-06,REG,S04515,0,33,0,2.0,0,359.0,33,11,12,0,19,8,19,0,0,3,2,361.0,nodo,ALASSIO,16.5,37.399999999999984,17.36285714285714,31.600000000000005
2024-06,REG,S04516,0,101,0,54.0,2,1005.0,101,19,38,0,55,25,55,0,0,8,23,1059.0,nodo,ALBENGA,7.0,27.499999999999982,10.40263605442177,24.250000000000004
2024-06,REG,S04523,0,72,0,61.0,0,224.0,72,26,13,0,22,6,22,0,0,0,23,285.0,nodo,IMPERIA,0.5,16.424999999999997,3.136111111111111,12.1
2024-06,REG,S04534,0,868,0,607.0,0,2333.0,868,366,80,0,216,35,216,0,0,8,285,2940.0,nodo,GENOVA VOLTRI,0.5,12.5,2.66054298642534,8.5
2024-06,REG,S04702,0,2746,0,3496.0,6,6921.0,2746,922,312,0,664,177,664,0,0,45,1128,10417.0,nodo,GENOVA BRIGNOLE,1.0,16.5,2.548101093898129,11.0
2024-06,REG,S04704,0,10,0,6.0,0,101.0,10,2,4,0,4,4,4,0,0,2,4,107.0,nodo,GENOVA QUARTO DEI MILLE,8.0,17.875,8.166666666666666,16.75
2024-06,REG,S04707,0,664,0,481.0,0,1517.0,664,274,49,0,165,19,165,0,0,2,224,1998.0,nodo,GENOVA NERVI,0.5,11.0,2.321793401070688,8.0
2024-06,REG,S04714,0,94,0,111.0,0,127.0,94,35,5,0,15,2,15,0,0,2,44,238.0,nodo,RECCO,-0.5,6.5,1.3138586956521738,4.400000000000002
2024-06,REG,S04722,0,6,0,0.0,0,174.0,6,0,6,0,6,5,6,0,0,3,0,174.0,nodo,CHIAVARI,31.0,34.599999999999994,29.0,34.2
2024-06,REG,S04725,0,1809,0,2873.0,2,4161.0,1809,471,234,0,487,120,487,0,0,30,836,7034.0,nodo,SESTRI LEVANTE,0.5,16.5,2.362492267749327,11.0
2024-06,REG,S04731,0,788,0,125.0,1,5765.0,788,281,232,0,445,110,445,0,0,12,58,5890.0,nodo,LEVANTO,5.5,20.5,7.3331094300247806,16.5
2024-06,REG,S04732,0,65,0,0.0,1,1224.0,65,2,50,0,63,39,63,0,0,8,0,1224.0,nodo,MONTEROSSO,16.75,38.09999999999999,18.76941287878788,28.65000000000001
2024-06,REG,S04734,0,12,0,0.0,0,256.0,12,2,8,0,10,8,10,0,0,2,0,256.0,nodo,CORNIGLIA,18.75,38.375,21.33333333333333,37.75
2024-06,REG,S04801,0,2237,0,2923.0,7,6144.0,2237,641,281,0,588,162,588,0,0,50,988,9067.0,nodo,SAVONA,1.0,19.0,2.771072304180925,11.5
2024-06,REG,S05000,0,1927,0,1995.0,18,6630.0,1927,670,226,0,520,125,520,0,0,50,704,8625.0,nodo,PIACENZA,1.0,17.0,3.474334818146627,11.0
2024-06,REG,S05009,0,955,0,263.0,0,718.0,955,721,16,0,61,8,61,0,0,1,167,981.0,nodo,FIDENZA,0.0,5.5,0.7552705223880597,3.5
2024-06,REG,S05014,0,2362,0,1657.0,9,6318.0,2362,1080,183,0,478,101,478,0,0,32,772,7975.0,nodo,PARMA,1.5,13.0,2.718914346306521,8.0
2024-06,REG,S05023,0,478,0,261.0,1,697.0,478,254,13,0,44,10,44,0,0,4,177,958.0,nodo,REGGIO EMILIA,0.5,5.674999999999983,1.4597517730496452,4.0
2024-06,REG,S05032,0,1914,0,2456.0,4,1448.0,1914,851,51,0,205,33,205,0,0,16,846,3904.0,nodo,MODENA,0.0,6.0,0.7514456620186517,4.5
2024-06,REG,S05053,0,2,0,0.0,0,30.0,2,1,1,0,1,1,1,0,0,0,0,30.0,nodo,CASTEL S.PIETRO TERME,15.0,15.0,15.0,15.0
2024-06,REG,S05054,0,774,0,1048.0,1,256.0,774,309,26,0,83,11,83,0,0,4,372,1304.0,nodo,IMOLA,-0.5,7.0,0.348663101604278,4.050000000000011
2024-06,REG,S05058,0,348,0,336.0,3,707.0,348,134,20,0,43,18,43,0,0,8,163,1043.0,nodo,FAENZA,-0.5,15.125,2.028270509977827,6.5
2024-06,REG,S05066,0,4,0,0.0,1,68.0,4,3,1,0,1,1,1,0,0,1,0,68.0,nodo,CESENA,17.0,31.4,17.0,29.8
2024-06,REG,S05069,0,2,0,2.0,0,42.0,2,0,1,0,1,1,1,0,0,1,1,44.0,nodo,SANTARCANGELO DI ROMAGNA,21.0,21.0,21.0,21.0
2024-06,REG,S05071,0,1749,0,2713.0,9,2842.0,1749,555,127,0,319,85,319,0,0,33,842,5555.0,nodo,RIMINI,0.0,15.149999999999975,1.651285464906978,7.5
2024-06,REG,S05105,0,312,0,140.0,0,442.0,312,168,3,0,35,0,35,0,0,0,109,582.0,nodo,MARZABOTTO,1.0,5.5,1.4166666666666667,3.75
2024-06,REG,S05106,0,1,0,0.0,0,3.0,1,1,0,0,0,0,0,0,0,0,0,3.0,nodo,PIOPPE DI SALVARO,3.0,3.0,3.0,3.0
2024-06,REG,S05107,0,1,0,0.0,0,3.0,1,1,0,0,0,0,0,0,0,0,0,3.0,nodo,VERGATO,3.0,3.0,3.0,3.0
2024-06,REG,S05110,0,1194,0,1059.0,0,702.0,1194,483,30,0,91,21,91,0,0,5,601,1761.0,nodo,PORRETTA TERME,0.0,5.5,0.5987675066781785,3.5
2024-06,REG,S05111,0,536,0,402.0,0,139.0,536,314,3,0,6,0,6,0,0,0,215,541.0,nodo,CASALECCHIO GARIBALDI,-0.5,2.5,0.2517818710344635,2.0
2024-06,REG,S05130,0,13,0,1.0,0,115.0,13,4,6,0,8,4,8,0,0,0,1,116.0,nodo,BOLOGNA S.RUFFILLO,8.75,13.125,9.404761904761903,12.75
2024-06,REG,S05131,0,1240,0,1006.0,0,669.0,1240,497,20,0,93,11,93,0,0,3,644,1675.0,nodo,PIANORO,0.0,5.0,0.5411176606564957,3.5
2024-06,REG,S05135,0,20,0,1.0,0,78.0,20,12,1,0,7,0,7,0,0,0,1,79.0,nodo,VERNIO MONTEPIANO CANTAGALLO,2.0,5.199999999999996,2.526315789473684,4.6
2024-06,REG,S05156,0,3,0,0.0,1,89.0,3,0,2,0,3,1,3,0,0,1,0,89.0,nodo,QUISTELLO,24.5,38.0,24.5,36.5
2024-06,REG,S05161,0,184,0,34.0,1,677.0,184,119,12,0,39,9,39,0,0,2,26,711.0,nodo,SERMIDE,2.5,12.350000000000009,3.679347826086957,6.450000000000004
2024-06,REG,S05183,0,1,0,0.0,0,11.0,1,0,1,0,1,0,1,0,0,0,0,11.0,nodo,FORMIGINE,11.0,11.0,11.0,11.0
2024-06,REG,S05188,0,2,0,2.0,0,-2.0,2,0,0,0,0,0,0,0,0,0,2,0.0,nodo,MODENA PIAZZA MANZONI,-1.0,-1.0,-1.0,-1.0
2024-06,REG,S05194,0,251,0,183.0,0,62.0,251,107,4,0,8,3,8,0,0,2,134,245.0,nodo,SASSUOLO RADICI,-0.5,3.0,0.2489032258064516,2.0
2024-06,REG,S05308,0,710,0,1484.0,1,-471.0,710,208,12,0,49,8,49,0,0,5,448,1013.0,nodo,POGGIO RUSCO,-2.0,5.0,-0.6827475729718416,3.5
2024-06,REG,S05310,0,1,0,0.0,0,9.0,1,0,0,0,1,0,1,0,0,0,0,9.0,nodo,NOGARA,9.0,9.0,9.0,9.0
2024-06,REG,S05703,0,365,0,197.0,1,543.0,365,173,15,0,33,12,33,0,0,4,146,740.0,nodo,MONSELICE,0.0,6.049999999999983,1.5609375,4.5
2024-06,REG,S05706,0,458,0,1209.0,0,-717.0,458,121,5,0,38,3,38,0,0,1,290,492.0,nodo,ROVIGO,-2.5,5.375,-1.605331560776221,3.5
2024-06,REG,S05712,0,1796,0,2425.0,1,1956.0,1796,733,86,0,281,49,281,0,0,14,769,4381.0,nodo,FERRARA,0.5,9.5,1.0951591795646156,6.0
2024-06,REG,S05722,0,74,0,138.0,0,-86.0,74,19,0,0,3,0,3,0,0,0,52,52.0,nodo,S.PIETRO IN CASALE,-1.5,3.3999999999999915,-1.1621621621621625,3.0
2024-06,REG,S05799,0,223,0,58.0,0,672.0,223,147,12,0,53,4,53,0,0,0,23,730.0,nodo,CODIGORO,2.5,9.399999999999991,3.020997586484312,7.0
2024-06,REG,S05801,0,1,0,0.0,0,7.0,1,0,0,0,1,0,1,0,0,0,0,7.0,nodo,MONTESANTO,7.0,7.0,7.0,7.0
2024-06,REG,S05811,0,1437,0,2851.0,0,525.0,1437,513,67,0,216,40,216,0,0,14,690,3376.0,nodo,RAVENNA,0.0,9.0,0.3550152972027973,5.5
2024-06,REG,S05814,0,3,0,4.0,0,14.0,3,1,1,0,1,1,1,0,0,0,1,18.0,nodo,CERVIA-MILANO MARITTIMA,7.5,8.85,7.5,8.7
2024-06,REG,S05815,0,22,0,21.0,0,45.0,22,9,1,0,7,0,7,0,0,0,6,66.0,nodo,CESENATICO,2.5,8.25,2.0454545454545454,6.5
2024-06,REG,S05900,0,2,0,0.0,0,43.0,2,0,1,0,2,1,2,0,0,1,0,43.0,nodo,SOLAROLO,21.5,21.5,21.5,21.5
2024-06,REG,S05951,0,3,0,0.0,0,24.0,3,1,2,0,2,0,2,0,0,0,0,24.0,nodo,LUGO,6.75,6.974999999999999,6.75,6.95
2024-06,REG,S05960,0,359,0,56.0,0,980.0,359,242,10,0,73,6,73,0,0,1,43,1036.0,nodo,GUASTALLA,2.0,7.649999999999991,2.7130679156908664,6.0
2024-06,REG,S05978,0,27,0,15.0,0,46.0,27,13,1,0,4,1,4,0,0,0,10,61.0,nodo,VIGNOLA,0.75,8.17499999999999,1.7774725274725274,4.650000000000001
2024-06,REG,S05982,0,6,0,4.0,0,32.0,6,1,1,0,1,1,1,0,0,1,4,36.0,nodo,CASALGRANDE,-0.25,14.099999999999994,3.75,11.700000000000005
2024-06,REG,S06000,0,3607,0,3028.0,9,15516.0,3607,1192,644,0,1276,330,1276,0,0,63,1081,18544.0,nodo,LA SPEZIA CENTRALE,2.5,19.299999999999955,4.386245807713807,14.0
2024-06,REG,S06004,0,230,0,225.0,0,1011.0,230,77,43,0,92,23,92,0,0,3,59,1236.0,nodo,LA SPEZIA MIGLIARINA,3.5,17.19999999999999,4.434210526315789,14.0
2024-06,REG,S06007,0,184,0,146.0,1,807.0,184,54,31,0,77,16,77,0,0,1,48,953.0,nodo,SARZANA,4.0,15.699999999999989,4.6490506329113925,12.250000000000014
2024-06,REG,S06009,0,7,0,4.0,0,71.0,7,3,1,0,2,1,2,0,0,1,2,75.0,nodo,MASSA CENTRO,2.25,26.47499999999999,8.833333333333334,22.450000000000006
2024-06,REG,S06012,0,1,0,0.0,0,28.0,1,0,1,0,1,1,1,0,0,0,0,28.0,nodo,PIETRASANTA,28.0,28.0,28.0,28.0
2024-06,REG,S06013,0,162,0,197.0,0,69.0,162,52,5,0,18,3,18,0,0,1,87,266.0,nodo,AULLA LUNIGIANA,-0.5,6.0,0.4636939571150097,5.0
2024-06,REG,S06026,0,6,0,5.0,0,-5.0,6,0,0,0,0,0,0,0,0,0,5,0.0,nodo,CECINA,-1.0,-1.0,-1.0,-1.0
2024-06,REG,S06031,0,262,0,159.0,0,480.0,262,133,16,0,51,3,51,0,0,1,72,639.0,nodo,CAMPIGLIA MARITTIMA,1.0,10.0,1.83768472906404,7.0
2024-06,REG,S06033,0,12,0,10.0,0,36.0,12,2,2,0,5,0,5,0,0,0,5,46.0,nodo,FOLLONICA,4.5,10.6,5.222222222222222,10.2
2024-06,REG,S06039,0,787,0,1188.0,4,1257.0,787,288,62,0,131,32,131,0,0,14,353,2445.0,nodo,GROSSETO,0.0,13.274999999999975,1.6279701973419247,8.450000000000017
2024-06,REG,S06040,0,991,0,743.0,2,2342.0,991,449,72,0,180,47,180,0,0,15,349,3085.0,nodo,VIAREGGIO,1.0,14.0,2.3915430024976887,6.5
2024-06,REG,S06150,0,1,0,0.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,nodo,VICOFERTILE,0.0,0.0,0.0,0.0
2024-06,REG,S06151,0,1,0,0.0,1,77.0,1,0,1,0,1,1,1,0,0,1,0,77.0,nodo,COLLECCHIO,77.0,77.0,77.0,77.0
2024-06,REG,S06153,0,1,0,0.0,0,13.0,1,0,1,0,1,0,1,0,0,0,0,13.0,nodo,FORNOVO,13.0,13.0,13.0,13.0
2024-06,REG,S06158,0,16,0,22.0,0,-15.0,16,6,0,0,0,0,0,0,0,0,10,7.0,nodo,BERCETO,-1.25,1.799999999999999,-0.9375,1.0999999999999996
2024-06,REG,S06161,0,157,0,184.0,1,520.0,157,57,19,0,36,11,36,0,0,5,62,704.0,nodo,BORGO VAL DI TARO,1.5,19.14999999999997,3.266197421981004,10.65
2024-06,REG,S06163,0,280,0,259.0,0,469.0,280,126,18,0,43,9,43,0,0,4,107,728.0,nodo,PONTREMOLI,0.5,9.999999999999986,1.7471127986078152,6.100000000000001
2024-06,REG,S06171,0,10,0,7.0,0,151.0,10,2,5,0,5,5,5,0,0,2,3,158.0,nodo,VEZZANO LIGURE,15.0,31.0,15.1,28.5
2024-06,REG,S06300,0,206,0,301.0,0,20.0,206,79,4,0,22,3,22,0,0,0,103,321.0,nodo,CASTELNUOVO DI GARFAGNANA,0.0,5.25,0.2234815460621912,4.0
2024-06,REG,S06304,0,105,0,175.0,0,-70.0,105,36,1,0,8,1,8,0,0,0,60,105.0,nodo,FORNACI DI BARGA,-1.0,4.974999999999998,-0.6681818181818182,3.3500000000000014
2024-06,REG,S06308,0,3,0,2.0,0,7.0,3,1,0,0,1,0,1,0,0,0,1,9.0,nodo,BAGNI DI LUCCA,1.25,1.4750000000000003,1.25,1.4500000000000002
2024-06,REG,S06325,0,107,0,115.0,0,12.0,107,36,1,0,8,1,8,0,0,0,62,127.0,nodo,PIAZZA AL SERCHIO,-1.0,5.199999999999996,0.0194734944103858,3.0
2024-06,REG,S06400,0,1,0,2.0,0,-2.0,1,0,0,0,0,0,0,0,0,0,1,0.0,nodo,S.GIULIANO TERME,-2.0,-2.0,-2.0,-2.0
2024-06,REG,S06401,0,2,0,1.0,0,53.0,2,0,1,0,1,1,1,0,0,1,1,54.0,nodo,RIGOLI,26.5,26.5,26.5,26.5
2024-06,REG,S06404,0,1574,0,1295.0,1,1765.0,1574,769,45,0,169,28,169,0,0,11,613,3060.0,nodo,LUCCA,1.0,6.5749999999999895,1.143053332756607,4.5
2024-06,REG,S06406,0,1,0,0.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,2.0,nodo,PORCARI,2.0,2.0,2.0,2.0
2024-06,REG,S06409,0,2,0,3.0,0,-3.0,2,0,0,0,0,0,0,0,0,0,2,0.0,nodo,PESCIA,-1.5,-1.5,-1.5,-1.5
2024-06,REG,S06410,0,1,0,0.0,0,8.0,1,0,0,0,1,0,1,0,0,0,0,8.0,nodo,BORGO A BUGGIANO,8.0,8.0,8.0,8.0
2024-06,REG,S06414,0,1255,0,1263.0,0,678.0,1255,501,39,0,115,19,115,0,0,2,619,1941.0,nodo,PISTOIA,-0.5,6.5,0.5520939359279741,4.0
2024-06,REG,S06416,0,320,0,289.0,0,475.0,320,130,16,0,55,9,55,0,0,1,135,764.0,nodo,PRATO CENTRALE,0.5,10.899999999999975,1.4960839598997495,6.450000000000003
2024-06,REG,S06419,0,206,0,80.0,0,332.0,206,134,3,0,25,0,25,0,0,0,45,412.0,nodo,FIRENZE CASTELLO,1.5,5.974999999999994,1.6274509803921569,5.0
2024-06,REG,S06420,0,57,0,16.0,0,355.0,57,25,11,0,21,6,21,0,0,4,10,371.0,nodo,FIRENZE RIFREDI,3.0,25.299999999999983,6.5095238095238095,22.1
2024-06,REG,S06500,0,3248,0,3287.0,5,4671.0,3248,1370,183,0,484,90,484,0,0,26,1339,7958.0,nodo,PISA CENTRALE,0.5,11.0,1.4629297593779058,6.5
2024-06,REG,S06506,0,205,0,73.0,0,505.0,205,118,11,0,29,8,29,0,0,3,49,578.0,nodo,PONTEDERA CASCIANA TERME,1.5,9.84999999999998,2.5726950354609928,6.700000000000004
2024-06,REG,S06510,0,945,0,1023.0,0,509.0,945,396,27,0,85,13,85,0,0,4,447,1532.0,nodo,EMPOLI,0.0,6.0,0.5561448010889815,4.5
2024-06,REG,S06602,0,1,0,0.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,2.0,nodo,VAGLIA,2.0,2.0,2.0,2.0
2024-06,REG,S06607,0,1,0,0.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,nodo,CRESPINO DEL LAMONE,0.0,0.0,0.0,0.0
2024-06,REG,S06700,0,4,0,6.0,0,1.0,4,2,0,0,0,0,0,0,0,0,2,7.0,nodo,VICCHIO,0.25,0.925,0.25,0.8499999999999999
2024-06,REG,S06701,0,2,0,3.0,0,0.0,2,1,0,0,0,0,0,0,0,0,1,3.0,nodo,DICOMANO,0.0,0.0,0.0,0.0
2024-06,REG,S06725,0,1094,0,976.0,4,2014.0,1094,472,82,0,175,40,175,0,0,10,434,2990.0,nodo,LIVORNO CENTRALE,0.5,13.0,1.8760449741799647,7.5
2024-06,REG,S06770,0,2,0,0.0,0,35.0,2,0,1,0,2,1,2,0,0,0,0,35.0,nodo,PIOMBINO,17.5,17.5,17.5,17.5
2024-06,REG,S06801,0,2,0,0.0,0,4.0,2,2,0,0,0,0,0,0,0,0,0,4.0,nodo,GRANAIOLO,2.0,2.0,2.0,2.0
2024-06,REG,S06809,0,2009,0,3224.0,4,-220.0,2009,602,57,0,138,45,138,0,0,16,1234,3004.0,nodo,SIENA,-1.0,6.0,-0.1104336551106749,3.5
2024-06,REG,S06850,0,2,0,0.0,0,4.0,2,2,0,0,0,0,0,0,0,0,0,4.0,nodo,RAPOLANO TERME,2.0,2.0,2.0,2.0
2024-06,REG,S06874,0,318,0,713.0,1,-464.0,318,44,5,0,13,4,13,0,0,1,258,249.0,nodo,BUONCONVENTO,-2.0,3.5,-1.468401035766305,1.5
2024-06,REG,S06900,0,345,0,172.0,0,719.0,345,191,14,0,59,8,59,0,0,3,94,891.0,nodo,FIRENZE CAMPO MARTE,1.0,8.0,2.059395323093953,6.0
2024-06,REG,S06904,0,158,0,175.0,1,218.0,158,57,10,0,25,3,25,0,0,1,71,393.0,nodo,PONTASSIEVE,0.75,8.97499999999998,1.442610331850838,6.0
2024-06,REG,S06908,0,6,0,6.0,0,101.0,6,0,3,0,3,3,3,0,0,2,3,107.0,nodo,FIGLINE VALDARNO,17.5,22.899999999999995,16.833333333333332,22.3
2024-06,REG,S06909,0,2,0,1.0,0,47.0,2,0,1,0,1,1,1,0,0,1,1,48.0,nodo,S.GIOVANNI VALDARNO,23.5,23.5,23.5,23.5
2024-06,REG,S06910,0,314,0,257.0,0,511.0,314,127,18,0,52,10,52,0,0,0,135,768.0,nodo,MONTEVARCHI TERRANUOVA,0.5,9.075000000000005,1.6339256734826355,6.0
2024-06,REG,S06915,0,881,0,862.0,1,1695.0,881,373,58,0,162,34,162,0,0,11,341,2557.0,nodo,AREZZO,1.0,11.0,1.9340963604129728,6.300000000000011
2024-06,REG,S06922,0,323,0,278.0,0,407.0,323,144,14,0,39,8,39,0,0,1,138,685.0,nodo,TERONTOLA CORTONA,0.5,9.025000000000006,1.269336802050167,5.0
2024-06,REG,S07002,0,30,0,55.0,0,-50.0,30,4,0,0,0,0,0,0,0,0,26,5.0,nodo,MAGIONE,-2.0,0.6499999999999996,-1.6666666666666663,0.0999999999999996
2024-06,REG,S07004,0,276,0,284.0,1,1427.0,276,86,53,0,80,39,80,0,0,18,107,1711.0,nodo,PERUGIA,1.0,32.099999999999966,5.259132543103448,21.5
2024-06,REG,S07008,0,1,0,0.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,1.0,nodo,ASSISI,1.0,1.0,1.0,1.0
2024-06,REG,S07060,0,1,0,34.0,0,-34.0,1,0,0,0,0,0,0,0,0,0,1,0.0,nodo,PERGOLA,-34.0,-34.0,-34.0,-34.0
2024-06,REG,S07102,0,52,0,125.0,2,222.0,52,9,8,0,13,5,13,0,0,4,28,347.0,nodo,CATTOLICA S.GIOVANNI GABICCE,-1.0,40.24999999999999,4.5008051529790665,19.20000000000004
2024-06,REG,S07104,0,569,0,467.0,4,1476.0,569,231,47,0,113,27,113,0,0,13,216,1943.0,nodo,PESARO,0.5,13.824999999999989,2.6407176446534453,8.150000000000006
2024-06,REG,S07111,0,2,0,1.0,0,48.0,2,0,1,0,1,1,1,0,0,1,1,49.0,nodo,FALCONARA MARITTIMA,24.0,24.0,24.0,24.0
2024-06,REG,S07113,0,3159,0,4125.0,22,5291.0,3159,1108,202,0,457,129,457,0,0,71,1557,9416.0,nodo,ANCONA,-0.5,11.824999999999932,1.69706002580696,6.0
2024-06,REG,S07202,0,199,0,146.0,0,122.0,199,92,3,0,12,2,12,0,0,1,93,268.0,nodo,JESI,0.0,4.549999999999997,0.6232735518449805,3.5
2024-06,REG,S07204,0,59,0,54.0,0,-10.0,59,19,1,0,3,0,3,0,0,0,36,44.0,nodo,CASTELPLANIO CUPRAMONTANA,-1.5,3.8249999999999993,-0.1738095238095238,2.700000000000001
2024-06,REG,S07208,0,357,0,412.0,0,241.0,357,154,8,0,41,4,41,0,0,2,159,653.0,nodo,FABRIANO,0.0,6.599999999999994,0.6807909604519774,4.5
2024-06,REG,S07217,0,838,0,892.0,2,2441.0,838,318,88,0,179,59,179,0,0,23,330,3333.0,nodo,FOLIGNO,1.0,19.674999999999983,2.9508574001941725,10.400000000000006
2024-06,REG,S07221,0,32,0,4.0,0,93.0,32,24,2,0,6,1,6,0,0,0,2,97.0,nodo,SPOLETO,2.25,9.0,2.90625,7.0
2024-06,REG,S07226,0,656,0,1090.0,1,488.0,656,254,41,0,75,32,75,0,0,10,324,1578.0,nodo,TERNI,-0.5,12.025000000000006,0.7138841966966968,5.0
2024-06,REG,S07307,0,12,0,17.0,0,35.0,12,4,2,0,4,1,4,0,0,0,4,52.0,nodo,MACERATA,2.0,12.5,2.9166666666666665,11.0
2024-06,REG,S07405,0,116,0,193.0,0,253.0,116,48,12,0,24,10,24,0,0,2,44,446.0,nodo,RIETI,1.5,19.49999999999996,2.1669640202200418,8.599999999999998
2024-06,REG,S07408,0,1,0,2.0,0,-2.0,1,0,0,0,0,0,0,0,0,0,1,0.0,nodo,ANTRODOCO BORGO VELINO,-2.0,-2.0,-2.0,-2.0
2024-06,REG,S07410,0,2,0,0.0,0,2.0,2,2,0,0,0,0,0,0,0,0,0,2.0,nodo,ROCCA DI CORNO,1.0,1.0,1.0,1.0
2024-06,REG,S07435,0,65,0,84.0,0,84.0,65,28,3,0,11,1,11,0,0,1,26,168.0,nodo,ANTRODOCO CENTRO,0.0,7.199999999999996,1.1456356736242883,4.35
2024-06,REG,S07500,0,44,0,2.0,0,58.0,44,39,0,0,2,0,2,0,0,0,2,60.0,nodo,VARANO,1.0,4.0,1.3488372093023255,3.800000000000004
2024-06,REG,S07513,0,312,0,327.0,1,374.0,312,120,15,0,37,9,37,0,0,3,148,701.0,nodo,S.BENEDETTO DEL TRONTO,0.0,7.5,1.2341116271069832,4.5
2024-06,REG,S07550,0,559,0,804.0,2,311.0,559,187,25,0,58,16,58,0,0,7,311,1115.0,nodo,ASCOLI PICENO,-0.5,8.0,0.5593525179856116,4.0
2024-06,REG,S07706,0,1,0,0.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,nodo,TORRE DEI PASSERI,0.0,0.0,0.0,0.0
2024-06,REG,S07712,0,30,0,18.0,0,21.0,30,18,0,0,2,0,2,0,0,0,10,39.0,nodo,CHIETI,0.5,4.599999999999998,0.7,3.6
2024-06,REG,S07802,0,46,0,8.0,1,160.0,46,30,4,0,8,3,8,0,0,1,8,168.0,nodo,GIULIANOVA,1.0,15.899999999999984,3.478260869565218,5.9
2024-06,REG,S07810,0,1864,0,1656.0,17,4249.0,1864,843,108,0,254,78,254,0,0,37,747,5905.0,nodo,PESCARA,0.5,11.0,2.304229934924078,5.5
2024-06,REG,S07813,0,74,0,20.0,0,129.0,74,52,2,0,5,2,5,0,0,0,17,149.0,nodo,FRANCAVILLA AL MARE,1.5,6.899999999999992,1.734649122807017,3.850000000000009
2024-06,REG,S07817,0,1,0,0.0,0,12.0,1,0,1,0,1,0,1,0,0,0,0,12.0,nodo,S.VITO LANCIANO,12.0,12.0,12.0,12.0
2024-06,REG,S07824,0,37,0,82.0,0,-76.0,37,3,0,0,1,0,1,0,0,0,33,6.0,nodo,VASTO S.SALVO,-2.5,0.4249999999999954,-2.052631578947368,-0.75
2024-06,REG,S07900,0,596,0,445.0,3,562.0,596,348,9,0,40,6,40,0,0,4,207,1007.0,nodo,TERAMO,0.5,5.0,0.94509411791291,3.5
2024-06,REG,S08008,0,60,0,24.0,0,94.0,60,40,1,0,7,0,7,0,0,0,13,118.0,nodo,MONTALTO DI CASTRO,1.0,6.049999999999997,1.5666666666666669,5.050000000000001
2024-06,REG,S08010,0,1032,0,388.0,0,2578.0,1032,571,71,0,220,33,220,0,0,5,216,2966.0,nodo,CIVITAVECCHIA,1.5,11.0,2.553078895463511,6.700000000000017
2024-06,REG,S08021,0,241,0,132.0,0,321.0,241,158,7,0,27,2,27,0,0,1,50,453.0,nodo,LADISPOLI-CERVETERI,1.0,6.375,1.3672637250618902,4.75
