mese,categoria,cod_stazione,cancellate_tot,effettuate,info_mancante,minuti_anticipo_tot,oltre_60,minuti_netti_tot,corse_osservate,in_orario,oltre_10,cancellate,in_ritardo,oltre_15,oltre_5,parzialmente_cancellate,soppresse,oltre_30,in_anticipo,minuti_ritardo_tot,ruolo,nome_stazione,ritardo_mediano,p95,ritardo_medio,p90
2025-04,REG,S03317,0,2955,0,3505.0,2,3279.0,2955,1089,170,0,375,107,375,0,0,38,1486,6784.0,nodo,TRIESTE CENTRALE,0.0,10.5,1.13018549149936,5.5
2025-04,REG,S03466,0,117,0,75.0,0,265.0,117,61,7,0,24,2,24,0,0,1,32,340.0,nodo,VILLA OPICINA,1.0,9.075,2.2687025131502043,7.650000000000002
2025-04,REG,S04203,0,331,0,298.0,0,691.0,331,145,27,0,66,13,66,0,0,2,117,989.0,nodo,NOVI LIGURE,1.0,11.849999999999994,1.9498496440942483,8.100000000000009
2025-04,REG,S04207,0,922,0,2314.0,0,-826.0,922,235,40,0,91,21,91,0,0,3,595,1488.0,nodo,ARQUATA SCRIVIA,-2.5,7.924999999999983,-0.8537523372429034,4.5
2025-04,REG,S04215,0,465,0,762.0,0,-211.0,465,132,8,0,42,1,42,0,0,0,289,551.0,nodo,BUSALLA,-1.5,5.774999999999992,-0.4600951670087703,4.0
2025-04,REG,S04220,0,2,0,0.0,0,66.0,2,0,2,0,2,1,2,0,0,1,0,66.0,nodo,GENOVA SAMPIERDARENA,33.0,33.0,33.0,33.0
2025-04,REG,S04501,0,1473,0,1262.0,4,3733.0,1473,637,136,0,297,75,297,0,0,25,535,4995.0,nodo,VENTIMIGLIA,1.0,14.5,2.5415102815118407,9.0
2025-04,REG,S04506,0,8,0,27.0,0,-27.0,8,0,0,0,0,0,0,0,0,0,8,0.0,nodo,TAGGIA ARMA,-4.0,-1.0,-3.375,-1.0
2025-04,REG,S04515,0,34,0,21.0,0,97.0,34,17,7,0,7,2,7,0,0,0,10,118.0,nodo,ALASSIO,1.5,14.0,3.792490118577074,12.900000000000002
2025-04,REG,S04516,0,135,0,174.0,2,532.0,135,37,20,0,42,10,42,0,0,5,56,706.0,nodo,ALBENGA,1.0,18.47499999999999,3.9490781387181744,11.85
2025-04,REG,S04523,0,90,0,116.0,1,147.0,90,42,6,0,10,4,10,0,0,2,38,263.0,nodo,IMPERIA,-1.0,8.899999999999999,1.6333333333333333,5.800000000000003
2025-04,REG,S04532,0,7,0,1.0,0,114.0,7,2,3,0,4,3,4,0,0,2,1,115.0,nodo,COGOLETO,10.75,39.77499999999999,16.375,35.550000000000004
2025-04,REG,S04534,0,1162,0,1410.0,0,1246.0,1162,483,56,0,219,14,219,0,0,1,456,2656.0,nodo,GENOVA VOLTRI,0.5,8.5,1.057170984919676,6.2000000000000455
2025-04,REG,S04537,0,53,0,3.0,0,281.0,53,39,9,0,10,8,10,0,0,4,3,284.0,nodo,GENOVA SESTRI PONENTE AEROPORTO,1.5,18.1,5.538518518518519,16.8
2025-04,REG,S04700,0,721,0,1963.0,1,-282.0,721,167,43,0,105,23,105,0,0,8,441,1681.0,nodo,GENOVA PIAZZA PRINCIPE,-2.5,11.275000000000006,-0.3937504919323101,6.5
2025-04,REG,S04702,0,4240,0,6468.0,5,3638.0,4240,1531,245,0,670,103,670,0,0,29,2024,10106.0,nodo,GENOVA BRIGNOLE,-0.5,10.099999999999907,0.857724828881933,6.5
2025-04,REG,S04704,0,21,0,22.0,0,142.0,21,3,7,0,11,5,11,0,0,0,7,164.0,nodo,GENOVA QUARTO DEI MILLE,6.25,18.075,7.077272727272727,16.15
2025-04,REG,S04707,0,896,0,1055.0,0,1209.0,896,365,54,0,193,14,193,0,0,3,337,2264.0,nodo,GENOVA NERVI,0.5,10.074999999999989,1.3984566266625362,7.0
2025-04,REG,S04714,0,120,0,323.0,0,-220.0,120,31,1,0,8,0,8,0,0,0,77,103.0,nodo,RECCO,-2.5,3.249999999999993,-1.8554861730597685,2.1000000000000014
2025-04,REG,S04722,0,6,0,5.0,1,118.0,6,2,3,0,3,3,3,0,0,1,1,123.0,nodo,CHIAVARI,9.0,40.05,19.666666666666664,36.6
2025-04,REG,S04725,0,2192,0,3156.0,3,2345.0,2192,659,152,0,383,67,383,0,0,19,1146,5501.0,nodo,SESTRI LEVANTE,-0.5,11.5,1.0946871820275264,7.5
2025-04,REG,S04731,0,984,0,327.0,0,4805.0,984,365,177,0,460,57,460,0,0,4,157,5132.0,nodo,LEVANTO,4.0,15.5,4.908405641938576,12.0
2025-04,REG,S04732,0,64,0,2.0,0,669.0,64,23,28,0,40,21,40,0,0,2,1,671.0,nodo,MONTEROSSO,10.0,23.75,10.453125,18.4
2025-04,REG,S04734,0,19,0,11.0,0,140.0,19,6,5,0,8,4,8,0,0,1,5,151.0,nodo,CORNIGLIA,10.75,24.675,12.907142857142858,22.35
2025-04,REG,S04801,0,2666,0,4113.0,7,2877.0,2666,802,183,0,444,107,444,0,0,30,1403,6990.0,nodo,SAVONA,-1.0,11.649999999999975,1.086404836420228,7.0
2025-04,REG,S04805,0,614,0,692.0,2,522.0,614,232,26,0,71,14,71,0,0,6,299,1214.0,nodo,S.GIUSEPPE DI CAIRO,-0.5,8.0,0.8733565159794666,5.5
2025-04,REG,S05000,0,2682,0,3473.0,3,4438.0,2682,1021,181,0,520,98,520,0,0,34,1131,7911.0,nodo,PIACENZA,0.0,12.0,1.6580162251804047,7.5
2025-04,REG,S05007,0,1,0,0.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,1.0,nodo,FIORENZUOLA,1.0,1.0,1.0,1.0
2025-04,REG,S05009,0,1407,0,407.0,0,1109.0,1407,994,32,0,101,18,101,0,0,4,310,1516.0,nodo,FIDENZA,0.0,5.0,0.7897678914476084,3.0
2025-04,REG,S05014,0,2830,0,2849.0,6,5063.0,2830,1193,171,0,499,103,499,0,0,21,1120,7912.0,nodo,PARMA,1.0,11.5,1.802786627386043,6.5
2025-04,REG,S05019,0,813,0,861.0,0,207.0,813,410,6,0,52,5,52,0,0,2,349,1068.0,nodo,BOLOGNA ROVERI,0.0,3.875,0.2529617466399075,2.5
2025-04,REG,S05023,0,1278,0,627.0,0,1547.0,1278,730,29,0,131,17,131,0,0,3,414,2174.0,nodo,REGGIO EMILIA,0.5,6.5,1.2091915836101883,4.5
2025-04,REG,S05032,0,3295,0,4380.0,1,1203.0,3295,1337,85,0,314,48,314,0,0,14,1575,5583.0,nodo,MODENA,0.0,6.0,0.3793255082366472,4.5
2025-04,REG,S05037,0,3,0,1.0,0,22.0,3,0,1,0,2,1,2,0,0,0,1,23.0,nodo,CASTELFRANCO EMILIA,9.5,11.300000000000002,9.5,11.1
2025-04,REG,S05043,0,9366,0,16807.0,7,2238.0,9366,3190,383,0,1216,219,1216,0,0,68,4885,19045.0,nodo,BOLOGNA CENTRALE,-1.0,8.5,0.24122873924074084,5.0
2025-04,REG,S05053,0,50,0,16.0,1,379.0,50,26,10,0,18,7,18,0,0,3,6,395.0,nodo,CASTEL S.PIETRO TERME,3.5,28.0,7.352564102564101,20.25
2025-04,REG,S05054,0,1207,0,1090.0,0,1256.0,1207,642,26,0,156,11,156,0,0,2,385,2346.0,nodo,IMOLA,1.0,7.0,1.0862589445438282,5.0
2025-04,REG,S05056,0,104,0,88.0,0,116.0,104,51,5,0,10,3,10,0,0,1,41,204.0,nodo,CASTELBOLOGNESE-RIOLO TERME,0.0,7.799999999999979,1.169811320754717,4.100000000000001
2025-04,REG,S05058,0,482,0,259.0,0,483.0,482,202,9,0,48,5,48,0,0,2,172,742.0,nodo,FAENZA,0.0,7.0,1.12174914213473,4.75
2025-04,REG,S05066,0,1,0,0.0,0,5.0,1,0,0,0,1,0,1,0,0,0,0,5.0,nodo,CESENA,5.0,5.0,5.0,5.0
2025-04,REG,S05071,0,2170,0,3141.0,4,2909.0,2170,798,147,0,406,75,406,0,0,21,957,6050.0,nodo,RIMINI,0.5,11.0,1.3318565346627949,6.5
2025-04,REG,S05090,0,1224,0,298.0,0,290.0,1224,968,2,0,22,0,22,0,0,0,234,588.0,nodo,SALSOMAGGIORE TERME,0.0,2.0,0.2369281045751634,1.5
2025-04,REG,S05104,0,1,0,0.0,0,7.0,1,0,0,0,1,0,1,0,0,0,0,7.0,nodo,SASSO MARCONI,7.0,7.0,7.0,7.0
2025-04,REG,S05105,0,410,0,193.0,0,428.0,410,245,3,0,19,0,19,0,0,0,145,621.0,nodo,MARZABOTTO,0.5,3.9749999999999934,1.028674606591094,3.0
2025-04,REG,S05107,0,1,0,0.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,1.0,nodo,VERGATO,1.0,1.0,1.0,1.0
2025-04,REG,S05110,0,1277,0,1091.0,0,1116.0,1277,547,29,0,131,20,131,0,0,5,599,2207.0,nodo,PORRETTA TERME,0.0,6.0,0.8770825361316339,4.75
2025-04,REG,S05111,0,1,0,0.0,0,21.0,1,0,1,0,1,1,1,0,0,0,0,21.0,nodo,CASALECCHIO GARIBALDI,21.0,21.0,21.0,21.0
2025-04,REG,S05130,0,5,0,5.0,0,33.0,5,0,2,0,3,1,3,0,0,0,2,38.0,nodo,BOLOGNA S.RUFFILLO,5.75,6.425,5.083333333333333,6.3500000000000005
2025-04,REG,S05131,0,1554,0,1103.0,0,1204.0,1554,756,19,0,108,11,108,0,0,3,685,2307.0,nodo,PIANORO,0.0,5.0,0.7825230902604114,4.0
2025-04,REG,S05134,0,260,0,479.0,0,-220.0,260,93,4,0,12,2,12,0,0,1,154,259.0,nodo,S.BENEDETTO SAMBRO-CASTIGLIONE PEPOLI,-1.5,4.0,-0.7619774823332135,2.1499999999999986
2025-04,REG,S05135,0,105,0,169.0,0,15.0,105,31,3,0,14,1,14,0,0,1,60,184.0,nodo,VERNIO MONTEPIANO CANTAGALLO,-1.0,8.849999999999987,0.2182539682539682,4.900000000000002
2025-04,REG,S05161,0,239,0,136.0,0,453.0,239,131,8,0,44,4,44,0,0,0,62,589.0,nodo,SERMIDE,1.5,7.0,1.9050348953140577,5.5
2025-04,REG,S05162,0,1,0,0.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,nodo,FELONICA,0.0,0.0,0.0,0.0
2025-04,REG,S05180,0,1083,0,119.0,0,2675.0,1083,793,24,0,158,10,158,0,0,2,104,2794.0,nodo,SASSUOLO TERMINAL,2.0,6.0,2.536017192800874,4.5
2025-04,REG,S05183,0,2,0,1.0,0,19.0,2,0,1,0,1,1,1,0,0,0,1,20.0,nodo,FORMIGINE,9.5,9.5,9.5,9.5
2025-04,REG,S05188,0,2,0,0.0,0,4.0,2,2,0,0,0,0,0,0,0,0,0,4.0,nodo,MODENA PIAZZA MANZONI,2.0,2.9,2.0,2.8
2025-04,REG,S05192,0,218,0,163.0,0,-22.0,218,97,1,0,6,0,6,0,0,0,115,141.0,nodo,REGGIO S.LAZZARO,-0.5,3.0,-0.0939738727349346,2.0
2025-04,REG,S05194,0,439,0,223.0,0,258.0,439,242,6,0,25,3,25,0,0,0,172,481.0,nodo,SASSUOLO RADICI,0.0,5.049999999999983,0.5876919883769198,3.049999999999997
2025-04,REG,S05301,0,1,0,0.0,0,4.0,1,1,0,0,0,0,0,0,0,0,0,4.0,nodo,BUTTAPIETRA,4.0,4.0,4.0,4.0
2025-04,REG,S05307,0,3,0,1.0,0,18.0,3,0,1,0,2,0,2,0,0,0,1,19.0,nodo,ISOLA DELLA SCALA,6.25,9.175,6.25,8.850000000000001
2025-04,REG,S05308,0,1024,0,2742.0,0,-1785.0,1024,252,21,0,47,13,47,0,0,5,719,957.0,nodo,POGGIO RUSCO,-2.0,4.0,-1.757135909401452,2.5
2025-04,REG,S05313,0,3,0,0.0,0,94.0,3,1,2,0,2,2,2,0,0,2,0,94.0,nodo,S.FELICE SUL PANARO,38.0,44.75,38.0,44.0
2025-04,REG,S05703,0,503,0,295.0,0,811.0,503,235,22,0,66,12,66,0,0,5,201,1106.0,nodo,MONSELICE,0.5,7.5,1.645679876545174,5.5
2025-04,REG,S05706,0,1296,0,2637.0,5,119.0,1296,423,56,0,123,37,123,0,0,15,734,2756.0,nodo,ROVIGO,-1.0,9.0,0.0938173677181828,4.5
2025-04,REG,S05712,0,2472,0,3572.0,2,1786.0,2472,993,93,0,323,65,323,0,0,18,1142,5358.0,nodo,FERRARA,0.0,8.0,0.7268298560903395,5.0
2025-04,REG,S05722,0,174,0,251.0,0,-33.0,174,74,2,0,15,0,15,0,0,0,85,218.0,nodo,S.PIETRO IN CASALE,-0.25,6.0,-0.1840644820295983,3.899999999999999
2025-04,REG,S05799,0,415,0,112.0,0,1044.0,415,271,9,0,83,5,83,0,0,0,56,1156.0,nodo,CODIGORO,2.0,7.0,2.579104051060992,5.5
2025-04,REG,S05801,0,3,0,2.0,0,30.0,3,1,1,0,1,1,1,0,0,1,1,32.0,nodo,MONTESANTO,7.0,14.199999999999998,7.0,13.4
2025-04,REG,S05802,0,815,0,861.0,0,270.0,815,410,8,0,54,7,54,0,0,3,349,1131.0,nodo,PORTOMAGGIORE,0.0,4.0,0.32986770917805414,2.75
2025-04,REG,S05806,0,1,0,0.0,0,4.0,1,1,0,0,0,0,0,0,0,0,0,4.0,nodo,LAVEZZOLA,4.0,4.0,4.0,4.0
2025-04,REG,S05811,0,1745,0,1680.0,1,2877.0,1745,771,89,0,279,59,279,0,0,18,685,4557.0,nodo,RAVENNA,0.5,9.899999999999975,1.6688584535602686,6.5
2025-04,REG,S05815,0,1,0,0.0,0,6.0,1,0,0,0,1,0,1,0,0,0,0,6.0,nodo,CESENATICO,6.0,6.0,6.0,6.0
2025-04,REG,S05818,0,5,0,0.0,0,88.0,5,0,2,0,5,2,5,0,0,1,0,88.0,nodo,IGEA MARINA,20.0,22.700000000000003,20.166666666666668,22.4
2025-04,REG,S05903,0,2,0,0.0,0,6.0,2,1,0,0,1,0,1,0,0,0,0,6.0,nodo,RUSSI,3.0,3.0,3.0,3.0
2025-04,REG,S05929,0,1,0,1.0,0,-1.0,1,0,0,0,0,0,0,0,0,0,1,0.0,nodo,BARCO,-1.0,-1.0,-1.0,-1.0
2025-04,REG,S05935,0,1,0,0.0,0,9.0,1,0,0,0,1,0,1,0,0,0,0,9.0,nodo,REGGIO S.STEFANO,9.0,9.0,9.0,9.0
2025-04,REG,S05951,0,24,0,10.0,0,50.0,24,15,1,0,3,1,3,0,0,0,6,60.0,nodo,LUGO,1.0,8.699999999999996,2.083333333333333,6.099999999999998
2025-04,REG,S05960,0,536,0,386.0,0,188.0,536,257,8,0,30,4,30,0,0,1,248,574.0,nodo,GUASTALLA,0.0,5.0,0.3509254592293906,3.0
2025-04,REG,S05966,0,1,0,2.0,0,-2.0,1,0,0,0,0,0,0,0,0,0,1,0.0,nodo,SORBOLO,-2.0,-2.0,-2.0,-2.0
2025-04,REG,S05975,0,3,0,0.0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0.0,nodo,BAZZANO (FER),0.0,0.0,0.0,0.0
2025-04,REG,S05978,0,6,0,0.0,0,13.0,6,3,0,0,1,0,1,0,0,0,0,13.0,nodo,VIGNOLA,3.0,6.55,3.25,6.1000000000000005
2025-04,REG,S06000,0,4125,0,4371.0,4,9862.0,4125,1566,388,0,1105,161,1105,0,0,30,1440,14233.0,nodo,LA SPEZIA CENTRALE,1.5,13.0,2.415833338068155,9.0
2025-04,REG,S06004,0,210,0,119.0,0,1055.0,210,67,46,0,89,22,89,0,0,3,54,1174.0,nodo,LA SPEZIA MIGLIARINA,4.0,15.899999999999991,5.483839689722043,12.1
2025-04,REG,S06007,0,288,0,381.0,0,745.0,288,75,42,0,80,22,80,0,0,3,132,1126.0,nodo,SARZANA,0.5,17.84999999999998,2.590165128703254,12.099999999999994
2025-04,REG,S06009,0,101,0,171.0,0,-2.0,101,41,3,0,8,2,8,0,0,2,49,169.0,nodo,MASSA CENTRO,-0.5,5.774999999999995,0.2486842105263158,4.050000000000001
2025-04,REG,S06013,0,648,0,591.0,3,1988.0,648,231,72,0,157,46,157,0,0,10,238,2579.0,nodo,AULLA LUNIGIANA,1.0,18.27500000000001,3.171416904859126,10.050000000000011
2025-04,REG,S06026,0,28,0,13.0,0,25.0,28,14,1,0,2,0,2,0,0,0,10,38.0,nodo,CECINA,-1.5,1.2999999999999972,-0.9400000000000001,0.5
2025-04,REG,S06030,0,1,0,0.0,0,41.0,1,0,1,0,1,1,1,0,0,1,0,41.0,nodo,S.VINCENZO,41.0,41.0,41.0,41.0
2025-04,REG,S06031,0,398,0,319.0,0,371.0,398,213,15,0,39,7,39,0,0,2,139,690.0,nodo,CAMPIGLIA MARITTIMA,-0.5,7.774999999999991,0.9487011283127788,5.0
2025-04,REG,S06033,0,18,0,16.0,0,35.0,18,7,1,0,4,1,4,0,0,0,7,51.0,nodo,FOLLONICA,1.5,8.2,1.7467532467532467,4.4
2025-04,REG,S06039,0,1010,0,1552.0,6,1011.0,1010,360,54,0,128,32,128,0,0,17,516,2563.0,nodo,GROSSETO,-0.5,9.274999999999975,1.005306819083909,5.5
2025-04,REG,S06040,0,1489,0,1381.0,1,2029.0,1489,691,69,0,187,44,187,0,0,14,596,3410.0,nodo,VIAREGGIO,0.5,9.0,1.3744794863712526,5.400000000000034
2025-04,REG,S06153,0,1,0,3.0,0,-3.0,1,0,0,0,0,0,0,0,0,0,1,0.0,nodo,FORNOVO,-3.0,-3.0,-3.0,-3.0
2025-04,REG,S06158,0,324,0,705.0,0,-620.0,324,70,0,0,0,0,0,0,0,0,250,85.0,nodo,BERCETO,-2.0,1.5,-1.943669674596664,0.6000000000000085
2025-04,REG,S06161,0,131,0,114.0,0,216.0,131,51,4,0,27,2,27,0,0,0,51,330.0,nodo,BORGO VAL DI TARO,0.5,7.924999999999998,1.6825721153846154,7.0
2025-04,REG,S06163,0,595,0,490.0,0,960.0,595,296,23,0,110,9,110,0,0,2,189,1450.0,nodo,PONTREMOLI,1.0,8.525000000000006,1.679744318181818,6.5
2025-04,REG,S06171,0,254,0,484.0,1,73.0,254,54,16,0,31,9,31,0,0,3,169,557.0,nodo,VEZZANO LIGURE,-1.5,8.349999999999994,0.2874015748031496,5.0
2025-04,REG,S06227,0,166,0,90.0,0,521.0,166,77,15,0,42,8,42,0,0,2,46,611.0,nodo,MINUCCIANO-PIEVE-CASOLA,2.0,13.724999999999978,3.092252880533657,8.700000000000003
2025-04,REG,S06300,0,2,0,1.0,0,18.0,2,0,1,0,1,1,1,0,0,0,1,19.0,nodo,CASTELNUOVO DI GARFAGNANA,9.0,9.0,9.0,9.0
2025-04,REG,S06304,0,2,0,0.0,0,3.0,2,2,0,0,0,0,0,0,0,0,0,3.0,nodo,FORNACI DI BARGA,1.5,1.5,1.5,1.5
2025-04,REG,S06325,0,398,0,239.0,0,797.0,398,171,26,0,70,17,70,0,0,3,142,1036.0,nodo,PIAZZA AL SERCHIO,1.0,12.474999999999994,2.074939846678977,7.5
2025-04,REG,S06404,0,2127,0,1464.0,3,3655.0,2127,1108,77,0,264,52,264,0,0,22,734,5119.0,nodo,LUCCA,1.0,7.5,1.7360576541186157,5.5
2025-04,REG,S06407,0,3,0,5.0,0,2.0,3,1,0,0,1,0,1,0,0,0,1,7.0,nodo,ALTOPASCIO,1.0,3.25,1.0,3.0
2025-04,REG,S06410,0,2,0,0.0,0,25.0,2,0,1,0,2,1,2,0,0,0,0,25.0,nodo,BORGO A BUGGIANO,12.5,12.5,12.5,12.5
2025-04,REG,S06411,0,7,0,0.0,0,62.0,7,4,2,0,3,1,3,0,0,1,0,62.0,nodo,MONTECATINI TERME-MONSUMMANO,4.25,21.024999999999995,8.5,18.550000000000004
2025-04,REG,S06414,0,1318,0,1113.0,0,971.0,1318,583,33,0,120,17,120,0,0,3,604,2084.0,nodo,PISTOIA,0.0,6.375,0.7504404646433408,4.5
2025-04,REG,S06416,0,1087,0,1883.0,0,-207.0,1087,338,33,0,109,15,109,0,0,6,635,1676.0,nodo,PRATO CENTRALE,-1.5,7.0,-0.1877171762728194,4.599999999999994
2025-04,REG,S06419,0,273,0,71.0,0,564.0,273,177,2,0,43,1,43,0,0,1,43,635.0,nodo,FIRENZE CASTELLO,2.0,5.75,2.141915336571825,4.5
2025-04,REG,S06420,0,68,0,43.0,0,211.0,68,33,5,0,12,3,12,0,0,2,23,254.0,nodo,FIRENZE RIFREDI,0.5,8.324999999999996,2.79029304029304,6.0
2025-04,REG,S06421,0,10544,0,14854.0,15,8362.0,10544,3916,511,0,1361,299,1361,0,0,109,5207,23216.0,nodo,FIRENZE SANTA MARIA NOVELLA,-0.5,9.0,0.7965991190241744,5.5
2025-04,REG,S06500,0,4364,0,5065.0,7,5368.0,4364,1811,201,0,590,134,590,0,0,46,1939,10433.0,nodo,PISA CENTRALE,0.0,9.0,1.2380907784085755,5.7000000000000455
2025-04,REG,S06506,0,274,0,86.0,0,502.0,274,183,5,0,32,2,32,0,0,1,58,588.0,nodo,PONTEDERA CASCIANA TERME,1.5,7.0,1.8388525118076429,5.0
2025-04,REG,S06510,0,1246,0,1381.0,0,459.0,1246,518,23,0,108,12,108,0,0,4,594,1840.0,nodo,EMPOLI,-0.5,5.5,0.3790165864357305,4.0
2025-04,REG,S06603,0,586,0,659.0,0,56.0,586,256,13,0,42,6,42,0,0,0,287,715.0,nodo,S.PIERO A SIEVE,-0.5,5.924999999999983,0.0803872053872054,3.5
2025-04,REG,S06604,0,1247,0,2377.0,0,-732.0,1247,397,32,0,92,16,92,0,0,4,756,1645.0,nodo,BORGO S.LORENZO,-1.5,6.0,-0.5909741935483871,3.5
2025-04,REG,S06610,0,199,0,125.0,0,-78.0,199,44,0,0,1,0,1,0,0,0,96,47.0,nodo,MARRADI-PALAZZUOLO SUL SENIO,-1.0,2.0,-0.5498993963782696,1.0
2025-04,REG,S06700,0,2,0,7.0,0,23.0,2,0,1,0,1,1,1,0,0,1,1,30.0,nodo,VICCHIO,11.5,11.5,11.5,11.5
2025-04,REG,S06725,0,1550,0,1418.0,1,1395.0,1550,732,50,0,181,20,181,0,0,7,632,2813.0,nodo,LIVORNO CENTRALE,0.0,7.5,0.9186037735849056,5.0
2025-04,REG,S06775,0,338,0,152.0,0,267.0,338,230,8,0,25,5,25,0,0,1,77,419.0,nodo,PIOMBINO MARITTIMA,0.0,5.774999999999992,0.8012708787218592,3.5
2025-04,REG,S06801,0,4,0,1.0,0,7.0,4,2,0,0,1,0,1,0,0,0,1,8.0,nodo,GRANAIOLO,0.5,3.65,1.5,3.3000000000000003
2025-04,REG,S06803,0,1,0,5.0,0,-5.0,1,0,0,0,0,0,0,0,0,0,1,0.0,nodo,CERTALDO,-5.0,-5.0,-5.0,-5.0
2025-04,REG,S06805,0,4,0,5.0,0,6.0,4,0,0,0,2,0,2,0,0,0,2,11.0,nodo,POGGIBONSI-S.GIMIGNANO,0.5,0.9500000000000002,-0.3333333333333332,0.8999999999999999
2025-04,REG,S06807,0,2,0,2.0,0,-2.0,2,0,0,0,0,0,0,0,0,0,1,0.0,nodo,PONTE A ELSA,-2.0,-2.0,-2.0,-2.0
2025-04,REG,S06809,0,2693,0,4312.0,1,-1201.0,2693,783,59,0,161,39,161,0,0,14,1725,3111.0,nodo,SIENA,-1.0,5.0,-0.452196388959088,3.0
2025-04,REG,S06852,0,4,0,0.0,0,14.0,4,2,0,0,2,0,2,0,0,0,0,14.0,nodo,SINALUNGA,3.5,5.75,3.5,5.5
2025-04,REG,S06874,0,429,0,824.0,0,-590.0,429,83,3,0,11,2,11,0,0,1,326,234.0,nodo,BUONCONVENTO,-1.5,3.0,-1.3965328965328965,1.0
2025-04,REG,S06900,0,426,0,352.0,0,480.0,426,199,8,0,59,2,59,0,0,1,162,832.0,nodo,FIRENZE CAMPO MARTE,0.0,7.0,1.0918711796368945,5.5
2025-04,REG,S06904,0,200,0,583.0,0,-317.0,200,44,6,0,13,4,13,0,0,2,133,266.0,nodo,PONTASSIEVE,-2.5,5.699999999999989,-1.6867863873184792,3.200000000000003
2025-04,REG,S06908,0,8,0,14.0,0,47.0,8,0,2,0,4,2,4,0,0,0,4,61.0,nodo,FIGLINE VALDARNO,7.5,16.95,8.166666666666666,15.4
2025-04,REG,S06909,0,10,0,5.0,0,55.0,10,4,1,0,3,1,3,0,0,1,3,60.0,nodo,S.GIOVANNI VALDARNO,4.5,18.9,9.071428571428571,17.3
2025-04,REG,S06910,0,418,0,560.0,0,97.0,418,122,14,0,48,6,48,0,0,0,247,657.0,nodo,MONTEVARCHI TERRANUOVA,0.0,6.5,0.1974885844748858,4.5
2025-04,REG,S06915,0,1161,0,862.0,3,3446.0,1161,538,106,0,302,40,302,0,0,16,313,4308.0,nodo,AREZZO,1.5,11.725000000000025,2.999756057895593,9.0
2025-04,REG,S06922,0,448,0,376.0,0,669.0,448,190,22,0,79,10,79,0,0,0,178,1045.0,nodo,TERONTOLA CORTONA,1.0,9.25,1.4940035238057103,6.0
2025-04,REG,S06925,0,1392,0,2370.0,2,396.0,1392,516,56,0,162,30,162,0,0,12,708,2766.0,nodo,CHIUSI-CHIANCIANO TERME,-0.5,8.5,0.2888333944281525,5.0
2025-04,REG,S06953,0,1,0,0.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,1.0,nodo,FIESOLE CALDINE,1.0,1.0,1.0,1.0
2025-04,REG,S07002,0,40,0,45.0,0,-27.0,40,15,0,0,0,0,0,0,0,0,25,18.0,nodo,MAGIONE,-0.75,2.075000000000001,-0.675,1.1000000000000014
2025-04,REG,S07004,0,408,0,528.0,2,842.0,408,132,37,0,79,27,79,0,0,7,197,1370.0,nodo,PERUGIA,0.0,19.69999999999996,2.064039408866995,8.799999999999997
2025-04,REG,S07005,0,57,0,37.0,0,143.0,57,30,4,0,13,2,13,0,0,0,13,180.0,nodo,PERUGIA PONTE S.GIOVANNI,1.0,10.275,2.491025641025641,7.650000000000002
2025-04,REG,S07008,0,20,0,20.0,0,36.0,20,8,2,0,2,2,2,0,0,0,10,56.0,nodo,ASSISI,0.0,11.849999999999982,1.8,4.199999999999994
2025-04,REG,S07060,0,4,0,4.0,0,48.0,4,1,2,0,2,2,2,0,0,0,1,52.0,nodo,PERGOLA,12.0,24.6,12.0,23.2
2025-04,REG,S07102,0,50,0,44.0,0,121.0,50,23,5,0,10,1,10,0,0,1,17,165.0,nodo,CATTOLICA S.GIOVANNI GABICCE,1.25,9.599999999999998,2.3878205128205128,8.0
2025-04,REG,S07104,0,486,0,454.0,0,737.0,486,190,29,0,76,13,76,0,0,3,220,1191.0,nodo,PESARO,0.0,10.224999999999994,1.5616684767852294,6.3500000000000085
2025-04,REG,S07113,0,4179,0,5548.0,8,4606.0,4179,1484,244,0,608,127,608,0,0,49,2086,10154.0,nodo,ANCONA,-0.5,10.5,1.1045483555680833,6.5
2025-04,REG,S07202,0,264,0,227.0,0,-15.0,264,112,2,0,7,0,7,0,0,0,145,212.0,nodo,JESI,0.0,3.0,-0.0568181818181818,2.0
2025-04,REG,S07204,0,80,0,68.0,0,7.0,80,27,0,0,8,0,8,0,0,0,45,75.0,nodo,CASTELPLANIO CUPRAMONTANA,-1.0,5.0,0.0875,3.5500000000000007
2025-04,REG,S07208,0,1017,0,910.0,1,1549.0,1017,503,44,0,138,23,138,0,0,9,375,2459.0,nodo,FABRIANO,1.0,8.5,1.524253767490884,5.5
2025-04,REG,S07217,0,1197,0,1621.0,4,1834.0,1197,447,73,0,214,52,214,0,0,17,534,3455.0,nodo,FOLIGNO,0.0,12.5,1.5412611976671875,6.5
2025-04,REG,S07221,0,40,0,16.0,0,70.0,40,23,2,0,6,2,6,0,0,0,11,86.0,nodo,SPOLETO,0.5,7.650000000000008,1.75,4.750000000000004
