mese,tipo_giorno,fascia_oraria,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,nome_partenza,nome_arrivo
2024-06,weekend,mattina,REG,N_AB0F0E99A555,N_FEBDC4EA7CA2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,1.0,0.5,0.5,0.9,0.95,0,BARDONECCHIA,TORINO P.NUOVA
2024-06,weekend,mattina,REG,N_AB154A1831F2,N_592534E3C981,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,-1.0,-0.5,-0.5,-0.09999999999999998,-0.050000000000000044,0,CHIUSI C.T.,SIENA
2024-06,weekend,mattina,REG,N_AB154A1831F2,N_6DAD4A05816E,3,3,0,0,0,0,1,0,2,0,0,0,0,0,1.0,3.0,-2.0,-0.6666666666666666,-1.0,0.6000000000000001,0.7999999999999998,0,CHIUSI C.T.,FIRENZE S.M.N.
2024-06,weekend,mattina,REG,N_AB154A1831F2,N_AA00CE9E4DF9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CHIUSI C.T.,FOLIGNO
2024-06,weekend,mattina,REG,N_AB154A1831F2,N_BCDBFFBD83A2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,CHIUSI C.T.,PISTOIA
2024-06,weekend,mattina,REG,N_AC5B07AC3325,N_06F2305DF710,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0,VILLAMASSARGIA DOMUSNOVAS,CARBONIA SERBARIU
2024-06,weekend,mattina,REG,N_AC5B07AC3325,N_CB95E7379995,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0,VILLAMASSARGIA DOMUSNOVAS,IGLESIAS
2024-06,weekend,mattina,REG,N_AC64114ADFF7,N_3A83D2FA740C,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CALTANISSETTA XIRBI,DITTAINO
2024-06,weekend,mattina,REG,N_ACBFE7687ADF,N_36C8728B06FB,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,OLBIA,CAGLIARI
2024-06,weekend,mattina,REG,N_ACBFE7687ADF,N_8CC5E83ABB23,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,OLBIA,GOLFO ARANCI
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_0161CF483CE4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0,MILANO CENTRALE,ALESSANDRIA
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_2D84FAAA1358,2,2,0,0,0,0,0,2,0,2,2,2,1,0,60.0,0.0,60.0,30.0,30.0,41.2,42.6,0,MILANO CENTRALE,BOZZOLO
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_362EE82F724F,4,4,0,0,0,0,3,0,1,0,0,0,0,0,6.0,4.0,2.0,0.5,2.0,2.0,2.0,0,MILANO CENTRALE,VERONA PORTA NUOVA
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_3A82FA9A0D0C,1,1,0,0,0,0,0,1,0,1,1,1,0,0,26.0,0.0,26.0,26.0,26.0,26.0,26.0,0,MILANO CENTRALE,VENTIMIGLIA
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_65DA4217C250,3,3,0,0,0,0,2,1,0,1,0,0,0,0,11.0,0.0,11.0,3.6666666666666665,3.0,5.4,5.699999999999999,0,MILANO CENTRALE,TIRANO
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_716DEAB7B82E,3,3,0,0,0,0,2,0,1,0,0,0,0,0,5.0,1.0,4.0,1.3333333333333333,1.0,3.4000000000000004,3.6999999999999997,0,MILANO CENTRALE,BERGAMO
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_72DA38E192FF,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,MILANO CENTRALE,PESCARA
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_B101329F0BD5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,MILANO CENTRALE,PIACENZA
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_B222138E8EE4,3,3,0,0,0,0,3,0,0,0,0,0,0,0,8.0,0.0,8.0,2.6666666666666665,2.0,3.6,3.8,0,MILANO CENTRALE,CHIASSO
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_B7C7458ECDFE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,MILANO CENTRALE,RIMINI
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_BBC1739242B1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,24.0,0.0,24.0,24.0,24.0,24.0,24.0,0,MILANO CENTRALE,SESTRI LEVANTE
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_C35DAF060D8A,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,MILANO CENTRALE,GENOVA BRIGNOLE
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_DF72E0451C21,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.8,0.8999999999999999,0,MILANO CENTRALE,DOMODOSSOLA
2024-06,weekend,mattina,REG,N_ACF3D2764DA3,N_FEBDC4EA7CA2,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0.0,5.0,-5.0,-1.6666666666666667,-1.0,-1.0,-1.0,0,MILANO CENTRALE,TORINO P.NUOVA
2024-06,weekend,mattina,REG,N_AD796A65AE1B,N_0D41A196F1DD,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,AULLA LUNIGIANA,PIAZZA AL SERCHIO
2024-06,weekend,mattina,REG,N_AF3C86275983,N_0161CF483CE4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,0,SAVONA,ALESSANDRIA
2024-06,weekend,mattina,REG,N_AF3C86275983,N_BBC1739242B1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,SAVONA,SESTRI LEVANTE
2024-06,weekend,mattina,REG,N_AF3C86275983,N_C35DAF060D8A,2,2,0,0,0,0,1,1,0,1,0,0,0,0,8.0,0.0,8.0,4.0,4.0,6.4,6.699999999999999,0,SAVONA,GENOVA BRIGNOLE
2024-06,weekend,mattina,REG,N_AF3C86275983,N_E2EC0D35D526,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0,SAVONA,PISA CENTRALE
2024-06,weekend,mattina,REG,N_AF3C86275983,N_F31958C1911C,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0,SAVONA,FOSSANO
2024-06,weekend,mattina,REG,N_AF3C86275983,N_FD6869CBE7DB,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0,SAVONA,ACQUI TERME
2024-06,weekend,mattina,REG,N_AF3C86275983,N_FEBDC4EA7CA2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SAVONA,TORINO P.NUOVA
2024-06,weekend,mattina,REG,N_AF3EDA32BCDE,N_3D0782E67133,5,5,0,0,0,0,3,0,2,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,1.6,1.7999999999999998,0,SARONNO,LODI
2024-06,weekend,mattina,REG,N_AF3EDA32BCDE,N_4BB17CC0E70A,3,3,0,0,0,0,0,1,2,1,0,0,0,0,5.0,5.0,0.0,0.0,-1.0,3.8000000000000003,4.3999999999999995,0,SARONNO,ALBAIRATE VERMEZZO
2024-06,weekend,mattina,REG,N_AF3EDA32BCDE,N_8AE91C7CAA91,5,5,0,0,0,0,5,0,0,0,0,0,0,0,7.0,0.0,7.0,1.4,1.0,2.0,2.0,0,SARONNO,M N CADORNA
2024-06,weekend,mattina,REG,N_AF3EDA32BCDE,N_ACF3D2764DA3,6,6,0,0,0,0,5,0,1,0,0,0,0,0,13.0,1.0,12.0,2.0,2.0,4.0,4.0,0,SARONNO,MILANO CENTRALE
2024-06,weekend,mattina,REG,N_AF7C7C87621E,N_049B6C1A1016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,FIUMICINO AEROPORTO,ROMA OSTIENSE
2024-06,weekend,mattina,REG,N_AF7C7C87621E,N_07E03923EBDB,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,3.0,-3.0,-1.5,-1.5,-1.1,-1.05,0,FIUMICINO AEROPORTO,POGGIO MIRTETO
2024-06,weekend,mattina,REG,N_AF7C7C87621E,N_616E8A8254DB,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,FIUMICINO AEROPORTO,ORTE
2024-06,weekend,mattina,REG,N_AF7C7C87621E,N_75EE60EB2654,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.8,0.8999999999999999,0,FIUMICINO AEROPORTO,FARA SABINA
2024-06,weekend,mattina,REG,N_AF7C7C87621E,N_E903EB64CBF3,8,8,0,0,0,0,7,0,1,0,0,0,0,0,6.0,4.0,2.0,0.25,0.0,2.5999999999999996,3.299999999999999,0,FIUMICINO AEROPORTO,ROMA TERMINI
2024-06,weekend,mattina,REG,N_AFCBEDA6671A,N_F31958C1911C,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,CUNEO,FOSSANO
2024-06,weekend,mattina,REG,N_AFCBEDA6671A,N_FEBDC4EA7CA2,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0.0,2.0,-2.0,-0.6666666666666666,-1.0,-0.19999999999999996,-0.10000000000000009,0,CUNEO,TORINO P.NUOVA
2024-06,weekend,mattina,REG,N_B0E912F4A7F7,N_188AB87A65BC,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,VILLA OPICINA,UDINE
2024-06,weekend,mattina,REG,N_B101329F0BD5,N_25B9CF10B7D2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,PIACENZA,BOLOGNA C.LE
2024-06,weekend,mattina,REG,N_B101329F0BD5,N_2FFE4FA36CE4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PIACENZA,PESARO
2024-06,weekend,mattina,REG,N_B101329F0BD5,N_C632C9F50E6A,6,6,0,0,0,0,3,2,1,2,1,0,0,0,25.0,1.0,24.0,4.0,2.5,9.5,11.25,0,PIACENZA,MILANO GRECO PIRELLI
2024-06,weekend,mattina,REG,N_B101329F0BD5,N_DD6564CDFB93,2,2,0,0,0,0,1,1,0,1,0,0,0,0,8.0,0.0,8.0,4.0,4.0,4.8,4.9,0,PIACENZA,ANCONA
2024-06,weekend,mattina,REG,N_B222138E8EE4,N_543FA4F5E84B,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0.0,5.0,-5.0,-1.6666666666666667,-2.0,-1.2,-1.1,0,CHIASSO,COMO S. GIOVANNI
2024-06,weekend,mattina,REG,N_B222138E8EE4,N_637B235E9838,3,3,0,0,0,0,2,0,0,0,0,0,0,0,7.0,0.0,7.0,3.5,3.5,3.9,3.95,0,CHIASSO,MILANO PORTA GARIBALDI
2024-06,weekend,mattina,REG,N_B222138E8EE4,N_ACF3D2764DA3,3,3,0,0,0,0,0,3,0,3,2,0,0,0,27.0,0.0,27.0,9.0,10.0,10.0,10.0,0,CHIASSO,MILANO CENTRALE
2024-06,weekend,mattina,REG,N_B3C51F98067B,N_FEBDC4EA7CA2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0,CEVA,TORINO P.NUOVA
2024-06,weekend,mattina,REG,N_B4C118FF93FF,N_1CFD0740D025,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,MONZA,MOLTENO
2024-06,weekend,mattina,REG,N_B4C118FF93FF,N_F5C11A0AB557,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,MONZA,LECCO
2024-06,weekend,mattina,REG,N_B5A00BD1FD73,N_29D6951DFB5A,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0,TARVISIO BOSCOVERDE,TRIESTE CENTRALE
2024-06,weekend,mattina,REG,N_B5DDBA4A079F,N_E3D77242249F,1,1,0,0,0,0,0,1,0,1,1,0,0,0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,0,PIADENA,CREMONA
2024-06,weekend,mattina,REG,N_B7148A598580,N_51EFB2AB0389,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,LEVANTO,LA SPEZIA CENTRALE
2024-06,weekend,mattina,REG,N_B7C7458ECDFE,N_25B9CF10B7D2,6,6,0,0,0,0,2,2,2,2,0,0,0,0,15.0,7.0,8.0,1.3333333333333333,1.5,6.0,6.5,0,RIMINI,BOLOGNA C.LE
2024-06,weekend,mattina,REG,N_B7C7458ECDFE,N_D0B06A5290BB,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,3.2,3.5999999999999996,0,RIMINI,RAVENNA
2024-06,weekend,mattina,REG,N_B7C7458ECDFE,N_DD6564CDFB93,3,3,0,0,0,0,1,0,2,0,0,0,0,0,2.0,4.0,-2.0,-0.6666666666666666,-2.0,1.2000000000000002,1.5999999999999996,0,RIMINI,ANCONA
2024-06,weekend,mattina,REG,N_BBC1739242B1,N_51EFB2AB0389,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,3.0,1.0,0.5,0.5,3.3000000000000003,3.6499999999999995,0,SESTRI LEVANTE,LA SPEZIA CENTRALE
2024-06,weekend,mattina,REG,N_BBC1739242B1,N_AF3C86275983,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,0,SESTRI LEVANTE,SAVONA
2024-06,weekend,mattina,REG,N_BC426E8898F6,N_CBBFAA6775E8,3,3,0,0,0,0,1,0,2,0,0,0,0,0,1.0,4.0,-3.0,-1.0,-2.0,0.40000000000000013,0.6999999999999997,0,MERANO,BRENNERO
2024-06,weekend,mattina,REG,N_BC426E8898F6,N_EE539AC676E9,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5.0,0.0,5.0,2.5,2.5,3.7,3.8499999999999996,0,MERANO,BOLZANO
2024-06,weekend,mattina,REG,N_BC7EF733D1AB,N_2B653A1CD280,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,CATANIA AER. FONTANAROSSA,CATANIA CENTRALE
2024-06,weekend,mattina,REG,N_BC7EF733D1AB,N_F6D345743682,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,CATANIA AER. FONTANAROSSA,MESSINA CENTRALE
2024-06,weekend,mattina,REG,N_BCDBFFBD83A2,N_3476134E77A1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,0,PISTOIA,FIRENZE CAMPO MARTE
2024-06,weekend,mattina,REG,N_BCDBFFBD83A2,N_6DAD4A05816E,3,3,0,0,0,0,2,1,0,1,0,0,0,0,6.0,0.0,6.0,2.0,1.0,4.2,4.6,0,PISTOIA,FIRENZE S.M.N.
2024-06,weekend,mattina,REG,N_BF0DC42C9523,N_2B5A38574141,3,3,0,0,0,0,1,0,2,0,0,0,0,0,1.0,4.0,-3.0,-1.0,-2.0,0.40000000000000013,0.6999999999999997,0,LECCE,BARI CENTRALE
2024-06,weekend,mattina,REG,N_BF2C38E6DEAA,N_8AE91C7CAA91,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,-1.0,-0.5,-0.5,-0.09999999999999998,-0.050000000000000044,0,ERBA,M N CADORNA
2024-06,weekend,mattina,REG,N_BF8B5FFB1959,N_FEBDC4EA7CA2,3,3,0,0,0,0,2,1,0,1,0,0,0,0,6.0,0.0,6.0,2.0,1.0,4.2,4.6,0,SUSA,TORINO P.NUOVA
2024-06,weekend,mattina,REG,N_C0036EE1DC06,N_9120FEA55878,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SANTHIA`,BIELLA S.PAOLO
2024-06,weekend,mattina,REG,N_C00A09A2B357,N_E903EB64CBF3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,6.0,1.0,5.0,1.6666666666666667,0.0,4.800000000000001,5.3999999999999995,0,FRASCATI,ROMA TERMINI
2024-06,weekend,mattina,REG,N_C03F51FB3BED,N_2231A438465D,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0,SALERNO,NAPOLI CAMPI FLEGREI
2024-06,weekend,mattina,REG,N_C03F51FB3BED,N_42A528D8B57B,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,2.0,-2.0,-1.0,-1.0,-1.0,-1.0,0,SALERNO,CASERTA
2024-06,weekend,mattina,REG,N_C03F51FB3BED,N_91C54A7D6DE3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SALERNO,MERCATO SAN SEVERINO
2024-06,weekend,mattina,REG,N_C0CDB8856373,N_26FAC2401D1E,3,3,0,0,0,0,2,0,1,0,0,0,0,0,3.0,3.0,0.0,0.0,1.0,1.8,1.9,0,BELLUNO,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,REG,N_C0CDB8856373,N_58D4D5177F48,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0.0,3.0,-3.0,-1.0,0.0,0.0,0.0,0,BELLUNO,FELTRE
2024-06,weekend,mattina,REG,N_C22D4B09E695,N_0042D1DF87B8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,MANTOVA,MONSELICE
2024-06,weekend,mattina,REG,N_C22D4B09E695,N_0825CE132492,3,3,0,0,0,0,1,0,2,0,0,0,0,0,1.0,7.0,-6.0,-2.0,-3.0,0.20000000000000018,0.5999999999999996,0,MANTOVA,MODENA
2024-06,weekend,mattina,REG,N_C22D4B09E695,N_362EE82F724F,3,3,0,0,0,0,3,0,0,0,0,0,0,0,6.0,0.0,6.0,2.0,3.0,3.0,3.0,0,MANTOVA,VERONA PORTA NUOVA
2024-06,weekend,mattina,REG,N_C22D4B09E695,N_C317D24D9E8F,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0,MANTOVA,VENEZIA MESTRE
2024-06,weekend,mattina,REG,N_C2F2CD7408C1,N_E903EB64CBF3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3.0,0.0,3.0,1.5,1.5,1.9,1.95,0,NETTUNO,ROMA TERMINI
2024-06,weekend,mattina,REG,N_C317D24D9E8F,N_26FAC2401D1E,3,3,0,0,0,0,1,0,2,0,0,0,0,0,2.0,2.0,0.0,0.0,-1.0,1.4000000000000001,1.6999999999999997,0,VENEZIA MESTRE,VENEZIA SANTA LUCIA
2024-06,weekend,mattina,REG,N_C317D24D9E8F,N_4A032FBEC97E,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,VENEZIA MESTRE,PORTOGRUARO CAORLE
2024-06,weekend,mattina,REG,N_C353AD614ED6,N_9A9F500D82A7,5,5,0,0,0,0,4,0,1,0,0,0,0,0,0.0,1.0,-1.0,-0.2,0.0,0.0,0.0,0,SALSOMAGGIORE T.,FIDENZA
2024-06,weekend,mattina,REG,N_C35DAF060D8A,N_3A82FA9A0D0C,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0,GENOVA BRIGNOLE,VENTIMIGLIA
2024-06,weekend,mattina,REG,N_C35DAF060D8A,N_51EFB2AB0389,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GENOVA BRIGNOLE,LA SPEZIA CENTRALE
2024-06,weekend,mattina,REG,N_C35DAF060D8A,N_9B9D28249135,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,8.0,-8.0,-4.0,-4.0,-4.0,-4.0,0,GENOVA BRIGNOLE,ARQUATA SCRIVIA
2024-06,weekend,mattina,REG,N_C35DAF060D8A,N_AF3C86275983,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0,GENOVA BRIGNOLE,SAVONA
2024-06,weekend,mattina,REG,N_C35DAF060D8A,N_FEBDC4EA7CA2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GENOVA BRIGNOLE,TORINO P.NUOVA
2024-06,weekend,mattina,REG,N_C632C9F50E6A,N_958DB8C30856,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,MILANO GRECO PIRELLI,STRADELLA
2024-06,weekend,mattina,REG,N_C632C9F50E6A,N_B101329F0BD5,4,4,0,0,0,0,0,1,3,1,0,0,0,0,6.0,13.0,-7.0,-1.75,-2.5,3.6000000000000014,4.799999999999997,0,MILANO GRECO PIRELLI,PIACENZA
2024-06,weekend,mattina,REG,N_C632C9F50E6A,N_F6BAB1C5673F,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,2.0,-2.0,-1.0,-1.0,-1.0,-1.0,0,MILANO GRECO PIRELLI,BRESCIA
2024-06,weekend,mattina,REG,N_C685779BD8DE,N_E2EC0D35D526,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5.0,0.0,5.0,2.5,2.5,2.9,2.95,0,ORBETELLO,PISA CENTRALE
2024-06,weekend,mattina,REG,N_C7427C4E857C,N_716DEAB7B82E,3,3,0,0,0,0,2,0,1,0,0,0,0,0,6.0,1.0,5.0,1.6666666666666667,2.0,3.6,3.8,0,TREVIGLIO,BERGAMO
2024-06,weekend,mattina,REG,N_C7427C4E857C,N_E3D77242249F,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,3.0,-3.0,-1.5,-1.5,-1.1,-1.05,0,TREVIGLIO,CREMONA
2024-06,weekend,mattina,REG,N_C7427C4E857C,N_F79848B7185D,6,6,0,0,0,0,5,0,1,0,0,0,0,0,3.0,1.0,2.0,0.3333333333333333,0.5,1.0,1.0,0,TREVIGLIO,VARESE
2024-06,weekend,mattina,REG,N_C76BB014A48D,N_F31958C1911C,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,SAN GIUSEPPE DI CAIRO,FOSSANO
2024-06,weekend,mattina,REG,N_C8DDC789E5D9,N_362EE82F724F,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,TRENTO,VERONA PORTA NUOVA
2024-06,weekend,mattina,REG,N_C8DDC789E5D9,N_AA1DCE485829,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,TRENTO,BASSANO DEL GRAPPA
2024-06,weekend,mattina,REG,N_C8DDC789E5D9,N_EE539AC676E9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,TRENTO,BOLZANO
2024-06,weekend,mattina,REG,N_C8FFC2BCCFE1,N_E903EB64CBF3,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,6.0,-6.0,-3.0,-3.0,-2.2,-2.1,0,ISERNIA,ROMA TERMINI
2024-06,weekend,mattina,REG,N_C8FFC2BCCFE1,N_F047351D32A4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0,10.0,-10.0,-5.0,-5.0,-0.9999999999999998,-0.5000000000000004,0,ISERNIA,NAPOLI CENTRALE
2024-06,weekend,mattina,REG,N_CA806A7ABF21,N_0778A78A8E9E,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0.0,29.0,-29.0,-4.833333333333333,-5.0,-4.0,-4.0,0,PALERMO NOTARBARTOLO,GIACHERY
2024-06,weekend,mattina,REG,N_CB95E7379995,N_36C8728B06FB,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,5.0,-5.0,-2.5,-2.5,-2.1,-2.05,0,IGLESIAS,CAGLIARI
2024-06,weekend,mattina,REG,N_CB95E7379995,N_AC5B07AC3325,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0,IGLESIAS,VILLAMASSARGIA DOMUSNOVAS
2024-06,weekend,mattina,REG,N_CBBFAA6775E8,N_362EE82F724F,2,2,0,0,0,0,0,1,1,1,0,0,0,0,6.0,7.0,-1.0,-0.5,-0.5,4.7,5.35,0,BRENNERO,VERONA PORTA NUOVA
2024-06,weekend,mattina,REG,N_CBBFAA6775E8,N_BC426E8898F6,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6.0,0.0,6.0,3.0,3.0,3.0,3.0,0,BRENNERO,MERANO
2024-06,weekend,mattina,REG,N_D0B06A5290BB,N_25B9CF10B7D2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0,RAVENNA,BOLOGNA C.LE
2024-06,weekend,mattina,REG,N_D0B06A5290BB,N_2FFE4FA36CE4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,-1.0,-0.5,-0.5,-0.09999999999999998,-0.050000000000000044,0,RAVENNA,PESARO
2024-06,weekend,mattina,REG,N_D0B06A5290BB,N_40611E6A6CC5,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0.0,19.0,-19.0,-6.333333333333333,-7.0,-5.4,-5.2,0,RAVENNA,CASTELBOLOGNESE
2024-06,weekend,mattina,REG,N_D0B06A5290BB,N_B7C7458ECDFE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0,RAVENNA,RIMINI
