giorno,ora,categoria,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot
2024-06-13,01:00,REG,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0
2024-06-13,03:00,REG,4,4,0,0,0,0,3,0,1,0,0,0,0,0,5.0,2.0,3.0,0.75,1.0,2.7,2.8499999999999996,0
2024-06-13,04:00,EN,1,1,0,0,0,0,0,1,0,1,1,1,1,0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,0
2024-06-13,04:00,IC,2,2,0,0,0,0,1,1,0,1,0,0,0,0,11.0,0.0,11.0,5.5,5.5,8.3,8.65,0
2024-06-13,04:00,REG,58,58,0,0,0,0,21,6,31,6,2,1,0,0,90.0,85.0,5.0,0.08620689655172414,-1.0,4.300000000000004,7.149999999999999,0
2024-06-13,05:00,,25,25,0,0,0,0,7,10,8,10,6,3,2,2,267.0,38.0,229.0,9.16,3.0,15.600000000000009,62.79999999999984,0
2024-06-13,05:00,IC,8,8,0,0,0,0,4,2,2,2,2,1,1,0,51.0,7.0,44.0,5.5,1.0,19.4,25.69999999999999,0
2024-06-13,05:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,19.0,-19.0,-19.0,-19.0,-19.0,-19.0,0
2024-06-13,05:00,MET,8,8,0,0,0,0,4,0,4,0,0,0,0,0,6.0,7.0,-1.0,-0.125,-0.5,1.8999999999999995,2.9499999999999984,0
2024-06-13,05:00,REG,422,422,0,0,0,0,175,44,202,44,14,6,3,0,752.0,514.0,238.0,0.5653206650831354,0.0,5.0,7.0,0
2024-06-13,06:00,,35,35,0,0,0,0,11,17,7,17,13,7,4,2,436.0,25.0,411.0,11.742857142857142,4.0,28.80000000000001,63.49999999999996,0
2024-06-13,06:00,IC,10,10,0,0,0,0,5,4,1,4,2,0,0,0,46.0,1.0,45.0,4.5,3.0,11.1,11.549999999999999,0
2024-06-13,06:00,MET,15,15,0,0,0,0,7,1,7,1,1,0,0,0,25.0,9.0,16.0,1.0666666666666667,0.0,3.0,5.999999999999989,0
2024-06-13,06:00,REG,648,648,0,0,0,0,326,58,262,58,20,7,0,0,1058.0,662.0,396.0,0.6130030959752322,0.0,4.0,7.0,0
2024-06-13,07:00,,25,25,0,0,0,0,9,9,7,9,7,3,3,1,256.0,28.0,228.0,9.12,3.0,33.200000000000045,53.199999999999974,0
2024-06-13,07:00,EC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0
2024-06-13,07:00,IC,8,8,0,0,0,0,1,5,2,5,3,2,2,1,171.0,6.0,165.0,20.625,5.5,67.1,76.54999999999998,0
2024-06-13,07:00,MET,14,14,0,0,0,0,8,0,6,0,0,0,0,0,11.0,14.0,-3.0,-0.21428571428571427,0.0,2.700000000000001,3.3499999999999996,0
2024-06-13,07:00,REG,530,530,0,0,0,0,260,72,197,72,17,9,2,1,1244.0,501.0,743.0,1.4045368620037808,1.0,5.0,8.0,0
2024-06-13,08:00,,17,17,0,0,0,0,0,13,4,13,9,8,5,2,586.0,12.0,574.0,33.76470588235294,10.0,63.00000000000001,112.39999999999986,0
2024-06-13,08:00,IC,7,7,0,0,0,0,2,4,1,4,4,2,2,0,122.0,1.0,121.0,17.285714285714285,13.0,42.400000000000006,48.69999999999999,0
2024-06-13,08:00,MET,15,15,0,0,0,0,6,2,7,2,1,1,1,0,53.0,16.0,37.0,2.466666666666667,0.0,5.999999999999998,16.999999999999968,0
2024-06-13,08:00,REG,445,445,0,0,0,0,217,68,160,68,27,20,3,0,1172.0,426.0,746.0,1.6764044943820224,1.0,6.0,12.0,0
2024-06-13,09:00,,13,13,0,0,0,0,3,7,3,7,7,6,5,1,313.0,9.0,304.0,23.384615384615383,13.0,38.8,73.39999999999988,0
2024-06-13,09:00,IC,6,6,0,0,0,0,0,3,3,3,3,3,2,0,91.0,25.0,66.0,11.0,8.5,34.5,36.75,0
2024-06-13,09:00,MET,12,12,0,0,0,0,7,0,5,0,0,0,0,0,10.0,8.0,2.0,0.16666666666666666,0.0,2.8000000000000007,3.4499999999999993,0
2024-06-13,09:00,REG,383,383,0,0,0,0,164,67,152,67,24,16,6,1,1075.0,398.0,677.0,1.7676240208877285,1.0,7.0,11.0,0
2024-06-13,10:00,,12,12,0,0,0,0,3,8,1,8,8,5,3,1,275.0,4.0,271.0,22.583333333333332,14.0,53.5,69.74999999999997,0
2024-06-13,10:00,EC,2,2,0,0,0,0,0,2,0,2,1,1,1,1,131.0,0.0,131.0,65.5,65.5,112.3,118.14999999999999,0
2024-06-13,10:00,IC,7,7,0,0,0,0,1,2,4,2,0,0,0,0,12.0,11.0,1.0,0.14285714285714285,-1.0,5.0,5.0,0
2024-06-13,10:00,MET,12,12,0,0,0,0,5,0,7,0,0,0,0,0,4.0,17.0,-13.0,-1.0833333333333333,-2.0,1.0,1.0,0
2024-06-13,10:00,REG,308,308,0,0,0,0,138,37,130,37,13,5,2,2,736.0,341.0,395.0,1.2950819672131149,0.0,5.0,8.0,0
2024-06-13,11:00,,13,13,0,0,0,0,4,6,3,6,3,2,1,1,182.0,11.0,171.0,13.153846153846153,4.0,22.800000000000008,59.799999999999876,0
2024-06-13,11:00,EC,2,2,0,0,0,0,0,1,1,1,1,1,0,0,16.0,9.0,7.0,3.5,3.5,13.5,14.749999999999998,0
2024-06-13,11:00,IC,5,5,0,0,0,0,1,2,2,2,1,0,0,0,17.0,5.0,12.0,2.4,1.0,8.4,9.2,0
2024-06-13,11:00,MET,12,12,0,0,0,0,5,1,6,1,0,0,0,0,15.0,14.0,1.0,0.08333333333333333,-0.5,2.9000000000000004,5.2499999999999964,0
2024-06-13,11:00,REG,354,354,0,0,0,0,154,39,160,39,14,7,6,0,734.0,411.0,323.0,0.9150141643059491,0.0,5.0,7.7999999999999545,0
2024-06-13,12:00,,12,12,0,0,0,0,2,9,1,9,5,3,3,2,240.0,7.0,233.0,19.416666666666668,5.5,57.60000000000001,75.29999999999998,0
2024-06-13,12:00,EC,1,1,0,0,0,0,0,1,0,1,1,0,0,0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,0
2024-06-13,12:00,IC,4,4,0,0,0,0,0,1,3,1,0,0,0,0,5.0,7.0,-2.0,-0.5,-1.0,3.200000000000001,4.099999999999998,0
2024-06-13,12:00,ICN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0
2024-06-13,12:00,MET,12,12,0,0,0,0,2,0,10,0,0,0,0,0,2.0,24.0,-22.0,-1.8333333333333333,-2.0,-0.09999999999999964,0.8999999999999986,0
2024-06-13,12:00,REG,447,447,0,0,0,0,216,62,168,62,18,10,4,0,983.0,446.0,537.0,1.204035874439462,1.0,5.0,8.75,0
2024-06-13,13:00,,17,17,0,0,0,0,7,9,1,9,4,4,4,1,299.0,2.0,297.0,17.470588235294116,5.0,46.400000000000006,61.799999999999955,0
2024-06-13,13:00,EC,2,2,0,0,0,0,1,1,0,1,1,0,0,0,12.0,0.0,12.0,6.0,6.0,9.2,9.6,0
2024-06-13,13:00,IC,3,3,0,0,0,0,0,2,1,2,0,0,0,0,18.0,2.0,16.0,5.333333333333333,9.0,9.0,9.0,0
2024-06-13,13:00,ICN,1,1,0,0,0,0,0,1,0,1,1,1,1,0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,0
2024-06-13,13:00,MET,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0.0,25.0,-25.0,-2.0833333333333335,-2.5,-1.0,-1.0,0
2024-06-13,13:00,NCL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,61.0,-61.0,-61.0,-61.0,-61.0,-61.0,0
2024-06-13,13:00,REG,511,511,0,0,0,0,241,77,191,77,24,9,4,1,1163.0,411.0,752.0,1.4774066797642436,1.0,6.0,9.0,0
2024-06-13,14:00,,11,11,0,0,0,0,2,8,1,8,6,6,3,1,263.0,11.0,252.0,22.90909090909091,15.0,57.0,73.0,0
2024-06-13,14:00,EC,2,2,0,0,0,0,1,1,0,1,0,0,0,0,13.0,0.0,13.0,6.5,6.5,8.5,8.75,0
2024-06-13,14:00,IC,5,5,0,0,0,0,1,1,3,1,1,0,0,0,10.0,9.0,1.0,0.2,-1.0,6.000000000000001,7.999999999999998,0
2024-06-13,14:00,MET,13,13,0,0,0,0,4,0,9,0,0,0,0,0,1.0,14.0,-13.0,-1.0,-1.0,0.0,0.3999999999999986,0
2024-06-13,14:00,REG,473,473,0,0,0,0,224,72,174,72,25,13,7,0,1227.0,433.0,794.0,1.6893617021276597,1.0,6.0,10.0,0
2024-06-13,15:00,,17,17,0,0,0,0,4,10,3,10,9,7,5,4,474.0,25.0,449.0,26.41176470588235,10.0,81.00000000000001,97.39999999999999,0
2024-06-13,15:00,EC,2,2,0,0,0,0,0,2,0,2,1,1,0,0,20.0,0.0,20.0,10.0,10.0,14.0,14.5,0
2024-06-13,15:00,IC,5,5,0,0,0,0,3,2,0,2,1,1,1,1,84.0,0.0,84.0,16.8,4.0,43.2,55.59999999999999,0
2024-06-13,15:00,MET,12,12,0,0,0,0,4,0,8,0,0,0,0,0,6.0,15.0,-9.0,-0.75,-1.0,1.0,1.8999999999999986,0
2024-06-13,15:00,REG,452,452,0,0,0,0,223,75,152,75,23,9,3,0,1102.0,368.0,734.0,1.6311111111111112,1.0,6.100000000000023,9.549999999999955,0
2024-06-13,16:00,,14,14,0,0,0,0,4,7,3,7,5,5,2,0,142.0,8.0,134.0,9.571428571428571,4.5,30.200000000000017,35.0,0
2024-06-13,16:00,EC,2,2,0,0,0,0,0,2,0,2,1,0,0,0,18.0,0.0,18.0,9.0,9.0,10.6,10.8,0
2024-06-13,16:00,EN,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,0
2024-06-13,16:00,IC,7,7,0,0,0,0,1,5,1,5,4,3,2,1,139.0,9.0,130.0,18.571428571428573,12.0,47.20000000000001,57.09999999999998,0
2024-06-13,16:00,MET,13,13,0,0,0,0,8,0,5,0,0,0,0,0,14.0,10.0,4.0,0.3076923076923077,1.0,3.6000000000000014,4.0,0
2024-06-13,16:00,REG,496,496,0,0,0,0,226,92,174,92,35,13,2,0,1354.0,474.0,880.0,1.7886178861788617,1.0,7.0,11.0,0
2024-06-13,17:00,,22,22,0,0,0,0,2,12,8,12,9,4,3,2,291.0,29.0,262.0,11.909090909090908,5.0,28.700000000000028,74.64999999999996,0
2024-06-13,17:00,EC,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0
2024-06-13,17:00,IC,3,3,0,0,0,0,1,2,0,2,0,0,0,0,12.0,0.0,12.0,4.0,6.0,6.0,6.0,0
2024-06-13,17:00,MET,15,15,0,0,0,0,7,1,7,1,0,0,0,0,17.0,9.0,8.0,0.5333333333333333,1.0,3.0,3.599999999999998,0
2024-06-13,17:00,REG,527,527,0,0,0,0,233,111,181,111,51,25,8,1,1804.0,476.0,1328.0,2.5295238095238095,1.0,9.0,14.0,0
2024-06-13,18:00,,11,11,0,0,0,0,2,7,2,7,6,3,0,0,110.0,13.0,97.0,8.818181818181818,11.0,20.0,23.5,0
2024-06-13,18:00,EC,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,0
2024-06-13,18:00,IC,4,4,0,0,0,0,3,1,0,1,1,0,0,0,20.0,0.0,20.0,5.0,2.5,10.000000000000002,11.499999999999996,0
2024-06-13,18:00,ICN,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0
2024-06-13,18:00,MET,15,15,0,0,0,0,4,1,10,1,1,0,0,0,15.0,17.0,-2.0,-0.13333333333333333,-1.0,1.0,3.9999999999999893,0
2024-06-13,18:00,REG,514,514,0,0,0,0,222,114,176,114,50,26,10,4,1926.0,470.0,1456.0,2.84375,1.0,9.0,14.449999999999989,0
2024-06-13,19:00,,9,9,0,0,0,0,4,2,3,2,1,1,0,0,37.0,16.0,21.0,2.3333333333333335,0.0,12.200000000000003,18.599999999999994,0
2024-06-13,19:00,IC,4,4,0,0,0,0,2,1,1,1,0,0,0,0,15.0,10.0,5.0,1.25,3.0,7.500000000000001,8.249999999999998,0
2024-06-13,19:00,ICN,3,3,0,0,0,0,1,1,1,1,0,0,0,0,7.0,2.0,5.0,1.6666666666666667,1.0,5.0,5.5,0
2024-06-13,19:00,MET,14,14,0,0,0,0,8,1,5,1,0,0,0,0,22.0,10.0,12.0,0.8571428571428571,1.0,4.0,5.049999999999999,0
2024-06-13,19:00,REG,457,457,0,0,0,0,207,86,163,86,35,18,3,0,1303.0,428.0,875.0,1.918859649122807,1.0,7.5,12.25,0
2024-06-13,20:00,,4,4,0,0,0,0,1,1,2,1,1,0,0,0,17.0,6.0,11.0,2.75,0.5,10.3,11.649999999999997,0
2024-06-13,20:00,EC,2,2,0,0,0,0,1,1,0,1,0,0,0,0,10.0,0.0,10.0,5.0,5.0,7.4,7.699999999999999,0
2024-06-13,20:00,IC,3,3,0,0,0,0,1,1,1,1,1,1,1,1,252.0,4.0,248.0,82.66666666666667,3.0,199.8,224.39999999999998,0
2024-06-13,20:00,ICN,4,4,0,0,0,0,1,3,0,3,2,2,0,0,41.0,0.0,41.0,10.25,12.0,16.7,16.85,0
2024-06-13,20:00,MET,12,12,0,0,0,0,3,2,7,2,2,1,0,0,40.0,14.0,26.0,2.1666666666666665,-1.0,9.200000000000003,17.649999999999988,0
2024-06-13,20:00,REG,347,347,0,0,0,0,153,57,137,57,20,14,5,3,1100.0,358.0,742.0,2.138328530259366,1.0,7.0,10.0,0
2024-06-13,21:00,,2,2,0,0,0,0,0,1,1,1,1,0,0,0,11.0,5.0,6.0,3.0,3.0,9.4,10.2,0
2024-06-13,21:00,IC,2,2,0,0,0,0,0,2,0,2,1,0,0,0,21.0,0.0,21.0,10.5,10.5,11.7,11.85,0
2024-06-13,21:00,ICN,3,3,0,0,0,0,1,1,1,1,1,1,1,0,44.0,3.0,41.0,13.666666666666666,4.0,32.800000000000004,36.4,0
2024-06-13,21:00,MET,12,12,0,0,0,0,5,1,6,1,0,0,0,0,14.0,19.0,-5.0,-0.4166666666666667,-0.5,2.0,4.699999999999996,0
2024-06-13,21:00,REG,248,248,0,0,0,0,105,39,104,39,19,11,2,0,626.0,279.0,347.0,1.3991935483870968,0.0,6.0,13.0,0
2024-06-13,22:00,,1,1,0,0,0,0,0,1,0,1,1,1,1,0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,0
2024-06-13,22:00,IC,2,2,0,0,0,0,0,1,1,1,1,0,0,0,11.0,3.0,8.0,4.0,4.0,9.6,10.299999999999999,0
2024-06-13,22:00,ICN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0
2024-06-13,22:00,MET,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0.0,14.0,-14.0,-2.3333333333333335,-2.0,-1.0,-1.0,0
2024-06-13,22:00,REG,134,134,0,0,0,0,55,27,52,27,11,4,1,0,383.0,114.0,269.0,2.0074626865671643,1.0,9.0,12.349999999999994,0
2024-06-13,23:00,MET,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,-1.0,-0.5,-0.5,-0.09999999999999998,-0.050000000000000044,0
2024-06-13,23:00,REG,37,37,0,0,0,0,19,8,10,8,2,1,1,0,104.0,26.0,78.0,2.108108108108108,0.0,5.799999999999997,8.399999999999991,0
2024-06-14,00:00,REG,9,9,0,0,0,0,1,1,7,1,0,0,0,0,7.0,16.0,-9.0,-1.0,-1.0,2.6000000000000005,3.799999999999999,0
2024-06-14,01:00,REG,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0
2024-06-14,03:00,REG,4,4,0,0,0,0,3,0,1,0,0,0,0,0,5.0,4.0,1.0,0.25,0.5,3.1000000000000005,3.549999999999999,0
2024-06-14,04:00,EN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0
2024-06-14,04:00,IC,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,3.0,-3.0,-1.5,-1.5,-1.1,-1.05,0
2024-06-14,04:00,NCL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,23.0,-23.0,-23.0,-23.0,-23.0,-23.0,0
2024-06-14,04:00,REG,59,59,0,0,0,0,23,4,32,4,2,0,0,0,65.0,91.0,-26.0,-0.4406779661016949,-1.0,3.200000000000003,5.099999999999994,0
2024-06-14,05:00,,25,25,0,0,0,0,10,6,9,6,3,1,1,0,93.0,45.0,48.0,1.92,0.0,8.800000000000004,10.799999999999997,0
2024-06-14,05:00,IC,9,9,0,0,0,0,1,3,5,3,3,3,1,0,93.0,19.0,74.0,8.222222222222221,-1.0,28.600000000000005,39.79999999999999,0
2024-06-14,05:00,ICN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
2024-06-14,05:00,MET,8,8,0,0,0,0,6,0,2,0,0,0,0,0,8.0,5.0,3.0,0.375,0.5,2.3,2.6499999999999995,0
2024-06-14,05:00,REG,420,420,0,0,0,0,184,29,205,29,6,4,1,0,573.0,525.0,48.0,0.11483253588516747,0.0,4.0,5.0,0
2024-06-14,06:00,,35,35,0,0,0,0,11,16,8,16,9,7,3,0,334.0,26.0,308.0,8.8,4.0,27.6,42.09999999999995,0
2024-06-14,06:00,IC,10,10,0,0,0,0,4,5,1,5,2,2,0,0,69.0,6.0,63.0,6.3,4.5,16.299999999999997,22.149999999999984,0
2024-06-14,06:00,MET,15,15,0,0,0,0,10,0,5,0,0,0,0,0,8.0,10.0,-2.0,-0.13333333333333333,0.0,1.5999999999999996,2.0,0
2024-06-14,06:00,REG,641,641,0,0,0,0,304,66,270,66,19,10,4,0,1172.0,661.0,511.0,0.7984375,0.0,5.0,7.0,0
2024-06-14,07:00,,25,25,0,0,0,0,9,8,8,8,6,2,0,0,118.0,25.0,93.0,3.72,2.0,12.600000000000001,14.599999999999994,0
2024-06-14,07:00,EC,2,2,0,0,0,0,1,1,0,1,1,1,0,0,16.0,0.0,16.0,8.0,8.0,14.4,15.2,0
2024-06-14,07:00,IC,9,9,0,0,0,0,3,6,0,6,5,4,2,1,168.0,0.0,168.0,18.666666666666668,12.0,42.800000000000004,54.39999999999999,0
2024-06-14,07:00,MET,14,14,0,0,0,0,4,0,10,0,0,0,0,0,7.0,22.0,-15.0,-1.0714285714285714,-1.0,1.700000000000001,2.3499999999999996,0
2024-06-14,07:00,REG,532,532,0,0,0,0,262,65,203,65,17,8,1,1,1022.0,474.0,548.0,1.0339622641509434,1.0,5.0,8.0,0
2024-06-14,08:00,,17,17,0,0,0,0,4,9,4,9,5,3,1,0,138.0,17.0,121.0,7.117647058823529,5.0,16.8,22.999999999999982,0
2024-06-14,08:00,IC,7,7,0,0,0,0,2,3,2,3,2,2,1,1,128.0,3.0,125.0,17.857142857142858,3.0,50.400000000000034,76.19999999999993,0
2024-06-14,08:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,17.0,-17.0,-17.0,-17.0,-17.0,-17.0,0
2024-06-14,08:00,MET,15,15,0,0,0,0,7,0,8,0,0,0,0,0,11.0,22.0,-11.0,-0.7333333333333333,-1.0,2.0,2.599999999999998,0
2024-06-14,08:00,REG,449,449,0,0,0,0,197,71,180,71,30,17,5,1,1172.0,465.0,707.0,1.578125,0.0,6.0,11.0,0
2024-06-14,09:00,,13,13,0,0,0,0,6,6,1,6,2,2,1,0,103.0,2.0,101.0,7.769230769230769,4.0,18.60000000000001,27.799999999999976,0
2024-06-14,09:00,IC,6,6,0,0,0,0,1,3,2,3,2,1,1,0,51.0,2.0,49.0,8.166666666666666,5.5,20.0,25.0,0
2024-06-14,09:00,MET,13,13,0,0,0,0,4,0,9,0,0,0,0,0,7.0,21.0,-14.0,-1.0769230769230769,-2.0,1.8000000000000007,2.3999999999999986,0
2024-06-14,09:00,REG,376,376,0,0,0,0,184,47,144,47,19,13,1,0,827.0,389.0,438.0,1.168,1.0,5.600000000000023,9.600000000000023,0
2024-06-14,10:00,,12,12,0,0,0,0,3,5,4,5,4,3,2,1,174.0,18.0,156.0,13.0,2.0,50.40000000000001,66.14999999999998,0
2024-06-14,10:00,EC,3,3,0,0,0,0,0,3,0,3,1,0,0,0,25.0,0.0,25.0,8.333333333333334,7.0,11.0,11.5,0
2024-06-14,10:00,IC,7,7,0,0,0,0,3,1,3,1,0,0,0,0,13.0,11.0,2.0,0.2857142857142857,1.0,4.200000000000001,5.099999999999998,0
2024-06-14,10:00,MET,12,12,0,0,0,0,5,0,7,0,0,0,0,0,8.0,13.0,-5.0,-0.4166666666666667,-1.0,1.9000000000000004,2.4499999999999993,0
2024-06-14,10:00,REG,314,314,0,0,0,0,151,45,117,45,17,11,3,0,740.0,308.0,432.0,1.3801916932907348,1.0,6.0,10.399999999999977,0
2024-06-14,11:00,,13,13,0,0,0,0,3,8,2,8,6,5,5,2,319.0,14.0,305.0,23.46153846153846,8.0,77.40000000000003,87.39999999999999,0
2024-06-14,11:00,EC,2,2,0,0,0,0,0,1,1,1,1,1,1,0,30.0,3.0,27.0,13.5,13.5,26.7,28.349999999999998,0
2024-06-14,11:00,IC,4,4,0,0,0,0,1,1,2,1,1,1,0,0,27.0,10.0,17.0,4.25,-1.0,18.900000000000006,22.94999999999999,0
2024-06-14,11:00,MET,12,12,0,0,0,0,2,0,10,0,0,0,0,0,3.0,32.0,-29.0,-2.4166666666666665,-2.0,0.8000000000000007,1.4499999999999993,0
2024-06-14,11:00,REG,352,352,0,0,0,0,170,46,135,46,13,10,3,0,755.0,365.0,390.0,1.1111111111111112,0.0,5.0,8.5,0
2024-06-14,12:00,,13,13,0,0,0,0,3,4,6,4,3,1,0,0,58.0,24.0,34.0,2.6153846153846154,1.0,12.400000000000002,17.399999999999984,0
2024-06-14,12:00,EC,1,1,0,0,0,0,0,1,0,1,1,1,1,0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,0
2024-06-14,12:00,IC,4,4,0,0,0,0,2,1,1,1,1,0,0,0,20.0,4.0,16.0,4.0,3.0,11.000000000000002,12.499999999999996,0
2024-06-14,12:00,ICN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0
2024-06-14,12:00,MET,12,12,0,0,0,0,1,0,11,0,0,0,0,0,1.0,25.0,-24.0,-2.0,-2.0,-1.0,-0.10000000000000142,0
2024-06-14,12:00,REG,441,441,0,0,0,0,187,63,190,63,20,9,2,0,962.0,493.0,469.0,1.065909090909091,0.0,6.0,9.0,0
2024-06-14,13:00,,19,19,0,0,0,0,4,12,3,12,7,3,1,0,165.0,4.0,161.0,8.473684210526315,7.0,18.39999999999999,28.49999999999999,0
2024-06-14,13:00,EC,2,2,0,0,0,0,1,1,0,1,1,0,0,0,18.0,0.0,18.0,9.0,9.0,13.0,13.5,0
2024-06-14,13:00,IC,3,3,0,0,0,0,2,1,0,1,1,1,1,1,68.0,0.0,68.0,22.666666666666668,2.0,52.400000000000006,58.699999999999996,0
2024-06-14,13:00,MET,12,12,0,0,0,0,4,0,8,0,0,0,0,0,4.0,16.0,-12.0,-1.0,-1.5,1.0,1.4499999999999993,0
2024-06-14,13:00,REG,507,507,0,0,0,0,243,71,193,71,28,14,4,0,1183.0,450.0,733.0,1.445759368836292,1.0,6.0,10.0,0
2024-06-14,14:00,,14,14,0,0,0,0,3,5,6,5,2,2,0,0,74.0,15.0,59.0,4.214285714285714,1.0,17.400000000000013,22.4,0
2024-06-14,14:00,EC,2,2,0,0,0,0,0,1,1,1,0,0,0,0,9.0,3.0,6.0,3.0,3.0,7.800000000000001,8.399999999999999,0
2024-06-14,14:00,IC,6,6,0,0,0,0,1,4,1,4,3,2,0,0,72.0,2.0,70.0,11.666666666666666,11.5,24.0,25.0,0
2024-06-14,14:00,MET,13,13,0,0,0,0,6,0,7,0,0,0,0,0,3.0,14.0,-11.0,-0.8461538461538461,-1.0,1.0,1.0,0
2024-06-14,14:00,REG,477,477,0,0,0,0,220,77,180,77,19,6,3,0,1105.0,452.0,653.0,1.368972746331237,1.0,6.0,9.0,0
2024-06-14,15:00,,18,18,0,0,0,0,4,8,6,8,7,5,2,2,325.0,20.0,305.0,16.944444444444443,2.5,50.10000000000005,104.75,0
2024-06-14,15:00,EC,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9.0,0.0,9.0,4.5,4.5,4.9,4.95,0
2024-06-14,15:00,IC,6,6,0,0,0,0,0,5,1,5,2,0,0,0,47.0,6.0,41.0,6.833333333333333,8.5,11.5,11.75,0
2024-06-14,15:00,MET,12,12,0,0,0,0,5,0,7,0,0,0,0,0,5.0,12.0,-7.0,-0.5833333333333334,-1.0,1.0,1.4499999999999993,0
2024-06-14,15:00,REG,464,464,0,0,0,0,209,96,156,96,36,14,6,0,1318.0,344.0,974.0,2.1127982646420826,1.0,8.0,12.0,0
2024-06-14,16:00,,14,14,0,0,0,0,4,5,5,5,4,2,2,0,119.0,21.0,98.0,7.0,1.5,27.400000000000023,38.89999999999999,0
2024-06-14,16:00,EC,2,2,0,0,0,0,1,1,0,1,1,1,0,0,17.0,0.0,17.0,8.5,8.5,14.5,15.25,0
2024-06-14,16:00,IC,8,8,0,0,0,0,0,6,2,6,4,3,0,0,86.0,5.0,81.0,10.125,8.5,21.799999999999997,23.9,0
2024-06-14,16:00,MET,13,13,0,0,0,0,1,3,9,3,0,0,0,0,17.0,14.0,3.0,0.23076923076923078,-1.0,5.0,5.799999999999997,0
2024-06-14,16:00,REG,500,500,0,0,0,0,239,82,178,82,41,19,5,0,1399.0,467.0,932.0,1.8677354709418839,1.0,8.0,12.0,0
2024-06-14,17:00,,23,23,0,0,0,0,4,10,9,10,5,4,0,0,127.0,42.0,85.0,3.6956521739130435,3.0,15.0,16.799999999999997,0
2024-06-14,17:00,EC,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0
2024-06-14,17:00,IC,3,3,0,0,0,0,1,1,1,1,1,1,1,0,52.0,1.0,51.0,17.0,2.0,40.400000000000006,45.199999999999996,0
2024-06-14,17:00,MET,15,15,0,0,0,0,7,1,7,1,0,0,0,0,14.0,10.0,4.0,0.26666666666666666,0.0,2.5999999999999996,3.599999999999998,0
2024-06-14,17:00,REG,530,530,0,0,0,0,250,93,185,93,32,13,4,0,1400.0,555.0,845.0,1.6003787878787878,1.0,7.0,10.0,0
2024-06-14,18:00,,13,13,0,0,0,0,2,9,2,9,4,3,1,0,129.0,4.0,125.0,9.615384615384615,5.0,20.8,31.399999999999963,0
2024-06-14,18:00,EC,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,0
2024-06-14,18:00,IC,4,4,0,0,0,0,1,1,2,1,1,1,1,0,51.0,4.0,47.0,11.75,0.5,34.900000000000006,41.94999999999998,0
2024-06-14,18:00,ICN,1,1,0,0,0,0,0,1,0,1,1,0,0,0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,0
