giorno,ora,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,cancellate_tot,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,ruolo,nome_stazione
2026-02-12,13:00,IC,S01700,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,nodo,MILANO CENTRALE
2026-02-12,13:00,IC,S09818,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,nodo,SALERNO
2026-02-12,14:00,FR,S01700,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,96,0,96,96.0,96.0,96.0,96.0,nodo,MILANO CENTRALE
2026-02-12,14:00,FR,S11781,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,96,0,96,96.0,96.0,96.0,96.0,nodo,REGGIO DI CALABRIA CENTRALE
2026-02-12,15:00,IC,S00219,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,21,0,21,21.0,21.0,21.0,21.0,nodo,TORINO PORTA NUOVA
2026-02-12,15:00,IC,S11781,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,21,0,21,21.0,21.0,21.0,21.0,nodo,REGGIO DI CALABRIA CENTRALE
2026-02-12,16:00,IC,S04725,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,53,0,53,53.0,53.0,53.0,53.0,nodo,SESTRI LEVANTE
2026-02-12,16:00,IC,S08409,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,78,0,78,78.0,78.0,78.0,78.0,nodo,ROMA TERMINI
2026-02-12,16:00,IC,S09218,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,53,0,53,53.0,53.0,53.0,53.0,nodo,NAPOLI CENTRALE
2026-02-12,16:00,IC,S11781,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,78,0,78,78.0,78.0,78.0,78.0,nodo,REGGIO DI CALABRIA CENTRALE
2026-02-12,16:00,ICN,S01700,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,nodo,MILANO CENTRALE
2026-02-12,16:00,ICN,S12301,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,nodo,MESSINA CENTRALE
2026-02-12,17:00,IC,S00219,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,nodo,TORINO PORTA NUOVA
2026-02-12,17:00,IC,S01700,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,MILANO CENTRALE
2026-02-12,17:00,IC,S07226,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,TERNI
2026-02-12,17:00,IC,S11781,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,nodo,REGGIO DI CALABRIA CENTRALE
2026-02-12,18:00,ICN,S03317,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,-17,-17.0,-17.0,-17.0,-17.0,nodo,TRIESTE CENTRALE
2026-02-12,18:00,ICN,S08409,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,-17,-17.0,-17.0,-17.0,-17.0,nodo,ROMA TERMINI
2026-02-12,19:00,FR,S01700,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,nodo,MILANO CENTRALE
2026-02-12,19:00,FR,S08409,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,nodo,ROMA TERMINI
2026-02-12,19:00,IC,S00219,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,nodo,TORINO PORTA NUOVA
2026-02-12,19:00,IC,S01700,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,121,0,121,121.0,121.0,121.0,121.0,nodo,MILANO CENTRALE
2026-02-12,19:00,IC,S11145,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,nodo,LECCE
2026-02-12,19:00,IC,S12301,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,121,0,121,121.0,121.0,121.0,121.0,nodo,MESSINA CENTRALE
2026-02-12,19:00,ICN,S01700,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,14,0,14,7.0,7.0,9.4,9.7,nodo,MILANO CENTRALE
2026-02-12,19:00,ICN,S11145,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,14,0,14,7.0,7.0,9.4,9.7,nodo,LECCE
2026-02-12,20:00,IC,S01700,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,11,0,11,5.5,5.5,7.5,7.75,nodo,MILANO CENTRALE
2026-02-12,20:00,IC,S04501,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,VENTIMIGLIA
2026-02-12,20:00,IC,S06000,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,nodo,LA SPEZIA CENTRALE
2026-02-12,20:00,IC,S08409,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,20,0,20,20.0,20.0,20.0,20.0,nodo,ROMA TERMINI
2026-02-12,20:00,IC,S12301,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,20,0,20,20.0,20.0,20.0,20.0,nodo,MESSINA CENTRALE
2026-02-12,20:00,ICN,S00219,5,5,0,0,0,0,0,1,2,2,2,2,1,0,0,30,6,24,5.083333333333333,3.25,12.65,13.825,nodo,TORINO PORTA NUOVA
2026-02-12,20:00,ICN,S01700,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,11,6,5,2.5,2.5,9.3,10.149999999999999,nodo,MILANO CENTRALE
2026-02-12,20:00,ICN,S09818,4,4,0,0,0,0,0,1,1,2,1,1,0,0,0,14,6,8,2.0,2.0,6.0,6.5,nodo,SALERNO
2026-02-12,20:00,ICN,S11145,3,3,0,0,0,0,0,0,2,1,2,2,1,0,0,27,6,21,9.25,9.25,12.65,13.075,nodo,LECCE
2026-02-12,20:00,REG,S06500,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,nodo,PISA CENTRALE
2026-02-12,20:00,REG,S08409,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,nodo,ROMA TERMINI
2026-02-12,21:00,REG,S01440,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.5,0.5,nodo,TIRANO
2026-02-12,21:00,REG,S01700,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.5,0.5,nodo,MILANO CENTRALE
2026-02-12,21:00,REG,S07113,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,ANCONA
2026-02-12,21:00,REG,S08409,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,ROMA TERMINI
2026-02-12,22:00,IC,S03317,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,nodo,TRIESTE CENTRALE
2026-02-12,22:00,IC,S08409,2,2,0,0,0,0,0,0,2,0,2,1,1,1,1,88,0,88,44.0,44.0,44.0,44.0,nodo,ROMA TERMINI
2026-02-12,22:00,IC,S12301,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,80,0,80,80.0,80.0,80.0,80.0,nodo,MESSINA CENTRALE
2026-02-12,22:00,REG,S00248,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,NOVARA
2026-02-12,22:00,REG,S00452,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,TORINO LINGOTTO
2026-02-12,22:00,REG,S01030,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,-2,-1.0,-1.0,-1.0,-1.0,nodo,GALLARATE
2026-02-12,22:00,REG,S01205,4,4,0,0,0,0,0,2,0,2,0,0,0,0,0,7,4,3,0.75,0.75,1.35,1.425,nodo,VARESE
2026-02-12,22:00,REG,S01430,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,-9,-9.0,-9.0,-9.0,-9.0,nodo,SONDRIO
2026-02-12,22:00,REG,S01440,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,5,-3,-0.25,-0.25,-0.050000000000000044,-0.02499999999999991,nodo,TIRANO
2026-02-12,22:00,REG,S01645,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,6,-4,-2.0,-2.0,1.2000000000000002,1.5999999999999996,nodo,MILANO PORTA GARIBALDI
2026-02-12,22:00,REG,S01700,8,8,0,0,0,0,0,3,0,5,0,0,0,0,0,3,22,-19,-2.4333333333333336,-1.5,-0.30000000000000004,-0.15000000000000013,nodo,MILANO CENTRALE
2026-02-12,22:00,REG,S01703,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,PIOLTELLO LIMITO
2026-02-12,22:00,REG,S01708,4,4,0,0,0,0,0,2,0,2,0,0,0,0,0,7,4,3,0.75,0.75,1.35,1.425,nodo,TREVIGLIO
2026-02-12,22:00,REG,S02430,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,nodo,VERONA PORTA NUOVA
2026-02-12,22:00,REG,S02559,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,6,-4,-0.5,-0.5,0.30000000000000004,0.3999999999999999,nodo,BELLUNO
2026-02-12,22:00,REG,S02581,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,5,-3,-1.5,-1.5,-1.5,-1.5,nodo,PADOVA
2026-02-12,22:00,REG,S02593,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,nodo,VENEZIA S.LUCIA
2026-02-12,22:00,REG,S03310,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,MONFALCONE
2026-02-12,22:00,REG,S04700,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,GENOVA PIAZZA PRINCIPE
2026-02-12,22:00,REG,S04702,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,GENOVA BRIGNOLE
2026-02-12,22:00,REG,S04725,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.5,1.5,nodo,SESTRI LEVANTE
2026-02-12,22:00,REG,S04801,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,nodo,SAVONA
2026-02-12,22:00,REG,S05043,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,nodo,BOLOGNA CENTRALE
2026-02-12,23:00,IC,S08409,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,82,0,82,82.0,82.0,82.0,82.0,nodo,ROMA TERMINI
2026-02-12,23:00,IC,S12301,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,82,0,82,82.0,82.0,82.0,82.0,nodo,MESSINA CENTRALE
2026-02-12,23:00,REG,S00034,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,nodo,MORTARA
2026-02-12,23:00,REG,S00248,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,2,0.25,0.25,0.8500000000000001,0.9249999999999998,nodo,NOVARA
2026-02-12,23:00,REG,S01030,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,1,4,-3,-0.75,-0.75,-0.14999999999999997,-0.07500000000000007,nodo,GALLARATE
2026-02-12,23:00,REG,S01059,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-2.0,-2.0,nodo,ALBAIRATE-VERMEZZO
2026-02-12,23:00,REG,S01066,9,9,0,0,0,0,0,5,2,2,2,0,0,0,0,26,4,22,2.45,1.75,6.15,6.824999999999999,nodo,MILANO CADORNA
2026-02-12,23:00,REG,S01146,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,4,5,-1,-0.5,-1.0,1.0,1.2499999999999998,nodo,MALPENSA AEROPORTO TERMINAL 2
2026-02-12,23:00,REG,S01205,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,-12,-3.0,-3.0,-2.5999999999999996,-2.55,nodo,VARESE
2026-02-12,23:00,REG,S01301,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,9,1,8,4.0,4.0,8.0,8.5,nodo,CHIASSO
2026-02-12,23:00,REG,S01307,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,5,-3,-0.25,-0.25,-0.050000000000000044,-0.02499999999999991,nodo,COMO S.GIOVANNI
2026-02-12,23:00,REG,S01316,4,4,0,0,0,0,0,2,2,0,2,0,0,0,0,20,0,20,5.0,5.0,7.0,7.25,nodo,CAMNAGO-LENTATE
2026-02-12,23:00,REG,S01326,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,nodo,MILANO GRECO PIRELLI
2026-02-12,23:00,REG,S01400,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.5,1.5,nodo,CHIAVENNA
2026-02-12,23:00,REG,S01420,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.5,1.5,nodo,COLICO
2026-02-12,23:00,REG,S01430,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,nodo,SONDRIO
2026-02-12,23:00,REG,S01440,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-2.0,-2.0,nodo,TIRANO
2026-02-12,23:00,REG,S01520,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,8,-8,-2.0,-2.0,-1.2,-1.1,nodo,LECCO
2026-02-12,23:00,REG,S01642,8,8,0,0,0,0,0,3,2,3,2,1,0,0,0,20,5,15,1.875,0.25,6.100000000000001,7.299999999999997,nodo,MILANO BOVISA POLITECNICO
2026-02-12,23:00,REG,S01645,10,10,0,0,0,0,0,4,0,6,0,0,0,0,0,5,14,-9,-1.0,-1.0,1.3000000000000003,1.8999999999999995,nodo,MILANO PORTA GARIBALDI
2026-02-12,23:00,REG,S01700,9,9,0,0,0,0,0,2,1,6,1,0,0,0,0,12,16,-4,-0.55,-0.25,2.6000000000000005,3.2999999999999994,nodo,MILANO CENTRALE
2026-02-12,23:00,REG,S01703,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,PIOLTELLO LIMITO
2026-02-12,23:00,REG,S01708,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,-12,-3.0,-3.0,-2.5999999999999996,-2.55,nodo,TREVIGLIO
2026-02-12,23:00,REG,S01717,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,BRESCIA
2026-02-12,23:00,REG,S01810,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,nodo,TORTONA
2026-02-12,23:00,REG,S01820,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,4,4,0,-0.25,-0.25,1.1500000000000001,1.3249999999999997,nodo,MILANO ROGOREDO
2026-02-12,23:00,REG,S01825,4,4,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0.0,0.0,0.4,0.44999999999999996,nodo,LODI
2026-02-12,23:00,REG,S01860,4,4,0,0,0,0,0,1,2,1,2,1,0,0,0,18,3,15,3.75,3.75,7.55,8.024999999999999,nodo,PAVIA
2026-02-12,23:00,REG,S01933,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,nodo,SARONNO
2026-02-12,23:00,REG,S02011,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,-2,-1.0,-1.0,-1.0,-1.0,nodo,FORTEZZA
2026-02-12,23:00,REG,S02114,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,-2,-1.0,-1.0,-1.0,-1.0,nodo,S.CANDIDO
2026-02-12,23:00,REG,S02550,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,CALALZO PIEVE CADORE CORTINA
2026-02-12,23:00,REG,S02559,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,-9,-2.5,-2.5,-1.2999999999999998,-1.1500000000000001,nodo,BELLUNO
2026-02-12,23:00,REG,S02581,2,2,0,0,0,0,0,0,1,1,1,1,1,1,0,34,7,27,13.5,13.5,29.900000000000002,31.95,nodo,PADOVA
2026-02-12,23:00,REG,S02593,4,4,0,0,0,0,0,0,1,3,1,1,1,1,0,34,3,31,4.833333333333333,-1.0,13.0,14.749999999999998,nodo,VENEZIA S.LUCIA
2026-02-12,23:00,REG,S03026,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,UDINE
2026-02-12,23:00,REG,S03200,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,PORTOGRUARO CAORLE
2026-02-12,23:00,REG,S04702,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,GENOVA BRIGNOLE
2026-02-12,23:00,REG,S04725,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,nodo,SESTRI LEVANTE
2026-02-12,23:00,REG,S05043,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,nodo,BOLOGNA CENTRALE
2026-02-12,23:00,REG,S05308,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,nodo,POGGIO RUSCO
2026-02-12,23:00,REG,S06000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,nodo,LA SPEZIA CENTRALE
2026-02-12,23:00,REG,S06421,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,6,3,3,1.5,1.5,5.1000000000000005,5.55,nodo,FIRENZE SANTA MARIA NOVELLA
2026-02-12,23:00,REG,S06725,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,nodo,LIVORNO CENTRALE
2026-02-12,23:00,REG,S06915,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,nodo,AREZZO
2026-02-12,23:00,REG,S08010,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,nodo,CIVITAVECCHIA
2026-02-12,23:00,REG,S08409,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,3,11,-8,-3.75,-3.75,-2.3499999999999996,-2.1750000000000003,nodo,ROMA TERMINI
2026-02-12,23:00,REG,S08411,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,nodo,FIUMICINO AEROPORTO
2026-02-12,23:00,REG,S08640,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,nodo,FORMIA-GAETA
2026-02-12,23:00,REG,S11119,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,BARI CENTRALE
2026-02-12,23:00,REG,S11145,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,LECCE
2026-02-12,23:00,REG,S12317,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,nodo,TAORMINA-GIARDINI
2026-02-12,23:00,REG,S12332,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,nodo,CATANIA CENTRALE
2026-02-12,23:00,REG,S19919,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,STABIO
2026-02-13,00:00,IC,S08409,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,-9,-9.0,-9.0,-9.0,-9.0,nodo,ROMA TERMINI
2026-02-13,00:00,IC,S12301,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,-9,-9.0,-9.0,-9.0,-9.0,nodo,MESSINA CENTRALE
2026-02-13,00:00,REG,S00248,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,-4,-1.0,-1.0,-0.6000000000000001,-0.55,nodo,NOVARA
2026-02-13,00:00,REG,S01030,4,4,0,0,0,0,0,2,1,1,1,1,1,0,0,19,1,18,4.5,4.5,7.7,8.1,nodo,GALLARATE
2026-02-13,00:00,REG,S01059,4,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,3,-3,-0.75,-0.75,-0.55,-0.525,nodo,ALBAIRATE-VERMEZZO
2026-02-13,00:00,REG,S01066,9,9,0,0,0,0,0,3,2,4,2,1,0,0,0,21,14,7,0.85,0.25,6.050000000000001,7.024999999999999,nodo,MILANO CADORNA
2026-02-13,00:00,REG,S01146,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,nodo,MALPENSA AEROPORTO TERMINAL 2
2026-02-13,00:00,REG,S01205,4,4,0,0,0,0,0,0,1,3,1,0,0,0,0,5,7,-2,-0.5,-0.5,1.5,1.75,nodo,VARESE
2026-02-13,00:00,REG,S01301,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,nodo,CHIASSO
2026-02-13,00:00,REG,S01307,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,-6,-1.5,-1.5,-1.1,-1.05,nodo,COMO S.GIOVANNI
2026-02-13,00:00,REG,S01316,4,4,0,0,0,0,0,1,1,2,1,0,0,0,0,9,5,4,1.0,1.0,1.8,1.9,nodo,CAMNAGO-LENTATE
2026-02-13,00:00,REG,S01400,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,nodo,CHIAVENNA
2026-02-13,00:00,REG,S01420,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,nodo,COLICO
2026-02-13,00:00,REG,S01430,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,nodo,SONDRIO
2026-02-13,00:00,REG,S01440,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,nodo,TIRANO
2026-02-13,00:00,REG,S01520,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,4,5,-1,-0.25,-0.25,0.75,0.875,nodo,LECCO
2026-02-13,00:00,REG,S01529,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,nodo,BERGAMO
2026-02-13,00:00,REG,S01642,8,8,0,0,0,0,0,1,1,6,1,0,0,0,0,10,9,1,0.125,-0.25,2.6000000000000005,3.049999999999999,nodo,MILANO BOVISA POLITECNICO
2026-02-13,00:00,REG,S01645,12,12,0,0,0,0,0,2,0,10,0,0,0,0,0,4,15,-11,-0.9166666666666667,-1.5,0.5,1.0,nodo,MILANO PORTA GARIBALDI
2026-02-13,00:00,REG,S01700,9,9,0,0,0,0,0,3,1,5,1,1,1,0,0,19,11,8,0.8333333333333333,0.25,4.75,6.625,nodo,MILANO CENTRALE
2026-02-13,00:00,REG,S01708,4,4,0,0,0,0,0,0,1,3,1,0,0,0,0,5,7,-2,-0.5,-0.5,1.5,1.75,nodo,TREVIGLIO
2026-02-13,00:00,REG,S01717,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,nodo,BRESCIA
2026-02-13,00:00,REG,S01820,4,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,3,-3,-0.75,-0.75,-0.55,-0.525,nodo,MILANO ROGOREDO
2026-02-13,00:00,REG,S01825,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,2,4,-2,-0.5,-0.5,0.30000000000000004,0.3999999999999999,nodo,LODI
2026-02-13,00:00,REG,S01860,4,4,0,0,0,0,0,0,1,3,1,0,0,0,0,8,5,3,0.75,0.75,2.95,3.2249999999999996,nodo,PAVIA
2026-02-13,00:00,REG,S01933,4,4,0,0,0,0,0,2,1,1,1,1,0,0,0,12,4,8,2.0,2.0,4.8,5.1499999999999995,nodo,SARONNO
2026-02-13,00:00,REG,S02559,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,nodo,BELLUNO
2026-02-13,00:00,REG,S02570,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,nodo,MONTEBELLUNA
2026-02-13,00:00,REG,S02581,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,nodo,PADOVA
2026-02-13,00:00,REG,S02593,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,nodo,VENEZIA S.LUCIA
2026-02-13,00:00,REG,S02712,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0.5,0.5,1.7000000000000002,1.8499999999999999,nodo,TREVISO CENTRALE
2026-02-13,00:00,REG,S05014,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,22,0,22,22.0,22.0,22.0,22.0,nodo,PARMA
2026-02-13,00:00,REG,S05043,2,2,0,0,0,0,0,0,1,1,1,1,1,0,0,22,1,21,10.5,10.5,19.7,20.849999999999998,nodo,BOLOGNA CENTRALE
2026-02-13,00:00,REG,S05053,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,nodo,CASTEL S.PIETRO TERME
2026-02-13,00:00,REG,S06411,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,nodo,MONTECATINI TERME-MONSUMMANO
2026-02-13,00:00,REG,S06421,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,-11,-5.5,-5.5,-5.1,-5.05,nodo,FIRENZE SANTA MARIA NOVELLA
2026-02-13,00:00,REG,S06500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,nodo,PISA CENTRALE
2026-02-13,01:00,EN,S03015,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,nodo,TARVISIO BOSCOVERDE
