mese,tipo_giorno,fascia_oraria,categoria,bucket_ritardo_arrivo,minuti_ritardo,count,minuti_anticipo
2024-06,infrasettimanale,mattina,EC,"(-1,0]",0.0,2,0.0
2024-06,infrasettimanale,mattina,EC,"(-10,-5]",0.0,7,47.0
2024-06,infrasettimanale,mattina,EC,"(-5,-1]",0.0,8,28.0
2024-06,infrasettimanale,mattina,EC,"(0,1]",1.0,1,0.0
2024-06,infrasettimanale,mattina,EC,"(1,5]",12.0,4,0.0
2024-06,infrasettimanale,mattina,EC,"(15,30]",16.0,1,0.0
2024-06,infrasettimanale,mattina,EC,"(5,10]",27.0,3,0.0
2024-06,infrasettimanale,mattina,EC,> 120,171.0,1,0.0
2024-06,infrasettimanale,mattina,IC,"(-1,0]",0.0,25,0.0
2024-06,infrasettimanale,mattina,IC,"(-10,-5]",0.0,16,99.0
2024-06,infrasettimanale,mattina,IC,"(-15,-10]",0.0,3,32.0
2024-06,infrasettimanale,mattina,IC,"(-30,-15]",0.0,4,87.0
2024-06,infrasettimanale,mattina,IC,"(-5,-1]",0.0,43,103.0
2024-06,infrasettimanale,mattina,IC,"(0,1]",32.0,32,0.0
2024-06,infrasettimanale,mattina,IC,"(1,5]",303.0,87,0.0
2024-06,infrasettimanale,mattina,IC,"(10,15]",411.0,32,0.0
2024-06,infrasettimanale,mattina,IC,"(15,30]",698.0,33,0.0
2024-06,infrasettimanale,mattina,IC,"(30,60]",1241.0,28,0.0
2024-06,infrasettimanale,mattina,IC,"(5,10]",480.0,62,0.0
2024-06,infrasettimanale,mattina,IC,"(60,120]",1259.0,15,0.0
2024-06,infrasettimanale,mattina,IC,> 120,242.0,2,0.0
2024-06,infrasettimanale,mattina,ICN,"(-15,-10]",0.0,2,25.0
2024-06,infrasettimanale,mattina,ICN,"(-30,-15]",0.0,3,64.0
2024-06,infrasettimanale,mattina,ICN,"(-5,-1]",0.0,1,1.0
2024-06,infrasettimanale,mattina,ICN,"(60,120]",67.0,1,0.0
2024-06,infrasettimanale,mattina,MET,"(-1,0]",0.0,59,0.0
2024-06,infrasettimanale,mattina,MET,"(-10,-5]",0.0,12,77.0
2024-06,infrasettimanale,mattina,MET,"(-5,-1]",0.0,315,574.0
2024-06,infrasettimanale,mattina,MET,"(0,1]",111.0,111,0.0
2024-06,infrasettimanale,mattina,MET,"(1,5]",287.0,110,0.0
2024-06,infrasettimanale,mattina,MET,"(10,15]",68.0,5,0.0
2024-06,infrasettimanale,mattina,MET,"(15,30]",146.0,7,0.0
2024-06,infrasettimanale,mattina,MET,"(30,60]",97.0,2,0.0
2024-06,infrasettimanale,mattina,MET,"(5,10]",87.0,12,0.0
2024-06,infrasettimanale,mattina,MET,"(60,120]",141.0,2,0.0
2024-06,infrasettimanale,mattina,MET,missing,0.0,10,0.0
2024-06,infrasettimanale,mattina,NCL,"(-10,-5]",0.0,1,7.0
2024-06,infrasettimanale,mattina,NCL,missing,0.0,1,0.0
2024-06,infrasettimanale,mattina,REG,"(-1,0]",0.0,2413,0.0
2024-06,infrasettimanale,mattina,REG,"(-10,-5]",0.0,928,5427.0
2024-06,infrasettimanale,mattina,REG,"(-15,-10]",0.0,61,676.0
2024-06,infrasettimanale,mattina,REG,"(-30,-15]",0.0,25,413.0
2024-06,infrasettimanale,mattina,REG,"(-5,-1]",0.0,7925,15758.0
2024-06,infrasettimanale,mattina,REG,"(0,1]",3092.0,3092,0.0
2024-06,infrasettimanale,mattina,REG,"(1,5]",20690.0,6685,0.0
2024-06,infrasettimanale,mattina,REG,"(10,15]",6074.0,485,0.0
2024-06,infrasettimanale,mattina,REG,"(15,30]",9455.0,446,0.0
2024-06,infrasettimanale,mattina,REG,"(30,60]",7066.0,174,0.0
2024-06,infrasettimanale,mattina,REG,"(5,10]",12399.0,1671,0.0
2024-06,infrasettimanale,mattina,REG,"(60,120]",3523.0,44,0.0
2024-06,infrasettimanale,mattina,REG,> 120,735.0,5,0.0
2024-06,infrasettimanale,mattina,REG,missing,0.0,108,0.0
2024-06,infrasettimanale,mattina,,"(-1,0]",0.0,48,0.0
2024-06,infrasettimanale,mattina,,"(-10,-5]",0.0,166,1040.0
2024-06,infrasettimanale,mattina,,"(-15,-10]",0.0,22,240.0
2024-06,infrasettimanale,mattina,,"(-5,-1]",0.0,364,898.0
2024-06,infrasettimanale,mattina,,"(0,1]",114.0,114,0.0
2024-06,infrasettimanale,mattina,,"(1,5]",1766.0,518,0.0
2024-06,infrasettimanale,mattina,,"(10,15]",2670.0,210,0.0
2024-06,infrasettimanale,mattina,,"(15,30]",5326.0,242,0.0
2024-06,infrasettimanale,mattina,,"(30,60]",7436.0,164,0.0
2024-06,infrasettimanale,mattina,,"(5,10]",2796.0,360,0.0
2024-06,infrasettimanale,mattina,,"(60,120]",6530.0,82,0.0
2024-06,infrasettimanale,mattina,,> 120,2450.0,14,0.0
2024-06,infrasettimanale,notte,EN,"(-10,-5]",0.0,1,5.0
2024-06,infrasettimanale,notte,EN,"(-5,-1]",0.0,1,2.0
2024-06,infrasettimanale,notte,EN,"(15,30]",84.0,4,0.0
2024-06,infrasettimanale,notte,EN,"(30,60]",281.0,6,0.0
2024-06,infrasettimanale,notte,EN,"(60,120]",80.0,1,0.0
2024-06,infrasettimanale,notte,EN,> 120,478.0,2,0.0
2024-06,infrasettimanale,notte,EXP,"(-10,-5]",0.0,1,6.0
2024-06,infrasettimanale,notte,IC,"(-1,0]",0.0,14,0.0
2024-06,infrasettimanale,notte,IC,"(-10,-5]",0.0,24,158.0
2024-06,infrasettimanale,notte,IC,"(-15,-10]",0.0,2,24.0
2024-06,infrasettimanale,notte,IC,"(-5,-1]",0.0,38,100.0
2024-06,infrasettimanale,notte,IC,"(0,1]",10.0,10,0.0
2024-06,infrasettimanale,notte,IC,"(1,5]",110.0,33,0.0
2024-06,infrasettimanale,notte,IC,"(10,15]",262.0,21,0.0
2024-06,infrasettimanale,notte,IC,"(15,30]",457.0,21,0.0
2024-06,infrasettimanale,notte,IC,"(30,60]",475.0,12,0.0
2024-06,infrasettimanale,notte,IC,"(5,10]",227.0,28,0.0
2024-06,infrasettimanale,notte,IC,"(60,120]",368.0,5,0.0
2024-06,infrasettimanale,notte,ICN,"(-1,0]",0.0,1,0.0
2024-06,infrasettimanale,notte,ICN,"(-10,-5]",0.0,1,5.0
2024-06,infrasettimanale,notte,ICN,"(-30,-15]",0.0,5,107.0
2024-06,infrasettimanale,notte,ICN,"(-5,-1]",0.0,4,5.0
2024-06,infrasettimanale,notte,ICN,"(0,1]",3.0,3,0.0
2024-06,infrasettimanale,notte,ICN,"(1,5]",15.0,5,0.0
2024-06,infrasettimanale,notte,ICN,"(5,10]",7.0,1,0.0
2024-06,infrasettimanale,notte,ICN,"(60,120]",74.0,1,0.0
2024-06,infrasettimanale,notte,MET,"(-1,0]",0.0,25,0.0
2024-06,infrasettimanale,notte,MET,"(-10,-5]",0.0,9,47.0
2024-06,infrasettimanale,notte,MET,"(-5,-1]",0.0,139,291.0
2024-06,infrasettimanale,notte,MET,"(0,1]",26.0,26,0.0
2024-06,infrasettimanale,notte,MET,"(1,5]",84.0,28,0.0
2024-06,infrasettimanale,notte,MET,"(10,15]",48.0,4,0.0
2024-06,infrasettimanale,notte,MET,"(15,30]",18.0,1,0.0
2024-06,infrasettimanale,notte,MET,"(5,10]",14.0,2,0.0
2024-06,infrasettimanale,notte,MET,missing,0.0,9,0.0
2024-06,infrasettimanale,notte,NCL,"(-30,-15]",0.0,2,47.0
2024-06,infrasettimanale,notte,REG,"(-1,0]",0.0,975,0.0
2024-06,infrasettimanale,notte,REG,"(-10,-5]",0.0,494,2898.0
2024-06,infrasettimanale,notte,REG,"(-15,-10]",0.0,33,369.0
2024-06,infrasettimanale,notte,REG,"(-30,-15]",0.0,4,68.0
2024-06,infrasettimanale,notte,REG,"(-5,-1]",0.0,3878,8002.0
2024-06,infrasettimanale,notte,REG,"(0,1]",1170.0,1170,0.0
2024-06,infrasettimanale,notte,REG,"(1,5]",6741.0,2229,0.0
2024-06,infrasettimanale,notte,REG,"(10,15]",2073.0,165,0.0
2024-06,infrasettimanale,notte,REG,"(15,30]",3736.0,172,0.0
2024-06,infrasettimanale,notte,REG,"(30,60]",2953.0,72,0.0
2024-06,infrasettimanale,notte,REG,"(5,10]",4418.0,594,0.0
2024-06,infrasettimanale,notte,REG,"(60,120]",1678.0,19,0.0
2024-06,infrasettimanale,notte,REG,> 120,300.0,2,0.0
2024-06,infrasettimanale,notte,REG,missing,0.0,45,0.0
2024-06,infrasettimanale,notte,,"(-1,0]",0.0,46,0.0
2024-06,infrasettimanale,notte,,"(-10,-5]",0.0,88,580.0
2024-06,infrasettimanale,notte,,"(-15,-10]",0.0,8,82.0
2024-06,infrasettimanale,notte,,"(-5,-1]",0.0,172,444.0
2024-06,infrasettimanale,notte,,"(0,1]",60.0,60,0.0
2024-06,infrasettimanale,notte,,"(1,5]",560.0,158,0.0
2024-06,infrasettimanale,notte,,"(10,15]",718.0,56,0.0
2024-06,infrasettimanale,notte,,"(15,30]",1024.0,48,0.0
2024-06,infrasettimanale,notte,,"(30,60]",1472.0,36,0.0
2024-06,infrasettimanale,notte,,"(5,10]",732.0,92,0.0
2024-06,infrasettimanale,notte,,"(60,120]",1398.0,16,0.0
2024-06,infrasettimanale,notte,,missing,0.0,2,0.0
2024-06,infrasettimanale,pomeriggio,EC,"(-10,-5]",0.0,1,5.0
2024-06,infrasettimanale,pomeriggio,EC,"(-5,-1]",0.0,14,27.0
2024-06,infrasettimanale,pomeriggio,EC,"(0,1]",3.0,3,0.0
2024-06,infrasettimanale,pomeriggio,EC,"(1,5]",95.0,27,0.0
2024-06,infrasettimanale,pomeriggio,EC,"(10,15]",199.0,16,0.0
2024-06,infrasettimanale,pomeriggio,EC,"(15,30]",178.0,8,0.0
2024-06,infrasettimanale,pomeriggio,EC,"(30,60]",405.0,10,0.0
2024-06,infrasettimanale,pomeriggio,EC,"(5,10]",163.0,21,0.0
2024-06,infrasettimanale,pomeriggio,EC,"(60,120]",209.0,3,0.0
2024-06,infrasettimanale,pomeriggio,EC,> 120,151.0,1,0.0
2024-06,infrasettimanale,pomeriggio,EN,"(1,5]",4.0,1,0.0
2024-06,infrasettimanale,pomeriggio,EN,"(10,15]",13.0,1,0.0
2024-06,infrasettimanale,pomeriggio,EN,"(5,10]",26.0,3,0.0
2024-06,infrasettimanale,pomeriggio,EN,"(60,120]",64.0,1,0.0
2024-06,infrasettimanale,pomeriggio,EXP,"(-1,0]",0.0,1,0.0
2024-06,infrasettimanale,pomeriggio,EXP,"(5,10]",8.0,1,0.0
2024-06,infrasettimanale,pomeriggio,IC,"(-1,0]",0.0,8,0.0
2024-06,infrasettimanale,pomeriggio,IC,"(-10,-5]",0.0,17,114.0
2024-06,infrasettimanale,pomeriggio,IC,"(-5,-1]",0.0,42,80.0
2024-06,infrasettimanale,pomeriggio,IC,"(0,1]",7.0,7,0.0
2024-06,infrasettimanale,pomeriggio,IC,"(1,5]",218.0,68,0.0
2024-06,infrasettimanale,pomeriggio,IC,"(10,15]",409.0,31,0.0
2024-06,infrasettimanale,pomeriggio,IC,"(15,30]",1084.0,50,0.0
2024-06,infrasettimanale,pomeriggio,IC,"(30,60]",1349.0,32,0.0
2024-06,infrasettimanale,pomeriggio,IC,"(5,10]",512.0,66,0.0
2024-06,infrasettimanale,pomeriggio,IC,"(60,120]",892.0,12,0.0
2024-06,infrasettimanale,pomeriggio,IC,> 120,418.0,3,0.0
2024-06,infrasettimanale,pomeriggio,ICN,"(-10,-5]",0.0,1,6.0
2024-06,infrasettimanale,pomeriggio,MET,"(-1,0]",0.0,89,0.0
2024-06,infrasettimanale,pomeriggio,MET,"(-10,-5]",0.0,9,54.0
2024-06,infrasettimanale,pomeriggio,MET,"(-5,-1]",0.0,400,734.0
2024-06,infrasettimanale,pomeriggio,MET,"(0,1]",116.0,116,0.0
2024-06,infrasettimanale,pomeriggio,MET,"(1,5]",375.0,129,0.0
2024-06,infrasettimanale,pomeriggio,MET,"(10,15]",129.0,10,0.0
2024-06,infrasettimanale,pomeriggio,MET,"(15,30]",282.0,12,0.0
2024-06,infrasettimanale,pomeriggio,MET,"(30,60]",149.0,4,0.0
2024-06,infrasettimanale,pomeriggio,MET,"(5,10]",234.0,31,0.0
2024-06,infrasettimanale,pomeriggio,MET,missing,0.0,10,0.0
2024-06,infrasettimanale,pomeriggio,REG,"(-1,0]",0.0,2679,0.0
2024-06,infrasettimanale,pomeriggio,REG,"(-10,-5]",0.0,1226,7253.0
2024-06,infrasettimanale,pomeriggio,REG,"(-15,-10]",0.0,83,936.0
2024-06,infrasettimanale,pomeriggio,REG,"(-30,-15]",0.0,7,125.0
2024-06,infrasettimanale,pomeriggio,REG,"(-5,-1]",0.0,8811,17543.0
2024-06,infrasettimanale,pomeriggio,REG,"(-60,-30]",0.0,2,96.0
2024-06,infrasettimanale,pomeriggio,REG,"(0,1]",3570.0,3570,0.0
2024-06,infrasettimanale,pomeriggio,REG,"(1,5]",24744.0,7862,0.0
2024-06,infrasettimanale,pomeriggio,REG,"(10,15]",11250.0,883,0.0
2024-06,infrasettimanale,pomeriggio,REG,"(15,30]",17502.0,816,0.0
2024-06,infrasettimanale,pomeriggio,REG,"(30,60]",13148.0,325,0.0
2024-06,infrasettimanale,pomeriggio,REG,"(5,10]",18554.0,2479,0.0
2024-06,infrasettimanale,pomeriggio,REG,"(60,120]",5963.0,73,0.0
2024-06,infrasettimanale,pomeriggio,REG,> 120,1677.0,10,0.0
2024-06,infrasettimanale,pomeriggio,REG,missing,0.0,172,0.0
2024-06,infrasettimanale,pomeriggio,,"(-1,0]",0.0,72,0.0
2024-06,infrasettimanale,pomeriggio,,"(-10,-5]",0.0,98,654.0
2024-06,infrasettimanale,pomeriggio,,"(-15,-10]",0.0,14,146.0
2024-06,infrasettimanale,pomeriggio,,"(-5,-1]",0.0,238,512.0
2024-06,infrasettimanale,pomeriggio,,"(0,1]",96.0,96,0.0
2024-06,infrasettimanale,pomeriggio,,"(1,5]",1268.0,380,0.0
2024-06,infrasettimanale,pomeriggio,,"(10,15]",2460.0,194,0.0
2024-06,infrasettimanale,pomeriggio,,"(15,30]",5464.0,252,0.0
2024-06,infrasettimanale,pomeriggio,,"(30,60]",7820.0,186,0.0
2024-06,infrasettimanale,pomeriggio,,"(5,10]",2282.0,294,0.0
2024-06,infrasettimanale,pomeriggio,,"(60,120]",10316.0,128,0.0
2024-06,infrasettimanale,pomeriggio,,> 120,3142.0,20,0.0
2024-06,infrasettimanale,pomeriggio,,missing,0.0,2,0.0
2024-06,infrasettimanale,sera,EC,"(-5,-1]",0.0,4,9.0
2024-06,infrasettimanale,sera,EC,"(0,1]",1.0,1,0.0
2024-06,infrasettimanale,sera,EC,"(1,5]",27.0,8,0.0
2024-06,infrasettimanale,sera,EC,"(10,15]",107.0,8,0.0
2024-06,infrasettimanale,sera,EC,"(15,30]",21.0,1,0.0
2024-06,infrasettimanale,sera,EC,"(30,60]",231.0,6,0.0
2024-06,infrasettimanale,sera,EC,"(5,10]",89.0,12,0.0
2024-06,infrasettimanale,sera,EC,"(60,120]",85.0,1,0.0
2024-06,infrasettimanale,sera,EN,"(30,60]",32.0,1,0.0
2024-06,infrasettimanale,sera,EXP,"(-5,-1]",0.0,1,1.0
2024-06,infrasettimanale,sera,EXP,"(1,5]",4.0,1,0.0
2024-06,infrasettimanale,sera,EXP,"(10,15]",14.0,1,0.0
2024-06,infrasettimanale,sera,EXP,"(15,30]",17.0,1,0.0
2024-06,infrasettimanale,sera,EXP,> 120,189.0,1,0.0
2024-06,infrasettimanale,sera,IC,"(-1,0]",0.0,8,0.0
2024-06,infrasettimanale,sera,IC,"(-10,-5]",0.0,6,44.0
2024-06,infrasettimanale,sera,IC,"(-15,-10]",0.0,3,34.0
2024-06,infrasettimanale,sera,IC,"(-5,-1]",0.0,41,91.0
2024-06,infrasettimanale,sera,IC,"(0,1]",4.0,4,0.0
2024-06,infrasettimanale,sera,IC,"(1,5]",161.0,46,0.0
2024-06,infrasettimanale,sera,IC,"(10,15]",174.0,14,0.0
2024-06,infrasettimanale,sera,IC,"(15,30]",326.0,14,0.0
2024-06,infrasettimanale,sera,IC,"(30,60]",610.0,13,0.0
2024-06,infrasettimanale,sera,IC,"(5,10]",297.0,35,0.0
2024-06,infrasettimanale,sera,IC,"(60,120]",717.0,8,0.0
2024-06,infrasettimanale,sera,IC,> 120,535.0,3,0.0
2024-06,infrasettimanale,sera,ICN,"(-1,0]",0.0,7,0.0
2024-06,infrasettimanale,sera,ICN,"(-10,-5]",0.0,11,79.0
2024-06,infrasettimanale,sera,ICN,"(-15,-10]",0.0,1,11.0
2024-06,infrasettimanale,sera,ICN,"(-5,-1]",0.0,27,61.0
2024-06,infrasettimanale,sera,ICN,"(-60,-30]",0.0,1,50.0
2024-06,infrasettimanale,sera,ICN,"(0,1]",7.0,7,0.0
2024-06,infrasettimanale,sera,ICN,"(1,5]",116.0,34,0.0
2024-06,infrasettimanale,sera,ICN,"(10,15]",143.0,11,0.0
2024-06,infrasettimanale,sera,ICN,"(15,30]",457.0,22,0.0
2024-06,infrasettimanale,sera,ICN,"(30,60]",543.0,11,0.0
2024-06,infrasettimanale,sera,ICN,"(5,10]",160.0,21,0.0
2024-06,infrasettimanale,sera,ICN,"(60,120]",238.0,3,0.0
2024-06,infrasettimanale,sera,ICN,> 120,282.0,2,0.0
2024-06,infrasettimanale,sera,MET,"(-1,0]",0.0,93,0.0
2024-06,infrasettimanale,sera,MET,"(-10,-5]",0.0,19,113.0
2024-06,infrasettimanale,sera,MET,"(-15,-10]",0.0,1,10.0
2024-06,infrasettimanale,sera,MET,"(-5,-1]",0.0,323,588.0
2024-06,infrasettimanale,sera,MET,"(0,1]",138.0,138,0.0
2024-06,infrasettimanale,sera,MET,"(1,5]",416.0,143,0.0
2024-06,infrasettimanale,sera,MET,"(10,15]",236.0,19,0.0
2024-06,infrasettimanale,sera,MET,"(15,30]",421.0,19,0.0
2024-06,infrasettimanale,sera,MET,"(30,60]",121.0,3,0.0
2024-06,infrasettimanale,sera,MET,"(5,10]",191.0,24,0.0
2024-06,infrasettimanale,sera,MET,missing,0.0,4,0.0
2024-06,infrasettimanale,sera,REG,"(-1,0]",0.0,2071,0.0
2024-06,infrasettimanale,sera,REG,"(-10,-5]",0.0,1090,6417.0
2024-06,infrasettimanale,sera,REG,"(-15,-10]",0.0,112,1264.0
2024-06,infrasettimanale,sera,REG,"(-30,-15]",0.0,22,356.0
2024-06,infrasettimanale,sera,REG,"(-5,-1]",0.0,7431,15327.0
2024-06,infrasettimanale,sera,REG,"(0,1]",2632.0,2632,0.0
2024-06,infrasettimanale,sera,REG,"(1,5]",18683.0,5914,0.0
2024-06,infrasettimanale,sera,REG,"(10,15]",9487.0,757,0.0
2024-06,infrasettimanale,sera,REG,"(15,30]",16195.0,759,0.0
2024-06,infrasettimanale,sera,REG,"(30,60]",13655.0,324,0.0
2024-06,infrasettimanale,sera,REG,"(5,10]",14865.0,1982,0.0
2024-06,infrasettimanale,sera,REG,"(60,120]",5978.0,74,0.0
2024-06,infrasettimanale,sera,REG,<= -60,0.0,1,68.0
2024-06,infrasettimanale,sera,REG,> 120,1207.0,8,0.0
2024-06,infrasettimanale,sera,REG,missing,0.0,140,0.0
2024-06,infrasettimanale,sera,,"(-1,0]",0.0,34,0.0
2024-06,infrasettimanale,sera,,"(-10,-5]",0.0,60,396.0
2024-06,infrasettimanale,sera,,"(-15,-10]",0.0,4,42.0
2024-06,infrasettimanale,sera,,"(-5,-1]",0.0,118,268.0
2024-06,infrasettimanale,sera,,"(0,1]",52.0,52,0.0
2024-06,infrasettimanale,sera,,"(1,5]",562.0,164,0.0
2024-06,infrasettimanale,sera,,"(10,15]",962.0,78,0.0
2024-06,infrasettimanale,sera,,"(15,30]",2010.0,88,0.0
2024-06,infrasettimanale,sera,,"(30,60]",1748.0,42,0.0
2024-06,infrasettimanale,sera,,"(5,10]",878.0,114,0.0
2024-06,infrasettimanale,sera,,"(60,120]",1022.0,12,0.0
2024-06,infrasettimanale,sera,,> 120,304.0,2,0.0
2024-06,infrasettimanale,sera,,missing,0.0,4,0.0
2024-06,infrasettimanale,tarda_mattina,EC,"(-1,0]",0.0,4,0.0
2024-06,infrasettimanale,tarda_mattina,EC,"(-10,-5]",0.0,12,80.0
2024-06,infrasettimanale,tarda_mattina,EC,"(-5,-1]",0.0,15,33.0
2024-06,infrasettimanale,tarda_mattina,EC,"(0,1]",5.0,5,0.0
2024-06,infrasettimanale,tarda_mattina,EC,"(1,5]",65.0,21,0.0
2024-06,infrasettimanale,tarda_mattina,EC,"(10,15]",142.0,11,0.0
2024-06,infrasettimanale,tarda_mattina,EC,"(15,30]",235.0,11,0.0
2024-06,infrasettimanale,tarda_mattina,EC,"(30,60]",122.0,3,0.0
2024-06,infrasettimanale,tarda_mattina,EC,"(5,10]",151.0,20,0.0
2024-06,infrasettimanale,tarda_mattina,EC,"(60,120]",86.0,1,0.0
2024-06,infrasettimanale,tarda_mattina,EC,> 120,783.0,5,0.0
2024-06,infrasettimanale,tarda_mattina,EC,missing,0.0,1,0.0
2024-06,infrasettimanale,tarda_mattina,EXP,"(-5,-1]",0.0,2,7.0
2024-06,infrasettimanale,tarda_mattina,EXP,"(5,10]",9.0,1,0.0
2024-06,infrasettimanale,tarda_mattina,EXP,> 120,223.0,1,0.0
2024-06,infrasettimanale,tarda_mattina,IC,"(-1,0]",0.0,23,0.0
2024-06,infrasettimanale,tarda_mattina,IC,"(-10,-5]",0.0,34,218.0
2024-06,infrasettimanale,tarda_mattina,IC,"(-15,-10]",0.0,13,159.0
2024-06,infrasettimanale,tarda_mattina,IC,"(-5,-1]",0.0,67,170.0
2024-06,infrasettimanale,tarda_mattina,IC,"(0,1]",15.0,15,0.0
2024-06,infrasettimanale,tarda_mattina,IC,"(1,5]",196.0,55,0.0
2024-06,infrasettimanale,tarda_mattina,IC,"(10,15]",249.0,19,0.0
2024-06,infrasettimanale,tarda_mattina,IC,"(15,30]",995.0,44,0.0
2024-06,infrasettimanale,tarda_mattina,IC,"(30,60]",1344.0,32,0.0
2024-06,infrasettimanale,tarda_mattina,IC,"(5,10]",348.0,44,0.0
2024-06,infrasettimanale,tarda_mattina,IC,"(60,120]",809.0,10,0.0
2024-06,infrasettimanale,tarda_mattina,IC,> 120,1182.0,5,0.0
2024-06,infrasettimanale,tarda_mattina,IC,missing,0.0,2,0.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(-1,0]",0.0,2,0.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(-10,-5]",0.0,1,8.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(-5,-1]",0.0,8,22.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(0,1]",1.0,1,0.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(1,5]",10.0,3,0.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(10,15]",38.0,3,0.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(15,30]",139.0,7,0.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(30,60]",74.0,2,0.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(5,10]",26.0,3,0.0
2024-06,infrasettimanale,tarda_mattina,ICN,"(60,120]",88.0,1,0.0
2024-06,infrasettimanale,tarda_mattina,MET,"(-1,0]",0.0,78,0.0
2024-06,infrasettimanale,tarda_mattina,MET,"(-10,-5]",0.0,33,195.0
2024-06,infrasettimanale,tarda_mattina,MET,"(-15,-10]",0.0,3,38.0
2024-06,infrasettimanale,tarda_mattina,MET,"(-5,-1]",0.0,499,990.0
2024-06,infrasettimanale,tarda_mattina,MET,"(0,1]",117.0,117,0.0
2024-06,infrasettimanale,tarda_mattina,MET,"(1,5]",391.0,135,0.0
2024-06,infrasettimanale,tarda_mattina,MET,"(10,15]",112.0,9,0.0
2024-06,infrasettimanale,tarda_mattina,MET,"(15,30]",158.0,7,0.0
2024-06,infrasettimanale,tarda_mattina,MET,"(5,10]",207.0,28,0.0
2024-06,infrasettimanale,tarda_mattina,MET,missing,0.0,3,0.0
2024-06,infrasettimanale,tarda_mattina,NCL,"(-30,-15]",0.0,1,24.0
2024-06,infrasettimanale,tarda_mattina,NCL,<= -60,0.0,1,61.0
2024-06,infrasettimanale,tarda_mattina,REG,"(-1,0]",0.0,3071,0.0
2024-06,infrasettimanale,tarda_mattina,REG,"(-10,-5]",0.0,1208,7044.0
2024-06,infrasettimanale,tarda_mattina,REG,"(-15,-10]",0.0,95,1070.0
2024-06,infrasettimanale,tarda_mattina,REG,"(-30,-15]",0.0,20,356.0
2024-06,infrasettimanale,tarda_mattina,REG,"(-5,-1]",0.0,9794,19595.0
2024-06,infrasettimanale,tarda_mattina,REG,"(0,1]",3832.0,3832,0.0
2024-06,infrasettimanale,tarda_mattina,REG,"(1,5]",23974.0,7669,0.0
2024-06,infrasettimanale,tarda_mattina,REG,"(10,15]",9215.0,729,0.0
2024-06,infrasettimanale,tarda_mattina,REG,"(15,30]",14258.0,679,0.0
2024-06,infrasettimanale,tarda_mattina,REG,"(30,60]",10494.0,254,0.0
2024-06,infrasettimanale,tarda_mattina,REG,"(5,10]",15592.0,2106,0.0
2024-06,infrasettimanale,tarda_mattina,REG,"(60,120]",5195.0,63,0.0
2024-06,infrasettimanale,tarda_mattina,REG,<= -60,0.0,1,64.0
2024-06,infrasettimanale,tarda_mattina,REG,> 120,5042.0,27,0.0
2024-06,infrasettimanale,tarda_mattina,REG,missing,0.0,117,0.0
2024-06,infrasettimanale,tarda_mattina,,"(-1,0]",0.0,58,0.0
2024-06,infrasettimanale,tarda_mattina,,"(-10,-5]",0.0,118,724.0
2024-06,infrasettimanale,tarda_mattina,,"(-15,-10]",0.0,4,44.0
2024-06,infrasettimanale,tarda_mattina,,"(-5,-1]",0.0,252,562.0
2024-06,infrasettimanale,tarda_mattina,,"(0,1]",92.0,92,0.0
2024-06,infrasettimanale,tarda_mattina,,"(1,5]",1584.0,472,0.0
2024-06,infrasettimanale,tarda_mattina,,"(10,15]",2364.0,182,0.0
2024-06,infrasettimanale,tarda_mattina,,"(15,30]",4862.0,222,0.0
2024-06,infrasettimanale,tarda_mattina,,"(30,60]",7536.0,174,0.0
2024-06,infrasettimanale,tarda_mattina,,"(5,10]",2244.0,298,0.0
2024-06,infrasettimanale,tarda_mattina,,"(60,120]",11924.0,142,0.0
2024-06,infrasettimanale,tarda_mattina,,> 120,6206.0,38,0.0
2024-06,infrasettimanale,tarda_mattina,,missing,0.0,2,0.0
2024-06,weekend,mattina,EC,"(-1,0]",0.0,2,0.0
2024-06,weekend,mattina,EC,"(-10,-5]",0.0,3,19.0
2024-06,weekend,mattina,EC,"(-5,-1]",0.0,5,13.0
2024-06,weekend,mattina,EC,"(0,1]",2.0,2,0.0
2024-06,weekend,mattina,EC,"(1,5]",7.0,3,0.0
2024-06,weekend,mattina,EC,"(5,10]",16.0,2,0.0
2024-06,weekend,mattina,EC,"(60,120]",65.0,1,0.0
2024-06,weekend,mattina,IC,"(-1,0]",0.0,7,0.0
2024-06,weekend,mattina,IC,"(-10,-5]",0.0,9,56.0
2024-06,weekend,mattina,IC,"(-15,-10]",0.0,2,22.0
2024-06,weekend,mattina,IC,"(-30,-15]",0.0,2,43.0
2024-06,weekend,mattina,IC,"(-5,-1]",0.0,35,76.0
2024-06,weekend,mattina,IC,"(-60,-30]",0.0,1,39.0
2024-06,weekend,mattina,IC,"(0,1]",17.0,17,0.0
2024-06,weekend,mattina,IC,"(1,5]",128.0,40,0.0
2024-06,weekend,mattina,IC,"(10,15]",241.0,18,0.0
2024-06,weekend,mattina,IC,"(15,30]",328.0,17,0.0
