mese,tipo_giorno,fascia_oraria,categoria,bucket_ritardo_arrivo,minuti_ritardo,count,minuti_anticipo
2024-09,weekend,tarda_mattina,EXP,"(-5,-1]",0.0,1,3.0
2024-09,weekend,tarda_mattina,EXP,"(1,5]",4.0,1,0.0
2024-09,weekend,tarda_mattina,EXP,"(5,10]",16.0,2,0.0
2024-09,weekend,tarda_mattina,IC,"(-1,0]",0.0,7,0.0
2024-09,weekend,tarda_mattina,IC,"(-10,-5]",0.0,36,233.0
2024-09,weekend,tarda_mattina,IC,"(-15,-10]",0.0,9,101.0
2024-09,weekend,tarda_mattina,IC,"(-30,-15]",0.0,3,62.0
2024-09,weekend,tarda_mattina,IC,"(-5,-1]",0.0,43,112.0
2024-09,weekend,tarda_mattina,IC,"(-60,-30]",0.0,1,34.0
2024-09,weekend,tarda_mattina,IC,"(0,1]",13.0,13,0.0
2024-09,weekend,tarda_mattina,IC,"(1,5]",121.0,35,0.0
2024-09,weekend,tarda_mattina,IC,"(10,15]",193.0,15,0.0
2024-09,weekend,tarda_mattina,IC,"(15,30]",411.0,19,0.0
2024-09,weekend,tarda_mattina,IC,"(30,60]",446.0,10,0.0
2024-09,weekend,tarda_mattina,IC,"(5,10]",196.0,25,0.0
2024-09,weekend,tarda_mattina,IC,"(60,120]",477.0,7,0.0
2024-09,weekend,tarda_mattina,IC,> 120,441.0,2,0.0
2024-09,weekend,tarda_mattina,IC,missing,0.0,1,0.0
2024-09,weekend,tarda_mattina,ICN,"(-1,0]",0.0,1,0.0
2024-09,weekend,tarda_mattina,ICN,"(-10,-5]",0.0,2,14.0
2024-09,weekend,tarda_mattina,ICN,"(-15,-10]",0.0,2,22.0
2024-09,weekend,tarda_mattina,ICN,"(-30,-15]",0.0,1,15.0
2024-09,weekend,tarda_mattina,ICN,"(-5,-1]",0.0,5,13.0
2024-09,weekend,tarda_mattina,ICN,"(0,1]",2.0,2,0.0
2024-09,weekend,tarda_mattina,ICN,"(1,5]",2.0,1,0.0
2024-09,weekend,tarda_mattina,ICN,"(30,60]",97.0,2,0.0
2024-09,weekend,tarda_mattina,MET,"(-1,0]",0.0,54,0.0
2024-09,weekend,tarda_mattina,MET,"(-10,-5]",0.0,30,192.0
2024-09,weekend,tarda_mattina,MET,"(-15,-10]",0.0,2,20.0
2024-09,weekend,tarda_mattina,MET,"(-5,-1]",0.0,237,449.0
2024-09,weekend,tarda_mattina,MET,"(0,1]",82.0,82,0.0
2024-09,weekend,tarda_mattina,MET,"(1,5]",147.0,55,0.0
2024-09,weekend,tarda_mattina,MET,"(10,15]",24.0,2,0.0
2024-09,weekend,tarda_mattina,MET,"(15,30]",17.0,1,0.0
2024-09,weekend,tarda_mattina,MET,"(30,60]",97.0,2,0.0
2024-09,weekend,tarda_mattina,MET,"(5,10]",42.0,6,0.0
2024-09,weekend,tarda_mattina,MET,missing,0.0,22,0.0
2024-09,weekend,tarda_mattina,NCL,"(60,120]",115.0,1,0.0
2024-09,weekend,tarda_mattina,NCL,> 120,412.0,2,0.0
2024-09,weekend,tarda_mattina,REG,"(-1,0]",0.0,1419,0.0
2024-09,weekend,tarda_mattina,REG,"(-10,-5]",0.0,594,3568.0
2024-09,weekend,tarda_mattina,REG,"(-15,-10]",0.0,37,432.0
2024-09,weekend,tarda_mattina,REG,"(-30,-15]",0.0,5,90.0
2024-09,weekend,tarda_mattina,REG,"(-5,-1]",0.0,4575,9270.0
2024-09,weekend,tarda_mattina,REG,"(0,1]",1562.0,1562,0.0
2024-09,weekend,tarda_mattina,REG,"(1,5]",9647.0,3140,0.0
2024-09,weekend,tarda_mattina,REG,"(10,15]",3104.0,248,0.0
2024-09,weekend,tarda_mattina,REG,"(15,30]",5629.0,271,0.0
2024-09,weekend,tarda_mattina,REG,"(30,60]",3714.0,88,0.0
2024-09,weekend,tarda_mattina,REG,"(5,10]",6291.0,841,0.0
2024-09,weekend,tarda_mattina,REG,"(60,120]",1224.0,15,0.0
2024-09,weekend,tarda_mattina,REG,> 120,525.0,4,0.0
2024-09,weekend,tarda_mattina,REG,missing,0.0,409,0.0
2024-09,weekend,tarda_mattina,,"(-1,0]",0.0,34,0.0
2024-09,weekend,tarda_mattina,,"(-10,-5]",0.0,80,482.0
2024-09,weekend,tarda_mattina,,"(-15,-10]",0.0,8,88.0
2024-09,weekend,tarda_mattina,,"(-5,-1]",0.0,150,322.0
2024-09,weekend,tarda_mattina,,"(0,1]",66.0,66,0.0
2024-09,weekend,tarda_mattina,,"(1,5]",788.0,228,0.0
2024-09,weekend,tarda_mattina,,"(10,15]",902.0,72,0.0
2024-09,weekend,tarda_mattina,,"(15,30]",2638.0,120,0.0
2024-09,weekend,tarda_mattina,,"(30,60]",2582.0,60,0.0
2024-09,weekend,tarda_mattina,,"(5,10]",1326.0,172,0.0
2024-09,weekend,tarda_mattina,,"(60,120]",3422.0,42,0.0
2024-09,weekend,tarda_mattina,,> 120,1244.0,8,0.0
2024-09,weekend,tarda_mattina,,missing,0.0,4,0.0
2024-10,infrasettimanale,mattina,DIR,"(10,15]",11.0,1,0.0
2024-10,infrasettimanale,mattina,EC,"(-1,0]",0.0,1,0.0
2024-10,infrasettimanale,mattina,EC,"(-10,-5]",0.0,26,172.0
2024-10,infrasettimanale,mattina,EC,"(-15,-10]",0.0,4,42.0
2024-10,infrasettimanale,mattina,EC,"(-5,-1]",0.0,26,78.0
2024-10,infrasettimanale,mattina,EC,"(0,1]",6.0,6,0.0
2024-10,infrasettimanale,mattina,EC,"(1,5]",63.0,19,0.0
2024-10,infrasettimanale,mattina,EC,"(10,15]",123.0,9,0.0
2024-10,infrasettimanale,mattina,EC,"(15,30]",310.0,14,0.0
2024-10,infrasettimanale,mattina,EC,"(30,60]",159.0,4,0.0
2024-10,infrasettimanale,mattina,EC,"(5,10]",81.0,11,0.0
2024-10,infrasettimanale,mattina,EC,"(60,120]",67.0,1,0.0
2024-10,infrasettimanale,mattina,EC,> 120,256.0,2,0.0
2024-10,infrasettimanale,mattina,EXP,"(15,30]",20.0,1,0.0
2024-10,infrasettimanale,mattina,IC,"(-1,0]",0.0,35,0.0
2024-10,infrasettimanale,mattina,IC,"(-10,-5]",0.0,26,166.0
2024-10,infrasettimanale,mattina,IC,"(-15,-10]",0.0,11,129.0
2024-10,infrasettimanale,mattina,IC,"(-30,-15]",0.0,4,75.0
2024-10,infrasettimanale,mattina,IC,"(-5,-1]",0.0,66,162.0
2024-10,infrasettimanale,mattina,IC,"(-60,-30]",0.0,1,30.0
2024-10,infrasettimanale,mattina,IC,"(0,1]",38.0,38,0.0
2024-10,infrasettimanale,mattina,IC,"(1,5]",513.0,154,0.0
2024-10,infrasettimanale,mattina,IC,"(10,15]",971.0,74,0.0
2024-10,infrasettimanale,mattina,IC,"(15,30]",1273.0,61,0.0
2024-10,infrasettimanale,mattina,IC,"(30,60]",1399.0,32,0.0
2024-10,infrasettimanale,mattina,IC,"(5,10]",769.0,103,0.0
2024-10,infrasettimanale,mattina,IC,"(60,120]",1539.0,18,0.0
2024-10,infrasettimanale,mattina,IC,> 120,1226.0,8,0.0
2024-10,infrasettimanale,mattina,IC,missing,0.0,3,0.0
2024-10,infrasettimanale,mattina,MET,"(-1,0]",0.0,116,0.0
2024-10,infrasettimanale,mattina,MET,"(-10,-5]",0.0,15,94.0
2024-10,infrasettimanale,mattina,MET,"(-15,-10]",0.0,1,10.0
2024-10,infrasettimanale,mattina,MET,"(-30,-15]",0.0,1,22.0
2024-10,infrasettimanale,mattina,MET,"(-5,-1]",0.0,331,551.0
2024-10,infrasettimanale,mattina,MET,"(0,1]",137.0,137,0.0
2024-10,infrasettimanale,mattina,MET,"(1,5]",833.0,285,0.0
2024-10,infrasettimanale,mattina,MET,"(10,15]",246.0,19,0.0
2024-10,infrasettimanale,mattina,MET,"(15,30]",369.0,17,0.0
2024-10,infrasettimanale,mattina,MET,"(30,60]",238.0,6,0.0
2024-10,infrasettimanale,mattina,MET,"(5,10]",606.0,82,0.0
2024-10,infrasettimanale,mattina,MET,"(60,120]",61.0,1,0.0
2024-10,infrasettimanale,mattina,MET,missing,0.0,16,0.0
2024-10,infrasettimanale,mattina,NCL,"(-60,-30]",0.0,1,43.0
2024-10,infrasettimanale,mattina,NCL,"(0,1]",1.0,1,0.0
2024-10,infrasettimanale,mattina,NCL,"(10,15]",11.0,1,0.0
2024-10,infrasettimanale,mattina,REG,"(-1,0]",0.0,3163,0.0
2024-10,infrasettimanale,mattina,REG,"(-10,-5]",0.0,1134,6746.0
2024-10,infrasettimanale,mattina,REG,"(-15,-10]",0.0,103,1160.0
2024-10,infrasettimanale,mattina,REG,"(-30,-15]",0.0,17,276.0
2024-10,infrasettimanale,mattina,REG,"(-5,-1]",0.0,10073,20007.0
2024-10,infrasettimanale,mattina,REG,"(-60,-30]",0.0,1,32.0
2024-10,infrasettimanale,mattina,REG,"(0,1]",4391.0,4391,0.0
2024-10,infrasettimanale,mattina,REG,"(1,5]",39091.0,12030,0.0
2024-10,infrasettimanale,mattina,REG,"(10,15]",16975.0,1349,0.0
2024-10,infrasettimanale,mattina,REG,"(15,30]",24478.0,1163,0.0
2024-10,infrasettimanale,mattina,REG,"(30,60]",17918.0,434,0.0
2024-10,infrasettimanale,mattina,REG,"(5,10]",31719.0,4266,0.0
2024-10,infrasettimanale,mattina,REG,"(60,120]",7699.0,99,0.0
2024-10,infrasettimanale,mattina,REG,> 120,10447.0,58,0.0
2024-10,infrasettimanale,mattina,REG,missing,0.0,298,0.0
2024-10,infrasettimanale,mattina,,"(-1,0]",0.0,114,0.0
2024-10,infrasettimanale,mattina,,"(-10,-5]",0.0,112,680.0
2024-10,infrasettimanale,mattina,,"(-15,-10]",0.0,4,40.0
2024-10,infrasettimanale,mattina,,"(-5,-1]",0.0,458,1030.0
2024-10,infrasettimanale,mattina,,"(0,1]",134.0,134,0.0
2024-10,infrasettimanale,mattina,,"(1,5]",2568.0,756,0.0
2024-10,infrasettimanale,mattina,,"(10,15]",5172.0,404,0.0
2024-10,infrasettimanale,mattina,,"(15,30]",10012.0,468,0.0
2024-10,infrasettimanale,mattina,,"(30,60]",10600.0,246,0.0
2024-10,infrasettimanale,mattina,,"(5,10]",4736.0,608,0.0
2024-10,infrasettimanale,mattina,,"(60,120]",11640.0,146,0.0
2024-10,infrasettimanale,mattina,,> 120,11030.0,64,0.0
2024-10,infrasettimanale,mattina,,missing,0.0,10,0.0
2024-10,infrasettimanale,notte,EC,"(-10,-5]",0.0,2,13.0
2024-10,infrasettimanale,notte,EC,"(-5,-1]",0.0,5,8.0
2024-10,infrasettimanale,notte,EN,"(-1,0]",0.0,1,0.0
2024-10,infrasettimanale,notte,EN,"(-10,-5]",0.0,4,25.0
2024-10,infrasettimanale,notte,EN,"(-15,-10]",0.0,4,53.0
2024-10,infrasettimanale,notte,EN,"(-30,-15]",0.0,3,47.0
2024-10,infrasettimanale,notte,EN,"(-5,-1]",0.0,4,9.0
2024-10,infrasettimanale,notte,EN,"(0,1]",3.0,3,0.0
2024-10,infrasettimanale,notte,EN,"(1,5]",9.0,3,0.0
2024-10,infrasettimanale,notte,EN,"(10,15]",26.0,2,0.0
2024-10,infrasettimanale,notte,EN,"(15,30]",67.0,3,0.0
2024-10,infrasettimanale,notte,EN,"(30,60]",218.0,5,0.0
2024-10,infrasettimanale,notte,EN,"(5,10]",7.0,1,0.0
2024-10,infrasettimanale,notte,EN,"(60,120]",185.0,2,0.0
2024-10,infrasettimanale,notte,EN,> 120,1887.0,9,0.0
2024-10,infrasettimanale,notte,EXP,"(15,30]",17.0,1,0.0
2024-10,infrasettimanale,notte,IC,"(-1,0]",0.0,16,0.0
2024-10,infrasettimanale,notte,IC,"(-10,-5]",0.0,13,83.0
2024-10,infrasettimanale,notte,IC,"(-15,-10]",0.0,5,58.0
2024-10,infrasettimanale,notte,IC,"(-30,-15]",0.0,6,138.0
2024-10,infrasettimanale,notte,IC,"(-5,-1]",0.0,32,83.0
2024-10,infrasettimanale,notte,IC,"(0,1]",15.0,15,0.0
2024-10,infrasettimanale,notte,IC,"(1,5]",176.0,48,0.0
2024-10,infrasettimanale,notte,IC,"(10,15]",261.0,20,0.0
2024-10,infrasettimanale,notte,IC,"(15,30]",722.0,33,0.0
2024-10,infrasettimanale,notte,IC,"(30,60]",514.0,12,0.0
2024-10,infrasettimanale,notte,IC,"(5,10]",392.0,51,0.0
2024-10,infrasettimanale,notte,IC,"(60,120]",833.0,10,0.0
2024-10,infrasettimanale,notte,IC,> 120,511.0,3,0.0
2024-10,infrasettimanale,notte,ICN,"(-1,0]",0.0,3,0.0
2024-10,infrasettimanale,notte,ICN,"(-10,-5]",0.0,6,47.0
2024-10,infrasettimanale,notte,ICN,"(-30,-15]",0.0,11,232.0
2024-10,infrasettimanale,notte,ICN,"(-5,-1]",0.0,8,18.0
2024-10,infrasettimanale,notte,ICN,"(0,1]",5.0,5,0.0
2024-10,infrasettimanale,notte,ICN,"(1,5]",10.0,3,0.0
2024-10,infrasettimanale,notte,ICN,"(15,30]",55.0,2,0.0
2024-10,infrasettimanale,notte,ICN,"(30,60]",102.0,2,0.0
2024-10,infrasettimanale,notte,ICN,"(60,120]",221.0,3,0.0
2024-10,infrasettimanale,notte,ICN,> 120,336.0,2,0.0
2024-10,infrasettimanale,notte,MET,"(-1,0]",0.0,40,0.0
2024-10,infrasettimanale,notte,MET,"(-10,-5]",0.0,13,68.0
2024-10,infrasettimanale,notte,MET,"(-5,-1]",0.0,210,467.0
2024-10,infrasettimanale,notte,MET,"(0,1]",39.0,39,0.0
2024-10,infrasettimanale,notte,MET,"(1,5]",108.0,39,0.0
2024-10,infrasettimanale,notte,MET,"(10,15]",24.0,2,0.0
2024-10,infrasettimanale,notte,MET,"(5,10]",64.0,8,0.0
2024-10,infrasettimanale,notte,MET,missing,0.0,1,0.0
2024-10,infrasettimanale,notte,NCL,<= -60,0.0,1,61.0
2024-10,infrasettimanale,notte,REG,"(-1,0]",0.0,1429,0.0
2024-10,infrasettimanale,notte,REG,"(-10,-5]",0.0,754,4521.0
2024-10,infrasettimanale,notte,REG,"(-15,-10]",0.0,53,598.0
2024-10,infrasettimanale,notte,REG,"(-30,-15]",0.0,4,70.0
2024-10,infrasettimanale,notte,REG,"(-5,-1]",0.0,5429,11154.0
2024-10,infrasettimanale,notte,REG,"(0,1]",1901.0,1901,0.0
2024-10,infrasettimanale,notte,REG,"(1,5]",12689.0,4092,0.0
2024-10,infrasettimanale,notte,REG,"(10,15]",4372.0,349,0.0
2024-10,infrasettimanale,notte,REG,"(15,30]",7441.0,342,0.0
2024-10,infrasettimanale,notte,REG,"(30,60]",5437.0,133,0.0
2024-10,infrasettimanale,notte,REG,"(5,10]",8456.0,1144,0.0
2024-10,infrasettimanale,notte,REG,"(60,120]",3631.0,44,0.0
2024-10,infrasettimanale,notte,REG,> 120,4560.0,24,0.0
2024-10,infrasettimanale,notte,REG,missing,0.0,50,0.0
2024-10,infrasettimanale,notte,,"(-1,0]",0.0,64,0.0
2024-10,infrasettimanale,notte,,"(-10,-5]",0.0,54,330.0
2024-10,infrasettimanale,notte,,"(-30,-15]",0.0,2,50.0
2024-10,infrasettimanale,notte,,"(-5,-1]",0.0,214,488.0
2024-10,infrasettimanale,notte,,"(0,1]",92.0,92,0.0
2024-10,infrasettimanale,notte,,"(1,5]",722.0,222,0.0
2024-10,infrasettimanale,notte,,"(10,15]",808.0,64,0.0
2024-10,infrasettimanale,notte,,"(15,30]",2496.0,116,0.0
2024-10,infrasettimanale,notte,,"(30,60]",4378.0,104,0.0
2024-10,infrasettimanale,notte,,"(5,10]",1438.0,188,0.0
2024-10,infrasettimanale,notte,,"(60,120]",3388.0,42,0.0
2024-10,infrasettimanale,notte,,> 120,3166.0,18,0.0
2024-10,infrasettimanale,pomeriggio,EC,"(-1,0]",0.0,3,0.0
2024-10,infrasettimanale,pomeriggio,EC,"(-10,-5]",0.0,12,74.0
2024-10,infrasettimanale,pomeriggio,EC,"(-15,-10]",0.0,4,47.0
2024-10,infrasettimanale,pomeriggio,EC,"(-5,-1]",0.0,43,111.0
2024-10,infrasettimanale,pomeriggio,EC,"(0,1]",12.0,12,0.0
2024-10,infrasettimanale,pomeriggio,EC,"(1,5]",113.0,35,0.0
2024-10,infrasettimanale,pomeriggio,EC,"(10,15]",368.0,29,0.0
2024-10,infrasettimanale,pomeriggio,EC,"(15,30]",577.0,27,0.0
2024-10,infrasettimanale,pomeriggio,EC,"(30,60]",720.0,17,0.0
2024-10,infrasettimanale,pomeriggio,EC,"(5,10]",212.0,28,0.0
2024-10,infrasettimanale,pomeriggio,EC,"(60,120]",525.0,6,0.0
2024-10,infrasettimanale,pomeriggio,EC,> 120,540.0,4,0.0
2024-10,infrasettimanale,pomeriggio,EC,missing,0.0,2,0.0
2024-10,infrasettimanale,pomeriggio,EN,"(-1,0]",0.0,1,0.0
2024-10,infrasettimanale,pomeriggio,EN,"(0,1]",1.0,1,0.0
2024-10,infrasettimanale,pomeriggio,EN,"(1,5]",30.0,8,0.0
2024-10,infrasettimanale,pomeriggio,EN,"(10,15]",89.0,7,0.0
2024-10,infrasettimanale,pomeriggio,EN,"(15,30]",299.0,13,0.0
2024-10,infrasettimanale,pomeriggio,EN,"(5,10]",6.0,1,0.0
2024-10,infrasettimanale,pomeriggio,EN,> 120,243.0,1,0.0
2024-10,infrasettimanale,pomeriggio,EXP,"(1,5]",5.0,1,0.0
2024-10,infrasettimanale,pomeriggio,EXP,"(30,60]",60.0,1,0.0
2024-10,infrasettimanale,pomeriggio,EXP,"(60,120]",70.0,1,0.0
2024-10,infrasettimanale,pomeriggio,IC,"(-1,0]",0.0,16,0.0
2024-10,infrasettimanale,pomeriggio,IC,"(-10,-5]",0.0,33,200.0
2024-10,infrasettimanale,pomeriggio,IC,"(-15,-10]",0.0,3,32.0
2024-10,infrasettimanale,pomeriggio,IC,"(-5,-1]",0.0,75,167.0
2024-10,infrasettimanale,pomeriggio,IC,"(0,1]",28.0,28,0.0
2024-10,infrasettimanale,pomeriggio,IC,"(1,5]",326.0,95,0.0
2024-10,infrasettimanale,pomeriggio,IC,"(10,15]",810.0,63,0.0
2024-10,infrasettimanale,pomeriggio,IC,"(15,30]",1631.0,78,0.0
2024-10,infrasettimanale,pomeriggio,IC,"(30,60]",1179.0,29,0.0
2024-10,infrasettimanale,pomeriggio,IC,"(5,10]",665.0,84,0.0
2024-10,infrasettimanale,pomeriggio,IC,"(60,120]",417.0,5,0.0
2024-10,infrasettimanale,pomeriggio,IC,> 120,258.0,2,0.0
2024-10,infrasettimanale,pomeriggio,ICN,"(-1,0]",0.0,1,0.0
2024-10,infrasettimanale,pomeriggio,ICN,"(-10,-5]",0.0,2,12.0
2024-10,infrasettimanale,pomeriggio,ICN,"(-5,-1]",0.0,9,26.0
2024-10,infrasettimanale,pomeriggio,ICN,"(1,5]",5.0,1,0.0
2024-10,infrasettimanale,pomeriggio,ICN,"(10,15]",12.0,1,0.0
2024-10,infrasettimanale,pomeriggio,ICN,"(15,30]",19.0,1,0.0
2024-10,infrasettimanale,pomeriggio,ICN,"(30,60]",74.0,2,0.0
2024-10,infrasettimanale,pomeriggio,ICN,"(60,120]",117.0,1,0.0
2024-10,infrasettimanale,pomeriggio,IR,"(1,5]",5.0,1,0.0
2024-10,infrasettimanale,pomeriggio,MET,"(-1,0]",0.0,152,0.0
2024-10,infrasettimanale,pomeriggio,MET,"(-10,-5]",0.0,25,162.0
2024-10,infrasettimanale,pomeriggio,MET,"(-5,-1]",0.0,550,961.0
2024-10,infrasettimanale,pomeriggio,MET,"(0,1]",211.0,211,0.0
2024-10,infrasettimanale,pomeriggio,MET,"(1,5]",703.0,241,0.0
2024-10,infrasettimanale,pomeriggio,MET,"(10,15]",211.0,17,0.0
2024-10,infrasettimanale,pomeriggio,MET,"(15,30]",344.0,15,0.0
2024-10,infrasettimanale,pomeriggio,MET,"(30,60]",72.0,2,0.0
2024-10,infrasettimanale,pomeriggio,MET,"(5,10]",370.0,49,0.0
2024-10,infrasettimanale,pomeriggio,MET,missing,0.0,6,0.0
2024-10,infrasettimanale,pomeriggio,REG,"(-1,0]",0.0,3928,0.0
2024-10,infrasettimanale,pomeriggio,REG,"(-10,-5]",0.0,1571,9364.0
2024-10,infrasettimanale,pomeriggio,REG,"(-15,-10]",0.0,86,977.0
2024-10,infrasettimanale,pomeriggio,REG,"(-30,-15]",0.0,6,95.0
2024-10,infrasettimanale,pomeriggio,REG,"(-5,-1]",0.0,13098,26280.0
2024-10,infrasettimanale,pomeriggio,REG,"(0,1]",5572.0,5572,0.0
2024-10,infrasettimanale,pomeriggio,REG,"(1,5]",45945.0,14270,0.0
2024-10,infrasettimanale,pomeriggio,REG,"(10,15]",17940.0,1410,0.0
2024-10,infrasettimanale,pomeriggio,REG,"(15,30]",29854.0,1408,0.0
2024-10,infrasettimanale,pomeriggio,REG,"(30,60]",23614.0,581,0.0
2024-10,infrasettimanale,pomeriggio,REG,"(5,10]",35581.0,4800,0.0
2024-10,infrasettimanale,pomeriggio,REG,"(60,120]",11817.0,148,0.0
2024-10,infrasettimanale,pomeriggio,REG,> 120,3958.0,24,0.0
2024-10,infrasettimanale,pomeriggio,REG,missing,0.0,311,0.0
2024-10,infrasettimanale,pomeriggio,,"(-1,0]",0.0,100,0.0
2024-10,infrasettimanale,pomeriggio,,"(-10,-5]",0.0,120,772.0
2024-10,infrasettimanale,pomeriggio,,"(-15,-10]",0.0,10,110.0
2024-10,infrasettimanale,pomeriggio,,"(-5,-1]",0.0,350,806.0
2024-10,infrasettimanale,pomeriggio,,"(0,1]",152.0,152,0.0
2024-10,infrasettimanale,pomeriggio,,"(1,5]",2130.0,632,0.0
2024-10,infrasettimanale,pomeriggio,,"(10,15]",4458.0,348,0.0
2024-10,infrasettimanale,pomeriggio,,"(15,30]",10688.0,490,0.0
2024-10,infrasettimanale,pomeriggio,,"(30,60]",10338.0,258,0.0
2024-10,infrasettimanale,pomeriggio,,"(5,10]",3754.0,466,0.0
2024-10,infrasettimanale,pomeriggio,,"(60,120]",5564.0,74,0.0
2024-10,infrasettimanale,pomeriggio,,> 120,1574.0,10,0.0
2024-10,infrasettimanale,sera,EC,"(-1,0]",0.0,4,0.0
2024-10,infrasettimanale,sera,EC,"(-10,-5]",0.0,7,39.0
2024-10,infrasettimanale,sera,EC,"(-5,-1]",0.0,14,33.0
2024-10,infrasettimanale,sera,EC,"(0,1]",7.0,7,0.0
2024-10,infrasettimanale,sera,EC,"(1,5]",85.0,24,0.0
2024-10,infrasettimanale,sera,EC,"(10,15]",231.0,18,0.0
2024-10,infrasettimanale,sera,EC,"(15,30]",355.0,16,0.0
2024-10,infrasettimanale,sera,EC,"(30,60]",564.0,13,0.0
2024-10,infrasettimanale,sera,EC,"(5,10]",257.0,31,0.0
2024-10,infrasettimanale,sera,EC,"(60,120]",63.0,1,0.0
2024-10,infrasettimanale,sera,EC,missing,0.0,1,0.0
2024-10,infrasettimanale,sera,EN,"(60,120]",68.0,1,0.0
2024-10,infrasettimanale,sera,EXP,"(-1,0]",0.0,1,0.0
2024-10,infrasettimanale,sera,EXP,"(-5,-1]",0.0,1,4.0
2024-10,infrasettimanale,sera,IC,"(-1,0]",0.0,7,0.0
2024-10,infrasettimanale,sera,IC,"(-10,-5]",0.0,36,231.0
2024-10,infrasettimanale,sera,IC,"(-15,-10]",0.0,1,11.0
2024-10,infrasettimanale,sera,IC,"(-30,-15]",0.0,2,46.0
2024-10,infrasettimanale,sera,IC,"(-5,-1]",0.0,42,98.0
2024-10,infrasettimanale,sera,IC,"(0,1]",19.0,19,0.0
2024-10,infrasettimanale,sera,IC,"(1,5]",183.0,55,0.0
2024-10,infrasettimanale,sera,IC,"(10,15]",319.0,25,0.0
2024-10,infrasettimanale,sera,IC,"(15,30]",622.0,29,0.0
2024-10,infrasettimanale,sera,IC,"(30,60]",499.0,12,0.0
2024-10,infrasettimanale,sera,IC,"(5,10]",355.0,46,0.0
2024-10,infrasettimanale,sera,IC,"(60,120]",1052.0,13,0.0
2024-10,infrasettimanale,sera,IC,> 120,899.0,6,0.0
2024-10,infrasettimanale,sera,IC,missing,0.0,2,0.0
2024-10,infrasettimanale,sera,ICN,"(-1,0]",0.0,18,0.0
2024-10,infrasettimanale,sera,ICN,"(-10,-5]",0.0,27,171.0
2024-10,infrasettimanale,sera,ICN,"(-15,-10]",0.0,4,44.0
2024-10,infrasettimanale,sera,ICN,"(-30,-15]",0.0,21,456.0
2024-10,infrasettimanale,sera,ICN,"(-5,-1]",0.0,37,111.0
2024-10,infrasettimanale,sera,ICN,"(0,1]",7.0,7,0.0
2024-10,infrasettimanale,sera,ICN,"(1,5]",103.0,32,0.0
2024-10,infrasettimanale,sera,ICN,"(10,15]",178.0,14,0.0
2024-10,infrasettimanale,sera,ICN,"(15,30]",161.0,7,0.0
2024-10,infrasettimanale,sera,ICN,"(30,60]",553.0,13,0.0
2024-10,infrasettimanale,sera,ICN,"(5,10]",121.0,16,0.0
2024-10,infrasettimanale,sera,ICN,"(60,120]",492.0,7,0.0
2024-10,infrasettimanale,sera,ICN,> 120,200.0,1,0.0
2024-10,infrasettimanale,sera,MET,"(-1,0]",0.0,156,0.0
2024-10,infrasettimanale,sera,MET,"(-10,-5]",0.0,21,135.0
2024-10,infrasettimanale,sera,MET,"(-5,-1]",0.0,476,771.0
2024-10,infrasettimanale,sera,MET,"(0,1]",219.0,219,0.0
2024-10,infrasettimanale,sera,MET,"(1,5]",685.0,232,0.0
2024-10,infrasettimanale,sera,MET,"(10,15]",205.0,16,0.0
2024-10,infrasettimanale,sera,MET,"(15,30]",402.0,18,0.0
2024-10,infrasettimanale,sera,MET,"(30,60]",243.0,6,0.0
2024-10,infrasettimanale,sera,MET,"(5,10]",274.0,38,0.0
2024-10,infrasettimanale,sera,MET,"(60,120]",146.0,2,0.0
2024-10,infrasettimanale,sera,MET,missing,0.0,14,0.0
2024-10,infrasettimanale,sera,NCL,"(30,60]",34.0,1,0.0
2024-10,infrasettimanale,sera,REG,"(-1,0]",0.0,2823,0.0
2024-10,infrasettimanale,sera,REG,"(-10,-5]",0.0,1488,8924.0
2024-10,infrasettimanale,sera,REG,"(-15,-10]",0.0,117,1293.0
2024-10,infrasettimanale,sera,REG,"(-30,-15]",0.0,27,430.0
2024-10,infrasettimanale,sera,REG,"(-5,-1]",0.0,10660,21745.0
2024-10,infrasettimanale,sera,REG,"(0,1]",3971.0,3971,0.0
2024-10,infrasettimanale,sera,REG,"(1,5]",33473.0,10336,0.0
2024-10,infrasettimanale,sera,REG,"(10,15]",16495.0,1311,0.0
2024-10,infrasettimanale,sera,REG,"(15,30]",25687.0,1213,0.0
2024-10,infrasettimanale,sera,REG,"(30,60]",18041.0,443,0.0
2024-10,infrasettimanale,sera,REG,"(5,10]",32449.0,4307,0.0
2024-10,infrasettimanale,sera,REG,"(60,120]",7428.0,95,0.0
2024-10,infrasettimanale,sera,REG,> 120,1443.0,10,0.0
2024-10,infrasettimanale,sera,REG,missing,0.0,208,0.0
2024-10,infrasettimanale,sera,,"(-1,0]",0.0,38,0.0
2024-10,infrasettimanale,sera,,"(-10,-5]",0.0,118,760.0
2024-10,infrasettimanale,sera,,"(-15,-10]",0.0,12,128.0
2024-10,infrasettimanale,sera,,"(-30,-15]",0.0,6,108.0
2024-10,infrasettimanale,sera,,"(-5,-1]",0.0,184,454.0
2024-10,infrasettimanale,sera,,"(0,1]",80.0,80,0.0
2024-10,infrasettimanale,sera,,"(1,5]",778.0,224,0.0
2024-10,infrasettimanale,sera,,"(10,15]",1084.0,86,0.0
2024-10,infrasettimanale,sera,,"(15,30]",2660.0,128,0.0
2024-10,infrasettimanale,sera,,"(30,60]",1850.0,50,0.0
