mese,categoria,tipo_giorno,fascia_oraria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,cancellate_tot,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,ruolo,nome_stazione
2024-06,,infrasettimanale,mattina,N_188AB87A65BC,44,44,0,0,0,0,0,4,17,23,17,11,6,4,1,356.0,94.0,262.0,3.535632183908046,2.0,13.999999999999998,21.54999999999998,nodo,UDINE
2024-06,,infrasettimanale,mattina,N_244C15F9662C,15,15,0,0,0,0,0,0,13,2,13,10,7,3,0,301.0,3.0,298.0,19.866666666666667,11.0,49.4,51.599999999999994,nodo,SIBARI
2024-06,,infrasettimanale,mattina,N_26FAC2401D1E,253,253,0,0,0,0,0,66,149,38,149,95,57,23,8,2999.0,112.0,2887.0,11.10370012870013,6.0,27.700000000000045,42.75,nodo,VENEZIA SANTA LUCIA
2024-06,,infrasettimanale,mattina,N_29D6951DFB5A,59,59,0,0,0,0,0,11,37,11,37,27,15,5,0,633.0,44.0,589.0,6.121969696969696,3.25,16.90000000000001,19.95,nodo,TRIESTE CENTRALE
2024-06,,infrasettimanale,mattina,N_2B5A38574141,44,44,0,0,0,0,0,3,38,3,38,32,29,16,8,1414.0,6.0,1408.0,31.028571428571432,23.5,61.50000000000001,82.39999999999996,nodo,BARI CENTRALE
2024-06,,infrasettimanale,mattina,N_55C18CEAEA1C,15,15,0,0,0,0,0,5,10,0,10,6,3,2,2,257.0,0.0,257.0,17.133333333333333,5.0,55.999999999999986,77.8,nodo,BENEVENTO
2024-06,,infrasettimanale,mattina,N_607096404A55,3,3,0,0,0,0,0,1,2,0,2,2,1,1,0,44.0,0.0,44.0,14.666666666666666,10.0,26.0,28.0,nodo,SAPRI
2024-06,,infrasettimanale,mattina,N_66EFE7185ACC,45,45,0,0,0,0,0,15,27,3,27,17,9,2,0,388.0,8.0,380.0,7.983333333333333,5.75,16.65,20.999999999999982,nodo,GENOVA P.PRINCIPE
2024-06,,infrasettimanale,mattina,N_6DAD4A05816E,30,30,0,0,0,0,0,11,5,14,5,2,2,1,0,103.0,48.0,55.0,1.4310344827586206,1.0,4.199999999999999,9.499999999999984,nodo,FIRENZE S.M.N.
2024-06,,infrasettimanale,mattina,N_6DCA844AE5BC,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,nodo,TARANTO
2024-06,,infrasettimanale,mattina,N_72DA38E192FF,30,30,0,0,0,0,0,8,19,3,19,8,3,1,1,368.0,6.0,362.0,12.066666666666666,5.5,13.899999999999999,40.09999999999991,nodo,PESCARA
2024-06,,infrasettimanale,mattina,N_ACF3D2764DA3,461,461,0,0,0,0,0,115,231,115,231,132,88,44,18,5422.0,414.0,5008.0,10.667596281540504,4.5,25.099999999999994,46.64999999999995,nodo,MILANO CENTRALE
2024-06,,infrasettimanale,mattina,N_AF7C7C87621E,15,15,0,0,0,0,0,10,2,3,2,0,0,0,0,33.0,4.0,29.0,1.9333333333333333,2.0,5.799999999999999,7.0,nodo,FIUMICINO AEROPORTO
2024-06,,infrasettimanale,mattina,N_BAF228E8D2C5,2,2,0,0,0,0,0,0,2,0,2,2,2,1,0,79.0,0.0,79.0,39.5,39.5,50.3,51.65,nodo,MILANO ROGOREDO
2024-06,,infrasettimanale,mattina,N_BF0DC42C9523,105,105,0,0,0,0,0,19,62,24,62,50,37,19,6,1621.0,106.0,1515.0,14.027777777777777,6.0,50.150000000000006,61.925,nodo,LECCE
2024-06,,infrasettimanale,mattina,N_C03F51FB3BED,72,72,0,0,0,0,0,20,38,14,38,28,18,15,7,1298.0,50.0,1248.0,17.11111111111111,5.0,52.40000000000001,68.64999999999998,nodo,SALERNO
2024-06,,infrasettimanale,mattina,N_C22D4B09E695,15,15,0,0,0,0,0,6,2,7,2,1,1,1,1,143.0,15.0,128.0,8.533333333333333,0.0,3.799999999999999,42.499999999999865,nodo,MANTOVA
2024-06,,infrasettimanale,mattina,N_C317D24D9E8F,4,4,0,0,0,0,0,0,3,1,3,1,1,0,0,31.0,5.0,26.0,6.5,6.5,10.9,11.45,nodo,VENEZIA MESTRE
2024-06,,infrasettimanale,mattina,N_C35DAF060D8A,15,15,0,0,0,0,0,2,13,0,13,13,9,4,1,384.0,0.0,384.0,25.6,17.0,55.0,66.79999999999997,nodo,GENOVA BRIGNOLE
2024-06,,infrasettimanale,mattina,N_C549A111741A,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,nodo,MILANO LAMBRATE
2024-06,,infrasettimanale,mattina,N_C8DDC789E5D9,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,nodo,TRENTO
2024-06,,infrasettimanale,mattina,N_D0B06A5290BB,15,15,0,0,0,0,0,5,2,8,2,2,0,0,0,33.0,19.0,14.0,0.9333333333333333,-1.0,8.199999999999998,11.299999999999999,nodo,RAVENNA
2024-06,,infrasettimanale,mattina,N_D58C6A65D7C1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,274.0,0.0,274.0,274.0,274.0,274.0,274.0,nodo,FOGGIA
2024-06,,infrasettimanale,mattina,N_DD6564CDFB93,15,15,0,0,0,0,0,1,14,0,14,12,9,3,1,357.0,0.0,357.0,23.8,19.0,36.599999999999994,58.799999999999926,nodo,ANCONA
2024-06,,infrasettimanale,mattina,N_DEBAB2A3D4C0,90,90,0,0,0,0,0,13,41,36,41,29,23,14,3,1125.0,273.0,852.0,9.466666666666667,1.0,29.900000000000006,48.8,nodo,REGGIO CALABRIA CENTRALE
2024-06,,infrasettimanale,mattina,N_E903EB64CBF3,345,345,0,0,0,0,0,88,156,101,156,115,83,41,13,3880.0,437.0,3443.0,10.14520202020202,3.5,32.5,49.949999999999974,nodo,ROMA TERMINI
2024-06,,infrasettimanale,mattina,N_EE539AC676E9,74,74,0,0,0,0,0,23,42,9,42,24,17,8,4,1022.0,24.0,998.0,13.695454545454545,5.5,30.300000000000043,53.224999999999966,nodo,BOLZANO
2024-06,,infrasettimanale,mattina,N_F047351D32A4,265,265,0,0,0,0,0,72,98,95,98,56,40,27,14,2805.0,353.0,2452.0,10.900584232152028,3.25,35.15,63.674999999999976,nodo,NAPOLI CENTRALE
2024-06,,infrasettimanale,mattina,N_F6BAB1C5673F,30,30,0,0,0,0,0,15,10,5,10,5,3,1,1,212.0,12.0,200.0,6.666666666666667,3.5,14.70000000000001,23.749999999999986,nodo,BRESCIA
2024-06,,infrasettimanale,mattina,N_FEBDC4EA7CA2,239,239,0,0,0,0,0,59,143,37,143,92,63,30,10,3343.0,145.0,3198.0,12.757303370786516,6.5,35.90000000000001,55.599999999999994,nodo,TORINO P.NUOVA
2024-06,,infrasettimanale,notte,N_190F2FC36516,15,15,0,0,0,0,0,1,14,0,14,11,7,2,0,266.0,0.0,266.0,17.733333333333334,14.0,30.4,37.39999999999998,nodo,BATTIPAGLIA
2024-06,,infrasettimanale,notte,N_26FAC2401D1E,45,45,0,0,0,0,0,11,12,22,12,4,1,1,0,147.0,91.0,56.0,1.6666666666666665,1.0,7.500000000000003,13.249999999999986,nodo,VENEZIA SANTA LUCIA
2024-06,,infrasettimanale,notte,N_2B5A38574141,15,15,0,0,0,0,0,5,9,1,9,7,5,2,2,267.0,6.0,261.0,17.4,9.0,49.79999999999998,79.69999999999997,nodo,BARI CENTRALE
2024-06,,infrasettimanale,notte,N_55C18CEAEA1C,15,15,0,0,0,0,0,7,6,2,6,2,2,1,1,156.0,5.0,151.0,10.066666666666666,4.0,13.599999999999996,42.89999999999991,nodo,BENEVENTO
2024-06,,infrasettimanale,notte,N_66EFE7185ACC,30,30,0,0,0,0,0,14,2,14,2,1,0,0,0,30.0,47.0,-17.0,-0.5666666666666667,0.0,2.0,3.6499999999999915,nodo,GENOVA P.PRINCIPE
2024-06,,infrasettimanale,notte,N_72DA38E192FF,15,15,0,0,0,0,0,2,0,13,0,0,0,0,0,4.0,46.0,-42.0,-2.8,-3.0,0.1999999999999993,1.5999999999999979,nodo,PESCARA
2024-06,,infrasettimanale,notte,N_ACF3D2764DA3,197,197,0,0,0,0,0,49,71,76,71,38,25,16,4,1450.0,345.0,1105.0,4.232400399828645,1.5,16.000000000000014,25.79999999999999,nodo,MILANO CENTRALE
2024-06,,infrasettimanale,notte,N_AF7C7C87621E,15,15,0,0,0,0,0,13,1,1,1,0,0,0,0,30.0,1.0,29.0,1.9333333333333333,2.0,3.5999999999999996,4.599999999999998,nodo,FIUMICINO AEROPORTO
2024-06,,infrasettimanale,notte,N_BF0DC42C9523,17,17,0,0,0,0,0,2,14,1,14,11,9,5,2,431.0,1.0,430.0,16.71666666666667,11.75,36.74999999999999,44.92499999999999,nodo,LECCE
2024-06,,infrasettimanale,notte,N_C03F51FB3BED,45,45,0,0,0,0,0,4,17,24,17,14,9,4,1,426.0,161.0,265.0,3.983333333333333,-1.0,14.100000000000005,30.77499999999995,nodo,SALERNO
2024-06,,infrasettimanale,notte,N_DD6564CDFB93,15,15,0,0,0,0,0,0,5,9,5,1,1,1,0,57.0,49.0,8.0,0.5714285714285714,-3.5,7.0,15.749999999999991,nodo,ANCONA
2024-06,,infrasettimanale,notte,N_DEBAB2A3D4C0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,6.0,-6.0,-3.0,-3.0,-3.0,-3.0,nodo,REGGIO CALABRIA CENTRALE
2024-06,,infrasettimanale,notte,N_E903EB64CBF3,147,147,0,0,0,0,0,56,26,65,26,11,4,3,1,444.0,230.0,214.0,1.7333333333333334,0.25,6.849999999999998,11.899999999999991,nodo,ROMA TERMINI
2024-06,,infrasettimanale,notte,N_EE539AC676E9,30,30,0,0,0,0,0,12,4,14,4,3,0,0,0,55.0,48.0,7.0,0.23333333333333334,0.0,5.500000000000007,10.0,nodo,BOLZANO
2024-06,,infrasettimanale,notte,N_F047351D32A4,75,75,0,0,0,0,0,29,29,17,29,19,11,6,2,610.0,51.0,559.0,6.544444444444444,2.5,16.65000000000001,31.524999999999963,nodo,NAPOLI CENTRALE
2024-06,,infrasettimanale,notte,N_F0893AF956E9,15,15,0,0,0,0,0,1,14,0,14,8,4,1,0,196.0,0.0,196.0,13.066666666666666,10.0,24.2,28.29999999999999,nodo,PERUGIA
2024-06,,infrasettimanale,notte,N_FEBDC4EA7CA2,89,89,0,0,0,0,0,16,66,7,66,50,32,12,3,1395.0,19.0,1376.0,13.39774011299435,8.0,32.90000000000003,46.874999999999964,nodo,TORINO P.NUOVA
2024-06,,infrasettimanale,pomeriggio,N_049B6C1A1016,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,nodo,ROMA OSTIENSE
2024-06,,infrasettimanale,pomeriggio,N_188AB87A65BC,13,13,0,0,0,0,0,3,4,6,4,4,3,0,0,72.0,19.0,53.0,4.076923076923077,0.0,15.8,20.799999999999983,nodo,UDINE
2024-06,,infrasettimanale,pomeriggio,N_190F2FC36516,12,12,0,0,0,0,0,1,3,8,3,2,2,0,0,60.0,17.0,43.0,3.5833333333333335,-1.5,22.400000000000006,24.9,nodo,BATTIPAGLIA
2024-06,,infrasettimanale,pomeriggio,N_26FAC2401D1E,277,277,0,0,0,0,0,66,181,30,181,124,91,42,18,4653.0,132.0,4521.0,16.258333333333333,8.0,44.150000000000006,60.69999999999996,nodo,VENEZIA SANTA LUCIA
2024-06,,infrasettimanale,pomeriggio,N_29D6951DFB5A,59,59,0,0,0,0,0,14,33,12,33,21,19,7,2,718.0,40.0,678.0,11.197727272727272,5.5,26.450000000000003,33.974999999999994,nodo,TRIESTE CENTRALE
2024-06,,infrasettimanale,pomeriggio,N_2B5A38574141,17,17,0,0,0,0,0,5,9,3,9,5,3,1,1,191.0,10.0,181.0,10.647058823529411,7.0,23.0,35.999999999999964,nodo,BARI CENTRALE
2024-06,,infrasettimanale,pomeriggio,N_55C18CEAEA1C,27,27,0,0,0,0,0,7,16,4,16,7,6,6,3,440.0,6.0,434.0,16.074074074074073,6.0,57.200000000000074,79.8,nodo,BENEVENTO
2024-06,,infrasettimanale,pomeriggio,N_66EFE7185ACC,30,30,0,0,0,0,0,2,28,0,28,18,15,4,2,638.0,0.0,638.0,21.266666666666666,14.0,32.2,56.54999999999988,nodo,GENOVA P.PRINCIPE
2024-06,,infrasettimanale,pomeriggio,N_72DA38E192FF,42,42,0,0,0,0,0,9,26,7,26,21,11,6,2,544.0,26.0,518.0,10.910714285714286,6.5,26.75,40.049999999999976,nodo,PESCARA
2024-06,,infrasettimanale,pomeriggio,N_ACF3D2764DA3,427,427,0,0,0,0,0,107,248,72,248,165,126,68,26,6636.0,231.0,6405.0,15.223254708438972,6.5,38.25,66.625,nodo,MILANO CENTRALE
2024-06,,infrasettimanale,pomeriggio,N_AF7C7C87621E,14,14,0,0,0,0,0,5,4,4,4,2,2,1,1,141.0,4.0,137.0,10.538461538461538,1.0,14.600000000000009,51.799999999999876,nodo,FIUMICINO AEROPORTO
2024-06,,infrasettimanale,pomeriggio,N_BAF228E8D2C5,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,29.0,0.0,29.0,29.0,29.0,29.0,29.0,nodo,MILANO ROGOREDO
2024-06,,infrasettimanale,pomeriggio,N_BF0DC42C9523,66,66,0,0,0,0,0,11,32,23,32,25,19,9,2,817.0,129.0,688.0,10.947802197802197,7.5,33.099999999999994,38.19999999999999,nodo,LECCE
2024-06,,infrasettimanale,pomeriggio,N_C03F51FB3BED,58,58,0,0,0,0,0,13,32,13,32,24,22,20,8,1349.0,67.0,1282.0,26.962393162393163,19.5,65.9,72.39999999999998,nodo,SALERNO
2024-06,,infrasettimanale,pomeriggio,N_C35DAF060D8A,15,15,0,0,0,0,0,0,15,0,15,15,14,7,2,511.0,0.0,511.0,34.06666666666667,29.0,60.0,64.0,nodo,GENOVA BRIGNOLE
2024-06,,infrasettimanale,pomeriggio,N_D0B06A5290BB,14,14,0,0,0,0,0,4,7,3,7,7,4,3,1,202.0,11.0,191.0,13.642857142857142,6.5,44.20000000000002,53.199999999999996,nodo,RAVENNA
2024-06,,infrasettimanale,pomeriggio,N_DEBAB2A3D4C0,19,19,0,0,0,0,0,2,12,5,12,10,6,2,1,240.0,21.0,219.0,9.683333333333334,5.0,23.35,33.52499999999997,nodo,REGGIO CALABRIA CENTRALE
2024-06,,infrasettimanale,pomeriggio,N_E903EB64CBF3,366,366,0,0,0,0,0,87,195,83,195,130,99,58,33,5699.0,335.0,5364.0,14.751472090368324,5.0,50.7,69.27499999999999,nodo,ROMA TERMINI
2024-06,,infrasettimanale,pomeriggio,N_EE539AC676E9,87,87,0,0,0,0,0,30,33,24,33,16,11,8,4,750.0,113.0,637.0,8.169298245614035,2.75,33.300000000000004,41.99999999999998,nodo,BOLZANO
2024-06,,infrasettimanale,pomeriggio,N_F047351D32A4,231,231,0,0,0,0,0,54,152,25,152,121,92,57,24,5311.0,74.0,5237.0,22.939982592182307,10.5,66.25000000000003,94.34999999999998,nodo,NAPOLI CENTRALE
2024-06,,infrasettimanale,pomeriggio,N_F0893AF956E9,12,12,0,0,0,0,0,0,11,1,11,7,5,1,0,171.0,1.0,170.0,14.166666666666666,12.0,24.700000000000003,28.149999999999995,nodo,PERUGIA
2024-06,,infrasettimanale,pomeriggio,N_F6BAB1C5673F,28,28,0,0,0,0,0,8,14,6,14,12,9,5,2,406.0,19.0,387.0,13.782051282051281,6.0,46.099999999999994,53.14999999999999,nodo,BRESCIA
2024-06,,infrasettimanale,pomeriggio,N_FEBDC4EA7CA2,158,158,0,0,0,0,0,34,103,21,103,74,57,35,16,3242.0,57.0,3185.0,22.21181318681319,14.0,63.1,70.69999999999999,nodo,TORINO P.NUOVA
2024-06,,infrasettimanale,sera,N_188AB87A65BC,15,15,0,0,0,0,0,1,10,4,10,7,3,2,0,144.0,9.0,135.0,9.0,6.0,23.999999999999993,31.199999999999996,nodo,UDINE
2024-06,,infrasettimanale,sera,N_26FAC2401D1E,87,87,0,0,0,0,0,23,41,23,41,24,14,3,0,649.0,83.0,566.0,6.3381410256410255,3.75,19.200000000000017,28.699999999999992,nodo,VENEZIA SANTA LUCIA
2024-06,,infrasettimanale,sera,N_29D6951DFB5A,5,5,0,0,0,0,0,2,1,2,1,0,0,0,0,9.0,4.0,5.0,1.0,0.0,4.6,4.8,nodo,TRIESTE CENTRALE
2024-06,,infrasettimanale,sera,N_66EFE7185ACC,45,45,0,0,0,0,0,7,37,1,37,17,9,2,1,523.0,1.0,522.0,11.2,6.75,24.3,26.724999999999998,nodo,GENOVA P.PRINCIPE
2024-06,,infrasettimanale,sera,N_6DAD4A05816E,28,28,0,0,0,0,0,10,10,8,10,6,6,5,0,235.0,23.0,212.0,7.571428571428571,3.0,30.900000000000002,33.65,nodo,FIRENZE S.M.N.
2024-06,,infrasettimanale,sera,N_ACF3D2764DA3,222,222,0,0,0,0,0,66,106,50,106,72,46,23,6,2419.0,177.0,2242.0,11.876612903225805,4.75,35.3,47.89999999999997,nodo,MILANO CENTRALE
2024-06,,infrasettimanale,sera,N_AF7C7C87621E,14,14,0,0,0,0,0,3,0,9,0,0,0,0,0,5.0,57.0,-52.0,-4.333333333333333,-5.5,1.9000000000000004,2.0,nodo,FIUMICINO AEROPORTO
2024-06,,infrasettimanale,sera,N_BF0DC42C9523,5,5,0,0,0,0,0,0,3,2,3,1,0,0,0,28.0,11.0,17.0,3.4,5.0,12.0,13.0,nodo,LECCE
2024-06,,infrasettimanale,sera,N_C03F51FB3BED,12,12,0,0,0,0,0,4,2,6,2,0,0,0,0,14.0,36.0,-22.0,-1.8333333333333333,-0.5,4.600000000000001,5.449999999999999,nodo,SALERNO
2024-06,,infrasettimanale,sera,N_C22D4B09E695,13,13,0,0,0,0,0,0,13,0,13,10,8,2,0,230.0,0.0,230.0,17.692307692307693,16.0,29.8,31.999999999999993,nodo,MANTOVA
2024-06,,infrasettimanale,sera,N_DD6564CDFB93,27,27,0,0,0,0,0,5,16,6,16,14,9,5,1,401.0,34.0,367.0,13.592592592592593,10.0,43.800000000000004,46.4,nodo,ANCONA
2024-06,,infrasettimanale,sera,N_DEBAB2A3D4C0,6,6,0,0,0,0,0,0,4,2,4,4,4,4,1,303.0,8.0,295.0,50.875,37.0,88.25000000000001,96.87499999999997,nodo,REGGIO CALABRIA CENTRALE
2024-06,,infrasettimanale,sera,N_E903EB64CBF3,172,172,0,0,0,0,0,41,87,42,87,48,34,10,5,1651.0,197.0,1454.0,7.740196078431373,4.0,20.250000000000007,31.549999999999976,nodo,ROMA TERMINI
2024-06,,infrasettimanale,sera,N_F047351D32A4,75,75,0,0,0,0,0,28,29,18,29,17,13,8,0,556.0,38.0,518.0,7.082025117739404,3.25,24.55000000000002,34.27499999999999,nodo,NAPOLI CENTRALE
2024-06,,infrasettimanale,sera,N_F6BAB1C5673F,10,10,0,0,0,0,0,3,6,1,6,3,2,1,0,107.0,1.0,106.0,10.6,5.5,22.59999999999999,34.29999999999997,nodo,BRESCIA
2024-06,,infrasettimanale,sera,N_FEBDC4EA7CA2,36,36,0,0,0,0,0,11,17,8,17,11,6,1,0,264.0,27.0,237.0,3.9196428571428568,3.0,12.65,14.774999999999995,nodo,TORINO P.NUOVA
2024-06,,infrasettimanale,tarda_mattina,N_049B6C1A1016,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,nodo,ROMA OSTIENSE
2024-06,,infrasettimanale,tarda_mattina,N_188AB87A65BC,15,15,0,0,0,0,0,1,14,0,14,8,6,0,0,174.0,0.0,174.0,11.6,10.0,19.6,21.799999999999994,nodo,UDINE
2024-06,,infrasettimanale,tarda_mattina,N_244C15F9662C,14,14,0,0,0,0,0,1,13,0,13,12,11,5,1,373.0,0.0,373.0,26.642857142857142,25.0,44.7,52.349999999999994,nodo,SIBARI
2024-06,,infrasettimanale,tarda_mattina,N_26FAC2401D1E,264,264,0,0,0,0,0,93,136,34,136,70,49,25,13,3492.0,121.0,3371.0,12.790832851359166,5.5,28.9,56.57499999999997,nodo,VENEZIA SANTA LUCIA
2024-06,,infrasettimanale,tarda_mattina,N_29D6951DFB5A,15,15,0,0,0,0,0,3,12,0,12,9,6,3,1,369.0,0.0,369.0,24.6,12.0,46.39999999999999,86.2999999999999,nodo,TRIESTE CENTRALE
2024-06,,infrasettimanale,tarda_mattina,N_2B5A38574141,15,15,0,0,0,0,0,1,14,0,14,11,9,6,1,374.0,0.0,374.0,24.933333333333334,18.0,51.39999999999999,63.59999999999998,nodo,BARI CENTRALE
2024-06,,infrasettimanale,tarda_mattina,N_66EFE7185ACC,30,30,0,0,0,0,0,11,11,8,11,8,5,2,0,204.0,27.0,177.0,5.9,3.0,18.699999999999996,25.04999999999999,nodo,GENOVA P.PRINCIPE
2024-06,,infrasettimanale,tarda_mattina,N_6DAD4A05816E,2,2,0,0,0,0,0,0,1,1,1,1,1,0,0,19.0,2.0,17.0,8.5,8.5,8.5,8.5,nodo,FIRENZE S.M.N.
2024-06,,infrasettimanale,tarda_mattina,N_6DCA844AE5BC,30,30,0,0,0,0,0,0,29,1,29,27,22,17,4,1085.0,2.0,1083.0,36.099999999999994,32.5,65.6,78.24999999999997,nodo,TARANTO
2024-06,,infrasettimanale,tarda_mattina,N_ACF3D2764DA3,565,565,0,0,0,0,0,137,311,116,311,213,162,97,41,9515.0,448.0,9067.0,16.05661773073859,5.5,47.80000000000001,80.94999999999987,nodo,MILANO CENTRALE
2024-06,,infrasettimanale,tarda_mattina,N_AF7C7C87621E,55,55,0,0,0,0,0,25,13,17,13,3,2,1,1,248.0,31.0,217.0,3.902116402116402,1.75,6.15,10.424999999999992,nodo,FIUMICINO AEROPORTO
2024-06,,infrasettimanale,tarda_mattina,N_BAF228E8D2C5,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,63.0,0.0,63.0,63.0,63.0,63.0,63.0,nodo,MILANO ROGOREDO
2024-06,,infrasettimanale,tarda_mattina,N_BF0DC42C9523,111,111,0,0,0,0,0,14,76,21,76,60,49,29,17,2849.0,81.0,2768.0,25.055403556771545,12.5,73.95000000000002,90.6,nodo,LECCE
2024-06,,infrasettimanale,tarda_mattina,N_C03F51FB3BED,59,59,0,0,0,0,0,13,37,9,37,28,23,15,8,1303.0,23.0,1280.0,21.658620689655173,8.25,64.55000000000001,83.52499999999995,nodo,SALERNO
2024-06,,infrasettimanale,tarda_mattina,N_DEBAB2A3D4C0,76,76,0,0,0,0,0,7,54,15,54,50,35,17,11,1956.0,59.0,1897.0,26.622580645161293,16.5,77.20000000000002,102.8,nodo,REGGIO CALABRIA CENTRALE
2024-06,,infrasettimanale,tarda_mattina,N_E903EB64CBF3,239,239,0,0,0,0,0,79,114,46,114,77,55,40,18,3888.0,149.0,3739.0,15.9363539445629,4.0,49.35000000000002,79.34999999999998,nodo,ROMA TERMINI
2024-06,,infrasettimanale,tarda_mattina,N_EE539AC676E9,14,14,0,0,0,0,0,1,13,0,13,12,11,5,1,373.0,0.0,373.0,26.642857142857142,25.0,44.7,52.349999999999994,nodo,BOLZANO
2024-06,,infrasettimanale,tarda_mattina,N_F047351D32A4,339,339,0,0,0,0,0,99,152,88,152,94,73,51,28,5201.0,339.0,4862.0,14.356392630330099,4.0,49.650000000000006,78.80000000000001,nodo,NAPOLI CENTRALE
2024-06,,infrasettimanale,tarda_mattina,N_F6BAB1C5673F,16,16,0,0,0,0,0,5,11,0,11,4,2,2,1,211.0,0.0,211.0,13.1875,7.0,28.5,53.75,nodo,BRESCIA
2024-06,,infrasettimanale,tarda_mattina,N_FEBDC4EA7CA2,193,193,0,0,0,0,0,41,134,18,134,104,80,54,35,5114.0,48.0,5066.0,26.26074978392394,11.0,79.5,97.44999999999999,nodo,TORINO P.NUOVA
2024-06,,weekend,mattina,N_188AB87A65BC,23,23,0,0,0,0,0,5,5,12,5,3,2,1,1,117.0,50.0,67.0,1.319047619047619,-1.5,7.799999999999998,15.949999999999976,nodo,UDINE
2024-06,,weekend,mattina,N_244C15F9662C,8,8,0,0,0,0,0,1,6,1,6,4,2,0,0,93.0,1.0,92.0,11.5,8.5,26.9,27.95,nodo,SIBARI
2024-06,,weekend,mattina,N_26FAC2401D1E,120,120,0,0,0,0,0,39,60,21,60,31,21,8,3,1323.0,67.0,1256.0,10.024886877828054,4.5,19.000000000000007,32.92499999999998,nodo,VENEZIA SANTA LUCIA
2024-06,,weekend,mattina,N_29D6951DFB5A,30,30,0,0,0,0,0,9,15,6,15,9,7,1,1,329.0,24.0,305.0,6.928571428571429,2.0,15.900000000000006,20.499999999999993,nodo,TRIESTE CENTRALE
2024-06,,weekend,mattina,N_2B5A38574141,19,19,0,0,0,0,0,4,14,1,14,13,12,11,6,1036.0,6.0,1030.0,55.30681818181819,28.25,105.1,168.04999999999998,nodo,BARI CENTRALE
2024-06,,weekend,mattina,N_51EFB2AB0389,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nodo,LA SPEZIA CENTRALE
2024-06,,weekend,mattina,N_55C18CEAEA1C,8,8,0,0,0,0,0,3,5,0,5,3,3,1,0,101.0,0.0,101.0,12.625,7.0,28.099999999999998,34.04999999999999,nodo,BENEVENTO
2024-06,,weekend,mattina,N_607096404A55,5,5,0,0,0,0,0,0,5,0,5,5,3,2,0,129.0,0.0,129.0,25.8,18.0,46.400000000000006,50.199999999999996,nodo,SAPRI
2024-06,,weekend,mattina,N_608964A0ADF5,4,4,0,0,0,0,0,0,1,3,1,1,1,1,0,51.0,25.0,26.0,6.5,-5.0,34.500000000000014,42.74999999999998,nodo,POMPEI
2024-06,,weekend,mattina,N_66EFE7185ACC,20,20,0,0,0,0,0,7,9,4,9,6,4,1,0,167.0,24.0,143.0,6.456043956043956,6.5,11.600000000000001,19.399999999999974,nodo,GENOVA P.PRINCIPE
2024-06,,weekend,mattina,N_6DAD4A05816E,13,13,0,0,0,0,0,7,3,3,3,2,2,1,0,90.0,6.0,84.0,5.454545454545455,3.0,16.5,17.75,nodo,FIRENZE S.M.N.
2024-06,,weekend,mattina,N_6DCA844AE5BC,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,2.0,-2.0,-1.0,-1.0,-1.0,-1.0,nodo,TARANTO
2024-06,,weekend,mattina,N_72DA38E192FF,19,19,0,0,0,0,0,5,4,10,4,4,3,1,1,191.0,73.0,118.0,6.0773809523809526,-0.75,15.900000000000004,42.37499999999996,nodo,PESCARA
2024-06,,weekend,mattina,N_ACF3D2764DA3,201,201,0,0,0,0,0,50,94,56,94,62,45,26,11,2967.0,274.0,2693.0,13.06240463838877,3.5,34.7,70.35000000000001,nodo,MILANO CENTRALE
2024-06,,weekend,mattina,N_AF7C7C87621E,7,7,0,0,0,0,0,3,2,2,2,2,2,1,0,70.0,2.0,68.0,9.714285714285714,2.0,31.0,32.5,nodo,FIUMICINO AEROPORTO
2024-06,,weekend,mattina,N_BF0DC42C9523,52,52,0,0,0,0,0,12,29,11,29,24,18,12,7,1419.0,59.0,1360.0,24.61319340329835,6.5,78.6,112.89999999999995,nodo,LECCE
2024-06,,weekend,mattina,N_C03F51FB3BED,31,31,0,0,0,0,0,9,17,5,17,13,12,4,1,468.0,30.0,438.0,13.959595959595958,10.5,36.050000000000026,46.675,nodo,SALERNO
2024-06,,weekend,mattina,N_C22D4B09E695,5,5,0,0,0,0,0,2,0,3,0,0,0,0,0,7.0,7.0,0.0,0.0,-1.0,3.6,3.8,nodo,MANTOVA
