mese,tipo_giorno,fascia_oraria,categoria,cod_stazione,ruolo,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,arrivo,"(-5,-1]",5,0.0,17.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,arrivo,"(15,30]",1,28.0,0.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,arrivo,"(5,10]",1,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,partenza,"(-1,0]",3,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,partenza,"(-5,-1]",3,0.0,7.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_29D6951DFB5A,partenza,"(1,5]",2,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_2B5A38574141,arrivo,"(-5,-1]",6,0.0,11.0
2024-06,weekend,pomeriggio,REG,N_2B5A38574141,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_2B5A38574141,arrivo,"(1,5]",4,9.0,0.0
2024-06,weekend,pomeriggio,REG,N_2B5A38574141,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_2B5A38574141,partenza,"(-15,-10]",1,0.0,10.0
2024-06,weekend,pomeriggio,REG,N_2B5A38574141,partenza,"(-5,-1]",6,0.0,8.0
2024-06,weekend,pomeriggio,REG,N_2B5A38574141,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_2B653A1CD280,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_2B653A1CD280,arrivo,"(-5,-1]",2,0.0,2.0
2024-06,weekend,pomeriggio,REG,N_2B653A1CD280,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_2B653A1CD280,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_2B653A1CD280,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_2D84FAAA1358,arrivo,"(30,60]",1,55.0,0.0
2024-06,weekend,pomeriggio,REG,N_2D84FAAA1358,arrivo,missing,1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_2D84FAAA1358,partenza,"(10,15]",1,13.0,0.0
2024-06,weekend,pomeriggio,REG,N_2D84FAAA1358,partenza,"(30,60]",1,41.0,0.0
2024-06,weekend,pomeriggio,REG,N_2D84FAAA1358,partenza,"(60,120]",1,78.0,0.0
2024-06,weekend,pomeriggio,REG,N_2FAC400E8862,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_2FAC400E8862,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_2FAC400E8862,arrivo,"(5,10]",1,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_2FAC400E8862,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,pomeriggio,REG,N_2FAC400E8862,partenza,"(5,10]",1,9.0,0.0
2024-06,weekend,pomeriggio,REG,N_2FFE4FA36CE4,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_2FFE4FA36CE4,partenza,"(1,5]",1,5.0,0.0
2024-06,weekend,pomeriggio,REG,N_2FFE4FA36CE4,partenza,"(5,10]",1,8.0,0.0
2024-06,weekend,pomeriggio,REG,N_327D1BF489ED,arrivo,"(-5,-1]",2,0.0,2.0
2024-06,weekend,pomeriggio,REG,N_327D1BF489ED,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,arrivo,"(-1,0]",3,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,arrivo,"(-5,-1]",4,0.0,8.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,arrivo,"(1,5]",3,11.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,arrivo,"(10,15]",2,26.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,arrivo,"(5,10]",2,16.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,partenza,"(-1,0]",3,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,partenza,"(-5,-1]",2,0.0,2.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,partenza,"(1,5]",5,15.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,partenza,"(10,15]",1,13.0,0.0
2024-06,weekend,pomeriggio,REG,N_33BA0658D0C8,partenza,"(5,10]",1,9.0,0.0
2024-06,weekend,pomeriggio,REG,N_3476134E77A1,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,arrivo,"(-10,-5]",4,0.0,27.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,arrivo,"(-5,-1]",1,0.0,4.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,arrivo,"(0,1]",4,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,arrivo,"(1,5]",4,12.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,arrivo,"(10,15]",1,12.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,arrivo,"(5,10]",1,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,partenza,"(-10,-5]",1,0.0,5.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,partenza,"(-5,-1]",3,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,partenza,"(0,1]",3,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,partenza,"(1,5]",7,22.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,partenza,"(10,15]",1,12.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,partenza,"(15,30]",1,18.0,0.0
2024-06,weekend,pomeriggio,REG,N_362EE82F724F,partenza,"(5,10]",2,16.0,0.0
2024-06,weekend,pomeriggio,REG,N_36C8728B06FB,arrivo,"(-1,0]",2,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_36C8728B06FB,arrivo,"(-5,-1]",5,0.0,8.0
2024-06,weekend,pomeriggio,REG,N_36C8728B06FB,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_36C8728B06FB,partenza,"(-5,-1]",5,0.0,12.0
2024-06,weekend,pomeriggio,REG,N_382B2D202D0A,arrivo,"(-5,-1]",3,0.0,7.0
2024-06,weekend,pomeriggio,REG,N_382B2D202D0A,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_3A82FA9A0D0C,arrivo,"(-5,-1]",2,0.0,3.0
2024-06,weekend,pomeriggio,REG,N_3A82FA9A0D0C,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_3A82FA9A0D0C,arrivo,"(5,10]",1,9.0,0.0
2024-06,weekend,pomeriggio,REG,N_3A82FA9A0D0C,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_3A82FA9A0D0C,partenza,"(10,15]",1,12.0,0.0
2024-06,weekend,pomeriggio,REG,N_3A82FA9A0D0C,partenza,"(15,30]",2,34.0,0.0
2024-06,weekend,pomeriggio,REG,N_3A83D2FA740C,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_3A83D2FA740C,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_3A83D2FA740C,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_3A83D2FA740C,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_3A83D2FA740C,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_3AE15A8EF205,arrivo,"(-5,-1]",2,0.0,4.0
2024-06,weekend,pomeriggio,REG,N_3AE15A8EF205,partenza,"(-10,-5]",1,0.0,7.0
2024-06,weekend,pomeriggio,REG,N_3B1765AE4BEE,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_3B4784E91B0C,arrivo,"(1,5]",3,13.0,0.0
2024-06,weekend,pomeriggio,REG,N_3B4784E91B0C,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_3B4784E91B0C,partenza,"(5,10]",1,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_3C82391FCA2D,arrivo,"(1,5]",3,8.0,0.0
2024-06,weekend,pomeriggio,REG,N_3C82391FCA2D,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_3C82391FCA2D,partenza,"(1,5]",1,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_3D0782E67133,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_3D0782E67133,arrivo,"(5,10]",1,9.0,0.0
2024-06,weekend,pomeriggio,REG,N_3F8361F33A46,arrivo,"(-5,-1]",2,0.0,5.0
2024-06,weekend,pomeriggio,REG,N_3F8361F33A46,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_40611E6A6CC5,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_40611E6A6CC5,partenza,"(1,5]",2,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_4099FB1B7918,arrivo,"(15,30]",1,29.0,0.0
2024-06,weekend,pomeriggio,REG,N_4099FB1B7918,partenza,"(-10,-5]",1,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_40FDF213030B,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_40FDF213030B,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_40FDF213030B,arrivo,"(5,10]",1,10.0,0.0
2024-06,weekend,pomeriggio,REG,N_40FDF213030B,partenza,"(-5,-1]",1,0.0,4.0
2024-06,weekend,pomeriggio,REG,N_40FDF213030B,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_40FDF213030B,partenza,"(1,5]",3,12.0,0.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,arrivo,"(-5,-1]",3,0.0,10.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,arrivo,"(1,5]",2,5.0,0.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,partenza,"(-10,-5]",2,0.0,12.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,partenza,"(-5,-1]",2,0.0,4.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,partenza,"(10,15]",1,14.0,0.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,partenza,"(15,30]",1,22.0,0.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,partenza,"(30,60]",1,48.0,0.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,partenza,"(5,10]",1,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_42A528D8B57B,partenza,missing,1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_443E51104707,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_443E51104707,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_4449B7503C46,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_4449B7503C46,partenza,"(-5,-1]",1,0.0,4.0
2024-06,weekend,pomeriggio,REG,N_4449B7503C46,partenza,"(15,30]",1,16.0,0.0
2024-06,weekend,pomeriggio,REG,N_44A68103C7EE,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_44A68103C7EE,arrivo,"(1,5]",2,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_44A68103C7EE,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_44A68103C7EE,partenza,"(-5,-1]",3,0.0,8.0
2024-06,weekend,pomeriggio,REG,N_45266BDEF136,arrivo,"(-10,-5]",3,0.0,20.0
2024-06,weekend,pomeriggio,REG,N_45266BDEF136,arrivo,"(-5,-1]",3,0.0,7.0
2024-06,weekend,pomeriggio,REG,N_45266BDEF136,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_45266BDEF136,partenza,"(-10,-5]",1,0.0,7.0
2024-06,weekend,pomeriggio,REG,N_45266BDEF136,partenza,"(-5,-1]",3,0.0,5.0
2024-06,weekend,pomeriggio,REG,N_45266BDEF136,partenza,"(1,5]",2,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_45FDE096C05C,partenza,"(1,5]",1,5.0,0.0
2024-06,weekend,pomeriggio,REG,N_4A032FBEC97E,arrivo,"(-10,-5]",1,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_4A032FBEC97E,arrivo,"(-5,-1]",2,0.0,4.0
2024-06,weekend,pomeriggio,REG,N_4A032FBEC97E,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_4A032FBEC97E,arrivo,"(15,30]",1,18.0,0.0
2024-06,weekend,pomeriggio,REG,N_4A032FBEC97E,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_4A032FBEC97E,partenza,"(1,5]",2,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_4A032FBEC97E,partenza,"(5,10]",1,8.0,0.0
2024-06,weekend,pomeriggio,REG,N_4B107DF6CED6,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_4B107DF6CED6,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_4BB17CC0E70A,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_4BB17CC0E70A,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_4BE2E4A5131E,arrivo,missing,1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_4CB1CAC729C9,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_4CB1CAC729C9,partenza,"(1,5]",1,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_4EE209E84954,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_4EE209E84954,partenza,"(-5,-1]",2,0.0,4.0
2024-06,weekend,pomeriggio,REG,N_4F3CE9A0ABE3,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_4F3CE9A0ABE3,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_4F3CE9A0ABE3,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_4F3CE9A0ABE3,partenza,"(5,10]",1,10.0,0.0
2024-06,weekend,pomeriggio,REG,N_4FACCF341CB7,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_4FACCF341CB7,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_4FACCF341CB7,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_4FACCF341CB7,partenza,"(5,10]",1,8.0,0.0
2024-06,weekend,pomeriggio,REG,N_51D1ABF13579,arrivo,"(-10,-5]",2,0.0,10.0
2024-06,weekend,pomeriggio,REG,N_51D1ABF13579,arrivo,"(1,5]",1,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_51D1ABF13579,partenza,"(1,5]",2,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_51DC968E0539,arrivo,"(-5,-1]",1,0.0,2.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,arrivo,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,arrivo,"(1,5]",4,11.0,0.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,arrivo,"(10,15]",1,12.0,0.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,arrivo,"(15,30]",2,45.0,0.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,arrivo,"(5,10]",5,38.0,0.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,partenza,"(-10,-5]",1,0.0,5.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,partenza,"(-5,-1]",3,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,partenza,"(1,5]",6,25.0,0.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,partenza,"(10,15]",1,11.0,0.0
2024-06,weekend,pomeriggio,REG,N_51EFB2AB0389,partenza,"(5,10]",4,29.0,0.0
2024-06,weekend,pomeriggio,REG,N_53BE36F2F0BF,arrivo,"(-5,-1]",2,0.0,3.0
2024-06,weekend,pomeriggio,REG,N_53BE36F2F0BF,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_543FA4F5E84B,arrivo,"(-5,-1]",2,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_543FA4F5E84B,arrivo,"(0,1]",4,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_543FA4F5E84B,arrivo,"(1,5]",3,8.0,0.0
2024-06,weekend,pomeriggio,REG,N_543FA4F5E84B,arrivo,"(5,10]",1,9.0,0.0
2024-06,weekend,pomeriggio,REG,N_543FA4F5E84B,partenza,"(-1,0]",3,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_543FA4F5E84B,partenza,"(-5,-1]",1,0.0,3.0
2024-06,weekend,pomeriggio,REG,N_543FA4F5E84B,partenza,"(0,1]",3,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_543FA4F5E84B,partenza,"(1,5]",2,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_54735EC5B62B,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_54735EC5B62B,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,pomeriggio,REG,N_550927E1ED5E,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_550927E1ED5E,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_550927E1ED5E,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_550927E1ED5E,partenza,"(-10,-5]",1,0.0,7.0
2024-06,weekend,pomeriggio,REG,N_550927E1ED5E,partenza,"(-5,-1]",3,0.0,8.0
2024-06,weekend,pomeriggio,REG,N_550927E1ED5E,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_550ECA432EC6,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_550ECA432EC6,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_550ECA432EC6,arrivo,"(5,10]",2,13.0,0.0
2024-06,weekend,pomeriggio,REG,N_550ECA432EC6,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_550ECA432EC6,partenza,"(1,5]",3,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_55C18CEAEA1C,arrivo,"(-30,-15]",1,0.0,18.0
2024-06,weekend,pomeriggio,REG,N_55C18CEAEA1C,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_55C18CEAEA1C,partenza,"(-10,-5]",1,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_55C18CEAEA1C,partenza,"(-5,-1]",2,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_56227008909E,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_57FE2A40F392,arrivo,"(-5,-1]",1,0.0,3.0
2024-06,weekend,pomeriggio,REG,N_57FE2A40F392,arrivo,"(5,10]",1,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_57FE2A40F392,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_580FFF8FD04F,arrivo,"(5,10]",1,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_580FFF8FD04F,partenza,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_58D4D5177F48,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_58D4D5177F48,partenza,"(-5,-1]",1,0.0,2.0
2024-06,weekend,pomeriggio,REG,N_592534E3C981,arrivo,"(-10,-5]",1,0.0,5.0
2024-06,weekend,pomeriggio,REG,N_592534E3C981,arrivo,"(-5,-1]",5,0.0,8.0
2024-06,weekend,pomeriggio,REG,N_592534E3C981,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_592534E3C981,partenza,"(-5,-1]",6,0.0,10.0
2024-06,weekend,pomeriggio,REG,N_592534E3C981,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_592534E3C981,partenza,"(1,5]",3,10.0,0.0
2024-06,weekend,pomeriggio,REG,N_5A1ED9B2CC3E,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_5BD6FECC05D9,arrivo,"(-5,-1]",5,0.0,9.0
2024-06,weekend,pomeriggio,REG,N_5BD6FECC05D9,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_5BD6FECC05D9,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_5BD6FECC05D9,partenza,"(-10,-5]",1,0.0,6.0
2024-06,weekend,pomeriggio,REG,N_5BD6FECC05D9,partenza,"(-5,-1]",2,0.0,4.0
2024-06,weekend,pomeriggio,REG,N_5BD6FECC05D9,partenza,"(0,1]",2,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_5BD6FECC05D9,partenza,"(1,5]",2,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_5D245644C03E,arrivo,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_5D245644C03E,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_5D701C22BFA0,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_5D701C22BFA0,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_5D701C22BFA0,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_5D701C22BFA0,arrivo,"(1,5]",2,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_5D701C22BFA0,partenza,"(-5,-1]",4,0.0,8.0
2024-06,weekend,pomeriggio,REG,N_5D701C22BFA0,partenza,"(5,10]",1,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_5F6B2483419A,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_5F6B2483419A,partenza,"(1,5]",1,4.0,0.0
2024-06,weekend,pomeriggio,REG,N_607096404A55,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_607096404A55,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_607096404A55,arrivo,"(1,5]",1,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_607096404A55,arrivo,"(10,15]",1,11.0,0.0
2024-06,weekend,pomeriggio,REG,N_607096404A55,partenza,"(-10,-5]",2,0.0,12.0
2024-06,weekend,pomeriggio,REG,N_607096404A55,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_607096404A55,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_60AC40AB6E0D,arrivo,"(5,10]",1,9.0,0.0
2024-06,weekend,pomeriggio,REG,N_60AC40AB6E0D,partenza,"(1,5]",1,5.0,0.0
2024-06,weekend,pomeriggio,REG,N_60AC40AB6E0D,partenza,"(15,30]",1,19.0,0.0
2024-06,weekend,pomeriggio,REG,N_616E8A8254DB,arrivo,"(-1,0]",1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_616E8A8254DB,arrivo,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_616E8A8254DB,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_616E8A8254DB,arrivo,"(1,5]",2,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_616E8A8254DB,partenza,"(-1,0]",3,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_616E8A8254DB,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_619A2B247E23,arrivo,"(-15,-10]",1,0.0,10.0
2024-06,weekend,pomeriggio,REG,N_619A2B247E23,partenza,"(1,5]",1,2.0,0.0
2024-06,weekend,pomeriggio,REG,N_62A12958237E,arrivo,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_62A12958237E,partenza,"(-5,-1]",1,0.0,1.0
2024-06,weekend,pomeriggio,REG,N_62A12958237E,partenza,"(1,5]",1,3.0,0.0
2024-06,weekend,pomeriggio,REG,N_62A12958237E,partenza,"(15,30]",1,18.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,arrivo,"(-1,0]",2,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,arrivo,"(-5,-1]",6,0.0,13.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,arrivo,"(0,1]",7,7.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,arrivo,"(1,5]",6,23.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,arrivo,"(10,15]",1,12.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,arrivo,"(5,10]",4,32.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,partenza,"(-1,0]",2,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,partenza,"(-5,-1]",5,0.0,7.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,partenza,"(0,1]",1,1.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,partenza,"(1,5]",9,31.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,partenza,"(10,15]",1,15.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,partenza,"(5,10]",1,6.0,0.0
2024-06,weekend,pomeriggio,REG,N_637B235E9838,partenza,missing,1,0.0,0.0
2024-06,weekend,pomeriggio,REG,N_64548ED4BF34,arrivo,"(-10,-5]",1,0.0,7.0
2024-06,weekend,pomeriggio,REG,N_64548ED4BF34,arrivo,"(0,1]",1,1.0,0.0
