mese,categoria,tipo_giorno,fascia_oraria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,nome_partenza,nome_arrivo
2024-06,REG,infrasettimanale,notte,N_DD8D6A1F4D25,N_6DAD4A05816E,28,28,0,0,0,0,16,1,11,1,0,0,0,0,41.0,22.0,19.0,0.6785714285714286,1.0,3.3000000000000007,4.0,0,GROSSETO,FIRENZE S.M.N.
2024-06,REG,infrasettimanale,notte,N_DD8D6A1F4D25,N_C685779BD8DE,15,15,0,0,0,0,0,0,15,0,0,0,0,0,0.0,55.0,-55.0,-3.6666666666666665,-4.0,-3.0,-3.0,0,GROSSETO,ORBETELLO
2024-06,REG,infrasettimanale,notte,N_DD8D6A1F4D25,N_E2EC0D35D526,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,GROSSETO,PISA CENTRALE
2024-06,REG,infrasettimanale,notte,N_DD8D6A1F4D25,N_E903EB64CBF3,30,30,0,0,0,0,14,5,11,5,0,0,0,0,46.0,18.0,28.0,0.9333333333333333,0.0,5.100000000000001,6.549999999999997,0,GROSSETO,ROMA TERMINI
2024-06,REG,infrasettimanale,notte,N_DEBAB2A3D4C0,N_550927E1ED5E,29,29,0,0,0,0,11,1,17,1,1,1,1,0,51.0,30.0,21.0,0.7241379310344828,-1.0,3.0,3.599999999999998,0,REGGIO CALABRIA CENTRALE,COSENZA
2024-06,REG,infrasettimanale,notte,N_DEBAB2A3D4C0,N_596CADAC9540,14,14,0,0,0,0,2,1,10,1,1,0,0,0,14.0,30.0,-16.0,-1.2307692307692308,-2.0,1.0,5.399999999999984,0,REGGIO CALABRIA CENTRALE,MELITO DI PORTO SALVO
2024-06,REG,infrasettimanale,notte,N_DEBAB2A3D4C0,N_663C39032F0C,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,REGGIO CALABRIA CENTRALE,PAOLA
2024-06,REG,infrasettimanale,notte,N_DEBAB2A3D4C0,N_8F448D03ECB2,30,30,0,0,0,0,25,2,3,2,1,1,1,0,70.0,4.0,66.0,2.2,1.0,4.0,4.549999999999997,0,REGGIO CALABRIA CENTRALE,CATANZARO LIDO
2024-06,REG,infrasettimanale,notte,N_DEBAB2A3D4C0,N_F5C7A152B223,14,14,0,0,0,0,2,1,11,1,1,0,0,0,11.0,36.0,-25.0,-1.7857142857142858,-3.0,0.7000000000000011,4.149999999999997,0,REGGIO CALABRIA CENTRALE,LAMEZIA TERME CENTRALE
2024-06,REG,infrasettimanale,notte,N_DF72E0451C21,N_7A0EEBBEAB93,15,15,0,0,0,0,7,1,7,1,0,0,0,0,20.0,11.0,9.0,0.6,0.0,3.5999999999999996,5.199999999999996,0,DOMODOSSOLA,NOVARA
2024-06,REG,infrasettimanale,notte,N_E29B12213D0A,N_2FAC400E8862,15,15,0,0,0,0,4,2,8,2,2,2,0,0,37.0,13.0,24.0,1.7142857142857142,-1.0,11.400000000000013,15.35,0,MONTEBELLUNA,PADOVA
2024-06,REG,infrasettimanale,notte,N_E2EC0D35D526,N_088F9E806AB1,10,10,0,0,0,0,3,4,3,4,0,0,0,0,33.0,5.0,28.0,2.8,4.0,6.1,6.549999999999999,0,PISA CENTRALE,FORNACI DI BARGA
2024-06,REG,infrasettimanale,notte,N_E2EC0D35D526,N_6DAD4A05816E,26,26,0,0,0,0,8,7,11,7,4,3,1,0,134.0,20.0,114.0,4.384615384615385,2.0,13.0,21.25,0,PISA CENTRALE,FIRENZE S.M.N.
2024-06,REG,infrasettimanale,notte,N_E2EC0D35D526,N_AD796A65AE1B,4,4,0,0,0,0,0,1,3,1,0,0,0,0,7.0,7.0,0.0,0.0,-2.0,4.300000000000002,5.649999999999997,0,PISA CENTRALE,AULLA LUNIGIANA
2024-06,REG,infrasettimanale,notte,N_E2EC0D35D526,N_DD8D6A1F4D25,15,15,0,0,0,0,0,2,12,2,1,0,0,0,23.0,48.0,-25.0,-1.7857142857142858,-4.0,5.700000000000012,10.749999999999998,0,PISA CENTRALE,GROSSETO
2024-06,REG,infrasettimanale,notte,N_E2EC0D35D526,N_E903EB64CBF3,15,15,0,0,0,0,7,2,6,2,2,2,1,0,80.0,7.0,73.0,4.866666666666666,0.0,17.999999999999993,33.69999999999998,0,PISA CENTRALE,ROMA TERMINI
2024-06,REG,infrasettimanale,notte,N_E2EC0D35D526,N_EDFB5356134D,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0,PISA CENTRALE,LUCCA
2024-06,REG,infrasettimanale,notte,N_E3B8163AC6FC,N_16EA1E96E216,29,29,0,0,0,0,10,2,17,2,1,0,0,0,36.0,54.0,-18.0,-0.6206896551724138,-2.0,3.1999999999999993,4.599999999999998,0,PALERMO CENTRALE,ROCCAPALUMBA-ALIA
2024-06,REG,infrasettimanale,notte,N_E3B8163AC6FC,N_8E1CBD641B34,15,15,0,0,0,0,3,0,11,0,0,0,0,0,2.0,19.0,-17.0,-1.2142857142857142,-1.5,0.0,0.6999999999999993,0,PALERMO CENTRALE,TERMINI IMERESE
2024-06,REG,infrasettimanale,notte,N_E3B8163AC6FC,N_CA806A7ABF21,15,15,0,0,0,0,0,0,15,0,0,0,0,0,0.0,52.0,-52.0,-3.466666666666667,-4.0,-2.0,-1.700000000000001,0,PALERMO CENTRALE,PALERMO NOTARBARTOLO
2024-06,REG,infrasettimanale,notte,N_E3B8163AC6FC,N_EE86D98A1207,15,15,0,0,0,0,9,1,5,1,0,0,0,0,19.0,6.0,13.0,0.8666666666666667,1.0,2.5999999999999996,4.799999999999994,0,PALERMO CENTRALE,CEFALU`
2024-06,REG,infrasettimanale,notte,N_E3B8163AC6FC,N_F6D345743682,15,15,0,0,0,0,3,2,10,2,1,1,1,0,41.0,39.0,2.0,0.13333333333333333,-3.0,3.599999999999998,14.699999999999969,0,PALERMO CENTRALE,MESSINA CENTRALE
2024-06,REG,infrasettimanale,notte,N_E3B8163AC6FC,N_F81D5A7930D5,104,104,0,0,0,0,31,1,71,1,0,0,0,0,52.0,221.0,-169.0,-1.6407766990291262,-2.0,2.0,3.0,0,PALERMO CENTRALE,PUNTA RAISI
2024-06,REG,infrasettimanale,notte,N_E3D77242249F,N_2D84FAAA1358,15,15,0,0,0,0,14,1,0,1,0,0,0,0,47.0,0.0,47.0,3.1333333333333333,3.0,3.0,4.199999999999996,0,CREMONA,BOZZOLO
2024-06,REG,infrasettimanale,notte,N_E3D77242249F,N_324961D5B416,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0,CREMONA,CASTELVETRO
2024-06,REG,infrasettimanale,notte,N_E3D77242249F,N_33BA0658D0C8,15,15,0,0,0,0,8,2,5,2,0,0,0,0,27.0,9.0,18.0,1.2,1.0,4.6,5.0,0,CREMONA,PAVIA
2024-06,REG,infrasettimanale,notte,N_E3D77242249F,N_725FF006758D,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,CREMONA,OLMENETA
2024-06,REG,infrasettimanale,notte,N_E3D77242249F,N_9A9F500D82A7,14,14,0,0,0,0,6,6,2,6,1,1,0,0,53.0,2.0,51.0,3.642857142857143,2.0,7.0,9.799999999999997,0,CREMONA,FIDENZA
2024-06,REG,infrasettimanale,notte,N_E3D77242249F,N_F6BAB1C5673F,14,14,0,0,0,0,10,4,0,4,1,0,0,0,46.0,0.0,46.0,3.2857142857142856,2.0,7.100000000000003,8.7,0,CREMONA,BRESCIA
2024-06,REG,infrasettimanale,notte,N_E823754A40D3,N_E903EB64CBF3,15,15,0,0,0,0,5,2,8,2,1,1,0,0,37.0,20.0,17.0,1.1333333333333333,-1.0,4.799999999999999,11.999999999999979,0,SESSA AURUNCA R.,ROMA TERMINI
2024-06,REG,infrasettimanale,notte,N_E8F1FE5811E0,N_BC426E8898F6,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0.0,7.0,-7.0,-1.4,-1.0,-1.0,-1.0,0,S.CANDIDO,MERANO
2024-06,REG,infrasettimanale,notte,N_E8F1FE5811E0,N_EE539AC676E9,10,10,0,0,0,0,5,2,3,2,0,0,0,0,21.0,8.0,13.0,1.3,1.0,5.199999999999999,6.099999999999998,0,S.CANDIDO,BOLZANO
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_3F8361F33A46,30,30,0,0,0,0,8,6,16,6,1,1,0,0,75.0,33.0,42.0,1.4,-1.0,6.0,7.099999999999994,0,ROMA TERMINI,VELLETRI
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_45266BDEF136,14,14,0,0,0,0,11,0,3,0,0,0,0,0,13.0,3.0,10.0,0.7142857142857143,0.5,2.700000000000001,3.3499999999999996,0,ROMA TERMINI,CASSINO
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_4D33D648D3CB,2,2,0,0,0,0,0,2,0,2,1,0,0,0,19.0,0.0,19.0,9.5,9.5,11.5,11.75,0,ROMA TERMINI,PRIVERNO FOSSANOVA
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_6A5E47BD3937,15,15,0,0,0,0,2,1,12,1,1,1,0,0,36.0,23.0,13.0,0.8666666666666667,-2.0,3.5999999999999996,11.499999999999973,0,ROMA TERMINI,ALBANO LAZIALE
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_9945873CF040,14,14,0,0,0,0,6,2,6,2,1,0,0,0,30.0,10.0,20.0,1.4285714285714286,2.0,4.400000000000002,7.4499999999999975,0,ROMA TERMINI,FROSINONE
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_AF7C7C87621E,89,89,0,0,0,0,28,4,57,4,2,0,0,0,70.0,127.0,-57.0,-0.6404494382022472,-1.0,2.200000000000003,3.5999999999999943,0,ROMA TERMINI,FIUMICINO AEROPORTO
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_B467C74DACA2,14,14,0,0,0,0,8,0,5,0,0,0,0,0,8.0,5.0,3.0,0.23076923076923078,0.0,1.8000000000000007,2.3999999999999986,0,ROMA TERMINI,COLLEFERRO-SEGNI-PALIANO
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_B52FCB25AB93,15,15,0,0,0,0,3,2,10,2,0,0,0,0,14.0,21.0,-7.0,-0.4666666666666667,-1.0,3.9999999999999982,6.299999999999999,0,ROMA TERMINI,MONTALTO DI CASTRO
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_C00A09A2B357,15,15,0,0,0,0,0,1,14,1,0,0,0,0,9.0,35.0,-26.0,-1.7333333333333334,-3.0,-1.4000000000000004,1.9999999999999893,0,ROMA TERMINI,FRASCATI
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_C2F2CD7408C1,15,15,0,0,0,0,9,0,6,0,0,0,0,0,1.0,7.0,-6.0,-0.4,0.0,0.0,0.29999999999999893,0,ROMA TERMINI,NETTUNO
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_D9F16B1C0E0D,30,30,0,0,0,0,14,15,1,15,4,1,0,0,156.0,1.0,155.0,5.166666666666667,4.5,11.0,11.549999999999997,0,ROMA TERMINI,CIVITAVECCHIA
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_DC24E40224D9,19,19,0,0,0,0,7,2,10,2,0,0,0,0,23.0,15.0,8.0,0.42105263157894735,-1.0,3.3999999999999986,5.199999999999996,0,ROMA TERMINI,FORMIA-GAETA
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_DD6564CDFB93,15,15,0,0,0,0,13,2,0,2,0,0,0,0,28.0,0.0,28.0,1.8666666666666667,2.0,4.799999999999999,6.299999999999999,0,ROMA TERMINI,ANCONA
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_E9632C67CC0B,17,17,0,0,0,0,12,3,2,3,1,1,1,0,73.0,2.0,71.0,4.176470588235294,2.0,5.0,11.599999999999977,0,ROMA TERMINI,CIAMPINO
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_F047351D32A4,15,15,0,0,0,0,9,2,4,2,1,1,0,0,55.0,6.0,49.0,3.2666666666666666,2.0,6.399999999999999,14.299999999999978,0,ROMA TERMINI,NAPOLI CENTRALE
2024-06,REG,infrasettimanale,notte,N_E903EB64CBF3,N_FE865763BA15,15,15,0,0,0,0,13,2,0,2,0,0,0,0,29.0,0.0,29.0,1.9333333333333333,1.0,3.799999999999999,5.899999999999997,0,ROMA TERMINI,MINTURNO
2024-06,REG,infrasettimanale,notte,N_E9632C67CC0B,N_3F8361F33A46,15,15,0,0,0,0,4,1,9,1,1,0,0,0,19.0,13.0,6.0,0.42857142857142855,-1.0,3.700000000000001,6.099999999999998,0,CIAMPINO,VELLETRI
2024-06,REG,infrasettimanale,notte,N_E9632C67CC0B,N_6A5E47BD3937,30,30,0,0,0,0,0,1,28,1,0,0,0,0,5.0,66.0,-61.0,-2.103448275862069,-2.0,-1.8000000000000007,-1.0,0,CIAMPINO,ALBANO LAZIALE
2024-06,REG,infrasettimanale,notte,N_E9632C67CC0B,N_E903EB64CBF3,17,17,0,0,0,0,3,1,13,1,0,0,0,0,10.0,31.0,-21.0,-1.2352941176470589,-1.0,1.0,2.399999999999995,0,CIAMPINO,ROMA TERMINI
2024-06,REG,infrasettimanale,notte,N_E9CDB4158858,N_25B9CF10B7D2,13,13,0,0,0,0,4,0,9,0,0,0,0,0,3.0,21.0,-18.0,-1.3846153846153846,-1.0,1.0,1.0,0,POGGIO RUSCO,BOLOGNA C.LE
2024-06,REG,infrasettimanale,notte,N_EB74225A9F4B,N_C35DAF060D8A,45,45,0,0,0,0,18,7,20,7,2,0,0,0,76.0,21.0,55.0,1.2222222222222223,0.0,5.0,6.0,0,NOVI LIGURE,GENOVA BRIGNOLE
2024-06,REG,infrasettimanale,notte,N_ECBC275260A2,N_25B9CF10B7D2,5,5,0,0,0,0,1,0,4,0,0,0,0,0,0.0,11.0,-11.0,-2.2,-2.0,-0.3999999999999999,-0.20000000000000018,0,PARMA,BOLOGNA C.LE
2024-06,REG,infrasettimanale,notte,N_ECBC275260A2,N_51D1ABF13579,15,15,0,0,0,0,6,2,7,2,0,0,0,0,25.0,20.0,5.0,0.3333333333333333,0.0,4.6,5.299999999999999,0,PARMA,PONTREMOLI
2024-06,REG,infrasettimanale,notte,N_ECBC275260A2,N_51EFB2AB0389,14,14,0,0,0,0,10,4,0,4,2,1,0,0,62.0,0.0,62.0,4.428571428571429,3.0,9.400000000000002,11.749999999999998,0,PARMA,LA SPEZIA CENTRALE
2024-06,REG,infrasettimanale,notte,N_ECBC275260A2,N_8E7DB383451E,15,15,0,0,0,0,5,3,7,3,2,2,1,0,76.0,13.0,63.0,4.2,1.0,13.999999999999995,26.599999999999977,0,PARMA,BORGO VAL DI TARO
2024-06,REG,infrasettimanale,notte,N_ECBC275260A2,N_F6BAB1C5673F,15,15,0,0,0,0,5,2,8,2,1,1,0,0,35.0,12.0,23.0,1.5333333333333334,-1.0,5.199999999999999,9.299999999999988,0,PARMA,BRESCIA
2024-06,REG,infrasettimanale,notte,N_EDFB5356134D,N_03F21F592247,14,14,0,0,0,0,8,3,3,3,2,1,0,0,51.0,5.0,46.0,3.2857142857142856,2.0,11.30000000000001,15.399999999999999,0,LUCCA,LIVORNO CENTRALE
2024-06,REG,infrasettimanale,notte,N_EDFB5356134D,N_6DAD4A05816E,16,16,0,0,0,0,3,1,12,1,0,0,0,0,8.0,22.0,-14.0,-0.875,-2.0,1.5,2.75,0,LUCCA,FIRENZE S.M.N.
2024-06,REG,infrasettimanale,notte,N_EDFB5356134D,N_8CB7A8D7391B,1,1,0,0,0,0,0,1,0,1,1,1,1,0,34.0,0.0,34.0,34.0,34.0,34.0,34.0,0,LUCCA,FIRENZE RIFREDI
2024-06,REG,infrasettimanale,notte,N_EDFB5356134D,N_E2EC0D35D526,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0.0,2.0,-2.0,-1.0,-1.0,-0.19999999999999996,-0.10000000000000009,0,LUCCA,PISA CENTRALE
2024-06,REG,infrasettimanale,notte,N_EE539AC676E9,N_25B9CF10B7D2,15,15,0,0,0,0,5,1,9,1,0,0,0,0,14.0,25.0,-11.0,-0.7333333333333333,-1.0,3.0,3.599999999999998,0,BOLZANO,BOLOGNA C.LE
2024-06,REG,infrasettimanale,notte,N_EE539AC676E9,N_362EE82F724F,15,15,0,0,0,0,3,2,10,2,1,1,0,0,33.0,43.0,-10.0,-0.6666666666666666,-1.0,4.6,9.199999999999985,0,BOLZANO,VERONA PORTA NUOVA
2024-06,REG,infrasettimanale,notte,N_EE539AC676E9,N_6D3FA2816116,15,15,0,0,0,0,6,1,8,1,0,0,0,0,11.0,9.0,2.0,0.13333333333333333,-1.0,1.5999999999999996,3.1999999999999957,0,BOLZANO,FORTEZZA
2024-06,REG,infrasettimanale,notte,N_EE539AC676E9,N_BC426E8898F6,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0.0,13.0,-13.0,-2.6,-3.0,-2.0,-2.0,0,BOLZANO,MERANO
2024-06,REG,infrasettimanale,notte,N_EE5FCCF4C16B,N_9498BA307100,15,15,0,0,0,0,11,2,2,2,2,2,1,0,79.0,3.0,76.0,5.066666666666666,2.0,10.799999999999995,22.299999999999976,0,MANIAGO,SACILE
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_190F2FC36516,15,15,0,0,0,0,8,3,4,3,0,0,0,0,28.0,4.0,24.0,1.6,1.0,5.0,5.299999999999999,0,NAPOLI CENTRALE,BATTIPAGLIA
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_1D0FFCD18A52,1,1,0,0,0,0,0,1,0,1,1,1,1,0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0,NAPOLI CENTRALE,CAMPOLEONE
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_42A528D8B57B,59,59,0,0,0,0,24,4,28,4,1,1,1,0,94.0,64.0,30.0,0.5357142857142857,-0.5,3.0,5.0,0,NAPOLI CENTRALE,CASERTA
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_55C18CEAEA1C,14,14,0,0,0,0,4,1,9,1,1,1,1,0,58.0,52.0,6.0,0.42857142857142855,-4.0,3.700000000000001,18.349999999999987,0,NAPOLI CENTRALE,BENEVENTO
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_607096404A55,15,15,0,0,0,0,6,2,7,2,2,1,0,0,50.0,11.0,39.0,2.6,1.0,8.799999999999997,15.899999999999986,0,NAPOLI CENTRALE,SAPRI
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_7FA9E3AD7653,29,29,0,0,0,0,10,3,16,3,0,0,0,0,52.0,52.0,0.0,0.0,-1.0,4.599999999999998,7.599999999999998,0,NAPOLI CENTRALE,ROMA TIBURTINA
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_ACA4F494FB58,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,NAPOLI CENTRALE,TELESE CERRETO
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_C03F51FB3BED,15,15,0,0,0,0,4,2,9,2,0,0,0,0,20.0,23.0,-3.0,-0.2,-1.0,4.199999999999999,5.899999999999997,0,NAPOLI CENTRALE,SALERNO
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_DC24E40224D9,30,30,0,0,0,0,18,5,7,5,1,1,0,0,75.0,8.0,67.0,2.2333333333333334,1.0,6.200000000000003,8.0,0,NAPOLI CENTRALE,FORMIA-GAETA
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_E903EB64CBF3,45,45,0,0,0,0,19,4,22,4,2,1,0,0,74.0,116.0,-42.0,-0.9333333333333333,0.0,3.6000000000000014,5.799999999999997,0,NAPOLI CENTRALE,ROMA TERMINI
2024-06,REG,infrasettimanale,notte,N_F047351D32A4,N_FE3300C7FF4C,15,15,0,0,0,0,4,1,10,1,0,0,0,0,12.0,37.0,-25.0,-1.6666666666666667,-3.0,1.0,3.0999999999999925,0,NAPOLI CENTRALE,VAIRANO
2024-06,REG,infrasettimanale,notte,N_F05F8C811D2B,N_8AE91C7CAA91,36,36,0,0,0,0,25,5,6,5,2,1,0,0,72.0,15.0,57.0,1.5833333333333333,0.0,7.5,9.25,0,VARESE NORD,M N CADORNA
2024-06,REG,infrasettimanale,notte,N_F0893AF956E9,N_E903EB64CBF3,15,15,0,0,0,0,4,0,11,0,0,0,0,0,3.0,26.0,-23.0,-1.5333333333333334,-2.0,0.5999999999999996,1.299999999999999,0,PERUGIA,ROMA TERMINI
2024-06,REG,infrasettimanale,notte,N_F31958C1911C,N_1178F7B0850D,30,30,0,0,0,0,23,7,0,7,1,1,1,0,115.0,0.0,115.0,3.8333333333333335,2.0,6.0,6.549999999999997,0,FOSSANO,TORINO REBAUDENGO FOSSATA
2024-06,REG,infrasettimanale,notte,N_F5BB85C04F38,N_8AE91C7CAA91,41,41,0,0,0,0,31,5,5,5,1,0,0,0,82.0,5.0,77.0,1.8780487804878048,1.0,5.0,6.0,0,CAMNAGO LENTATE,M N CADORNA
2024-06,REG,infrasettimanale,notte,N_F5BB85C04F38,N_C57D867C3F5A,14,14,0,0,0,0,2,3,9,3,1,0,0,0,33.0,87.0,-54.0,-3.857142857142857,-7.0,9.0,10.049999999999999,0,CAMNAGO LENTATE,MILANO BOVISA
2024-06,REG,infrasettimanale,notte,N_F5C11A0AB557,N_637B235E9838,58,58,0,0,0,0,31,3,24,3,2,1,0,0,86.0,39.0,47.0,0.8103448275862069,0.0,4.0,4.749999999999993,0,LECCO,MILANO PORTA GARIBALDI
2024-06,REG,infrasettimanale,notte,N_F5C11A0AB557,N_ACF3D2764DA3,15,15,0,0,0,0,9,3,3,3,1,0,0,0,46.0,3.0,43.0,2.8666666666666667,2.0,7.799999999999999,9.599999999999998,0,LECCO,MILANO CENTRALE
2024-06,REG,infrasettimanale,notte,N_F5C7A152B223,N_DEBAB2A3D4C0,15,15,0,0,0,0,0,0,15,0,0,0,0,0,0.0,42.0,-42.0,-2.8,-2.0,-2.0,-2.0,0,LAMEZIA TERME CENTRALE,REGGIO CALABRIA CENTRALE
2024-06,REG,infrasettimanale,notte,N_F6337151F5AF,N_244C15F9662C,15,15,0,0,0,0,6,9,0,9,3,2,0,0,115.0,0.0,115.0,7.666666666666667,5.0,19.199999999999996,24.9,0,CROTONE,SIBARI
2024-06,REG,infrasettimanale,notte,N_F6337151F5AF,N_8F448D03ECB2,9,9,0,0,0,0,2,1,6,1,0,0,0,0,6.0,20.0,-14.0,-1.5555555555555556,-3.0,1.8000000000000007,3.3999999999999986,0,CROTONE,CATANZARO LIDO
2024-06,REG,infrasettimanale,notte,N_F6BAB1C5673F,N_2010D5DA7AAC,14,14,0,0,0,0,1,1,12,1,1,1,0,0,28.0,39.0,-11.0,-0.7857142857142857,-3.0,-0.5999999999999979,9.79999999999999,0,BRESCIA,EDOLO
2024-06,REG,infrasettimanale,notte,N_F6BAB1C5673F,N_26FAC2401D1E,15,15,0,0,0,0,4,0,11,0,0,0,0,0,7.0,22.0,-15.0,-1.0,-1.0,1.5999999999999996,2.599999999999998,0,BRESCIA,VENEZIA SANTA LUCIA
2024-06,REG,infrasettimanale,notte,N_F6BAB1C5673F,N_362EE82F724F,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0,BRESCIA,VERONA PORTA NUOVA
2024-06,REG,infrasettimanale,notte,N_F6BAB1C5673F,N_716DEAB7B82E,29,29,0,0,0,0,22,7,0,7,0,0,0,0,96.0,0.0,96.0,3.310344827586207,3.0,5.199999999999999,6.0,0,BRESCIA,BERGAMO
2024-06,REG,infrasettimanale,notte,N_F6BAB1C5673F,N_ACF3D2764DA3,15,15,0,0,0,0,4,4,7,4,1,1,0,0,52.0,12.0,40.0,2.6666666666666665,0.0,7.199999999999999,13.69999999999998,0,BRESCIA,MILANO CENTRALE
2024-06,REG,infrasettimanale,notte,N_F6BAB1C5673F,N_C632C9F50E6A,15,15,0,0,0,0,9,5,1,5,0,0,0,0,49.0,1.0,48.0,3.2,3.0,6.199999999999999,7.0,0,BRESCIA,MILANO GRECO PIRELLI
2024-06,REG,infrasettimanale,notte,N_F6BAB1C5673F,N_ECBC275260A2,14,14,0,0,0,0,4,2,8,2,1,0,0,0,25.0,10.0,15.0,1.0714285714285714,-1.0,5.100000000000003,8.099999999999998,0,BRESCIA,PARMA
2024-06,REG,infrasettimanale,notte,N_F6D345743682,N_13C257760C54,15,15,0,0,0,0,2,1,12,1,0,0,0,0,11.0,44.0,-33.0,-2.2,-4.0,2.5999999999999996,3.899999999999997,0,MESSINA CENTRALE,MILAZZO
2024-06,REG,infrasettimanale,notte,N_F6D345743682,N_2B653A1CD280,30,30,0,0,0,0,1,0,29,0,0,0,0,0,2.0,176.0,-174.0,-5.8,-6.0,-3.8999999999999986,-2.450000000000003,0,MESSINA CENTRALE,CATANIA CENTRALE
2024-06,REG,infrasettimanale,notte,N_F6D345743682,N_64548ED4BF34,14,14,0,0,0,0,5,0,9,0,0,0,0,0,5.0,18.0,-13.0,-0.9285714285714286,-1.5,1.700000000000001,2.0,0,MESSINA CENTRALE,SIRACUSA
2024-06,REG,infrasettimanale,notte,N_F6D345743682,N_E3B8163AC6FC,15,15,0,0,0,0,7,2,6,2,0,0,0,0,23.0,8.0,15.0,1.0,1.0,4.799999999999999,6.0,0,MESSINA CENTRALE,PALERMO CENTRALE
2024-06,REG,infrasettimanale,notte,N_F6D345743682,N_FBACCF9B6EC3,30,30,0,0,0,0,21,5,4,5,0,0,0,0,70.0,5.0,65.0,2.1666666666666665,2.0,5.0,5.549999999999997,0,MESSINA CENTRALE,S.AGATA M.
2024-06,REG,infrasettimanale,notte,N_F79848B7185D,N_1926B9FA75C4,14,14,0,0,0,0,11,1,2,1,0,0,0,0,24.0,3.0,21.0,1.5,1.5,3.700000000000001,4.35,0,VARESE,PORTO CERESIO
2024-06,REG,infrasettimanale,notte,N_F79848B7185D,N_29C899324937,15,15,0,0,0,0,7,0,8,0,0,0,0,0,8.0,12.0,-4.0,-0.26666666666666666,-1.0,1.5999999999999996,2.599999999999998,0,VARESE,GALLARATE
2024-06,REG,infrasettimanale,notte,N_F79848B7185D,N_543FA4F5E84B,15,15,0,0,0,0,3,0,12,0,0,0,0,0,1.0,18.0,-17.0,-1.1333333333333333,-1.0,0.0,0.29999999999999893,0,VARESE,COMO S. GIOVANNI
2024-06,REG,infrasettimanale,notte,N_F79848B7185D,N_637B235E9838,14,14,0,0,0,0,5,9,0,9,1,1,1,0,117.0,0.0,117.0,8.357142857142858,5.5,8.700000000000001,24.749999999999986,0,VARESE,MILANO PORTA GARIBALDI
2024-06,REG,infrasettimanale,notte,N_F79848B7185D,N_66DEF0BD8D9B,15,15,0,0,0,0,14,0,1,0,0,0,0,0,12.0,1.0,11.0,0.7333333333333333,1.0,1.5999999999999996,2.0,0,VARESE,STABIO
2024-06,REG,infrasettimanale,notte,N_F79848B7185D,N_C7427C4E857C,29,29,0,0,0,0,4,5,20,5,2,2,1,1,117.0,45.0,72.0,2.4827586206896552,-1.0,6.599999999999998,15.599999999999977,0,VARESE,TREVIGLIO
