mese,categoria,soppresse,oltre_15,parzialmente_cancellate,oltre_30,minuti_netti_tot,effettuate,minuti_ritardo_tot,cancellate_tot,oltre_10,oltre_60,corse_osservate,oltre_5,in_orario,cancellate,info_mancante,in_ritardo,minuti_anticipo_tot,in_anticipo,ritardo_mediano,p90,p95,ritardo_medio
2025-10,IR,0,0,0,0,-3.0,5,3.0,0,0,0,5,0,1,0,0,0,6.0,3,-1.0,1.8000000000000007,2.3999999999999986,-0.75
2025-10,MET,0,117,0,39,-1639.0,8487,11247.0,0,220,2,8487,596,3118,0,0,596,12886.0,4632,-1.0,3.0,6.0,-0.1963815001198178
2025-10,NCL,0,57,0,49,3858.0,83,4179.0,0,61,31,83,63,0,0,0,63,321.0,9,47.0,126.5,145.95000000000005,53.583333333333336
2025-10,REG,0,8198,0,2824,435701.0,240964,676147.0,0,14718,590,240964,41269,104017,0,0,41269,240446.0,90617,1.0,7.0,11.0,1.8469498056404536
2025-10,,0,3062,0,1444,142810.0,15328,161062.0,0,4414,450,15328,6858,4012,0,0,6858,18252.0,4204,4.0,29.0,46.19999999999982,9.473928618813853
2025-11,EC,0,175,0,68,6232.0,1430,9026.0,0,271,19,1430,455,337,0,0,455,2794.0,593,1.0,17.0,28.799999999999955,4.499638989169675
2025-11,EN,0,15,0,11,904.0,51,939.0,0,24,4,51,42,7,0,0,42,35.0,2,9.0,53.0,67.0,17.725490196078432
2025-11,EXP,0,16,0,9,968.0,43,1108.0,0,18,6,43,21,10,0,0,21,140.0,12,3.0,73.00000000000006,91.4,22.511627906976745
2025-11,FA,0,1,0,1,55.0,1,55.0,0,1,0,1,1,0,0,0,1,0.0,0,55.0,55.0,55.0,55.0
2025-11,FR,0,0,0,0,-3.0,3,2.0,0,0,0,3,0,2,0,0,0,5.0,1,1.0,1.0,1.0,-1.0
2025-11,IC,0,531,0,275,24621.0,3288,31124.0,1,733,102,3289,1165,837,1,0,1165,6503.0,1252,2.0,25.0,45.34999999999991,7.5663798401966815
2025-11,ICN,0,80,0,46,2968.0,577,4921.0,0,107,22,577,166,115,0,0,166,1953.0,296,-1.0,24.0,49.19999999999993,5.143847487001733
2025-11,IR,0,2,0,2,142.0,10,151.0,0,3,1,10,4,3,0,0,4,9.0,3,3.5,55.7,63.34999999999998,14.2
2025-11,MET,0,70,0,15,503.0,6518,8315.0,0,134,5,6518,438,2791,0,0,438,7812.0,3221,0.0,3.0,5.549999999999272,0.077984496124031
2025-11,NCL,0,108,0,88,8523.0,256,9231.0,0,116,57,256,118,5,0,0,118,708.0,25,40.0,151.0,197.3,57.58783783783784
2025-11,REG,0,7423,0,2327,364116.0,228182,608450.0,0,13519,435,228182,38218,96840,0,0,38218,244334.0,88177,1.0,7.0,11.0,1.6310883150043676
2025-11,,0,6460,0,3352,315572.0,29532,356548.0,0,8828,1348,29532,13556,7232,0,0,13556,40976.0,8708,4.0,33.0,56.0,10.698806617846488
2025-12,DIR,0,0,0,0,-3.0,1,0.0,0,0,0,1,0,0,0,0,0,3.0,1,-3.0,-3.0,-3.0,-3.0
2025-12,EC,4,182,0,61,7016.0,1497,9431.0,0,291,19,1501,466,393,0,0,466,2415.0,600,2.0,17.0,26.0,4.8087731322823855
2025-12,ECFR,0,5,0,2,241.0,20,241.0,0,9,0,20,18,2,0,0,18,0.0,0,8.5,20.30000000000002,33.000000000000014,12.05
2025-12,EN,0,24,0,15,1592.0,47,1647.0,8,29,8,55,35,14,8,0,35,55.0,6,10.0,98.4,119.59999999999994,28.945454545454545
2025-12,EXP,0,6,0,3,162.0,35,255.0,2,7,0,37,14,6,2,0,14,93.0,11,2.0,23.0,37.5,5.225806451612903
2025-12,FA,0,39,0,16,1866.0,184,2058.0,0,51,7,184,84,51,0,0,84,192.0,49,3.0,24.700000000000017,53.54999999999998,10.141304347826088
2025-12,FB,0,19,0,9,1161.0,77,1214.0,0,26,6,77,39,22,0,0,39,53.0,16,5.0,33.20000000000002,73.40000000000002,15.07792207792208
2025-12,FR,0,490,0,238,23695.0,2208,25936.0,4,683,93,2212,1078,594,4,0,1078,2241.0,540,4.0,32.0,52.44999999999982,10.712025316455696
2025-12,IC,10,449,2,239,17933.0,3197,25417.0,31,622,79,3238,999,805,29,0,999,7484.0,1396,1.0,22.0,41.04999999999973,5.6040625
2025-12,ICN,0,53,0,36,1625.0,618,4197.0,0,76,17,618,139,115,0,0,139,2572.0,364,-2.0,12.300000000000068,32.14999999999998,2.629449838187702
2025-12,IR,0,3,0,2,188.0,4,188.0,2,3,1,6,4,2,2,0,4,0.0,0,15.0,76.5,96.75,31.33333333333333
2025-12,MET,10,70,0,28,-466.0,6706,8292.0,16,134,4,6732,435,2727,16,0,435,8758.0,3502,-1.0,3.0,5.0,-0.0699279711884754
2025-12,NCL,10,18,0,16,1864.0,25,1864.0,0,19,11,35,19,11,0,0,19,0.0,0,42.0,141.00000000000003,212.8999999999997,62.133333333333326
2025-12,REG,683,6840,6,2250,322679.0,230429,579762.0,889,12309,465,232001,35590,97841,883,0,35590,257083.0,94291,0.0,6.0,10.0,1.4169865010846558
2025-12,,0,3490,0,1737,175681.0,18099,199938.0,0,4938,751,18099,7746,4867,0,0,7746,24257.0,5360,2.999336979943644,28.42107298745787,50.84314050500028,9.774477770897423
2026-01,DIR,1,0,0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2026-01,EC,92,167,0,68,7106.0,1334,9134.0,5,272,22,1431,448,393,5,0,448,2028.0,590,0.0,16.0,28.5,4.96575821104123
2026-01,ECFR,2,28,0,15,1115.0,58,1199.0,0,32,3,60,40,7,0,0,40,84.0,13,11.0,47.50000000000001,58.69999999999996,18.58333333333333
2026-01,EN,2,25,0,13,1343.0,50,1378.0,4,34,3,56,43,9,4,0,43,35.0,4,12.0,42.0,54.25,23.982142857142858
2026-01,EXP,2,2,0,2,83.0,12,144.0,0,2,1,14,2,5,0,0,2,61.0,7,-0.5,24.000000000000032,58.549999999999976,5.928571428571429
2026-01,FA,2,64,0,34,3126.0,506,4146.0,2,97,14,510,171,157,2,0,171,1020.0,182,1.0,19.0,41.54999999999996,6.129411764705883
2026-01,FB,0,27,0,11,1178.0,244,1468.0,2,49,2,246,83,74,2,0,83,290.0,89,1.0,15.0,26.5,4.788617886178862
2026-01,FR,20,1197,0,600,54774.0,6720,64462.0,29,1730,196,6769,2846,1846,29,0,2846,9688.0,2077,3.0,27.0,44.0,8.091889496232826
2026-01,IC,150,423,14,223,17476.0,2940,24222.0,146,590,71,3236,961,934,132,0,961,6746.0,1341,0.0,20.0,37.0,5.4004944375772554
2026-01,ICN,0,59,0,38,1107.0,521,3411.0,0,86,13,521,117,93,0,0,117,2304.0,311,-2.0,17.0,41.0,2.124760076775432
2026-01,MET,158,54,0,16,-1775.0,6529,7057.0,86,97,3,6773,355,2816,86,0,355,8832.0,3602,-1.0,3.0,5.0,-0.2620699837590433
2026-01,NCL,4,11,0,9,422.0,37,772.0,0,11,6,41,17,8,0,0,17,350.0,16,0.0,84.0,90.0,10.292682926829269
2026-01,REG,9097,7421,16,2662,329710.0,223827,587972.0,3857,12886,493,236781,34744,105576,3841,0,34744,258262.0,96461,0.0,6.0,10.0,1.392468145670472
2026-01,,0,49,0,23,1358.0,472,2573.0,0,78,4,472,141,117,0,0,141,1215.0,214,0.8601694915254239,14.152542372881356,21.97881355932204,2.8771186440677967
2026-02,EC,44,168,0,70,6034.0,1323,8138.0,15,252,13,1382,426,386,15,0,426,2104.0,570,1.0,17.0,29.90000000000009,4.366136034732272
2026-02,ECFR,2,12,0,6,533.0,52,648.0,0,20,1,54,32,7,0,0,32,115.0,15,7.0,32.20000000000002,43.44999999999996,9.87037037037037
2026-02,EN,0,27,0,13,1682.0,47,1692.0,5,37,5,52,45,4,5,0,45,10.0,3,18.5,51.49999999999999,173.0999999999999,32.34615384615385
2026-02,EXP,2,1,0,1,35.0,17,73.0,1,2,0,20,5,7,1,0,5,38.0,8,0.0,8.300000000000004,12.150000000000016,1.75
2026-02,FA,2,78,0,44,3730.0,407,4400.0,8,106,19,417,159,122,8,0,159,670.0,136,2.0,33.0,59.0,8.94484412470024
2026-02,FB,1,46,12,20,2299.0,201,2621.0,16,66,11,218,91,55,4,0,91,322.0,72,3.0,29.0,55.3499999999998,10.545871559633028
2026-02,FR,33,1121,4,562,59140.0,6168,67732.0,46,1590,259,6247,2572,1746,42,0,2572,8592.0,1929,3.0,27.0,51.0,9.466944133183928
2026-02,IC,102,393,24,174,16275.0,2707,21780.0,57,575,73,2866,908,813,33,0,908,5505.0,1145,1.0,20.0,36.0,5.678646196789951
2026-02,ICN,0,55,0,32,2113.0,472,3699.0,0,76,17,472,114,100,0,0,114,1586.0,258,-1.0,19.800000000000065,44.0,4.476694915254237
2026-02,IR,0,1,0,1,56.0,0,56.0,1,1,0,1,1,0,1,0,1,0.0,0,56.0,56.0,56.0,56.0
2026-02,MET,81,55,0,17,-1367.0,5819,6385.0,92,97,1,5992,283,2649,92,0,283,7752.0,3060,-1.0,3.0,4.0,-0.2281375166889185
2026-02,NCL,12,48,0,38,2070.0,94,2957.0,3,52,25,109,57,15,3,0,57,887.0,37,8.0,83.4,98.79999999999998,18.9908256880734
2026-02,REG,5494,6093,24,1913,274121.0,214437,515559.0,3526,10835,326,223457,31364,100429,3502,0,31364,241438.0,91664,0.0,6.0,9.0,1.2267281848409313
2026-02,,27,91,0,52,3848.0,872,5194.0,1,103,13,900,209,399,1,0,209,1346.0,292,1.6033333333333333,13.271333333333336,34.46855555555552,4.275555555555556
2026-03,EC,31,167,0,65,6474.0,1456,8669.0,8,263,17,1495,427,390,8,0,427,2195.0,678,0.0,16.0,27.0,4.330434782608696
2026-03,ECFR,0,13,0,6,382.0,57,573.0,0,17,2,57,22,5,0,0,22,191.0,30,-1.0,30.599999999999994,52.79999999999998,6.701754385964913
2026-03,EN,0,32,0,10,1127.0,51,1150.0,4,40,2,55,47,4,4,0,47,23.0,4,17.0,37.80000000000001,48.69999999999997,20.49090909090909
2026-03,EXP,1,5,0,2,274.0,15,307.0,2,7,2,18,9,4,2,0,9,33.0,5,4.0,36.10000000000002,73.69999999999989,15.22222222222222
2026-03,FA,0,49,0,13,1337.0,402,2147.0,0,60,3,402,121,124,0,0,121,810.0,157,1.0,16.0,22.94999999999999,3.325870646766169
2026-03,FB,0,25,0,12,1321.0,243,1440.0,0,40,1,243,80,116,0,0,80,119.0,47,2.0,15.600000000000025,29.0,5.436213991769547
2026-03,FR,0,863,0,342,36167.0,6926,47035.0,21,1404,89,6947,2549,2040,21,0,2549,10868.0,2358,2.0,18.0,29.0,5.20613214337124
2026-03,IC,25,367,7,167,14555.0,3100,21083.0,39,550,56,3164,942,833,32,0,942,6528.0,1389,0.0,16.0,30.0,4.600189633375474
2026-03,ICN,0,65,0,43,1543.0,594,4041.0,0,77,19,594,121,112,0,0,121,2498.0,361,-2.0,16.700000000000045,50.35000000000002,2.5976430976430978
2026-03,IR,0,0,0,0,-1.0,1,0.0,1,0,0,2,0,1,1,0,0,1.0,1,-0.5,-0.0999999999999999,-0.05,-0.5
2026-03,MET,55,112,0,30,2103.0,6751,9980.0,106,171,0,6912,476,3395,106,0,476,7877.0,3041,0.0,3.0,5.0,0.3042534722222222
2026-03,NCL,45,24,0,20,1769.0,41,1846.0,0,26,14,86,31,50,0,0,31,77.0,5,0.0,75.0,121.0,20.569767441860463
2026-03,REG,1764,6089,21,2057,259794.0,237848,538917.0,2705,10776,414,242317,31595,106334,2684,0,31595,279123.0,104388,0.0,5.0,9.0,1.0721245310894407
2026-03,,101,24,0,24,1147.0,232,1653.0,0,24,0,333,102,182,0,0,102,506.0,49,0.6006006006006005,12.169969969969973,23.391591591591563,3.444444444444445
2026-04,DIR,0,0,0,0,10.0,1,10.0,0,1,0,1,1,0,0,0,1,0.0,0,10.0,10.0,10.0,10.0
2026-04,EC,19,176,0,59,7899.0,1531,9660.0,7,331,15,1557,558,439,7,0,558,1761.0,560,2.0,16.0,25.0,5.073217726396917
2026-04,ECFR,2,10,0,3,316.0,48,418.0,0,14,1,50,23,14,0,0,23,102.0,13,4.0,22.200000000000003,29.199999999999992,6.32
2026-04,EN,0,24,0,9,1021.0,51,1032.0,4,34,2,55,45,6,4,0,45,11.0,4,11.0,32.2,45.49999999999999,18.563636363636363
2026-04,EXP,5,4,1,2,204.0,24,281.0,6,5,2,35,14,8,5,0,14,77.0,13,0.0,14.000000000000009,34.499999999999844,5.828571428571428
2026-04,FA,0,39,0,21,2327.0,347,2868.0,6,58,7,353,105,115,6,0,105,541.0,133,1.0,18.80000000000001,34.19999999999993,6.592067988668555
2026-04,FB,0,40,0,16,2385.0,232,2510.0,4,56,6,236,98,93,4,0,98,125.0,45,3.0,24.0,43.0,10.10593220338983
2026-04,FR,15,864,5,391,41079.0,6604,51136.0,223,1337,118,6842,2433,2128,218,0,2433,10057.0,2281,2.0,18.0,33.0,6.003946214557147
2026-04,IC,77,438,3,224,18099.0,3002,23810.0,60,656,59,3139,1126,864,57,0,1126,5711.0,1149,1.0,21.0,36.0,5.765848996495699
2026-04,ICN,0,34,0,22,-382.0,549,2113.0,0,47,10,549,89,100,0,0,89,2495.0,360,-3.0,8.0,20.200000000000045,-0.6958105646630237
2026-04,IR,0,1,0,1,88.0,4,90.0,2,1,1,6,4,1,2,0,4,2.0,1,5.0,39.0,55.5,14.666666666666666
2026-04,MET,34,65,0,20,240.0,6678,8651.0,73,121,0,6785,406,3247,73,0,406,8411.0,3132,0.0,3.0,5.0,0.0353721444362564
2026-04,NCL,64,16,0,15,842.0,21,1115.0,0,16,10,85,16,64,0,0,16,273.0,5,0.0,71.40000000000003,88.8,9.905882352941177
2026-04,REG,1604,5654,23,1762,244809.0,230076,514852.0,2534,10467,330,234214,31369,103143,2511,0,31369,270043.0,99702,0.0,6.0,9.0,1.0452364077296832
2026-04,,52,24,0,24,1169.0,200,1829.0,0,48,0,252,107,83,0,0,107,660.0,62,2.01984126984127,14.885714285714284,26.359920634920613,4.63888888888889
2026-05,EC,55,199,0,85,8719.0,1532,10466.0,8,317,20,1595,563,477,8,0,563,1747.0,555,2.0,17.0,32.0,5.466457680250784
2026-05,ECFR,0,13,0,8,745.0,55,779.0,0,21,3,55,25,24,0,0,25,34.0,6,4.0,43.00000000000002,57.09999999999998,13.545454545454543
2026-05,EN,0,31,0,12,1340.0,53,1347.0,8,41,2,61,44,14,8,0,44,7.0,3,15.0,37.0,54.0,21.9672131147541
2026-05,EXP,0,11,1,8,698.0,59,825.0,5,17,6,64,26,18,4,0,26,127.0,20,3.0,49.300000000000026,68.09999999999997,10.90625
2026-05,FA,0,63,1,27,2597.0,367,3386.0,4,93,9,371,163,80,3,0,163,789.0,128,3.0,23.0,42.0,7.0
2026-05,FB,0,49,0,24,2738.0,241,2890.0,1,73,11,242,106,86,1,0,106,152.0,50,3.0,28.90000000000001,47.89999999999998,11.31404958677686
2026-05,FR,5,1361,2,660,61573.0,7014,69768.0,14,1905,186,7033,3125,1902,12,0,3125,8195.0,2006,3.0,28.0,45.39999999999964,8.754869899047348
2026-05,IC,45,563,5,303,24224.0,3052,30590.0,51,794,110,3148,1260,769,46,0,1260,6366.0,1119,2.0,28.0,48.0,7.695044472681067
2026-05,ICN,0,65,0,34,1495.0,588,4174.0,0,95,20,588,139,124,0,0,139,2679.0,325,-2.0,17.0,37.0,2.542517006802721
2026-05,IR,0,1,0,1,48.0,1,48.0,2,1,0,3,1,2,2,0,1,0.0,0,3.0,35.800000000000004,39.9,16.0
2026-05,MET,81,63,0,21,3536.0,6774,9405.0,103,111,2,6958,413,3805,103,0,413,5869.0,2740,0.0,3.0,5.0,0.5081920091980454
2026-05,NCL,1,7,0,6,898.0,8,983.0,0,7,5,9,7,1,0,0,7,85.0,1,92.0,276.0,284.0,99.77777777777776
2026-05,REG,6076,7637,20,2465,337868.0,228489,594761.0,3319,13431,447,237884,35520,106186,3299,0,35520,256893.0,96178,0.0,6.0,10.0,1.4203056952127928
2026-05,,22,245,0,125,10602.0,862,11347.0,0,346,45,884,468,228,0,0,468,745.0,188,6.029411764705882,30.234389140271507,44.639366515837,11.993212669683258
2026-06,EC,61,233,1,106,10826.0,1201,11918.0,11,341,33,1273,518,375,10,0,518,1092.0,380,3.0,26.799999999999955,45.39999999999986,8.50432050274941
2026-06,ECFR,0,8,0,5,438.0,32,438.0,0,14,1,32,17,15,0,0,17,0.0,0,5.5,48.10000000000002,52.35,13.6875
2026-06,EN,0,30,0,16,1282.0,53,1346.0,5,41,2,58,49,6,5,0,49,64.0,3,15.0,41.60000000000001,52.45,22.103448275862068
2026-06,EXP,13,14,1,8,508.0,37,567.0,7,17,1,57,23,23,6,0,23,59.0,11,1.0,33.4,44.79999999999996,8.912280701754385
2026-06,FA,0,30,0,16,1301.0,276,1889.0,2,51,4,278,99,79,2,0,99,588.0,100,2.0,16.30000000000001,31.299999999999955,4.679856115107913
2026-06,FB,0,51,0,23,1777.0,226,2013.0,0,68,3,226,91,68,0,0,91,236.0,67,3.0,29.5,38.0,7.862831858407079
2026-06,FR,10,1462,0,761,69861.0,6771,77848.0,40,2071,253,6821,3169,1776,40,0,3169,7987.0,1876,4.0,33.0,51.0,10.2420466207301
2026-06,IC,46,606,9,305,28845.0,2882,33848.0,54,863,106,2982,1315,712,45,0,1315,5003.0,955,3.0,30.0,50.0,9.673038229376257
2026-06,ICN,0,49,0,24,562.0,551,2931.0,0,65,11,551,116,104,0,0,116,2369.0,331,-2.0,11.0,26.5,1.0199637023593466
2026-06,IR,0,2,0,2,112.0,3,112.0,1,3,0,4,4,0,1,0,4,0.0,0,24.5,50.400000000000006,53.69999999999999,28.0
2026-06,MET,143,25,0,4,-302.0,5275,7099.0,1072,56,0,6490,314,3232,1072,0,314,7401.0,2944,0.0,3.0,4.0,-0.0465331278890599
2026-06,NCL,6,5,0,4,161.0,11,280.0,0,5,3,17,5,7,0,0,5,119.0,5,0.0,69.80000000000001,78.0,9.470588235294118
2026-06,REG,5712,8171,14,2809,361298.0,218290,610050.0,4045,14016,600,228047,35523,100793,4031,0,35523,248752.0,91731,0.0,6.0,11.0,1.5843137598828312
2026-06,,23,68,0,32,3084.0,322,3468.0,0,99,24,345,119,107,0,0,119,384.0,119,1.7130434782608697,23.99072463768117,39.28260869565215,8.939130434782607
2026-07,DIR,0,0,0,0,-2.0,0,0.0,1,0,0,1,0,0,1,0,0,2.0,1,-2.0,-2.0,-2.0,-2.0
2026-07,EC,18,122,0,52,5186.0,665,6051.0,6,183,22,689,245,177,6,0,245,865.0,267,1.0,23.200000000000045,38.60000000000002,7.526850507982584
2026-07,ECFR,0,18,0,9,844.0,34,846.0,0,23,7,34,29,4,0,0,29,2.0,1,15.0,65.7,72.35,24.823529411764707
2026-07,EN,2,17,0,11,1931.0,30,1973.0,4,21,9,36,26,5,4,0,26,42.0,5,13.5,151.0,219.25,53.638888888888886
2026-07,EXP,2,4,1,2,130.0,31,322.0,6,7,2,39,14,9,5,0,14,192.0,16,1.0,14.200000000000003,30.700000000000095,3.3333333333333335
2026-07,FA,0,51,0,26,2201.0,237,2566.0,2,69,4,239,110,54,2,0,110,365.0,75,4.0,31.200000000000017,48.099999999999994,9.209205020920502
2026-07,FB,0,54,1,20,2652.0,180,2739.0,4,77,11,184,108,49,3,0,108,87.0,27,7.0,30.700000000000017,62.0,14.41304347826087
2026-07,FR,6,1081,2,477,48710.0,5289,55057.0,15,1576,156,5310,2558,1330,13,0,2558,6347.0,1422,4.0,28.0,43.0,9.173258003766477
2026-07,IC,70,629,12,355,32500.0,2356,35975.0,70,862,132,2496,1203,608,58,0,1203,3475.0,685,4.0,37.0,62.0,13.020833333333334
2026-07,ICN,0,43,0,23,1585.0,398,2969.0,0,60,12,398,110,90,0,0,110,1384.0,198,0.0,16.30000000000001,32.44999999999993,3.9824120603015074
2026-07,IR,1,0,0,0,-3.0,1,0.0,1,0,0,3,0,2,1,0,0,3.0,1,0.0,0.0,0.0,-1.0
2026-07,MET,51,88,0,21,-3725.0,4838,5811.0,69,135,3,4958,292,1520,69,0,292,9536.0,3146,-1.0,3.0,5.0,-0.7513110125050424
2026-07,NCL,26,3,0,3,372.0,12,508.0,0,4,3,38,5,28,0,0,5,136.0,5,0.0,10.200000000000017,110.44999999999993,9.789473684210526
2026-07,REG,5030,6353,25,2290,288523.0,178128,490230.0,3249,10880,505,186407,28432,82894,3224,0,28432,201707.0,75081,0.0,6.0,11.0,1.5478120456849795
2026-07,nan,3,11,0,4,267.0,59,463.0,6,15,1,68,21,15,6,0,21,196.0,32,0.0,21.900000000000013,28.89999999999999,3.926470588235294
2026-07,,41,134,0,66,3306.0,731,6166.0,130,170,21,902,262,237,130,0,262,2860.0,403,0.25498891352549874,20.03569844789357,33.34745011086472,3.6651884700665187
