giorno,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,nome_partenza,nome_arrivo
2026-02-14,REG,S02038,S02044,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,TRENTO,ROVERETO
2026-02-14,REG,S02038,S02314,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4,1,3,1.5,1.5,3.5,3.75,0,TRENTO,BORGO VALSUGANA EST
2026-02-14,REG,S02038,S02430,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,0,TRENTO,VERONA PORTA NUOVA
2026-02-14,REG,S02038,S02520,10,10,0,0,0,0,9,0,1,0,0,0,0,0,16,1,15,1.5,1.0,3.1,3.549999999999999,0,TRENTO,BASSANO DEL GRAPPA
2026-02-14,REG,S02044,S02038,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,ROVERETO,TRENTO
2026-02-14,REG,S02049,S02026,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,0,ALA,BOLZANO
2026-02-14,REG,S02114,S02011,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,0,S.CANDIDO,FORTEZZA
2026-02-14,REG,S02140,S02446,13,13,0,0,0,0,4,0,9,0,0,0,0,0,4,16,-12,-0.9230769230769232,-1.0,0.8000000000000007,1.7999999999999972,0,SCHIO,VICENZA
2026-02-14,REG,S02216,S02001,14,14,0,0,0,0,2,1,11,1,1,1,1,0,51,17,34,2.4285714285714284,-1.0,2.0,17.749999999999986,0,MERANO,BRENNERO
2026-02-14,REG,S02216,S02026,7,7,0,0,0,0,5,2,0,2,0,0,0,0,28,0,28,4.0,3.0,7.800000000000001,8.399999999999999,0,MERANO,BOLZANO
2026-02-14,REG,S02314,S02038,2,2,0,0,0,0,1,1,0,1,0,0,0,0,8,0,8,4.0,4.0,6.4,6.699999999999999,0,BORGO VALSUGANA EST,TRENTO
2026-02-14,REG,S02336,S02430,13,13,0,0,0,0,11,1,1,1,0,0,0,0,30,1,29,2.230769230769231,2.0,3.8000000000000007,4.799999999999997,0,MANTOVA,VERONA PORTA NUOVA
2026-02-14,REG,S02336,S02589,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,2,-1,-0.5,-0.5,0.7000000000000001,0.8499999999999999,0,MANTOVA,VENEZIA MESTRE
2026-02-14,REG,S02336,S05032,15,15,0,0,0,0,2,0,13,0,0,0,0,0,5,48,-43,-2.8666666666666667,-4.0,0.7999999999999989,2.299999999999999,0,MANTOVA,MODENA
2026-02-14,REG,S02336,S05043,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,0,MANTOVA,BOLOGNA CENTRALE
2026-02-14,REG,S02336,S05703,5,5,0,0,0,0,3,0,2,0,0,0,0,0,4,3,1,0.2,1.0,1.6,1.7999999999999998,0,MANTOVA,MONSELICE
2026-02-14,REG,S02340,S05161,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,0,SUZZARA,SERMIDE
2026-02-14,REG,S02340,S05712,5,5,0,0,0,0,2,0,3,0,0,0,0,0,5,5,0,0.0,-1.0,2.6,2.8,0,SUZZARA,FERRARA
2026-02-14,REG,S02349,S05032,14,14,0,0,0,0,1,0,13,0,0,0,0,0,1,44,-43,-3.071428571428572,-3.5,-1.299999999999999,-0.3000000000000007,0,CARPI,MODENA
2026-02-14,REG,S02366,S02581,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,0,LEGNAGO,PADOVA
2026-02-14,REG,S02366,S05706,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,0,LEGNAGO,ROVIGO
2026-02-14,REG,S02430,S01645,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,0,VERONA PORTA NUOVA,MILANO PORTA GARIBALDI
2026-02-14,REG,S02430,S01700,17,17,0,0,0,0,6,9,2,9,3,2,0,0,92,3,89,5.235294117647059,5.0,12.400000000000002,16.999999999999996,0,VERONA PORTA NUOVA,MILANO CENTRALE
2026-02-14,REG,S02430,S01701,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,1,VERONA PORTA NUOVA,MILANO LAMBRATE
2026-02-14,REG,S02430,S01717,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4,4,0,0.0,0.0,3.2,3.6,0,VERONA PORTA NUOVA,BRESCIA
2026-02-14,REG,S02430,S02001,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,-11,-11.0,-11.0,-11.0,-11.0,0,VERONA PORTA NUOVA,BRENNERO
2026-02-14,REG,S02430,S02026,12,12,0,0,0,0,4,0,8,0,0,0,0,0,2,33,-31,-2.583333333333333,-2.5,0.0,0.8999999999999986,0,VERONA PORTA NUOVA,BOLZANO
2026-02-14,REG,S02430,S02336,13,13,0,0,0,0,11,2,0,2,1,0,0,0,50,0,50,3.8461538461538463,3.0,7.200000000000003,9.199999999999996,0,VERONA PORTA NUOVA,MANTOVA
2026-02-14,REG,S02430,S02593,28,28,0,0,0,0,10,10,8,10,5,4,0,0,146,13,133,4.75,2.0,19.3,20.65,0,VERONA PORTA NUOVA,VENEZIA S.LUCIA
2026-02-14,REG,S02430,S05043,7,7,0,0,0,0,3,2,2,2,0,0,0,0,19,5,14,2.0,3.0,5.0,5.0,0,VERONA PORTA NUOVA,BOLOGNA CENTRALE
2026-02-14,REG,S02430,S05706,7,7,0,0,0,0,1,0,6,0,0,0,0,0,2,20,-18,-2.571428571428572,-3.0,-0.9999999999999982,0.4999999999999964,0,VERONA PORTA NUOVA,ROVIGO
2026-02-14,REG,S02446,S02140,12,12,0,0,0,0,1,0,11,0,0,0,0,0,4,43,-39,-3.25,-4.0,-1.0999999999999996,1.2499999999999964,0,VICENZA,SCHIO
2026-02-14,REG,S02446,S02520,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,0,VICENZA,BASSANO DEL GRAPPA
2026-02-14,REG,S02446,S02593,1,1,0,0,0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,0,VICENZA,VENEZIA S.LUCIA
2026-02-14,REG,S02446,S02712,12,12,0,0,0,0,2,0,10,0,0,0,0,0,3,16,-13,-1.0833333333333333,-1.0,-0.0999999999999996,1.349999999999998,0,VICENZA,TREVISO CENTRALE
2026-02-14,REG,S02520,S02038,10,10,0,0,0,0,2,0,8,0,0,0,0,0,2,15,-13,-1.3,-1.0,1.0,1.0,0,BASSANO DEL GRAPPA,TRENTO
2026-02-14,REG,S02520,S02446,2,2,0,0,0,0,1,1,0,1,0,0,0,0,10,0,10,5.0,5.0,7.4,7.699999999999999,0,BASSANO DEL GRAPPA,VICENZA
2026-02-14,REG,S02520,S02581,8,8,0,0,0,0,1,0,7,0,0,0,0,0,4,11,-7,-0.875,-1.5,0.4999999999999991,2.2499999999999973,0,BASSANO DEL GRAPPA,PADOVA
2026-02-14,REG,S02520,S02593,24,24,0,0,0,0,18,3,3,3,0,0,0,0,58,6,52,2.1666666666666665,2.0,4.699999999999999,5.849999999999998,0,BASSANO DEL GRAPPA,VENEZIA S.LUCIA
2026-02-14,REG,S02550,S02559,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0,CALALZO PIEVE CADORE CORTINA,BELLUNO
2026-02-14,REG,S02559,S02550,16,15,0,1,0,0,5,1,10,1,0,0,0,0,6,22,-16,-1.0,-2.0,0.5,2.0,0,BELLUNO,CALALZO PIEVE CADORE CORTINA
2026-02-14,REG,S02559,S02558,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,1,BELLUNO,PONTE NELLE ALPI POLPET
2026-02-14,REG,S02559,S02581,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,0,BELLUNO,PADOVA
2026-02-14,REG,S02559,S02593,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-0.5,-0.5,-0.09999999999999998,-0.050000000000000044,0,BELLUNO,VENEZIA S.LUCIA
2026-02-14,REG,S02570,S02712,21,21,0,0,0,0,12,1,8,1,0,0,0,0,22,12,10,0.4761904761904761,0.0,4.0,4.0,0,MONTEBELLUNA,TREVISO CENTRALE
2026-02-14,REG,S02581,S02366,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,0,PADOVA,LEGNAGO
2026-02-14,REG,S02581,S02520,8,8,0,0,0,0,1,0,7,0,0,0,0,0,2,16,-14,-1.75,-2.0,-0.1000000000000005,0.9499999999999984,0,PADOVA,BASSANO DEL GRAPPA
2026-02-14,REG,S02581,S02537,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,0,PADOVA,CASTELFRANCO VENETO
2026-02-14,REG,S02581,S02559,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0,PADOVA,BELLUNO
2026-02-14,REG,S02581,S02593,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.8,2.9,0,PADOVA,VENEZIA S.LUCIA
2026-02-14,REG,S02581,S02712,3,3,0,0,0,0,1,0,2,0,0,0,0,0,1,4,-3,-1.0,-1.0,0.6000000000000001,0.7999999999999998,0,PADOVA,TREVISO CENTRALE
2026-02-14,REG,S02589,S02336,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,0,VENEZIA MESTRE,MANTOVA
2026-02-14,REG,S02589,S03200,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0,VENEZIA MESTRE,PORTOGRUARO CAORLE
2026-02-14,REG,S02589,S03317,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,0,VENEZIA MESTRE,TRIESTE CENTRALE
2026-02-14,REG,S02589,S05420,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,0,VENEZIA MESTRE,ADRIA
2026-02-14,REG,S02593,S01717,2,2,0,0,0,0,1,1,0,1,0,0,0,0,10,0,10,5.0,5.0,8.2,8.6,0,VENEZIA S.LUCIA,BRESCIA
2026-02-14,REG,S02593,S02430,29,29,0,0,0,0,13,7,9,7,2,2,1,0,137,55,82,2.827586206896552,2.0,6.199999999999999,18.99999999999996,0,VENEZIA S.LUCIA,VERONA PORTA NUOVA
2026-02-14,REG,S02593,S02520,24,24,0,0,0,0,13,4,7,4,1,1,0,0,60,22,38,1.5833333333333333,2.0,5.0,5.0,0,VENEZIA S.LUCIA,BASSANO DEL GRAPPA
2026-02-14,REG,S02593,S02559,19,19,0,0,0,0,13,6,0,6,1,0,0,0,78,0,78,4.105263157894737,4.0,6.599999999999998,9.199999999999996,0,VENEZIA S.LUCIA,BELLUNO
2026-02-14,REG,S02593,S02581,3,3,0,0,0,0,1,2,0,2,0,0,0,0,17,0,17,5.666666666666667,7.0,7.8,7.9,0,VENEZIA S.LUCIA,PADOVA
2026-02-14,REG,S02593,S02703,3,3,0,0,0,0,2,1,0,1,1,1,0,0,20,0,20,6.666666666666667,3.0,14.2,15.599999999999998,0,VENEZIA S.LUCIA,SACILE
2026-02-14,REG,S02593,S02706,5,5,0,0,0,0,3,1,1,1,0,0,0,0,11,3,8,1.6,2.0,4.2,4.6,0,VENEZIA S.LUCIA,CONEGLIANO
2026-02-14,REG,S02593,S02712,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,0,VENEZIA S.LUCIA,TREVISO CENTRALE
2026-02-14,REG,S02593,S03026,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,0,VENEZIA S.LUCIA,UDINE
2026-02-14,REG,S02593,S03200,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0,VENEZIA S.LUCIA,PORTOGRUARO CAORLE
2026-02-14,REG,S02593,S03317,1,1,0,0,0,0,0,1,0,1,1,1,0,0,29,0,29,29.0,29.0,29.0,29.0,0,VENEZIA S.LUCIA,TRIESTE CENTRALE
2026-02-14,REG,S02593,S05043,16,16,0,0,0,0,2,2,12,2,1,1,0,0,26,58,-32,-2.0,-3.5,3.5,9.0,0,VENEZIA S.LUCIA,BOLOGNA CENTRALE
2026-02-14,REG,S02593,S05420,10,10,0,0,0,0,6,0,4,0,0,0,0,0,4,7,-3,-0.3,0.0,1.0999999999999996,1.549999999999999,0,VENEZIA S.LUCIA,ADRIA
2026-02-14,REG,S02593,S05706,7,7,0,0,0,0,0,2,5,2,1,0,0,0,20,21,-1,-0.1428571428571428,-3.0,9.6,10.799999999999995,0,VENEZIA S.LUCIA,ROVIGO
2026-02-14,REG,S02703,S02593,4,4,0,0,0,0,1,0,3,0,0,0,0,0,2,5,-3,-0.75,-1.5,1.1000000000000003,1.549999999999999,0,SACILE,VENEZIA S.LUCIA
2026-02-14,REG,S02703,S03026,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,0,SACILE,UDINE
2026-02-14,REG,S02703,S03084,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,12,-12,-1.7142857142857142,-2.0,-1.0,-1.0,0,SACILE,MANIAGO
2026-02-14,REG,S02706,S02593,4,4,0,0,0,0,2,0,2,0,0,0,0,0,1,3,-2,-0.5,-0.5,0.7000000000000002,0.8499999999999996,0,CONEGLIANO,VENEZIA S.LUCIA
2026-02-14,REG,S02706,S02712,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,0,CONEGLIANO,TREVISO CENTRALE
2026-02-14,REG,S02712,S02446,12,12,0,0,0,0,2,1,9,1,1,0,0,0,15,20,-5,-0.4166666666666667,-1.0,1.8000000000000007,6.949999999999992,0,TREVISO CENTRALE,VICENZA
2026-02-14,REG,S02712,S02570,19,19,0,0,0,0,17,0,2,0,0,0,0,0,30,2,28,1.4736842105263157,2.0,3.0,3.0,0,TREVISO CENTRALE,MONTEBELLUNA
2026-02-14,REG,S02712,S02581,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,-1,-0.3333333333333333,0.0,0.0,0.0,0,TREVISO CENTRALE,PADOVA
2026-02-14,REG,S02712,S02593,4,4,0,0,0,0,3,0,1,0,0,0,0,0,7,3,4,1.0,1.5,3.4000000000000004,3.6999999999999993,0,TREVISO CENTRALE,VENEZIA S.LUCIA
2026-02-14,REG,S02712,S02706,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,0,TREVISO CENTRALE,CONEGLIANO
2026-02-14,REG,S02712,S03200,11,11,0,0,0,0,2,0,9,0,0,0,0,0,4,27,-23,-2.090909090909091,-3.0,1.0,2.0,0,TREVISO CENTRALE,PORTOGRUARO CAORLE
2026-02-14,REG,S02830,S03200,7,7,0,0,0,0,6,1,0,1,0,0,0,0,18,0,18,2.571428571428572,2.0,4.600000000000001,5.799999999999997,0,CASARSA,PORTOGRUARO CAORLE
2026-02-14,REG,S03015,S03317,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,7,-7,-2.333333333333333,-3.0,-1.4,-1.2000000000000002,0,TARVISIO BOSCOVERDE,TRIESTE CENTRALE
2026-02-14,REG,S03016,S03026,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,0,CARNIA,UDINE
2026-02-14,REG,S03016,S03317,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,10,-10,-2.5,-2.5,-1.2999999999999998,-1.1500000000000004,0,CARNIA,TRIESTE CENTRALE
2026-02-14,REG,S03019,S03026,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11,0,11,11.0,11.0,11.0,11.0,0,GEMONA DEL FRIULI,UDINE
2026-02-14,REG,S03026,S02593,12,12,0,0,0,0,7,2,3,2,0,0,0,0,27,5,22,1.8333333333333333,2.0,4.9,5.0,0,UDINE,VENEZIA S.LUCIA
2026-02-14,REG,S03026,S02703,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,0,UDINE,SACILE
2026-02-14,REG,S03026,S03016,3,3,0,0,0,0,1,1,1,1,0,0,0,0,7,4,3,1.0,2.0,4.4,4.699999999999999,0,UDINE,CARNIA
2026-02-14,REG,S03026,S03317,8,8,0,0,0,0,3,2,3,2,1,1,0,0,36,11,25,3.125,1.5,10.999999999999996,17.99999999999999,0,UDINE,TRIESTE CENTRALE
2026-02-14,REG,S03026,S03466,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,0,UDINE,VILLA OPICINA
2026-02-14,REG,S03084,S02703,7,7,0,0,0,0,1,0,6,0,0,0,0,0,0,14,-14,-2.0,-2.0,-0.5999999999999996,-0.3000000000000007,0,MANIAGO,SACILE
2026-02-14,REG,S03200,S02593,17,17,0,0,0,0,8,3,6,3,1,1,0,0,46,18,28,1.6470588235294117,1.0,5.0,8.399999999999988,0,PORTOGRUARO CAORLE,VENEZIA S.LUCIA
2026-02-14,REG,S03200,S02712,11,11,0,0,0,0,10,0,1,0,0,0,0,0,13,2,11,1.0,1.0,3.0,3.5,0,PORTOGRUARO CAORLE,TREVISO CENTRALE
2026-02-14,REG,S03200,S02830,7,7,0,0,0,0,4,1,2,1,0,0,0,0,10,3,7,1.0,1.0,3.6000000000000014,4.799999999999997,0,PORTOGRUARO CAORLE,CASARSA
2026-02-14,REG,S03200,S03317,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,16,-16,-3.2,-3.0,-2.4,-2.2,0,PORTOGRUARO CAORLE,TRIESTE CENTRALE
2026-02-14,REG,S03310,S02593,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0,MONFALCONE,VENEZIA S.LUCIA
2026-02-14,REG,S03317,S02589,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,0,TRIESTE CENTRALE,VENEZIA MESTRE
2026-02-14,REG,S03317,S02593,22,22,0,0,0,0,10,3,9,3,1,1,0,0,45,23,22,1.0,1.0,4.900000000000002,5.949999999999999,0,TRIESTE CENTRALE,VENEZIA S.LUCIA
2026-02-14,REG,S03317,S02703,1,1,0,0,0,0,0,1,0,1,1,1,0,0,18,0,18,18.0,18.0,18.0,18.0,0,TRIESTE CENTRALE,SACILE
2026-02-14,REG,S03317,S03015,3,3,0,0,0,0,0,1,2,1,1,1,0,0,24,7,17,5.666666666666667,-3.0,18.6,21.3,0,TRIESTE CENTRALE,TARVISIO BOSCOVERDE
2026-02-14,REG,S03317,S03016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0,TRIESTE CENTRALE,CARNIA
2026-02-14,REG,S03317,S03019,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,0,TRIESTE CENTRALE,GEMONA DEL FRIULI
2026-02-14,REG,S03317,S03026,6,6,0,0,0,0,2,1,3,1,0,0,0,0,7,9,-2,-0.3333333333333333,-0.5,3.0,4.0,0,TRIESTE CENTRALE,UDINE
2026-02-14,REG,S03317,S03200,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,11,-11,-2.75,-3.0,-1.2999999999999998,-1.1500000000000004,0,TRIESTE CENTRALE,PORTOGRUARO CAORLE
2026-02-14,REG,S03317,S03466,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,0,TRIESTE CENTRALE,VILLA OPICINA
2026-02-14,REG,S03466,S03026,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,0,VILLA OPICINA,UDINE
2026-02-14,REG,S03466,S03317,1,1,0,0,0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,0,VILLA OPICINA,TRIESTE CENTRALE
2026-02-14,REG,S04203,S01326,5,5,0,0,0,0,1,2,2,2,1,0,0,0,22,2,20,4.0,0.0,11.4,12.2,0,NOVI LIGURE,MILANO GRECO PIRELLI
2026-02-14,REG,S04203,S01640,1,1,0,0,0,0,0,1,0,1,0,0,0,0,9,0,9,9.0,9.0,9.0,9.0,0,NOVI LIGURE,MILANO CERTOSA
2026-02-14,REG,S04203,S04702,3,3,0,0,0,0,2,0,1,0,0,0,0,0,2,6,-4,-1.3333333333333333,1.0,1.0,1.0,0,NOVI LIGURE,GENOVA BRIGNOLE
2026-02-14,REG,S04207,S01326,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,0,ARQUATA SCRIVIA,MILANO GRECO PIRELLI
2026-02-14,REG,S04207,S04702,12,12,0,0,0,0,1,0,11,0,0,0,0,0,1,33,-32,-2.6666666666666665,-3.0,-1.0999999999999996,-0.1000000000000014,0,ARQUATA SCRIVIA,GENOVA BRIGNOLE
2026-02-14,REG,S04501,S00219,3,3,0,0,0,0,2,1,0,1,0,0,0,0,12,0,12,4.0,3.0,6.2,6.6,0,VENTIMIGLIA,TORINO PORTA NUOVA
2026-02-14,REG,S04501,S00610,4,4,0,0,0,0,2,0,2,0,0,0,0,0,4,3,1,0.25,0.0,2.4000000000000004,2.6999999999999997,0,VENTIMIGLIA,CUNEO
2026-02-14,REG,S04501,S01700,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,VENTIMIGLIA,MILANO CENTRALE
2026-02-14,REG,S04501,S04523,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,0,VENTIMIGLIA,IMPERIA
2026-02-14,REG,S04501,S04702,7,7,0,0,0,0,6,0,1,0,0,0,0,0,11,1,10,1.4285714285714286,2.0,2.8000000000000007,3.3999999999999986,0,VENTIMIGLIA,GENOVA BRIGNOLE
2026-02-14,REG,S04501,S04801,5,5,0,0,0,0,3,0,2,0,0,0,0,0,1,12,-11,-2.2,0.0,0.6000000000000001,0.7999999999999998,0,VENTIMIGLIA,SAVONA
2026-02-14,REG,S04515,S04702,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,0,ALASSIO,GENOVA BRIGNOLE
2026-02-14,REG,S04516,S01700,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,-4,-1.3333333333333333,-1.0,-1.0,-1.0,0,ALBENGA,MILANO CENTRALE
2026-02-14,REG,S04516,S04725,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,0,ALBENGA,SESTRI LEVANTE
2026-02-14,REG,S04523,S04501,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,0,IMPERIA,VENTIMIGLIA
2026-02-14,REG,S04534,S04702,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,2.7,2.85,0,GENOVA VOLTRI,GENOVA BRIGNOLE
2026-02-14,REG,S04534,S04707,9,9,0,0,0,0,3,0,6,0,0,0,0,0,6,9,-3,-0.3333333333333333,-1.0,2.2,2.6,0,GENOVA VOLTRI,GENOVA NERVI
2026-02-14,REG,S04700,S00219,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,46,-46,-5.75,-5.5,-4.0,-4.0,0,GENOVA PIAZZA PRINCIPE,TORINO PORTA NUOVA
2026-02-14,REG,S04700,S00867,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,0,GENOVA PIAZZA PRINCIPE,ACQUI TERME
2026-02-14,REG,S04700,S01326,5,5,0,0,0,0,0,4,1,4,1,1,0,0,38,3,35,7.0,7.0,13.4,15.2,0,GENOVA PIAZZA PRINCIPE,MILANO GRECO PIRELLI
2026-02-14,REG,S04700,S04725,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4,3,1,0.5,0.5,3.3000000000000003,3.65,0,GENOVA PIAZZA PRINCIPE,SESTRI LEVANTE
2026-02-14,REG,S04700,S04801,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,0,GENOVA PIAZZA PRINCIPE,SAVONA
2026-02-14,REG,S04702,S00219,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,20,-20,-4.0,-4.0,-1.4,-1.2000000000000002,0,GENOVA BRIGNOLE,TORINO PORTA NUOVA
2026-02-14,REG,S04702,S00867,7,7,0,0,0,0,5,2,0,2,2,1,0,0,42,0,42,6.0,2.0,15.600000000000003,19.79999999999999,0,GENOVA BRIGNOLE,ACQUI TERME
2026-02-14,REG,S04702,S01326,2,2,0,0,0,0,0,1,1,1,0,0,0,0,6,1,5,2.5,2.5,5.3,5.65,0,GENOVA BRIGNOLE,MILANO GRECO PIRELLI
2026-02-14,REG,S04702,S01700,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,0,GENOVA BRIGNOLE,MILANO CENTRALE
2026-02-14,REG,S04702,S04203,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,0,GENOVA BRIGNOLE,NOVI LIGURE
2026-02-14,REG,S04702,S04207,12,12,0,0,0,0,0,1,11,1,0,0,0,0,9,56,-47,-3.9166666666666665,-5.0,-1.1999999999999993,3.499999999999993,0,GENOVA BRIGNOLE,ARQUATA SCRIVIA
2026-02-14,REG,S04702,S04501,7,7,0,0,0,0,3,2,2,2,1,1,0,0,37,5,32,4.571428571428571,3.0,14.200000000000005,18.09999999999999,0,GENOVA BRIGNOLE,VENTIMIGLIA
2026-02-14,REG,S04702,S04516,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,9,-9,-4.5,-4.5,-3.3,-3.1500000000000004,0,GENOVA BRIGNOLE,ALBENGA
2026-02-14,REG,S04702,S04523,1,1,0,0,0,0,0,1,0,1,1,1,0,0,22,0,22,22.0,22.0,22.0,22.0,0,GENOVA BRIGNOLE,IMPERIA
2026-02-14,REG,S04702,S04534,4,4,0,0,0,0,1,0,3,0,0,0,0,0,0,7,-7,-1.75,-2.0,-0.5999999999999996,-0.3000000000000007,0,GENOVA BRIGNOLE,GENOVA VOLTRI
2026-02-14,REG,S04702,S04725,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,0,GENOVA BRIGNOLE,SESTRI LEVANTE
2026-02-14,REG,S04702,S04801,4,4,0,0,0,0,2,0,2,0,0,0,0,0,0,12,-12,-3.0,-2.0,0.0,0.0,0,GENOVA BRIGNOLE,SAVONA
2026-02-14,REG,S04702,S05000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,0,GENOVA BRIGNOLE,PIACENZA
