mese,tipo_giorno,fascia_oraria,categoria,cancellate_tot,effettuate,info_mancante,minuti_anticipo_tot,oltre_60,minuti_netti_tot,corse_osservate,in_orario,oltre_10,cancellate,in_ritardo,oltre_15,oltre_5,parzialmente_cancellate,soppresse,oltre_30,in_anticipo,minuti_ritardo_tot,ritardo_mediano,p95,ritardo_medio,p90
2024-11,infrasettimanale,sera,,0,1078,0,1546.0,6,4696.0,1078,268,208,0,416,110,416,0,0,38,388,6242.0,2.0,22.25,4.380597014925373,15.0
2024-11,infrasettimanale,tarda_mattina,EC,0,195,0,215.0,4,2138.0,195,37,67,0,98,46,98,0,0,23,58,2353.0,5.0,42.19999999999981,11.077720207253886,33.80000000000001
2024-11,infrasettimanale,tarda_mattina,EXP,0,4,0,0.0,0,38.0,4,0,1,0,4,1,4,0,0,0,0,38.0,8.0,13.949999999999998,9.5,12.900000000000002
2024-11,infrasettimanale,tarda_mattina,IC,0,428,0,1051.0,15,3521.0,428,91,118,0,163,81,163,0,0,40,165,4572.0,2.0,53.099999999999966,8.403341288782816,29.0
2024-11,infrasettimanale,tarda_mattina,ICN,0,40,0,258.0,2,-13.0,40,7,4,0,4,4,4,0,0,4,29,245.0,-4.0,52.149999999999935,-0.325,6.700000000000038
2024-11,infrasettimanale,tarda_mattina,MET,0,1273,0,1291.0,0,289.0,1273,503,28,0,89,15,89,0,0,3,621,1580.0,-1.0,6.0,0.2382522671063479,3.0
2024-11,infrasettimanale,tarda_mattina,NCL,0,1,0,64.0,0,-64.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-64.0,-64.0,-64.0,-64.0
2024-11,infrasettimanale,tarda_mattina,REG,0,42052,0,42760.0,75,61846.0,42052,18187,2240,0,6271,1277,6271,0,0,381,16513,104606.0,1.0,10.0,1.509506724268385,6.0
2024-11,infrasettimanale,tarda_mattina,,0,2792,0,2068.0,122,35596.0,2792,786,954,0,1400,726,1400,0,0,398,582,37664.0,5.0,55.84999999999991,12.859826589595375,39.0
2024-11,weekend,mattina,EC,0,37,0,102.0,1,99.0,37,5,9,0,12,4,12,0,0,1,20,201.0,-2.0,20.0,2.675675675675676,15.999999999999991
2024-11,weekend,mattina,EN,0,4,0,21.0,0,-1.0,4,0,1,0,1,1,1,0,0,0,3,20.0,-6.0,16.54999999999999,-0.25,13.100000000000003
2024-11,weekend,mattina,EXP,0,3,0,21.0,0,-18.0,3,1,0,0,0,0,0,0,0,0,2,3.0,-6.0,2.1,-6.0,1.2000000000000002
2024-11,weekend,mattina,IC,0,228,0,445.0,4,1317.0,228,75,49,0,77,31,77,0,0,15,76,1762.0,2.0,38.59999999999991,5.776315789473684,18.60000000000002
2024-11,weekend,mattina,ICN,0,2,0,30.0,0,10.0,2,0,1,0,1,1,1,0,0,1,1,40.0,5.0,36.5,5.0,33.0
2024-11,weekend,mattina,MET,0,352,0,355.0,0,-27.0,352,145,7,0,14,3,14,0,0,0,166,328.0,-1.0,4.0,-0.083076923076923,2.6000000000000227
2024-11,weekend,mattina,REG,0,10226,0,10483.0,29,17334.0,10226,4196,624,0,1713,373,1713,0,0,126,3923,27817.0,1.0,11.0,1.763018714401953,7.0
2024-11,weekend,mattina,,0,1098,0,1726.0,32,8530.0,1098,272,282,0,438,202,438,0,0,86,378,10256.0,3.0,43.85000000000002,7.8400735294117645,26.0
2024-11,weekend,notte,EN,0,13,0,86.0,1,92.0,13,1,3,0,5,3,5,0,0,2,7,178.0,-2.0,61.79999999999989,7.076923076923077,29.000000000000007
2024-11,weekend,notte,IC,0,122,0,356.0,4,770.0,122,29,26,0,38,20,38,0,0,16,54,1126.0,0.0,56.0,6.363636363636363,35.0
2024-11,weekend,notte,ICN,0,10,0,160.0,0,-160.0,10,0,0,0,0,0,0,0,0,0,10,0.0,-15.0,-2.900000000000002,-16.0,-3.8000000000000007
2024-11,weekend,notte,MET,0,120,0,152.0,1,47.0,120,43,3,0,6,2,6,0,0,1,67,199.0,-1.0,4.25,0.4051724137931034,2.5
2024-11,weekend,notte,NCL,0,2,0,0.0,2,155.0,2,0,2,0,2,2,2,0,0,2,0,155.0,77.5,80.65,77.5,80.3
2024-11,weekend,notte,REG,0,4460,0,5174.0,13,6665.0,4460,1791,273,0,666,168,666,0,0,58,1839,11839.0,0.0,12.0,1.5514432029795158,6.0
2024-11,weekend,notte,,0,372,0,492.0,6,1960.0,372,120,68,0,136,42,136,0,0,22,114,2452.0,2.0,30.0,5.297297297297297,17.19999999999999
2024-11,weekend,pomeriggio,EC,0,78,0,95.0,1,569.0,78,15,24,0,35,15,35,0,0,7,28,664.0,4.0,34.14999999999999,7.294871794871795,23.499999999999982
2024-11,weekend,pomeriggio,EN,0,10,0,28.0,2,158.0,10,3,5,0,5,3,5,0,0,2,2,186.0,7.5,69.79999999999998,15.8,62.6
2024-11,weekend,pomeriggio,EXP,0,9,0,10.0,0,58.0,9,5,1,0,2,1,2,0,0,1,2,68.0,3.0,31.399999999999984,6.444444444444445,13.800000000000008
2024-11,weekend,pomeriggio,IC,0,182,0,256.0,3,1533.0,182,37,60,0,88,40,88,0,0,17,56,1789.0,4.0,37.0,8.469613259668508,26.0
2024-11,weekend,pomeriggio,ICN,0,7,0,22.0,1,135.0,7,1,1,0,1,1,1,0,0,1,5,157.0,-3.0,108.69999999999989,19.285714285714285,63.400000000000055
2024-11,weekend,pomeriggio,IR,0,1,0,0.0,1,138.0,1,0,1,0,1,1,1,0,0,1,0,138.0,138.0,138.0,138.0,138.0
2024-11,weekend,pomeriggio,MET,0,437,0,367.0,0,223.0,437,175,15,0,33,6,33,0,0,0,198,590.0,0.0,8.0,0.5492610837438424,3.0
2024-11,weekend,pomeriggio,REG,0,12522,0,13120.0,25,18165.0,12522,5271,714,0,1906,404,1906,0,0,111,4834,31285.0,1.0,11.0,1.5123636666389144,6.0
2024-11,weekend,pomeriggio,,0,966,0,1464.0,8,5472.0,966,250,232,0,358,150,358,0,0,58,358,6936.0,2.0,32.89999999999998,5.6645962732919255,21.0
2024-11,weekend,sera,EC,0,48,0,44.0,1,413.0,48,10,17,0,22,15,22,0,0,2,16,457.0,3.0,25.95,8.604166666666666,21.200000000000017
2024-11,weekend,sera,EN,0,4,0,15.0,0,-10.0,4,0,0,0,1,0,1,0,0,0,3,5.0,-3.5,3.9499999999999975,-2.5,2.900000000000001
2024-11,weekend,sera,EXP,0,1,0,3.0,0,-3.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-3.0,-3.0,-3.0,-3.0
2024-11,weekend,sera,IC,0,133,0,247.0,6,1301.0,133,27,40,0,58,28,58,0,0,12,47,1548.0,2.0,48.84999999999985,9.856060606060606,26.0
2024-11,weekend,sera,ICN,0,84,0,389.0,4,209.0,84,14,15,0,22,10,22,0,0,7,48,598.0,-3.0,48.24999999999997,2.488095238095238,19.200000000000017
2024-11,weekend,sera,IR,0,1,0,0.0,0,10.0,1,0,1,0,1,0,1,0,0,0,0,10.0,10.0,10.0,10.0,10.0
2024-11,weekend,sera,MET,0,368,0,364.0,0,196.0,368,163,14,0,26,8,26,0,0,2,161,560.0,0.0,6.0,0.56,4.0
2024-11,weekend,sera,REG,0,10300,0,10992.0,24,17488.0,10300,4169,713,0,1746,386,1746,0,0,121,4015,28480.0,1.0,12.0,1.761127895266868,7.0
2024-11,weekend,sera,,0,390,0,944.0,0,766.0,390,80,60,0,122,32,122,0,0,10,186,1710.0,0.0,20.349999999999994,1.974226804123712,13.700000000000017
2024-11,weekend,tarda_mattina,EC,0,109,0,154.0,6,1323.0,109,21,37,0,49,29,49,0,0,14,38,1477.0,4.0,63.7999999999999,12.25,35.3
2024-11,weekend,tarda_mattina,EXP,0,5,0,0.0,1,224.0,5,2,1,0,3,1,3,0,0,1,0,224.0,9.0,161.79999999999995,44.8,123.60000000000002
2024-11,weekend,tarda_mattina,IC,0,223,0,701.0,3,708.0,223,38,44,0,70,31,70,0,0,15,114,1409.0,-1.0,33.0,3.189189189189189,22.0
2024-11,weekend,tarda_mattina,ICN,0,17,0,114.0,0,-112.0,17,3,0,0,0,0,0,0,0,0,14,2.0,-5.0,1.0,-6.588235294117647,0.4000000000000003
2024-11,weekend,tarda_mattina,IR,0,1,0,4.0,0,-4.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-4.0,-4.0,-4.0,-4.0
2024-11,weekend,tarda_mattina,MET,0,503,0,635.0,1,-48.0,503,178,13,0,27,5,27,0,0,3,277,587.0,-1.0,5.0,-0.0995850622406639,3.0
2024-11,weekend,tarda_mattina,REG,0,13644,0,15820.0,36,14377.0,13644,5626,627,0,1666,351,1666,0,0,123,5895,30197.0,0.0,9.0,1.0902403882611662,5.0
2024-11,weekend,tarda_mattina,,0,950,0,1350.0,34,7474.0,950,250,264,0,372,192,372,0,0,80,328,8824.0,3.0,42.59999999999991,7.867368421052632,26.600000000000023
2024-12,infrasettimanale,mattina,EC,0,119,0,244.0,2,528.0,119,31,21,0,33,18,33,0,0,8,54,772.0,0.0,31.299999999999983,4.47457627118644,22.599999999999994
2024-12,infrasettimanale,mattina,EN,0,6,0,0.0,0,139.0,6,1,5,0,5,4,5,0,0,1,0,139.0,20.0,50.0,23.166666666666668,42.0
2024-12,infrasettimanale,mattina,IC,0,558,0,803.0,12,4066.0,558,161,133,0,229,91,229,0,0,46,166,4869.0,3.0,45.5,7.31294964028777,23.0
2024-12,infrasettimanale,mattina,ICN,0,2,0,17.0,1,108.0,2,0,1,0,1,1,1,0,0,1,1,125.0,54.0,117.9,54.0,110.8
2024-12,infrasettimanale,mattina,IR,0,1,0,6.0,0,-6.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-6.0,-6.0,-6.0,-6.0
2024-12,infrasettimanale,mattina,MET,0,859,0,770.0,0,821.0,859,393,33,0,105,15,105,0,0,2,347,1591.0,0.0,8.799999999999955,0.9715976331360948,5.0
2024-12,infrasettimanale,mattina,NCL,0,2,0,0.0,0,50.0,2,1,1,0,1,1,1,0,0,1,0,50.0,25.0,46.6,25.0,44.2
2024-12,infrasettimanale,mattina,REG,0,32066,0,26370.0,80,78599.0,32066,14638,2440,0,6635,1329,6635,0,0,415,10480,104969.0,1.0,13.0,2.475325166126036,8.0
2024-12,infrasettimanale,mattina,,0,3020,0,2518.0,52,26342.0,3020,912,890,0,1416,612,1416,0,0,264,692,28860.0,4.0,40.0,8.72251655629139,26.0
2024-12,infrasettimanale,notte,EC,0,12,0,51.0,0,-21.0,12,1,1,0,1,1,1,0,0,0,10,30.0,-5.0,13.799999999999985,-1.75,2.6000000000000014
2024-12,infrasettimanale,notte,EN,0,32,0,166.0,5,578.0,32,2,14,0,14,13,14,0,0,10,16,744.0,-0.5,86.14999999999998,18.0625,69.80000000000001
2024-12,infrasettimanale,notte,IC,0,237,0,459.0,12,2219.0,237,60,71,0,95,56,95,0,0,33,81,2678.0,2.0,55.0,9.402542372881356,33.5
2024-12,infrasettimanale,notte,ICN,0,41,0,286.0,2,123.0,41,2,9,0,15,6,15,0,0,3,24,409.0,-3.0,55.0,3.0,15.0
2024-12,infrasettimanale,notte,MET,0,313,0,487.0,0,-337.0,313,109,0,0,4,0,4,0,0,0,199,150.0,-1.0,2.4499999999999886,-1.080128205128205,2.0
2024-12,infrasettimanale,notte,NCL,0,2,0,40.0,0,-40.0,2,0,0,0,0,0,0,0,0,0,2,0.0,-20.0,-19.1,-20.0,-19.2
2024-12,infrasettimanale,notte,REG,0,13834,0,14980.0,32,20321.0,13834,5946,743,0,2062,429,2062,0,0,158,5732,35301.0,0.0,10.0,1.478966521106259,6.0
2024-12,infrasettimanale,notte,,0,1008,0,1018.0,20,7326.0,1008,342,224,0,378,152,378,0,0,68,286,8344.0,3.0,34.0,7.282306163021869,22.80000000000001
2024-12,infrasettimanale,pomeriggio,EC,0,216,0,306.0,5,1782.0,216,43,57,0,97,32,97,0,0,15,75,2088.0,3.0,35.0,8.288372093023256,23.599999999999994
2024-12,infrasettimanale,pomeriggio,EN,0,21,0,45.0,0,119.0,21,8,5,0,8,5,8,0,0,0,5,164.0,4.0,23.0,5.666666666666667,22.0
2024-12,infrasettimanale,pomeriggio,EXP,0,1,0,0.0,0,3.0,1,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0
2024-12,infrasettimanale,pomeriggio,IC,0,471,0,680.0,8,3318.0,471,118,135,0,195,85,195,0,0,32,151,3998.0,3.0,39.0,7.150862068965517,21.0
2024-12,infrasettimanale,pomeriggio,ICN,0,20,0,35.0,2,243.0,20,4,5,0,8,4,8,0,0,3,8,278.0,3.0,64.15000000000003,12.15,52.10000000000001
2024-12,infrasettimanale,pomeriggio,IR,0,1,0,0.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0
2024-12,infrasettimanale,pomeriggio,MET,0,1089,0,1025.0,1,698.0,1089,485,38,0,92,20,92,0,0,6,506,1723.0,0.0,7.0,0.644506001846722,4.0
2024-12,infrasettimanale,pomeriggio,NCL,0,1,0,0.0,1,132.0,1,0,1,0,1,1,1,0,0,1,0,132.0,132.0,132.0,132.0,132.0
2024-12,infrasettimanale,pomeriggio,REG,0,39371,0,34845.0,108,85977.0,39371,17727,2690,0,7370,1506,7370,0,0,514,13878,120822.0,1.0,12.0,2.205952533675433,7.0
2024-12,infrasettimanale,pomeriggio,,0,2682,0,2600.0,60,20220.0,2682,760,706,0,1196,450,1196,0,0,154,724,22820.0,3.0,32.049999999999955,7.544776119402985,22.0
2024-12,infrasettimanale,sera,EC,0,126,0,184.0,4,810.0,126,27,35,0,45,22,45,0,0,9,52,994.0,1.5,33.69999999999999,6.532258064516129,18.700000000000003
2024-12,infrasettimanale,sera,EN,0,7,0,16.0,0,70.0,7,1,4,0,5,2,5,0,0,0,1,86.0,13.0,26.899999999999995,10.0,24.800000000000004
2024-12,infrasettimanale,sera,EXP,0,1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2024-12,infrasettimanale,sera,IC,0,263,0,447.0,10,2699.0,263,48,78,0,116,57,116,0,0,27,97,3146.0,3.0,52.0,10.340996168582375,30.0
2024-12,infrasettimanale,sera,ICN,0,207,0,745.0,7,829.0,207,50,39,0,61,29,61,0,0,20,96,1574.0,1.0,42.69999999999999,4.004830917874396,24.200000000000045
2024-12,infrasettimanale,sera,IR,0,1,0,0.0,0,29.0,1,0,1,0,1,1,1,0,0,0,0,29.0,29.0,29.0,29.0,29.0
2024-12,infrasettimanale,sera,MET,0,984,0,975.0,0,402.0,984,444,25,0,74,11,74,0,0,4,453,1377.0,0.0,6.0,0.4140061791967044,4.0
2024-12,infrasettimanale,sera,REG,0,32224,0,32566.0,97,71183.0,32224,13343,2577,0,6336,1466,6336,0,0,496,12164,103749.0,1.0,13.0,2.2354363596394813,8.0
2024-12,infrasettimanale,sera,,0,1128,0,1980.0,10,4698.0,1128,312,222,0,358,124,358,0,0,42,456,6678.0,1.0,24.899999999999977,4.172291296625222,17.0
2024-12,infrasettimanale,tarda_mattina,EC,0,230,0,369.0,2,1482.0,230,57,64,0,92,44,92,0,0,17,80,1851.0,2.0,38.0,6.471615720524017,22.200000000000017
2024-12,infrasettimanale,tarda_mattina,EXP,0,1,0,2.0,0,-2.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-2.0,-2.0,-2.0,-2.0
2024-12,infrasettimanale,tarda_mattina,IC,0,446,0,1075.0,16,3071.0,446,97,108,0,169,83,169,0,0,39,176,4146.0,2.0,39.849999999999966,6.947963800904978,24.0
2024-12,infrasettimanale,tarda_mattina,ICN,0,45,0,240.0,2,63.0,45,8,5,0,6,4,6,0,0,3,31,303.0,-3.0,28.399999999999963,1.4,8.000000000000007
2024-12,infrasettimanale,tarda_mattina,MET,0,1221,0,1431.0,1,-174.0,1221,490,22,0,69,9,69,0,0,1,650,1257.0,-1.0,5.0,-0.1439205955334987,3.0
2024-12,infrasettimanale,tarda_mattina,REG,0,39948,0,41023.0,58,50479.0,39948,17780,1894,0,5429,1086,5429,0,0,319,16417,91502.0,0.0,9.0,1.2738858325341946,6.0
2024-12,infrasettimanale,tarda_mattina,,0,2734,0,2778.0,80,23562.0,2734,846,682,0,1120,516,1120,0,0,234,768,26340.0,3.0,42.0,8.618141916605706,26.0
2024-12,weekend,mattina,EC,0,50,0,122.0,1,175.0,50,10,9,0,13,6,13,0,0,3,26,297.0,-1.0,33.19999999999993,3.571428571428572,18.40000000000002
2024-12,weekend,mattina,EXP,0,3,0,8.0,0,19.0,3,0,1,0,1,1,1,0,0,0,1,27.0,9.5,25.25,9.5,23.5
2024-12,weekend,mattina,IC,0,247,0,460.0,9,2313.0,247,65,58,0,93,37,93,0,0,20,88,2773.0,2.0,46.25,9.402439024390244,22.5
2024-12,weekend,mattina,ICN,0,4,0,90.0,0,-90.0,4,0,0,0,0,0,0,0,0,0,4,0.0,-26.0,-10.400000000000006,-22.5,-12.799999999999995
2024-12,weekend,mattina,MET,0,354,0,412.0,0,-125.0,354,159,3,0,8,3,8,0,0,0,185,287.0,-1.0,3.0,-0.3551136363636363,2.0
2024-12,weekend,mattina,NCL,0,2,0,9.0,0,10.0,2,0,1,0,1,1,1,0,0,0,1,19.0,5.0,17.599999999999998,5.0,16.2
2024-12,weekend,mattina,REG,0,9944,0,10236.0,35,16417.0,9944,4404,557,0,1532,330,1532,0,0,116,3906,26653.0,1.0,10.0,1.6680552733184313,6.0
2024-12,weekend,mattina,,0,1262,0,1436.0,42,12982.0,1262,334,378,0,558,282,558,0,0,146,370,14418.0,3.0,51.0,10.286846275752774,32.0
2024-12,weekend,notte,EC,0,6,0,4.0,0,40.0,6,3,1,0,1,1,1,0,0,1,1,44.0,1.0,31.2,8.0,24.399999999999995
2024-12,weekend,notte,EN,0,16,0,168.0,1,-43.0,16,2,2,0,3,2,3,0,0,2,10,125.0,-3.0,46.99999999999994,-2.8666666666666667,22.0
2024-12,weekend,notte,EXP,0,1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2024-12,weekend,notte,IC,0,104,0,338.0,4,655.0,104,19,14,0,25,11,25,0,0,7,60,993.0,-2.0,49.29999999999991,6.298076923076923,14.700000000000005
2024-12,weekend,notte,ICN,0,16,0,148.0,0,-104.0,16,3,2,0,2,2,2,0,0,0,11,44.0,-3.5,18.5,-6.5,10.0
2024-12,weekend,notte,MET,0,130,0,199.0,0,-149.0,130,41,0,0,2,0,2,0,0,0,85,50.0,-1.0,2.0,-1.1640625,1.2999999999999972
2024-12,weekend,notte,NCL,0,6,0,96.0,0,-43.0,6,0,3,0,4,1,4,0,0,0,2,53.0,10.0,18.25,-7.166666666666667,16.5
2024-12,weekend,notte,REG,0,4301,0,5022.0,17,6292.0,4301,1799,268,0,647,150,647,0,0,49,1837,11314.0,0.0,11.0,1.4690637403689002,6.0
2024-12,weekend,notte,,0,372,0,570.0,24,4486.0,372,84,116,0,152,94,152,0,0,48,134,5056.0,2.0,62.599999999999966,12.124324324324323,38.6
2024-12,weekend,pomeriggio,EC,0,89,0,107.0,3,748.0,89,26,26,0,33,21,33,0,0,8,30,855.0,2.0,40.39999999999998,8.404494382022472,27.200000000000003
2024-12,weekend,pomeriggio,EN,0,14,0,68.0,1,135.0,14,3,4,0,6,3,6,0,0,3,4,203.0,4.0,60.399999999999935,10.384615384615383,41.40000000000001
2024-12,weekend,pomeriggio,EXP,0,3,0,0.0,0,46.0,3,0,1,0,2,1,2,0,0,1,0,46.0,23.0,39.2,23.0,37.4
2024-12,weekend,pomeriggio,IC,0,211,0,409.0,6,1612.0,211,45,52,0,74,32,74,0,0,14,90,2021.0,1.0,35.79999999999998,7.712918660287081,19.200000000000017
2024-12,weekend,pomeriggio,ICN,0,7,0,13.0,1,81.0,7,0,1,0,3,1,3,0,0,1,4,94.0,-2.0,57.699999999999946,11.571428571428571,36.40000000000003
2024-12,weekend,pomeriggio,IR,0,1,0,0.0,1,109.0,1,0,1,0,1,1,1,0,0,1,0,109.0,109.0,109.0,109.0,109.0
2024-12,weekend,pomeriggio,MET,0,432,0,443.0,0,167.0,432,187,14,0,31,8,31,0,0,2,213,610.0,0.0,5.0,0.3874709976798144,3.0
2024-12,weekend,pomeriggio,REG,0,12420,0,13092.0,22,18454.0,12420,5546,684,0,1881,360,1881,0,0,123,4933,31546.0,0.0,10.0,1.493042071197411,6.0
2024-12,weekend,pomeriggio,,0,1172,0,1278.0,18,8702.0,1172,342,306,0,492,214,492,0,0,92,338,9980.0,3.0,36.0,7.424914675767918,25.5
2024-12,weekend,sera,EC,0,57,0,83.0,1,197.0,57,12,11,0,17,6,17,0,0,1,28,280.0,0.0,19.2,3.456140350877193,14.4
2024-12,weekend,sera,EXP,0,2,0,0.0,0,10.0,2,0,1,0,1,0,1,0,0,0,0,10.0,10.0,10.0,10.0,10.0
2024-12,weekend,sera,IC,0,114,0,255.0,5,1226.0,114,28,27,0,41,16,41,0,0,12,44,1481.0,1.0,57.19999999999997,10.849557522123892,28.799999999999983
2024-12,weekend,sera,ICN,0,106,0,358.0,1,157.0,106,26,14,0,25,8,25,0,0,5,55,515.0,-1.0,25.25,1.481132075471698,13.0
2024-12,weekend,sera,IR,0,2,0,4.0,1,57.0,2,0,1,0,1,1,1,0,0,1,1,61.0,28.5,57.75,28.5,54.5
2024-12,weekend,sera,MET,0,391,0,377.0,0,39.0,391,195,7,0,15,4,15,0,0,0,180,416.0,0.0,4.0,0.1,3.0
2024-12,weekend,sera,REG,0,10479,0,11405.0,18,16165.0,10479,4483,676,0,1723,366,1723,0,0,86,4230,27570.0,0.0,12.0,1.548965120735914,7.0
2024-12,weekend,sera,,0,458,0,866.0,2,1950.0,458,112,90,0,152,54,152,0,0,30,194,2816.0,1.0,34.0,4.25764192139738,17.400000000000034
2024-12,weekend,tarda_mattina,EC,0,135,0,182.0,3,1088.0,135,26,39,0,61,25,61,0,0,13,48,1270.0,4.0,44.3,8.059259259259258,24.60000000000001
2024-12,weekend,tarda_mattina,EXP,0,1,0,0.0,0,47.0,1,0,1,0,1,1,1,0,0,1,0,47.0,47.0,47.0,47.0,47.0
2024-12,weekend,tarda_mattina,IC,0,220,0,568.0,9,1179.0,220,41,40,0,70,27,70,0,0,14,108,1747.0,0.0,44.599999999999966,5.383561643835616,17.200000000000017
2024-12,weekend,tarda_mattina,ICN,0,21,0,169.0,1,-3.0,21,6,2,0,3,2,3,0,0,1,12,166.0,-4.0,15.0,-0.1428571428571428,5.0
2024-12,weekend,tarda_mattina,MET,0,522,0,624.0,1,169.0,522,192,20,0,46,13,46,0,0,2,281,793.0,-1.0,8.0,0.325626204238921,4.0
2024-12,weekend,tarda_mattina,REG,0,13496,0,15829.0,20,12574.0,13496,5785,566,0,1627,331,1627,0,0,112,6002,28403.0,0.0,8.0,0.9373788579096464,5.0
2024-12,weekend,tarda_mattina,,0,1126,0,1258.0,42,10810.0,1126,314,316,0,456,232,456,0,0,148,356,12068.0,3.0,48.89999999999998,9.600355239786856,35.0
2025-01,infrasettimanale,mattina,EC,0,151,0,297.0,0,216.0,151,46,18,0,35,11,35,0,0,2,59,513.0,1.0,17.0,1.542857142857143,11.200000000000015
2025-01,infrasettimanale,mattina,IC,0,601,0,613.0,18,4894.0,601,202,146,0,243,92,243,0,0,49,155,5507.0,3.0,49.0,8.156666666666666,25.100000000000023
2025-01,infrasettimanale,mattina,ICN,0,1,0,21.0,0,-21.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-21.0,-21.0,-21.0,-21.0
2025-01,infrasettimanale,mattina,MET,0,961,0,863.0,1,1045.0,961,439,38,0,108,23,108,0,0,7,400,1908.0,0.0,8.0,1.1034846884899685,5.0
2025-01,infrasettimanale,mattina,NCL,0,2,0,0.0,1,170.0,2,0,1,0,2,1,2,0,0,1,0,170.0,85.0,154.29999999999998,85.0,146.6
2025-01,infrasettimanale,mattina,REG,0,35902,0,33618.0,67,64676.0,35902,16259,2159,0,6183,1124,6183,0,0,355,12950,98294.0,1.0,11.0,1.8274186256781195,7.0
2025-01,infrasettimanale,mattina,,0,3316,0,3587.0,66,27759.0,3316,986,878,0,1447,651,1447,0,0,309,875,31346.0,3.0,43.633594692400486,8.391474318940762,27.51145958986731
2025-01,infrasettimanale,notte,EC,0,22,0,43.0,0,6.0,22,2,2,0,5,1,5,0,0,0,13,49.0,-2.0,10.400000000000006,0.3,8.200000000000003
2025-01,infrasettimanale,notte,EN,0,42,0,163.0,6,877.0,42,5,16,0,16,16,16,0,0,11,20,1040.0,1.0,125.0,21.390243902439025,95.0
2025-01,infrasettimanale,notte,IC,0,274,0,576.0,9,2036.0,274,60,63,0,114,42,114,0,0,21,99,2612.0,3.0,45.79999999999984,7.457875457875458,19.80000000000001
2025-01,infrasettimanale,notte,ICN,0,48,0,208.0,1,67.0,48,11,8,0,9,7,9,0,0,2,28,275.0,-3.0,21.0,1.3958333333333333,17.60000000000001
2025-01,infrasettimanale,notte,MET,0,353,0,532.0,0,-154.0,353,124,7,0,15,6,15,0,0,0,209,378.0,-1.0,4.0,-0.4425287356321839,3.0
2025-01,infrasettimanale,notte,REG,0,15166,0,17591.0,32,17035.0,15166,6516,684,0,1929,419,1929,0,0,149,6582,34626.0,0.0,9.0,1.1336261396153589,5.0
2025-01,infrasettimanale,notte,,0,1159,0,1528.0,28,7081.0,1159,393,210,0,369,155,369,0,0,76,393,8609.0,2.0,34.83019844693704,6.130741419172161,18.0
2025-01,infrasettimanale,pomeriggio,EC,0,241,0,348.0,5,1390.0,241,65,48,0,80,30,80,0,0,13,94,1738.0,1.0,32.099999999999994,5.815899581589958,19.0
2025-01,infrasettimanale,pomeriggio,EN,0,41,0,80.0,3,511.0,41,11,17,0,20,15,20,0,0,5,9,591.0,4.0,62.649999999999956,12.774999999999999,30.900000000000013
2025-01,infrasettimanale,pomeriggio,EXP,0,1,0,0.0,1,80.0,1,0,1,0,1,1,1,0,0,1,0,80.0,80.0,80.0,80.0,80.0
2025-01,infrasettimanale,pomeriggio,IC,0,536,0,665.0,22,5122.0,536,128,129,0,202,93,202,0,0,57,192,5787.0,3.0,48.0,9.812260536398467,30.0
2025-01,infrasettimanale,pomeriggio,ICN,0,58,0,100.0,1,488.0,58,13,5,0,14,5,14,0,0,2,31,588.0,-1.0,19.15,8.413793103448276,9.0
2025-01,infrasettimanale,pomeriggio,MET,0,1164,0,1350.0,0,-107.0,1164,467,21,0,59,13,59,0,0,3,623,1243.0,-1.0,5.0,-0.093124456048738,3.0
2025-01,infrasettimanale,pomeriggio,NCL,0,6,0,171.0,0,-171.0,6,0,0,0,0,0,0,0,0,0,3,0.0,-67.0,-39.1,-57.0,-42.2
2025-01,infrasettimanale,pomeriggio,REG,0,43150,0,40454.0,99,71746.0,43150,19836,2243,0,6750,1270,6750,0,0,427,16031,112200.0,1.0,10.0,1.6835065818804702,6.0
2025-01,infrasettimanale,pomeriggio,,0,3072,0,3174.0,90,28052.0,3072,942,834,0,1344,589,1344,0,0,284,786,31226.0,3.4886067708333335,46.23291015625,9.131510416666666,28.0
2025-01,infrasettimanale,sera,EC,0,133,0,158.0,5,865.0,133,31,26,0,46,15,46,0,0,10,51,1023.0,2.0,37.84999999999992,6.7578125,19.499999999999982
2025-01,infrasettimanale,sera,IC,0,275,0,232.0,9,3402.0,275,71,83,0,131,57,131,0,0,26,66,3634.0,4.0,43.64999999999998,12.694029850746269,29.0
2025-01,infrasettimanale,sera,ICN,0,242,0,819.0,9,1413.0,242,59,43,0,67,32,67,0,0,19,116,2232.0,1.0,48.0,5.838842975206612,19.0
2025-01,infrasettimanale,sera,MET,0,1080,0,1326.0,2,-110.0,1080,483,18,0,51,11,51,0,0,3,543,1216.0,-1.0,4.0,-0.1021355617455896,2.3999999999999773
