mese,tipo_giorno,fascia_oraria,categoria,cancellate_tot,effettuate,info_mancante,minuti_anticipo_tot,oltre_60,minuti_netti_tot,corse_osservate,in_orario,oltre_10,cancellate,in_ritardo,oltre_15,oltre_5,parzialmente_cancellate,soppresse,oltre_30,in_anticipo,minuti_ritardo_tot,ritardo_mediano,p95,ritardo_medio,p90
2026-02,infrasettimanale,tarda_mattina,ECFR,0,20,0,115.0,1,11.0,20,1,1,0,4,1,4,0,0,1,15,126.0,-7.5,12.800000000000068,0.55,7.100000000000001
2026-02,infrasettimanale,tarda_mattina,EXP,0,3,0,0.0,0,11.0,3,2,0,0,1,0,1,0,0,0,0,11.0,4.0,4.9,3.6666666666666665,4.8
2026-02,infrasettimanale,tarda_mattina,FA,2,58,0,33.0,5,980.0,60,16,23,2,37,17,37,0,0,8,7,1013.0,6.0,77.34999999999998,16.333333333333332,56.3
2026-02,infrasettimanale,tarda_mattina,FB,5,75,0,124.0,5,1117.0,80,19,31,2,39,23,39,3,0,12,22,1241.0,4.0,74.74999999999996,13.9625,35.90000000000008
2026-02,infrasettimanale,tarda_mattina,FR,6,1193,0,1455.0,39,10283.0,1200,364,295,6,507,216,507,0,1,111,329,11738.0,3.0,42.04999999999996,8.569166666666666,27.0
2026-02,infrasettimanale,tarda_mattina,IC,11,565,0,840.0,22,5022.0,589,163,159,8,233,112,233,3,13,57,193,5862.0,2.0,52.0,8.526315789473685,29.0
2026-02,infrasettimanale,tarda_mattina,ICN,0,30,0,88.0,2,263.0,30,3,8,0,10,7,10,0,0,5,17,351.0,-1.0,59.19999999999993,8.766666666666667,45.1
2026-02,infrasettimanale,tarda_mattina,MET,22,1151,0,1735.0,0,-596.0,1186,482,13,22,51,8,51,0,13,4,653,1139.0,-1.0,4.0,-0.5025295109612141,2.0
2026-02,infrasettimanale,tarda_mattina,NCL,0,8,0,10.0,3,313.0,8,0,7,0,7,5,7,0,0,4,1,323.0,39.0,75.25,39.125,73.5
2026-02,infrasettimanale,tarda_mattina,REG,699,42752,0,47868.0,47,42995.0,44174,19896,1800,696,5339,1035,5339,3,723,329,18939,90863.0,0.0,8.0,0.9733100919092681,5.0
2026-02,infrasettimanale,tarda_mattina,,0,70,0,224.0,14,1092.0,84,28,28,0,28,28,28,0,14,14,28,1316.0,2.0,56.5,13.0,45.0
2026-02,weekend,mattina,EC,1,53,0,120.0,1,125.0,56,17,5,1,9,5,9,0,2,2,30,245.0,-1.5,20.5,2.232142857142857,8.0
2026-02,weekend,mattina,ECFR,0,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2026-02,weekend,mattina,EXP,0,3,0,20.0,0,-20.0,3,1,0,0,0,0,0,0,0,0,2,0.0,-8.0,-0.8000000000000007,-6.666666666666667,-1.5999999999999996
2026-02,weekend,mattina,FA,0,37,0,127.0,4,329.0,38,9,7,0,9,6,9,0,1,5,20,456.0,-1.5,84.29999999999997,8.657894736842104,50.20000000000006
2026-02,weekend,mattina,FB,0,8,0,2.0,0,16.0,8,6,0,0,1,0,1,0,0,0,1,18.0,1.0,7.249999999999997,2.0,5.499999999999999
2026-02,weekend,mattina,FR,6,461,0,983.0,57,7964.0,475,113,113,6,165,95,165,0,8,76,197,8947.0,1.0,114.59999999999992,16.766315789473683,74.80000000000007
2026-02,weekend,mattina,IC,1,209,0,749.0,3,338.0,218,53,27,1,45,17,45,0,8,12,120,1087.0,-1.0,30.29999999999996,1.5504587155963303,11.0
2026-02,weekend,mattina,ICN,0,1,0,27.0,0,-27.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-27.0,-27.0,-27.0,-27.0
2026-02,weekend,mattina,MET,7,302,0,375.0,0,0.0,318,132,6,7,20,2,20,0,9,2,166,375.0,-1.0,5.0,0.0,3.0
2026-02,weekend,mattina,REG,172,9180,0,11849.0,12,6541.0,9692,4224,344,170,1084,198,1084,2,340,61,4384,18390.0,0.0,8.0,0.6748865043334709,5.0
2026-02,weekend,mattina,,1,99,0,12.0,0,996.0,100,66,13,1,26,13,26,0,0,13,8,1008.0,2.9300000000000006,40.02399999999997,9.959999999999996,22.18800000000001
2026-02,weekend,notte,EC,0,8,0,10.0,0,57.0,8,1,2,0,2,1,2,0,0,1,5,67.0,-1.0,38.04999999999998,7.125,25.099999999999994
2026-02,weekend,notte,EN,2,4,0,6.0,0,101.0,6,0,3,2,5,2,5,0,0,2,1,107.0,9.5,44.25,16.833333333333332,41.5
2026-02,weekend,notte,FA,0,2,0,12.0,0,-12.0,2,0,0,0,0,0,0,0,0,0,2,0.0,-6.0,-3.3000000000000007,-6.0,-3.6
2026-02,weekend,notte,FB,2,6,0,25.0,1,100.0,8,1,2,0,2,1,2,2,0,1,5,125.0,-3.0,76.99999999999994,12.5,41.99999999999999
2026-02,weekend,notte,FR,3,141,0,358.0,13,1943.0,145,36,35,2,45,30,45,1,1,23,64,2301.0,1.0,102.0,13.4,58.6
2026-02,weekend,notte,IC,0,92,0,300.0,2,222.0,100,30,16,0,20,9,20,0,8,6,50,522.0,-0.5,32.39999999999998,2.22,14.0
2026-02,weekend,notte,ICN,0,17,0,95.0,0,-91.0,17,2,0,0,0,0,0,0,0,0,15,4.0,-4.0,1.3999999999999986,-5.352941176470588,-0.1999999999999993
2026-02,weekend,notte,MET,1,96,0,164.0,0,-60.0,100,29,2,1,4,2,4,0,3,1,67,104.0,-1.0,3.049999999999997,-0.6,2.0
2026-02,weekend,notte,NCL,1,19,0,441.0,2,-204.0,22,3,7,1,8,7,8,0,2,2,11,237.0,-6.0,61.89999999999997,-9.272727272727272,21.800000000000004
2026-02,weekend,notte,REG,47,4840,0,6597.0,3,1152.0,5076,2183,153,47,443,81,443,0,189,23,2450,7749.0,0.0,7.0,0.226950354609929,4.0
2026-02,weekend,notte,,0,54,0,316.0,0,-310.0,54,6,0,0,0,0,0,0,0,0,48,6.0,-6.444444444444445,-1.4000000000000004,-5.7407407407407405,-2.0222222222222213
2026-02,weekend,pomeriggio,EC,0,108,0,261.0,1,276.0,118,30,20,0,37,8,37,0,10,3,51,537.0,0.0,18.299999999999983,2.3389830508474576,12.0
2026-02,weekend,pomeriggio,EN,0,1,0,0.0,0,37.0,1,0,1,0,1,1,1,0,0,1,0,37.0,37.0,37.0,37.0,37.0
2026-02,weekend,pomeriggio,EXP,0,1,0,0.0,0,5.0,2,1,0,0,1,0,1,0,1,0,0,5.0,2.5,4.75,2.5,4.5
2026-02,weekend,pomeriggio,FA,0,29,0,35.0,0,117.0,30,14,3,0,4,3,4,0,1,2,12,152.0,1.0,31.299999999999986,3.9,10.000000000000028
2026-02,weekend,pomeriggio,FB,0,8,0,9.0,1,101.0,8,0,3,0,3,2,3,0,0,1,5,110.0,-1.0,56.99999999999997,12.625,35.999999999999986
2026-02,weekend,pomeriggio,FR,6,441,0,720.0,22,4255.0,455,136,101,6,154,67,154,0,8,38,165,4975.0,2.0,56.59999999999991,9.351648351648352,22.0
2026-02,weekend,pomeriggio,IC,7,163,0,455.0,4,589.0,171,41,28,6,38,20,38,1,1,7,92,1044.0,-1.0,26.5,3.4444444444444446,18.0
2026-02,weekend,pomeriggio,ICN,0,3,0,32.0,0,-32.0,3,0,0,0,0,0,0,0,0,0,3,0.0,-2.0,-1.1,-10.666666666666666,-1.2
2026-02,weekend,pomeriggio,MET,5,368,0,449.0,0,-85.0,389,190,7,5,17,2,17,0,16,0,182,364.0,0.0,4.0,-0.2185089974293059,3.0
2026-02,weekend,pomeriggio,REG,245,10836,0,13900.0,21,8637.0,11968,5533,443,242,1258,262,1258,3,887,100,5177,22537.0,0.0,8.0,0.7216744652406417,5.0
2026-02,weekend,pomeriggio,,0,14,0,42.0,0,-28.0,14,7,0,0,0,0,0,0,0,0,7,14.0,-2.0,1.5999999999999996,-2.0,1.2000000000000004
2026-02,weekend,sera,EC,0,73,0,122.0,1,277.0,82,24,11,0,21,6,21,0,9,5,37,399.0,0.0,30.85000000000001,3.3780487804878048,11.900000000000006
2026-02,weekend,sera,ECFR,0,7,0,0.0,0,63.0,7,1,3,0,6,1,6,0,0,0,0,63.0,8.0,14.099999999999998,9.0,13.2
2026-02,weekend,sera,EN,0,6,0,0.0,0,98.0,6,0,5,0,6,3,6,0,0,0,0,98.0,15.5,24.75,16.333333333333332,24.5
2026-02,weekend,sera,EXP,0,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2026-02,weekend,sera,FA,0,14,0,43.0,0,3.0,14,3,3,0,4,1,4,0,0,0,7,46.0,-0.5,11.749999999999998,0.2142857142857142,10.0
2026-02,weekend,sera,FB,1,7,0,19.0,1,163.0,8,2,3,1,3,1,3,0,0,1,3,182.0,3.0,103.99999999999991,20.375,54.99999999999997
2026-02,weekend,sera,FR,0,163,0,451.0,4,613.0,167,46,28,0,44,20,44,0,4,10,77,1064.0,0.0,34.799999999999955,3.6706586826347305,18.0
2026-02,weekend,sera,IC,3,86,0,141.0,1,399.0,95,28,18,0,29,12,29,3,6,2,38,540.0,0.0,24.89999999999999,4.2,15.60000000000001
2026-02,weekend,sera,ICN,0,92,0,329.0,2,82.0,92,26,9,0,14,7,14,0,0,3,52,411.0,-1.5,22.0,0.8913043478260869,8.800000000000011
2026-02,weekend,sera,MET,5,339,0,438.0,0,-75.0,346,175,3,5,11,3,11,0,2,1,160,363.0,0.0,4.0,-0.21676300578034663,3.0
2026-02,weekend,sera,NCL,0,8,0,45.0,0,45.0,8,0,3,0,4,2,4,0,0,1,4,90.0,0.5,37.74999999999999,5.625,32.5
2026-02,weekend,sera,REG,132,10094,0,12807.0,20,8093.0,10404,4501,375,130,1246,232,1246,2,178,83,4657,20900.0,0.0,8.0,0.7778738946559016,5.0
2026-02,weekend,sera,,0,83,0,93.0,0,17.0,84,30,0,0,14,0,14,0,1,0,40,110.0,-0.5833333333333335,4.191666666666665,0.20238095238095213,3.3833333333333333
2026-02,weekend,tarda_mattina,EC,0,132,0,243.0,2,482.0,137,36,22,0,38,14,38,0,5,6,63,725.0,0.0,23.799999999999955,3.5182481751824817,14.800000000000011
2026-02,weekend,tarda_mattina,ECFR,0,6,0,0.0,0,95.0,6,0,3,0,6,1,6,0,0,1,0,95.0,9.5,39.5,15.833333333333334,31.0
2026-02,weekend,tarda_mattina,FA,0,22,0,12.0,4,433.0,22,8,8,0,12,6,12,0,0,5,2,445.0,7.0,78.69999999999999,19.681818181818183,72.50000000000001
2026-02,weekend,tarda_mattina,FB,1,28,0,28.0,1,262.0,30,10,9,0,12,7,12,1,1,1,8,290.0,1.5,29.0,8.733333333333333,20.900000000000013
2026-02,weekend,tarda_mattina,FR,6,396,0,587.0,40,6119.0,406,110,106,6,174,86,174,0,4,51,122,6706.0,3.0,108.5,15.071428571428571,56.5
2026-02,weekend,tarda_mattina,IC,3,240,0,638.0,3,911.0,253,68,40,3,64,28,64,0,10,8,121,1549.0,0.0,22.0,3.600790513833992,15.0
2026-02,weekend,tarda_mattina,ICN,0,9,0,77.0,0,-51.0,9,1,1,0,1,1,1,0,0,0,7,26.0,-3.0,14.799999999999992,-5.666666666666667,7.600000000000004
2026-02,weekend,tarda_mattina,IR,1,0,0,0.0,0,56.0,1,0,1,1,1,1,1,0,0,1,0,56.0,56.0,56.0,56.0,56.0
2026-02,weekend,tarda_mattina,MET,11,425,0,689.0,0,-205.0,453,177,10,11,30,4,30,0,17,0,246,484.0,-1.0,5.0,-0.4525386313465783,3.0
2026-02,weekend,tarda_mattina,REG,247,12011,0,16127.0,22,6443.0,13236,5979,445,244,1212,275,1212,3,978,91,6045,22570.0,0.0,7.0,0.4867784829253551,4.0
2026-02,weekend,tarda_mattina,,0,14,0,126.0,0,-126.0,14,0,0,0,0,0,0,0,0,0,14,0.0,-9.0,-9.0,-9.0,-9.0
2026-03,infrasettimanale,mattina,EC,0,170,0,366.0,3,519.0,172,40,23,0,34,16,34,0,2,7,98,885.0,-1.0,27.44999999999999,3.0174418604651163,13.0
2026-03,infrasettimanale,mattina,EXP,0,1,0,3.0,0,-3.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-3.0,-3.0,-3.0,-3.0
2026-03,infrasettimanale,mattina,FA,0,113,0,219.0,0,379.0,113,41,17,0,28,15,28,0,0,4,44,598.0,1.0,23.39999999999995,3.353982300884956,16.0
2026-03,infrasettimanale,mattina,FB,0,22,0,0.0,0,381.0,22,3,15,0,19,10,19,0,0,4,0,381.0,13.0,34.8,17.318181818181817,30.9
2026-03,infrasettimanale,mattina,FR,10,1450,0,1914.0,20,8281.0,1460,479,292,10,549,176,549,0,0,76,432,10195.0,3.0,30.049999999999955,5.671917808219178,17.0
2026-03,infrasettimanale,mattina,IC,6,586,0,977.0,15,3227.0,594,167,106,6,178,73,178,0,2,40,249,4204.0,1.0,41.35000000000002,5.4326599326599325,17.0
2026-03,infrasettimanale,mattina,ICN,0,3,0,56.0,0,-56.0,3,0,0,0,0,0,0,0,0,0,3,0.0,-18.0,-17.1,-18.666666666666668,-17.2
2026-03,infrasettimanale,mattina,MET,12,963,0,896.0,0,725.0,985,563,21,12,79,15,79,0,10,3,343,1621.0,1.0,6.0,0.7360406091370558,4.0
2026-03,infrasettimanale,mattina,NCL,0,1,0,0.0,1,67.0,6,5,1,0,1,1,1,0,5,1,0,67.0,0.0,50.25,11.166666666666666,33.5
2026-03,infrasettimanale,mattina,REG,472,38048,0,41057.0,70,55241.0,38876,17693,1968,470,5882,1038,5882,2,356,345,15301,96298.0,0.0,10.0,1.4209538018314642,6.0
2026-03,infrasettimanale,mattina,,0,0,0,0.0,0,0.0,20,20,0,0,0,0,0,0,20,0,0,0.0,0.0,0.0,0.0,0.0
2026-03,infrasettimanale,notte,EC,0,21,0,23.0,0,114.0,21,8,4,0,5,3,5,0,0,2,8,137.0,2.0,38.0,5.428571428571429,18.0
2026-03,infrasettimanale,notte,EN,0,22,0,0.0,1,462.0,22,2,14,0,20,9,20,0,0,4,0,462.0,10.5,54.55,21.0,45.8
2026-03,infrasettimanale,notte,FA,0,42,0,12.0,0,210.0,42,20,5,0,18,5,18,0,0,0,4,222.0,3.0,19.95,5.0,17.099999999999987
2026-03,infrasettimanale,notte,FB,0,22,0,12.0,0,209.0,22,7,5,0,9,5,9,0,0,4,6,221.0,1.5,40.95,9.5,39.10000000000002
2026-03,infrasettimanale,notte,FR,1,495,0,775.0,5,2174.0,496,132,93,1,159,59,159,0,0,20,205,2949.0,1.0,26.0,4.383064516129032,18.0
2026-03,infrasettimanale,notte,IC,4,232,0,483.0,4,1239.0,242,86,44,4,71,34,71,0,6,12,85,1722.0,1.0,28.0,5.119834710743802,17.0
2026-03,infrasettimanale,notte,ICN,0,54,0,186.0,4,276.0,54,8,8,0,11,7,11,0,0,6,35,462.0,-3.0,62.04999999999998,5.111111111111111,26.70000000000003
2026-03,infrasettimanale,notte,MET,2,345,0,444.0,0,-180.0,351,133,3,2,14,2,14,0,4,1,204,264.0,-1.0,3.0,-0.5128205128205128,2.0
2026-03,infrasettimanale,notte,NCL,0,8,0,0.0,0,177.0,16,8,4,0,8,4,8,0,8,3,0,177.0,3.0,46.5,11.0625,39.5
2026-03,infrasettimanale,notte,REG,141,15978,0,20328.0,29,10712.0,16242,6988,573,139,1620,363,1620,2,123,141,7634,31040.0,0.0,7.0,0.6595246890776998,4.0
2026-03,infrasettimanale,notte,,0,40,0,0.0,0,830.0,90,50,15,0,40,15,40,0,50,15,0,830.0,1.666666666666667,28.633333333333333,9.22222222222222,24.266666666666666
2026-03,infrasettimanale,pomeriggio,EC,2,326,0,484.0,5,2208.0,338,79,89,2,130,62,130,0,10,22,129,2692.0,2.0,34.14999999999998,6.5325443786982245,21.0
2026-03,infrasettimanale,pomeriggio,EXP,0,3,0,3.0,1,62.0,3,1,1,0,1,1,1,0,0,1,1,65.0,3.0,56.1,20.666666666666668,50.20000000000001
2026-03,infrasettimanale,pomeriggio,FA,0,85,0,173.0,2,375.0,85,26,15,0,24,13,24,0,0,4,35,548.0,1.0,26.399999999999988,4.411764705882353,17.200000000000017
2026-03,infrasettimanale,pomeriggio,FB,0,25,0,3.0,0,121.0,25,14,1,0,8,1,8,0,0,1,3,124.0,4.0,7.599999999999994,4.84,6.0
2026-03,infrasettimanale,pomeriggio,FR,1,1305,0,1661.0,19,9483.0,1306,338,362,1,625,224,625,0,0,77,343,11144.0,4.0,33.0,7.261102603369066,22.0
2026-03,infrasettimanale,pomeriggio,IC,7,456,0,752.0,9,2607.0,463,117,88,2,152,56,152,5,0,26,194,3359.0,1.0,30.0,5.630669546436285,17.0
2026-03,infrasettimanale,pomeriggio,ICN,0,40,0,138.0,1,257.0,40,9,5,0,8,5,8,0,0,4,23,395.0,-2.5,50.19999999999999,6.425,19.40000000000002
2026-03,infrasettimanale,pomeriggio,MET,18,1155,0,1327.0,0,705.0,1181,573,43,18,94,32,94,0,8,9,514,2032.0,0.0,7.0,0.5969517358171041,4.0
2026-03,infrasettimanale,pomeriggio,NCL,0,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2026-03,infrasettimanale,pomeriggio,REG,703,45800,0,48956.0,85,66520.0,46879,21030,2443,696,6990,1423,6990,7,376,439,18859,115476.0,0.0,10.0,1.4189722477015294,6.0
2026-03,infrasettimanale,pomeriggio,,0,53,0,0.0,0,107.0,53,53,0,0,0,0,0,0,0,0,0,107.0,2.018867924528301,2.901886792452832,2.018867924528301,2.8037735849056613
2026-03,infrasettimanale,sera,EC,0,229,0,219.0,0,860.0,233,74,41,0,79,15,79,0,4,4,80,1079.0,2.0,16.399999999999977,3.6909871244635193,12.0
2026-03,infrasettimanale,sera,ECFR,0,22,0,11.0,1,326.0,22,2,10,0,15,7,15,0,0,4,5,337.0,9.0,55.35,14.818181818181818,42.00000000000002
2026-03,infrasettimanale,sera,EN,0,20,0,15.0,0,388.0,20,0,17,0,18,14,18,0,0,3,2,403.0,23.0,33.400000000000006,19.4,30.300000000000004
2026-03,infrasettimanale,sera,EXP,0,4,0,1.0,0,17.0,4,1,1,0,2,0,2,0,0,0,1,18.0,4.0,9.4,4.25,8.8
2026-03,infrasettimanale,sera,FA,0,22,0,35.0,0,66.0,22,8,3,0,6,3,6,0,0,0,8,101.0,1.0,19.75,3.0,14.400000000000013
2026-03,infrasettimanale,sera,FB,0,18,0,4.0,0,45.0,18,10,0,0,5,0,5,0,0,0,3,49.0,1.5,6.149999999999999,2.5,6.0
2026-03,infrasettimanale,sera,FR,0,470,0,949.0,3,1977.0,470,96,88,0,173,47,173,0,0,15,201,2926.0,1.0,25.0,4.206382978723404,14.100000000000025
2026-03,infrasettimanale,sera,IC,4,265,0,605.0,5,1121.0,269,67,32,4,80,21,80,0,0,15,122,1726.0,0.0,31.199999999999992,4.16728624535316,12.0
2026-03,infrasettimanale,sera,ICN,0,283,0,1036.0,6,711.0,283,56,37,0,66,28,66,0,0,18,161,1747.0,-1.0,44.0,2.512367491166078,13.600000000000025
2026-03,infrasettimanale,sera,MET,25,1050,0,1293.0,0,700.0,1088,541,45,25,99,27,99,0,13,7,448,1993.0,0.0,8.0,0.6433823529411765,4.0
2026-03,infrasettimanale,sera,NCL,0,20,0,75.0,3,355.0,34,19,10,0,11,8,11,0,14,5,4,430.0,0.0,78.19999999999997,10.441176470588236,33.8
2026-03,infrasettimanale,sera,REG,392,36448,0,41729.0,100,63418.0,37157,15861,2306,387,6442,1277,6442,5,317,449,14854,105147.0,1.0,11.0,1.7067578114487176,7.0
2026-03,infrasettimanale,tarda_mattina,EC,2,303,0,373.0,5,1445.0,310,83,47,2,79,33,79,0,5,10,148,1818.0,0.0,23.0,4.661290322580645,17.0
2026-03,infrasettimanale,tarda_mattina,ECFR,0,22,0,167.0,0,-140.0,22,0,2,0,2,1,2,0,0,0,20,27.0,-8.5,11.29999999999999,-6.363636363636363,-2.099999999999998
2026-03,infrasettimanale,tarda_mattina,EXP,1,4,0,0.0,0,71.0,6,2,3,1,4,3,4,0,1,0,0,71.0,12.0,24.25,11.833333333333334,23.5
2026-03,infrasettimanale,tarda_mattina,FA,0,43,0,72.0,0,216.0,43,8,10,0,22,5,22,0,0,2,13,288.0,5.0,21.9,5.023255813953488,16.200000000000017
2026-03,infrasettimanale,tarda_mattina,FB,0,85,0,41.0,0,313.0,85,48,11,0,20,6,20,0,0,2,17,354.0,2.0,17.599999999999994,3.6823529411764704,10.0
2026-03,infrasettimanale,tarda_mattina,FR,5,1358,0,1576.0,26,9391.0,1363,399,327,5,569,210,569,0,0,92,395,10967.0,3.0,34.0,6.889948642699927,22.0
2026-03,infrasettimanale,tarda_mattina,IC,5,602,0,1128.0,13,3720.0,616,163,124,4,204,90,204,1,9,36,249,4848.0,1.0,34.25,6.038961038961039,20.5
2026-03,infrasettimanale,tarda_mattina,ICN,0,41,0,218.0,2,-45.0,41,6,3,0,3,2,3,0,0,2,32,173.0,-5.0,13.0,-1.0975609756097562,3.0
2026-03,infrasettimanale,tarda_mattina,MET,24,1340,0,1570.0,0,410.0,1372,650,33,24,98,22,98,0,8,6,624,1980.0,0.0,6.0,0.2988338192419825,3.0
2026-03,infrasettimanale,tarda_mattina,NCL,0,0,0,0.0,0,0.0,4,4,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0
2026-03,infrasettimanale,tarda_mattina,REG,619,47914,0,55149.0,63,41087.0,48859,21822,1779,619,5478,1003,5478,0,326,349,21559,96236.0,0.0,8.0,0.8409300231277759,5.0
2026-03,infrasettimanale,tarda_mattina,,0,0,0,0.0,0,0.0,6,6,0,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0
2026-03,weekend,mattina,EC,0,54,0,109.0,0,-20.0,58,17,2,0,6,1,6,0,4,1,35,89.0,-1.0,7.0,-0.3448275862068966,3.6000000000000085
2026-03,weekend,mattina,EXP,0,1,0,21.0,0,-21.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-21.0,-21.0,-21.0,-21.0
2026-03,weekend,mattina,FA,0,39,0,104.0,1,103.0,39,4,5,0,13,4,13,0,0,2,22,207.0,-1.0,21.50000000000002,2.641025641025641,11.600000000000025
2026-03,weekend,mattina,FB,0,9,0,0.0,0,60.0,9,4,3,0,5,0,5,0,0,0,0,60.0,5.0,12.8,6.666666666666667,11.6
2026-03,weekend,mattina,FR,1,526,0,1174.0,6,1229.0,527,169,60,1,114,37,114,0,0,19,244,2403.0,0.0,21.69999999999999,2.332068311195446,11.0
2026-03,weekend,mattina,IC,1,253,0,672.0,3,492.0,258,62,32,1,62,21,62,0,4,9,134,1164.0,-1.0,22.44999999999993,1.9069767441860463,13.0
2026-03,weekend,mattina,ICN,0,1,0,28.0,0,-28.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-28.0,-28.0,-28.0,-28.0
2026-03,weekend,mattina,MET,4,359,0,398.0,0,-81.0,368,197,2,4,9,1,9,0,5,0,162,317.0,0.0,3.0,-0.2201086956521738,2.0
2026-03,weekend,mattina,REG,61,10346,0,14321.0,15,2482.0,10454,4359,279,60,876,154,876,1,47,50,5219,16803.0,0.0,6.0,0.2374210828391046,4.0
2026-03,weekend,mattina,,0,31,0,434.0,0,-434.0,31,0,0,0,0,0,0,0,0,0,31,0.0,-14.0,-14.0,-14.0,-14.0
2026-03,weekend,notte,EC,1,9,0,13.0,0,70.0,10,0,3,1,5,3,5,0,0,1,5,83.0,2.5,26.94999999999999,7.0,22.9
2026-03,weekend,notte,EN,4,2,0,8.0,1,116.0,6,1,3,4,3,3,3,0,0,1,2,124.0,9.5,67.75,19.33333333333333,52.5
2026-03,weekend,notte,EXP,1,0,0,0.0,1,140.0,1,0,1,1,1,1,1,0,0,1,0,140.0,140.0,140.0,140.0,140.0
2026-03,weekend,notte,FA,0,4,0,5.0,0,-1.0,4,2,0,0,0,0,0,0,0,0,2,4.0,0.0,2.0,-0.25,2.0
2026-03,weekend,notte,FB,0,9,0,4.0,1,93.0,9,6,2,0,2,1,2,0,0,1,1,97.0,3.0,48.19999999999997,10.333333333333334,23.400000000000013
2026-03,weekend,notte,FR,0,156,0,469.0,0,87.0,156,46,15,0,27,10,27,0,0,4,83,556.0,-1.0,20.0,0.5576923076923077,9.0
2026-03,weekend,notte,IC,1,99,0,359.0,3,429.0,101,20,16,1,19,9,19,0,1,4,62,788.0,-3.0,21.0,4.247524752475248,11.0
2026-03,weekend,notte,ICN,0,23,0,106.0,0,-16.0,23,3,2,0,3,2,3,0,0,1,17,90.0,-5.0,16.899999999999984,-0.6956521739130435,6.400000000000002
2026-03,weekend,notte,IR,1,1,0,1.0,0,-1.0,2,1,0,1,0,0,0,0,0,0,1,0.0,-0.5,-0.05,-0.5,-0.0999999999999999
2026-03,weekend,notte,MET,0,131,0,215.0,0,-137.0,132,37,1,0,4,0,4,0,1,0,91,78.0,-1.5,3.4499999999999886,-1.0378787878787878,2.0
2026-03,weekend,notte,NCL,0,10,0,0.0,10,1129.0,15,5,10,0,10,10,10,0,5,10,0,1129.0,73.0,163.29999999999998,75.26666666666667,155.6
2026-03,weekend,notte,REG,27,4579,0,7019.0,4,-408.0,4626,1842,106,27,348,66,348,0,20,26,2436,6611.0,-1.0,6.0,-0.0881971465629053,4.0
2026-03,weekend,notte,,0,34,0,0.0,0,447.0,59,25,9,0,34,9,34,0,25,9,0,447.0,4.372881355932203,16.957627118644066,7.576271186440679,15.55932203389831
2026-03,weekend,pomeriggio,EC,3,116,0,190.0,1,550.0,120,33,24,3,36,13,36,0,1,5,51,740.0,1.0,29.0,4.583333333333333,16.200000000000017
2026-03,weekend,pomeriggio,EXP,0,1,0,5.0,0,-5.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-5.0,-5.0,-5.0,-5.0
2026-03,weekend,pomeriggio,FA,0,26,0,62.0,0,36.0,26,6,2,0,5,2,5,0,0,1,15,98.0,-2.0,18.5,1.3846153846153846,8.0
2026-03,weekend,pomeriggio,FB,0,14,0,12.0,0,50.0,14,7,2,0,4,2,4,0,0,0,3,62.0,2.0,18.7,3.571428571428572,14.100000000000014
2026-03,weekend,pomeriggio,FR,1,530,0,969.0,4,1593.0,531,198,69,1,147,41,147,0,0,17,186,2562.0,2.0,21.0,3.0,11.0
2026-03,weekend,pomeriggio,IC,3,205,0,501.0,0,376.0,208,46,35,3,58,15,58,0,0,5,104,877.0,-0.5,21.649999999999977,1.807692307692308,13.0
2026-03,weekend,pomeriggio,ICN,0,9,0,13.0,0,33.0,9,4,1,0,2,1,2,0,0,1,3,46.0,2.0,21.19999999999999,3.6666666666666665,10.400000000000006
2026-03,weekend,pomeriggio,MET,9,460,0,523.0,0,176.0,471,232,14,9,32,10,32,0,2,3,207,699.0,0.0,5.0,0.3736730360934182,3.0
2026-03,weekend,pomeriggio,NCL,0,2,0,2.0,0,41.0,2,0,1,0,1,1,1,0,0,1,1,43.0,20.5,40.75,20.5,38.5
2026-03,weekend,pomeriggio,REG,128,13116,0,17253.0,24,7974.0,13319,5672,498,126,1362,288,1362,2,75,95,6285,25227.0,0.0,7.0,0.5986935956152865,5.0
2026-03,weekend,pomeriggio,,0,74,0,72.0,0,197.0,74,28,0,0,28,0,28,0,0,0,18,269.0,0.9324324324324325,8.481081081081083,2.6621621621621623,8.13783783783784
2026-03,weekend,sera,EC,0,83,0,147.0,1,187.0,86,23,9,0,18,5,18,0,3,4,45,334.0,-1.0,16.0,2.1744186046511627,9.5
2026-03,weekend,sera,ECFR,0,7,0,8.0,0,84.0,7,1,3,0,3,3,3,0,0,1,3,92.0,4.0,41.799999999999976,12.0,31.600000000000005
2026-03,weekend,sera,EN,0,7,0,0.0,0,161.0,7,1,6,0,6,6,6,0,0,2,0,161.0,28.0,31.7,23.0,31.4
