mese,categoria,cod_stazione,ruolo,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2026-02,REG,S04501,partenza,"(-15,-10]",1,0,10
2026-02,REG,S04501,partenza,"(-5,-1]",15,0,30
2026-02,REG,S04501,partenza,"(0,1]",6,6,0
2026-02,REG,S04501,partenza,"(1,5]",12,34,0
2026-02,REG,S04501,partenza,"(10,15]",2,22,0
2026-02,REG,S04501,partenza,"(15,30]",1,17,0
2026-02,REG,S04501,partenza,"(30,60]",2,91,0
2026-02,REG,S04501,partenza,"(5,10]",4,28,0
2026-02,REG,S04515,arrivo,"(-5,-1]",1,0,2
2026-02,REG,S04515,partenza,"(1,5]",1,4,0
2026-02,REG,S04516,arrivo,"(-10,-5]",2,0,11
2026-02,REG,S04516,arrivo,"(-5,-1]",2,0,6
2026-02,REG,S04516,arrivo,"(1,5]",1,3,0
2026-02,REG,S04516,arrivo,"(5,10]",2,13,0
2026-02,REG,S04516,partenza,"(-10,-5]",1,0,5
2026-02,REG,S04516,partenza,"(-5,-1]",3,0,4
2026-02,REG,S04516,partenza,"(1,5]",1,2,0
2026-02,REG,S04516,partenza,"(5,10]",1,7,0
2026-02,REG,S04519,arrivo,"(15,30]",1,26,0
2026-02,REG,S04519,partenza,"(10,15]",1,12,0
2026-02,REG,S04523,arrivo,"(-5,-1]",1,0,3
2026-02,REG,S04523,arrivo,"(1,5]",1,2,0
2026-02,REG,S04523,arrivo,"(15,30]",1,22,0
2026-02,REG,S04523,partenza,"(-5,-1]",1,0,1
2026-02,REG,S04523,partenza,"(0,1]",1,1,0
2026-02,REG,S04525,arrivo,"(10,15]",1,15,0
2026-02,REG,S04525,arrivo,"(30,60]",1,47,0
2026-02,REG,S04525,partenza,"(15,30]",1,27,0
2026-02,REG,S04532,arrivo,"(0,1]",2,2,0
2026-02,REG,S04532,arrivo,"(1,5]",1,2,0
2026-02,REG,S04532,partenza,"(10,15]",1,14,0
2026-02,REG,S04532,partenza,"(5,10]",2,16,0
2026-02,REG,S04534,arrivo,"(-1,0]",1,0,0
2026-02,REG,S04534,arrivo,"(-5,-1]",26,0,52
2026-02,REG,S04534,arrivo,"(0,1]",1,1,0
2026-02,REG,S04534,arrivo,"(1,5]",11,30,0
2026-02,REG,S04534,arrivo,"(5,10]",3,20,0
2026-02,REG,S04534,partenza,"(-1,0]",5,0,0
2026-02,REG,S04534,partenza,"(-10,-5]",1,0,6
2026-02,REG,S04534,partenza,"(-5,-1]",14,0,21
2026-02,REG,S04534,partenza,"(0,1]",4,4,0
2026-02,REG,S04534,partenza,"(1,5]",13,40,0
2026-02,REG,S04534,partenza,"(10,15]",2,27,0
2026-02,REG,S04534,partenza,"(15,30]",2,40,0
2026-02,REG,S04534,partenza,"(5,10]",2,18,0
2026-02,REG,S04700,arrivo,"(-1,0]",2,0,0
2026-02,REG,S04700,arrivo,"(-10,-5]",8,0,50
2026-02,REG,S04700,arrivo,"(-15,-10]",3,0,33
2026-02,REG,S04700,arrivo,"(-5,-1]",9,0,20
2026-02,REG,S04700,arrivo,"(0,1]",6,6,0
2026-02,REG,S04700,arrivo,"(1,5]",3,10,0
2026-02,REG,S04700,arrivo,"(15,30]",1,28,0
2026-02,REG,S04700,arrivo,"(5,10]",2,15,0
2026-02,REG,S04700,partenza,"(-10,-5]",15,0,98
2026-02,REG,S04700,partenza,"(-5,-1]",11,0,34
2026-02,REG,S04700,partenza,"(0,1]",3,3,0
2026-02,REG,S04700,partenza,"(1,5]",6,19,0
2026-02,REG,S04700,partenza,"(15,30]",1,17,0
2026-02,REG,S04700,partenza,"(5,10]",4,30,0
2026-02,REG,S04702,arrivo,"(-1,0]",14,0,0
2026-02,REG,S04702,arrivo,"(-10,-5]",17,0,109
2026-02,REG,S04702,arrivo,"(-5,-1]",48,0,116
2026-02,REG,S04702,arrivo,"(0,1]",17,17,0
2026-02,REG,S04702,arrivo,"(1,5]",27,85,0
2026-02,REG,S04702,arrivo,"(10,15]",5,64,0
2026-02,REG,S04702,arrivo,"(15,30]",3,51,0
2026-02,REG,S04702,arrivo,"(30,60]",1,31,0
2026-02,REG,S04702,arrivo,"(5,10]",8,56,0
2026-02,REG,S04702,partenza,"(-1,0]",7,0,0
2026-02,REG,S04702,partenza,"(-10,-5]",26,0,164
2026-02,REG,S04702,partenza,"(-15,-10]",2,0,21
2026-02,REG,S04702,partenza,"(-5,-1]",53,0,127
2026-02,REG,S04702,partenza,"(0,1]",9,9,0
2026-02,REG,S04702,partenza,"(1,5]",22,63,0
2026-02,REG,S04702,partenza,"(10,15]",1,13,0
2026-02,REG,S04702,partenza,"(15,30]",3,68,0
2026-02,REG,S04702,partenza,"(5,10]",15,116,0
2026-02,REG,S04704,arrivo,"(15,30]",2,40,0
2026-02,REG,S04704,partenza,"(-5,-1]",1,0,3
2026-02,REG,S04704,partenza,"(1,5]",1,2,0
2026-02,REG,S04707,arrivo,"(-1,0]",3,0,0
2026-02,REG,S04707,arrivo,"(-5,-1]",11,0,16
2026-02,REG,S04707,arrivo,"(0,1]",4,4,0
2026-02,REG,S04707,arrivo,"(1,5]",8,23,0
2026-02,REG,S04707,arrivo,"(10,15]",1,13,0
2026-02,REG,S04707,arrivo,"(5,10]",1,10,0
2026-02,REG,S04707,partenza,"(-1,0]",1,0,0
2026-02,REG,S04707,partenza,"(-5,-1]",19,0,42
2026-02,REG,S04707,partenza,"(1,5]",7,19,0
2026-02,REG,S04707,partenza,"(5,10]",2,13,0
2026-02,REG,S04714,arrivo,"(-5,-1]",3,0,6
2026-02,REG,S04714,partenza,"(-5,-1]",3,0,3
2026-02,REG,S04725,arrivo,"(-1,0]",3,0,0
2026-02,REG,S04725,arrivo,"(-10,-5]",10,0,57
2026-02,REG,S04725,arrivo,"(-15,-10]",1,0,11
2026-02,REG,S04725,arrivo,"(-5,-1]",32,0,79
2026-02,REG,S04725,arrivo,"(0,1]",3,3,0
2026-02,REG,S04725,arrivo,"(1,5]",15,47,0
2026-02,REG,S04725,arrivo,"(15,30]",2,45,0
2026-02,REG,S04725,arrivo,"(5,10]",5,37,0
2026-02,REG,S04725,partenza,"(-1,0]",3,0,0
2026-02,REG,S04725,partenza,"(-10,-5]",3,0,22
2026-02,REG,S04725,partenza,"(-15,-10]",1,0,11
2026-02,REG,S04725,partenza,"(-5,-1]",37,0,69
2026-02,REG,S04725,partenza,"(0,1]",7,7,0
2026-02,REG,S04725,partenza,"(1,5]",14,44,0
2026-02,REG,S04725,partenza,"(5,10]",3,18,0
2026-02,REG,S04731,partenza,"(-5,-1]",1,0,2
2026-02,REG,S04801,arrivo,"(-1,0]",8,0,0
2026-02,REG,S04801,arrivo,"(-10,-5]",11,0,61
2026-02,REG,S04801,arrivo,"(-15,-10]",1,0,10
2026-02,REG,S04801,arrivo,"(-5,-1]",44,0,94
2026-02,REG,S04801,arrivo,"(0,1]",8,8,0
2026-02,REG,S04801,arrivo,"(1,5]",17,54,0
2026-02,REG,S04801,arrivo,"(10,15]",1,14,0
2026-02,REG,S04801,arrivo,"(5,10]",6,43,0
2026-02,REG,S04801,partenza,"(-1,0]",3,0,0
2026-02,REG,S04801,partenza,"(-10,-5]",13,0,76
2026-02,REG,S04801,partenza,"(-15,-10]",1,0,11
2026-02,REG,S04801,partenza,"(-5,-1]",38,0,86
2026-02,REG,S04801,partenza,"(0,1]",9,9,0
2026-02,REG,S04801,partenza,"(1,5]",27,87,0
2026-02,REG,S04801,partenza,"(10,15]",1,12,0
2026-02,REG,S04801,partenza,"(15,30]",2,45,0
2026-02,REG,S04801,partenza,"(5,10]",5,32,0
2026-02,REG,S04805,arrivo,"(-1,0]",1,0,0
2026-02,REG,S04805,arrivo,"(-10,-5]",3,0,15
2026-02,REG,S04805,arrivo,"(-5,-1]",6,0,10
2026-02,REG,S04805,arrivo,"(0,1]",1,1,0
2026-02,REG,S04805,arrivo,"(1,5]",1,3,0
2026-02,REG,S04805,partenza,"(-1,0]",1,0,0
2026-02,REG,S04805,partenza,"(-5,-1]",9,0,20
2026-02,REG,S04805,partenza,"(1,5]",1,2,0
2026-02,REG,S04805,partenza,"(5,10]",1,7,0
2026-02,REG,S05000,arrivo,"(-1,0]",3,0,0
2026-02,REG,S05000,arrivo,"(-10,-5]",22,0,131
2026-02,REG,S05000,arrivo,"(-15,-10]",1,0,11
2026-02,REG,S05000,arrivo,"(-5,-1]",41,0,108
2026-02,REG,S05000,arrivo,"(0,1]",3,3,0
2026-02,REG,S05000,arrivo,"(1,5]",17,62,0
2026-02,REG,S05000,arrivo,"(10,15]",1,12,0
2026-02,REG,S05000,arrivo,"(15,30]",2,41,0
2026-02,REG,S05000,arrivo,"(5,10]",4,34,0
2026-02,REG,S05000,partenza,"(-1,0]",7,0,0
2026-02,REG,S05000,partenza,"(-10,-5]",4,0,24
2026-02,REG,S05000,partenza,"(-5,-1]",39,0,92
2026-02,REG,S05000,partenza,"(0,1]",5,5,0
2026-02,REG,S05000,partenza,"(1,5]",23,70,0
2026-02,REG,S05000,partenza,"(10,15]",3,43,0
2026-02,REG,S05000,partenza,"(15,30]",3,54,0
2026-02,REG,S05000,partenza,"(5,10]",13,94,0
2026-02,REG,S05009,arrivo,"(-1,0]",11,0,0
2026-02,REG,S05009,arrivo,"(-5,-1]",19,0,25
2026-02,REG,S05009,arrivo,"(0,1]",13,13,0
2026-02,REG,S05009,arrivo,"(1,5]",2,4,0
2026-02,REG,S05009,partenza,"(-1,0]",37,0,0
2026-02,REG,S05009,partenza,"(-5,-1]",2,0,2
2026-02,REG,S05009,partenza,"(0,1]",1,1,0
2026-02,REG,S05009,partenza,"(1,5]",4,9,0
2026-02,REG,S05014,arrivo,"(-1,0]",15,0,0
2026-02,REG,S05014,arrivo,"(-10,-5]",3,0,15
2026-02,REG,S05014,arrivo,"(-5,-1]",32,0,63
2026-02,REG,S05014,arrivo,"(0,1]",9,9,0
2026-02,REG,S05014,arrivo,"(1,5]",30,100,0
2026-02,REG,S05014,arrivo,"(10,15]",2,28,0
2026-02,REG,S05014,arrivo,"(15,30]",4,87,0
2026-02,REG,S05014,arrivo,"(30,60]",1,36,0
2026-02,REG,S05014,arrivo,"(5,10]",6,44,0
2026-02,REG,S05014,partenza,"(-1,0]",9,0,0
2026-02,REG,S05014,partenza,"(-10,-5]",2,0,13
2026-02,REG,S05014,partenza,"(-5,-1]",23,0,48
2026-02,REG,S05014,partenza,"(0,1]",13,13,0
2026-02,REG,S05014,partenza,"(1,5]",38,123,0
2026-02,REG,S05014,partenza,"(10,15]",3,38,0
2026-02,REG,S05014,partenza,"(15,30]",6,141,0
2026-02,REG,S05014,partenza,"(30,60]",1,42,0
2026-02,REG,S05014,partenza,"(5,10]",8,67,0
2026-02,REG,S05017,arrivo,"(-1,0]",6,0,0
2026-02,REG,S05017,arrivo,"(0,1]",6,6,0
2026-02,REG,S05017,arrivo,"(1,5]",16,58,0
2026-02,REG,S05017,arrivo,"(10,15]",1,12,0
2026-02,REG,S05017,arrivo,"(5,10]",3,26,0
2026-02,REG,S05023,arrivo,"(-1,0]",6,0,0
2026-02,REG,S05023,arrivo,"(-5,-1]",16,0,20
2026-02,REG,S05023,arrivo,"(0,1]",7,7,0
2026-02,REG,S05023,arrivo,"(1,5]",16,47,0
2026-02,REG,S05023,arrivo,"(5,10]",3,22,0
2026-02,REG,S05023,partenza,"(-1,0]",5,0,0
2026-02,REG,S05023,partenza,"(-5,-1]",23,0,37
2026-02,REG,S05023,partenza,"(0,1]",10,10,0
2026-02,REG,S05023,partenza,"(1,5]",9,27,0
2026-02,REG,S05023,partenza,"(5,10]",1,7,0
2026-02,REG,S05032,arrivo,"(-1,0]",10,0,0
2026-02,REG,S05032,arrivo,"(-10,-5]",10,0,50
2026-02,REG,S05032,arrivo,"(-5,-1]",71,0,181
2026-02,REG,S05032,arrivo,"(0,1]",13,13,0
2026-02,REG,S05032,arrivo,"(1,5]",24,71,0
2026-02,REG,S05032,arrivo,"(10,15]",1,12,0
2026-02,REG,S05032,arrivo,"(15,30]",2,42,0
2026-02,REG,S05032,arrivo,"(5,10]",1,7,0
2026-02,REG,S05032,partenza,"(-1,0]",17,0,0
2026-02,REG,S05032,partenza,"(-10,-5]",3,0,15
2026-02,REG,S05032,partenza,"(-15,-10]",1,0,11
2026-02,REG,S05032,partenza,"(-5,-1]",52,0,97
2026-02,REG,S05032,partenza,"(0,1]",19,19,0
2026-02,REG,S05032,partenza,"(1,5]",32,86,0
2026-02,REG,S05032,partenza,"(10,15]",1,12,0
2026-02,REG,S05032,partenza,"(15,30]",1,29,0
2026-02,REG,S05032,partenza,"(30,60]",1,45,0
2026-02,REG,S05032,partenza,"(5,10]",3,20,0
2026-02,REG,S05043,arrivo,"(-1,0]",21,0,0
2026-02,REG,S05043,arrivo,"(-10,-5]",51,0,292
2026-02,REG,S05043,arrivo,"(-15,-10]",2,0,20
2026-02,REG,S05043,arrivo,"(-5,-1]",157,0,385
2026-02,REG,S05043,arrivo,"(0,1]",35,35,0
2026-02,REG,S05043,arrivo,"(1,5]",60,180,0
2026-02,REG,S05043,arrivo,"(10,15]",3,39,0
2026-02,REG,S05043,arrivo,"(15,30]",2,42,0
2026-02,REG,S05043,arrivo,"(30,60]",1,38,0
2026-02,REG,S05043,arrivo,"(5,10]",11,76,0
2026-02,REG,S05043,partenza,"(-1,0]",21,0,0
2026-02,REG,S05043,partenza,"(-10,-5]",39,0,228
2026-02,REG,S05043,partenza,"(-15,-10]",2,0,22
2026-02,REG,S05043,partenza,"(-5,-1]",132,0,286
2026-02,REG,S05043,partenza,"(0,1]",41,41,0
2026-02,REG,S05043,partenza,"(1,5]",79,255,0
2026-02,REG,S05043,partenza,"(10,15]",2,27,0
2026-02,REG,S05043,partenza,"(15,30]",3,62,0
2026-02,REG,S05043,partenza,"(30,60]",4,150,0
2026-02,REG,S05043,partenza,"(5,10]",11,76,0
2026-02,REG,S05053,arrivo,"(-5,-1]",1,0,1
2026-02,REG,S05053,partenza,"(-1,0]",1,0,0
2026-02,REG,S05054,arrivo,"(-1,0]",4,0,0
2026-02,REG,S05054,arrivo,"(-10,-5]",1,0,5
2026-02,REG,S05054,arrivo,"(-5,-1]",15,0,20
2026-02,REG,S05054,arrivo,"(0,1]",5,5,0
2026-02,REG,S05054,arrivo,"(1,5]",13,39,0
2026-02,REG,S05054,arrivo,"(15,30]",1,21,0
2026-02,REG,S05054,arrivo,"(5,10]",6,40,0
2026-02,REG,S05054,partenza,"(-1,0]",5,0,0
2026-02,REG,S05054,partenza,"(-10,-5]",4,0,30
2026-02,REG,S05054,partenza,"(-15,-10]",1,0,11
2026-02,REG,S05054,partenza,"(-5,-1]",17,0,34
2026-02,REG,S05054,partenza,"(0,1]",7,7,0
2026-02,REG,S05054,partenza,"(1,5]",15,45,0
2026-02,REG,S05054,partenza,"(15,30]",1,19,0
2026-02,REG,S05054,partenza,"(5,10]",1,8,0
2026-02,REG,S05056,arrivo,"(0,1]",2,2,0
2026-02,REG,S05056,arrivo,"(1,5]",2,5,0
2026-02,REG,S05056,partenza,"(-5,-1]",2,0,3
2026-02,REG,S05056,partenza,"(0,1]",2,2,0
2026-02,REG,S05058,arrivo,"(-1,0]",4,0,0
2026-02,REG,S05058,arrivo,"(-10,-5]",2,0,13
2026-02,REG,S05058,arrivo,"(-5,-1]",12,0,26
2026-02,REG,S05058,arrivo,"(0,1]",5,5,0
2026-02,REG,S05058,arrivo,"(1,5]",5,16,0
2026-02,REG,S05058,arrivo,"(5,10]",2,12,0
2026-02,REG,S05058,partenza,"(-1,0]",3,0,0
2026-02,REG,S05058,partenza,"(-5,-1]",12,0,22
2026-02,REG,S05058,partenza,"(0,1]",3,3,0
2026-02,REG,S05058,partenza,"(1,5]",7,25,0
2026-02,REG,S05058,partenza,"(5,10]",3,22,0
2026-02,REG,S05071,arrivo,"(-1,0]",2,0,0
2026-02,REG,S05071,arrivo,"(-10,-5]",16,0,93
2026-02,REG,S05071,arrivo,"(-15,-10]",1,0,11
2026-02,REG,S05071,arrivo,"(-5,-1]",35,0,79
2026-02,REG,S05071,arrivo,"(0,1]",8,8,0
2026-02,REG,S05071,arrivo,"(1,5]",11,38,0
2026-02,REG,S05071,arrivo,"(15,30]",2,43,0
2026-02,REG,S05071,arrivo,"(5,10]",3,21,0
2026-02,REG,S05071,partenza,"(-1,0]",7,0,0
2026-02,REG,S05071,partenza,"(-10,-5]",5,0,32
2026-02,REG,S05071,partenza,"(-15,-10]",1,0,10
2026-02,REG,S05071,partenza,"(-5,-1]",30,0,55
2026-02,REG,S05071,partenza,"(0,1]",17,17,0
2026-02,REG,S05071,partenza,"(1,5]",13,42,0
2026-02,REG,S05071,partenza,"(10,15]",1,12,0
2026-02,REG,S05071,partenza,"(15,30]",1,17,0
2026-02,REG,S05071,partenza,"(5,10]",3,22,0
2026-02,REG,S05090,arrivo,"(-1,0]",43,0,0
2026-02,REG,S05090,partenza,"(-1,0]",10,0,0
2026-02,REG,S05090,partenza,"(-5,-1]",16,0,21
2026-02,REG,S05090,partenza,"(0,1]",13,13,0
2026-02,REG,S05090,partenza,"(1,5]",4,11,0
2026-02,REG,S05105,arrivo,"(-5,-1]",2,0,4
2026-02,REG,S05105,arrivo,"(0,1]",8,8,0
2026-02,REG,S05105,arrivo,"(1,5]",8,22,0
2026-02,REG,S05105,partenza,"(-1,0]",2,0,0
2026-02,REG,S05105,partenza,"(-5,-1]",15,0,20
2026-02,REG,S05110,arrivo,"(-1,0]",4,0,0
2026-02,REG,S05110,arrivo,"(-10,-5]",1,0,5
2026-02,REG,S05110,arrivo,"(-5,-1]",26,0,55
2026-02,REG,S05110,arrivo,"(0,1]",10,10,0
2026-02,REG,S05110,arrivo,"(1,5]",11,32,0
2026-02,REG,S05110,arrivo,"(15,30]",1,26,0
2026-02,REG,S05110,arrivo,"(5,10]",2,12,0
2026-02,REG,S05110,partenza,"(-1,0]",6,0,0
2026-02,REG,S05110,partenza,"(-10,-5]",1,0,6
2026-02,REG,S05110,partenza,"(-5,-1]",33,0,45
2026-02,REG,S05110,partenza,"(0,1]",10,10,0
2026-02,REG,S05110,partenza,"(1,5]",4,17,0
2026-02,REG,S05110,partenza,"(10,15]",1,13,0
2026-02,REG,S05110,partenza,"(5,10]",1,6,0
2026-02,REG,S05131,arrivo,"(-1,0]",8,0,0
2026-02,REG,S05131,arrivo,"(-10,-5]",3,0,15
2026-02,REG,S05131,arrivo,"(-5,-1]",44,0,56
2026-02,REG,S05131,arrivo,"(0,1]",17,17,0
2026-02,REG,S05131,arrivo,"(1,5]",2,10,0
2026-02,REG,S05131,arrivo,"(5,10]",1,6,0
2026-02,REG,S05131,partenza,"(-1,0]",3,0,0
2026-02,REG,S05131,partenza,"(-10,-5]",8,0,40
2026-02,REG,S05131,partenza,"(-5,-1]",29,0,64
2026-02,REG,S05131,partenza,"(0,1]",16,16,0
2026-02,REG,S05131,partenza,"(1,5]",19,52,0
2026-02,REG,S05131,partenza,"(5,10]",1,6,0
2026-02,REG,S05134,arrivo,"(-1,0]",1,0,0
2026-02,REG,S05134,arrivo,"(0,1]",2,2,0
2026-02,REG,S05134,arrivo,"(1,5]",7,23,0
2026-02,REG,S05134,partenza,"(-10,-5]",3,0,15
2026-02,REG,S05134,partenza,"(-5,-1]",7,0,19
2026-02,REG,S05135,arrivo,"(-5,-1]",1,0,3
2026-02,REG,S05135,arrivo,"(1,5]",1,2,0
2026-02,REG,S05135,partenza,"(-10,-5]",1,0,7
2026-02,REG,S05135,partenza,"(1,5]",1,4,0
2026-02,REG,S05161,arrivo,"(0,1]",3,3,0
2026-02,REG,S05161,arrivo,"(1,5]",6,19,0
2026-02,REG,S05161,arrivo,"(5,10]",1,6,0
2026-02,REG,S05161,partenza,"(-1,0]",3,0,0
2026-02,REG,S05161,partenza,"(0,1]",3,3,0
2026-02,REG,S05161,partenza,"(1,5]",4,14,0
2026-02,REG,S05180,arrivo,"(-1,0]",7,0,0
2026-02,REG,S05180,arrivo,"(-5,-1]",3,0,5
2026-02,REG,S05180,arrivo,"(0,1]",12,12,0
2026-02,REG,S05180,arrivo,"(1,5]",16,38,0
2026-02,REG,S05180,arrivo,"(5,10]",1,6,0
2026-02,REG,S05180,partenza,"(-1,0]",5,0,0
2026-02,REG,S05180,partenza,"(-10,-5]",1,0,5
2026-02,REG,S05180,partenza,"(-5,-1]",15,0,24
2026-02,REG,S05180,partenza,"(0,1]",7,7,0
2026-02,REG,S05180,partenza,"(1,5]",15,43,0
2026-02,REG,S05180,partenza,"(10,15]",1,12,0
2026-02,REG,S05188,arrivo,"(-5,-1]",2,0,3
2026-02,REG,S05188,arrivo,"(1,5]",1,3,0
2026-02,REG,S05192,arrivo,"(-1,0]",3,0,0
2026-02,REG,S05192,arrivo,"(-5,-1]",3,0,3
2026-02,REG,S05192,arrivo,"(0,1]",1,1,0
2026-02,REG,S05192,arrivo,"(1,5]",5,15,0
2026-02,REG,S05192,arrivo,"(5,10]",1,9,0
2026-02,REG,S05192,partenza,"(0,1]",2,2,0
2026-02,REG,S05192,partenza,"(1,5]",6,21,0
2026-02,REG,S05192,partenza,"(5,10]",6,42,0
2026-02,REG,S05194,arrivo,"(-1,0]",1,0,0
2026-02,REG,S05194,arrivo,"(-5,-1]",11,0,15
2026-02,REG,S05194,arrivo,"(0,1]",4,4,0
2026-02,REG,S05194,arrivo,"(1,5]",2,5,0
2026-02,REG,S05194,partenza,"(-1,0]",4,0,0
2026-02,REG,S05194,partenza,"(-5,-1]",10,0,12
2026-02,REG,S05194,partenza,"(0,1]",2,2,0
2026-02,REG,S05194,partenza,"(1,5]",2,4,0
2026-02,REG,S05194,partenza,"(5,10]",1,7,0
2026-02,REG,S05308,arrivo,"(-1,0]",3,0,0
2026-02,REG,S05308,arrivo,"(-10,-5]",10,0,66
2026-02,REG,S05308,arrivo,"(-5,-1]",18,0,48
2026-02,REG,S05308,arrivo,"(0,1]",1,1,0
2026-02,REG,S05308,arrivo,"(1,5]",3,7,0
2026-02,REG,S05308,arrivo,"(15,30]",1,20,0
2026-02,REG,S05308,arrivo,"(5,10]",1,7,0
2026-02,REG,S05308,partenza,"(-10,-5]",3,0,15
2026-02,REG,S05308,partenza,"(-5,-1]",19,0,46
2026-02,REG,S05308,partenza,"(0,1]",4,4,0
2026-02,REG,S05308,partenza,"(1,5]",11,29,0
2026-02,REG,S05308,partenza,"(15,30]",1,28,0
2026-02,REG,S05420,arrivo,"(-1,0]",3,0,0
2026-02,REG,S05420,arrivo,"(-5,-1]",12,0,19
2026-02,REG,S05420,arrivo,"(0,1]",4,4,0
2026-02,REG,S05420,arrivo,"(1,5]",2,4,0
2026-02,REG,S05420,partenza,"(-10,-5]",1,0,5
2026-02,REG,S05420,partenza,"(-5,-1]",4,0,10
2026-02,REG,S05420,partenza,"(0,1]",3,3,0
2026-02,REG,S05420,partenza,"(1,5]",6,17,0
2026-02,REG,S05420,partenza,"(15,30]",1,22,0
2026-02,REG,S05420,partenza,"(5,10]",2,13,0
2026-02,REG,S05703,arrivo,"(-1,0]",1,0,0
2026-02,REG,S05703,arrivo,"(-5,-1]",4,0,5
2026-02,REG,S05703,arrivo,"(0,1]",2,2,0
2026-02,REG,S05703,arrivo,"(1,5]",5,14,0
2026-02,REG,S05703,arrivo,"(5,10]",3,27,0
2026-02,REG,S05703,partenza,"(-1,0]",1,0,0
2026-02,REG,S05703,partenza,"(-5,-1]",8,0,9
2026-02,REG,S05703,partenza,"(0,1]",3,3,0
2026-02,REG,S05703,partenza,"(1,5]",5,14,0
2026-02,REG,S05706,arrivo,"(-10,-5]",7,0,46
2026-02,REG,S05706,arrivo,"(-15,-10]",1,0,11
2026-02,REG,S05706,arrivo,"(-5,-1]",26,0,80
2026-02,REG,S05706,arrivo,"(0,1]",2,2,0
2026-02,REG,S05706,arrivo,"(1,5]",3,8,0
2026-02,REG,S05706,arrivo,"(10,15]",1,12,0
2026-02,REG,S05706,arrivo,"(5,10]",2,16,0
2026-02,REG,S05706,partenza,"(-1,0]",5,0,0
2026-02,REG,S05706,partenza,"(-10,-5]",3,0,16
2026-02,REG,S05706,partenza,"(-15,-10]",1,0,10
2026-02,REG,S05706,partenza,"(-5,-1]",12,0,25
2026-02,REG,S05706,partenza,"(0,1]",7,7,0
2026-02,REG,S05706,partenza,"(1,5]",16,50,0
2026-02,REG,S05712,arrivo,"(-1,0]",9,0,0
2026-02,REG,S05712,arrivo,"(-10,-5]",8,0,45
2026-02,REG,S05712,arrivo,"(-5,-1]",36,0,83
2026-02,REG,S05712,arrivo,"(0,1]",9,9,0
2026-02,REG,S05712,arrivo,"(1,5]",27,85,0
2026-02,REG,S05712,arrivo,"(10,15]",1,13,0
2026-02,REG,S05712,arrivo,"(15,30]",1,19,0
2026-02,REG,S05712,arrivo,"(5,10]",2,18,0
2026-02,REG,S05712,partenza,"(-1,0]",8,0,0
2026-02,REG,S05712,partenza,"(-10,-5]",10,0,52
2026-02,REG,S05712,partenza,"(-15,-10]",1,0,11
2026-02,REG,S05712,partenza,"(-5,-1]",29,0,64
2026-02,REG,S05712,partenza,"(0,1]",8,8,0
2026-02,REG,S05712,partenza,"(1,5]",26,89,0
2026-02,REG,S05712,partenza,"(10,15]",4,50,0
2026-02,REG,S05712,partenza,"(15,30]",3,63,0
2026-02,REG,S05712,partenza,"(5,10]",5,35,0
2026-02,REG,S05722,arrivo,"(-5,-1]",4,0,9
2026-02,REG,S05722,arrivo,"(1,5]",2,5,0
2026-02,REG,S05722,partenza,"(-1,0]",1,0,0
2026-02,REG,S05722,partenza,"(-10,-5]",1,0,5
2026-02,REG,S05722,partenza,"(-5,-1]",1,0,4
2026-02,REG,S05722,partenza,"(1,5]",3,7,0
2026-02,REG,S05799,arrivo,"(-1,0]",2,0,0
2026-02,REG,S05799,arrivo,"(1,5]",11,38,0
2026-02,REG,S05799,arrivo,"(10,15]",2,23,0
2026-02,REG,S05799,arrivo,"(5,10]",2,16,0
2026-02,REG,S05799,partenza,"(-1,0]",3,0,0
2026-02,REG,S05799,partenza,"(-5,-1]",5,0,10
2026-02,REG,S05799,partenza,"(0,1]",1,1,0
2026-02,REG,S05799,partenza,"(1,5]",8,23,0
2026-02,REG,S05799,partenza,"(10,15]",1,13,0
2026-02,REG,S05802,partenza,"(-1,0]",6,0,0
2026-02,REG,S05802,partenza,"(0,1]",6,6,0
2026-02,REG,S05802,partenza,"(1,5]",16,58,0
2026-02,REG,S05802,partenza,"(10,15]",1,12,0
2026-02,REG,S05802,partenza,"(5,10]",3,26,0
2026-02,REG,S05811,arrivo,"(-1,0]",7,0,0
2026-02,REG,S05811,arrivo,"(-5,-1]",29,0,55
2026-02,REG,S05811,arrivo,"(0,1]",10,10,0
2026-02,REG,S05811,arrivo,"(1,5]",12,38,0
2026-02,REG,S05811,arrivo,"(10,15]",1,15,0
2026-02,REG,S05811,arrivo,"(15,30]",2,41,0
2026-02,REG,S05811,arrivo,"(5,10]",4,26,0
2026-02,REG,S05811,partenza,"(-1,0]",8,0,0
2026-02,REG,S05811,partenza,"(-10,-5]",5,0,33
2026-02,REG,S05811,partenza,"(-5,-1]",22,0,40
2026-02,REG,S05811,partenza,"(0,1]",9,9,0
2026-02,REG,S05811,partenza,"(1,5]",16,52,0
2026-02,REG,S05811,partenza,"(5,10]",2,18,0
2026-02,REG,S05903,arrivo,"(15,30]",1,17,0
2026-02,REG,S05921,arrivo,"(-1,0]",3,0,0
2026-02,REG,S05921,arrivo,"(-5,-1]",10,0,20
2026-02,REG,S05921,arrivo,"(0,1]",5,5,0
2026-02,REG,S05921,arrivo,"(1,5]",3,7,0
2026-02,REG,S05921,arrivo,"(5,10]",1,7,0
2026-02,REG,S05921,partenza,"(-5,-1]",3,0,4
