mese,categoria,cod_stazione,ruolo,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2026-02,REG,S00742,partenza,"(-10,-5]",1,0,5
2026-02,REG,S00742,partenza,"(-5,-1]",1,0,1
2026-02,REG,S00821,arrivo,"(-1,0]",1,0,0
2026-02,REG,S00821,arrivo,"(0,1]",1,1,0
2026-02,REG,S00821,arrivo,"(30,60]",1,35,0
2026-02,REG,S00821,partenza,"(-1,0]",2,0,0
2026-02,REG,S00821,partenza,"(-5,-1]",1,0,1
2026-02,REG,S00825,arrivo,"(-1,0]",7,0,0
2026-02,REG,S00825,arrivo,"(-5,-1]",5,0,14
2026-02,REG,S00825,arrivo,"(0,1]",1,1,0
2026-02,REG,S00825,arrivo,"(1,5]",18,61,0
2026-02,REG,S00825,arrivo,"(10,15]",1,12,0
2026-02,REG,S00825,arrivo,"(5,10]",3,25,0
2026-02,REG,S00825,partenza,"(-1,0]",2,0,0
2026-02,REG,S00825,partenza,"(-5,-1]",17,0,39
2026-02,REG,S00825,partenza,"(0,1]",6,6,0
2026-02,REG,S00825,partenza,"(1,5]",6,20,0
2026-02,REG,S00825,partenza,"(10,15]",1,13,0
2026-02,REG,S00825,partenza,"(15,30]",1,16,0
2026-02,REG,S00825,partenza,"(5,10]",3,22,0
2026-02,REG,S00867,arrivo,"(-1,0]",2,0,0
2026-02,REG,S00867,arrivo,"(-5,-1]",1,0,2
2026-02,REG,S00867,arrivo,"(0,1]",9,9,0
2026-02,REG,S00867,arrivo,"(1,5]",22,64,0
2026-02,REG,S00867,arrivo,"(15,30]",1,24,0
2026-02,REG,S00867,arrivo,"(30,60]",1,31,0
2026-02,REG,S00867,arrivo,"(5,10]",3,26,0
2026-02,REG,S00867,partenza,"(-1,0]",4,0,0
2026-02,REG,S00867,partenza,"(-10,-5]",1,0,5
2026-02,REG,S00867,partenza,"(-5,-1]",13,0,23
2026-02,REG,S00867,partenza,"(0,1]",6,6,0
2026-02,REG,S00867,partenza,"(1,5]",8,28,0
2026-02,REG,S00867,partenza,"(15,30]",1,17,0
2026-02,REG,S00867,partenza,"(30,60]",1,31,0
2026-02,REG,S00867,partenza,"(5,10]",6,46,0
2026-02,REG,S00884,arrivo,"(-1,0]",10,0,0
2026-02,REG,S00884,arrivo,"(-5,-1]",17,0,35
2026-02,REG,S00884,arrivo,"(0,1]",6,6,0
2026-02,REG,S00884,arrivo,"(1,5]",4,8,0
2026-02,REG,S00884,arrivo,"(10,15]",1,13,0
2026-02,REG,S00884,partenza,"(-1,0]",2,0,0
2026-02,REG,S00884,partenza,"(-5,-1]",1,0,2
2026-02,REG,S00884,partenza,"(0,1]",4,4,0
2026-02,REG,S00884,partenza,"(1,5]",22,64,0
2026-02,REG,S00884,partenza,"(10,15]",1,14,0
2026-02,REG,S00884,partenza,"(5,10]",8,56,0
2026-02,REG,S01003,arrivo,"(-1,0]",3,0,0
2026-02,REG,S01003,arrivo,"(-10,-5]",5,0,40
2026-02,REG,S01003,arrivo,"(-15,-10]",3,0,33
2026-02,REG,S01003,arrivo,"(-5,-1]",21,0,47
2026-02,REG,S01003,arrivo,"(0,1]",4,4,0
2026-02,REG,S01003,arrivo,"(1,5]",7,21,0
2026-02,REG,S01003,arrivo,"(15,30]",1,18,0
2026-02,REG,S01003,arrivo,"(30,60]",1,38,0
2026-02,REG,S01003,arrivo,"(5,10]",6,51,0
2026-02,REG,S01003,arrivo,> 120,1,146,0
2026-02,REG,S01003,partenza,"(-1,0]",2,0,0
2026-02,REG,S01003,partenza,"(-5,-1]",5,0,8
2026-02,REG,S01003,partenza,"(0,1]",5,5,0
2026-02,REG,S01003,partenza,"(1,5]",21,70,0
2026-02,REG,S01003,partenza,"(10,15]",2,23,0
2026-02,REG,S01003,partenza,"(15,30]",4,95,0
2026-02,REG,S01003,partenza,"(30,60]",3,105,0
2026-02,REG,S01003,partenza,"(5,10]",12,93,0
2026-02,REG,S01020,arrivo,"(-1,0]",1,0,0
2026-02,REG,S01020,arrivo,"(-5,-1]",14,0,30
2026-02,REG,S01020,arrivo,"(0,1]",1,1,0
2026-02,REG,S01020,arrivo,"(1,5]",13,47,0
2026-02,REG,S01020,arrivo,"(10,15]",1,12,0
2026-02,REG,S01020,arrivo,"(15,30]",1,16,0
2026-02,REG,S01020,arrivo,"(5,10]",6,49,0
2026-02,REG,S01020,partenza,"(-1,0]",5,0,0
2026-02,REG,S01020,partenza,"(-5,-1]",9,0,16
2026-02,REG,S01020,partenza,"(0,1]",5,5,0
2026-02,REG,S01020,partenza,"(1,5]",16,47,0
2026-02,REG,S01020,partenza,"(10,15]",1,14,0
2026-02,REG,S01020,partenza,"(15,30]",2,37,0
2026-02,REG,S01020,partenza,"(5,10]",3,19,0
2026-02,REG,S01030,arrivo,"(-1,0]",17,0,0
2026-02,REG,S01030,arrivo,"(-10,-5]",1,0,5
2026-02,REG,S01030,arrivo,"(-5,-1]",20,0,34
2026-02,REG,S01030,arrivo,"(0,1]",17,17,0
2026-02,REG,S01030,arrivo,"(1,5]",35,114,0
2026-02,REG,S01030,arrivo,"(10,15]",1,15,0
2026-02,REG,S01030,arrivo,"(15,30]",4,88,0
2026-02,REG,S01030,arrivo,"(5,10]",15,115,0
2026-02,REG,S01030,partenza,"(-1,0]",3,0,0
2026-02,REG,S01030,partenza,"(-5,-1]",38,0,61
2026-02,REG,S01030,partenza,"(0,1]",18,18,0
2026-02,REG,S01030,partenza,"(1,5]",42,117,0
2026-02,REG,S01030,partenza,"(10,15]",1,11,0
2026-02,REG,S01030,partenza,"(15,30]",1,16,0
2026-02,REG,S01030,partenza,"(30,60]",1,32,0
2026-02,REG,S01030,partenza,"(5,10]",13,87,0
2026-02,REG,S01031,arrivo,"(30,60]",1,44,0
2026-02,REG,S01031,partenza,"(-1,0]",1,0,0
2026-02,REG,S01037,arrivo,"(-1,0]",1,0,0
2026-02,REG,S01037,arrivo,"(-5,-1]",7,0,9
2026-02,REG,S01037,arrivo,"(0,1]",1,1,0
2026-02,REG,S01037,arrivo,"(1,5]",3,8,0
2026-02,REG,S01037,partenza,"(-1,0]",4,0,0
2026-02,REG,S01037,partenza,"(-5,-1]",5,0,6
2026-02,REG,S01037,partenza,"(0,1]",1,1,0
2026-02,REG,S01037,partenza,"(1,5]",4,11,0
2026-02,REG,S01059,arrivo,"(-1,0]",17,0,0
2026-02,REG,S01059,arrivo,"(-10,-5]",1,0,6
2026-02,REG,S01059,arrivo,"(-5,-1]",45,0,72
2026-02,REG,S01059,arrivo,"(0,1]",36,36,0
2026-02,REG,S01059,arrivo,"(1,5]",30,88,0
2026-02,REG,S01059,arrivo,"(10,15]",1,15,0
2026-02,REG,S01059,arrivo,"(5,10]",10,67,0
2026-02,REG,S01059,partenza,"(-1,0]",28,0,0
2026-02,REG,S01059,partenza,"(-5,-1]",43,0,88
2026-02,REG,S01059,partenza,"(0,1]",28,28,0
2026-02,REG,S01059,partenza,"(1,5]",36,107,0
2026-02,REG,S01059,partenza,"(10,15]",1,12,0
2026-02,REG,S01059,partenza,"(5,10]",6,44,0
2026-02,REG,S01062,arrivo,"(-5,-1]",2,0,3
2026-02,REG,S01062,arrivo,"(0,1]",1,1,0
2026-02,REG,S01062,arrivo,"(1,5]",1,5,0
2026-02,REG,S01062,arrivo,"(5,10]",1,6,0
2026-02,REG,S01062,partenza,"(-5,-1]",2,0,5
2026-02,REG,S01062,partenza,"(1,5]",2,4,0
2026-02,REG,S01066,arrivo,"(-1,0]",105,0,0
2026-02,REG,S01066,arrivo,"(-10,-5]",2,0,10
2026-02,REG,S01066,arrivo,"(-5,-1]",55,0,70
2026-02,REG,S01066,arrivo,"(0,1]",39,39,0
2026-02,REG,S01066,arrivo,"(1,5]",153,479,0
2026-02,REG,S01066,arrivo,"(10,15]",12,154,0
2026-02,REG,S01066,arrivo,"(15,30]",5,116,0
2026-02,REG,S01066,arrivo,"(5,10]",69,523,0
2026-02,REG,S01066,partenza,"(-1,0]",103,0,0
2026-02,REG,S01066,partenza,"(-10,-5]",7,0,38
2026-02,REG,S01066,partenza,"(-5,-1]",70,0,141
2026-02,REG,S01066,partenza,"(0,1]",53,53,0
2026-02,REG,S01066,partenza,"(1,5]",174,572,0
2026-02,REG,S01066,partenza,"(10,15]",4,50,0
2026-02,REG,S01066,partenza,"(15,30]",7,145,0
2026-02,REG,S01066,partenza,"(30,60]",1,31,0
2026-02,REG,S01066,partenza,"(5,10]",48,354,0
2026-02,REG,S01074,arrivo,"(-1,0]",7,0,0
2026-02,REG,S01074,arrivo,"(-5,-1]",7,0,12
2026-02,REG,S01074,arrivo,"(0,1]",2,2,0
2026-02,REG,S01074,arrivo,"(1,5]",3,10,0
2026-02,REG,S01074,arrivo,"(10,15]",1,14,0
2026-02,REG,S01074,arrivo,"(5,10]",2,16,0
2026-02,REG,S01074,partenza,"(-1,0]",3,0,0
2026-02,REG,S01074,partenza,"(-5,-1]",1,0,1
2026-02,REG,S01074,partenza,"(1,5]",10,35,0
2026-02,REG,S01074,partenza,"(10,15]",2,26,0
2026-02,REG,S01074,partenza,"(5,10]",5,37,0
2026-02,REG,S01077,arrivo,"(1,5]",1,2,0
2026-02,REG,S01086,arrivo,"(10,15]",1,14,0
2026-02,REG,S01086,arrivo,"(15,30]",2,43,0
2026-02,REG,S01113,arrivo,"(-1,0]",1,0,0
2026-02,REG,S01113,arrivo,"(-5,-1]",4,0,7
2026-02,REG,S01113,arrivo,"(0,1]",3,3,0
2026-02,REG,S01113,arrivo,"(1,5]",17,52,0
2026-02,REG,S01113,arrivo,"(10,15]",1,11,0
2026-02,REG,S01113,arrivo,"(5,10]",5,32,0
2026-02,REG,S01113,partenza,"(-1,0]",3,0,0
2026-02,REG,S01113,partenza,"(-10,-5]",1,0,5
2026-02,REG,S01113,partenza,"(-5,-1]",11,0,22
2026-02,REG,S01113,partenza,"(0,1]",3,3,0
2026-02,REG,S01113,partenza,"(1,5]",4,10,0
2026-02,REG,S01113,partenza,"(15,30]",3,65,0
2026-02,REG,S01113,partenza,"(5,10]",5,35,0
2026-02,REG,S01118,arrivo,"(-5,-1]",1,0,1
2026-02,REG,S01118,partenza,"(1,5]",1,3,0
2026-02,REG,S01138,arrivo,"(15,30]",1,20,0
2026-02,REG,S01146,arrivo,"(-1,0]",43,0,0
2026-02,REG,S01146,arrivo,"(-5,-1]",14,0,14
2026-02,REG,S01146,arrivo,"(0,1]",20,20,0
2026-02,REG,S01146,arrivo,"(1,5]",34,111,0
2026-02,REG,S01146,arrivo,"(10,15]",1,14,0
2026-02,REG,S01146,arrivo,"(15,30]",1,17,0
2026-02,REG,S01146,partenza,"(-1,0]",27,0,0
2026-02,REG,S01146,partenza,"(-10,-5]",1,0,5
2026-02,REG,S01146,partenza,"(-5,-1]",52,0,61
2026-02,REG,S01146,partenza,"(0,1]",12,12,0
2026-02,REG,S01146,partenza,"(1,5]",15,47,0
2026-02,REG,S01146,partenza,"(10,15]",1,13,0
2026-02,REG,S01146,partenza,"(15,30]",1,19,0
2026-02,REG,S01146,partenza,"(5,10]",4,26,0
2026-02,REG,S01200,arrivo,"(-1,0]",2,0,0
2026-02,REG,S01200,arrivo,"(-5,-1]",5,0,6
2026-02,REG,S01200,arrivo,"(0,1]",4,4,0
2026-02,REG,S01200,arrivo,"(1,5]",14,44,0
2026-02,REG,S01200,arrivo,"(10,15]",4,51,0
2026-02,REG,S01200,arrivo,"(5,10]",5,45,0
2026-02,REG,S01200,partenza,"(-1,0]",4,0,0
2026-02,REG,S01200,partenza,"(-5,-1]",3,0,5
2026-02,REG,S01200,partenza,"(0,1]",1,1,0
2026-02,REG,S01200,partenza,"(1,5]",18,58,0
2026-02,REG,S01200,partenza,"(10,15]",1,12,0
2026-02,REG,S01200,partenza,"(15,30]",1,26,0
2026-02,REG,S01200,partenza,"(5,10]",7,53,0
2026-02,REG,S01205,arrivo,"(-1,0]",13,0,0
2026-02,REG,S01205,arrivo,"(-5,-1]",26,0,33
2026-02,REG,S01205,arrivo,"(0,1]",25,25,0
2026-02,REG,S01205,arrivo,"(1,5]",35,111,0
2026-02,REG,S01205,arrivo,"(10,15]",1,14,0
2026-02,REG,S01205,arrivo,"(15,30]",2,35,0
2026-02,REG,S01205,arrivo,"(30,60]",1,40,0
2026-02,REG,S01205,arrivo,"(5,10]",17,123,0
2026-02,REG,S01205,partenza,"(-1,0]",9,0,0
2026-02,REG,S01205,partenza,"(-10,-5]",8,0,41
2026-02,REG,S01205,partenza,"(-5,-1]",72,0,168
2026-02,REG,S01205,partenza,"(0,1]",8,8,0
2026-02,REG,S01205,partenza,"(1,5]",14,41,0
2026-02,REG,S01205,partenza,"(10,15]",1,12,0
2026-02,REG,S01205,partenza,"(15,30]",2,49,0
2026-02,REG,S01205,partenza,"(5,10]",5,37,0
2026-02,REG,S01301,arrivo,"(-1,0]",12,0,0
2026-02,REG,S01301,arrivo,"(-10,-5]",1,0,7
2026-02,REG,S01301,arrivo,"(-5,-1]",66,0,137
2026-02,REG,S01301,arrivo,"(0,1]",11,11,0
2026-02,REG,S01301,arrivo,"(1,5]",16,41,0
2026-02,REG,S01301,arrivo,"(15,30]",1,25,0
2026-02,REG,S01301,arrivo,"(30,60]",1,43,0
2026-02,REG,S01301,arrivo,"(5,10]",3,27,0
2026-02,REG,S01301,partenza,"(-1,0]",4,0,0
2026-02,REG,S01301,partenza,"(-5,-1]",17,0,26
2026-02,REG,S01301,partenza,"(0,1]",11,11,0
2026-02,REG,S01301,partenza,"(1,5]",28,86,0
2026-02,REG,S01301,partenza,"(10,15]",2,25,0
2026-02,REG,S01301,partenza,"(15,30]",1,21,0
2026-02,REG,S01301,partenza,"(5,10]",8,53,0
2026-02,REG,S01307,arrivo,"(-1,0]",20,0,0
2026-02,REG,S01307,arrivo,"(-5,-1]",56,0,84
2026-02,REG,S01307,arrivo,"(0,1]",23,23,0
2026-02,REG,S01307,arrivo,"(1,5]",48,152,0
2026-02,REG,S01307,arrivo,"(10,15]",4,49,0
2026-02,REG,S01307,arrivo,"(15,30]",2,48,0
2026-02,REG,S01307,arrivo,"(30,60]",1,31,0
2026-02,REG,S01307,arrivo,"(5,10]",7,47,0
2026-02,REG,S01307,partenza,"(-1,0]",10,0,0
2026-02,REG,S01307,partenza,"(-10,-5]",2,0,12
2026-02,REG,S01307,partenza,"(-5,-1]",68,0,113
2026-02,REG,S01307,partenza,"(0,1]",28,28,0
2026-02,REG,S01307,partenza,"(1,5]",40,114,0
2026-02,REG,S01307,partenza,"(15,30]",1,20,0
2026-02,REG,S01307,partenza,"(30,60]",2,67,0
2026-02,REG,S01307,partenza,"(5,10]",6,40,0
2026-02,REG,S01308,arrivo,"(0,1]",1,1,0
2026-02,REG,S01308,partenza,"(-1,0]",5,0,0
2026-02,REG,S01308,partenza,"(-5,-1]",24,0,55
2026-02,REG,S01308,partenza,"(0,1]",4,4,0
2026-02,REG,S01308,partenza,"(1,5]",7,15,0
2026-02,REG,S01308,partenza,"(30,60]",1,43,0
2026-02,REG,S01308,partenza,"(5,10]",2,16,0
2026-02,REG,S01310,partenza,"(-10,-5]",1,0,7
2026-02,REG,S01315,partenza,"(5,10]",1,10,0
2026-02,REG,S01316,arrivo,"(-1,0]",16,0,0
2026-02,REG,S01316,arrivo,"(-10,-5]",7,0,38
2026-02,REG,S01316,arrivo,"(-5,-1]",43,0,108
2026-02,REG,S01316,arrivo,"(0,1]",2,2,0
2026-02,REG,S01316,arrivo,"(1,5]",9,30,0
2026-02,REG,S01316,arrivo,"(5,10]",2,15,0
2026-02,REG,S01316,partenza,"(-1,0]",13,0,0
2026-02,REG,S01316,partenza,"(-10,-5]",1,0,5
2026-02,REG,S01316,partenza,"(-5,-1]",3,0,5
2026-02,REG,S01316,partenza,"(0,1]",3,3,0
2026-02,REG,S01316,partenza,"(1,5]",29,84,0
2026-02,REG,S01316,partenza,"(10,15]",5,64,0
2026-02,REG,S01316,partenza,"(15,30]",1,20,0
2026-02,REG,S01316,partenza,"(5,10]",21,165,0
2026-02,REG,S01318,arrivo,"(-5,-1]",1,0,2
2026-02,REG,S01318,arrivo,"(0,1]",2,2,0
2026-02,REG,S01318,arrivo,"(1,5]",1,3,0
2026-02,REG,S01318,arrivo,"(15,30]",1,20,0
2026-02,REG,S01318,partenza,"(0,1]",1,1,0
2026-02,REG,S01318,partenza,"(1,5]",1,5,0
2026-02,REG,S01322,arrivo,"(-5,-1]",1,0,2
2026-02,REG,S01322,arrivo,"(0,1]",1,1,0
2026-02,REG,S01322,arrivo,"(1,5]",3,7,0
2026-02,REG,S01322,partenza,"(0,1]",2,2,0
2026-02,REG,S01322,partenza,"(1,5]",2,6,0
2026-02,REG,S01325,arrivo,"(1,5]",1,5,0
2026-02,REG,S01325,partenza,"(1,5]",1,5,0
2026-02,REG,S01326,arrivo,"(-1,0]",9,0,0
2026-02,REG,S01326,arrivo,"(-10,-5]",1,0,5
2026-02,REG,S01326,arrivo,"(-5,-1]",11,0,19
2026-02,REG,S01326,arrivo,"(0,1]",16,16,0
2026-02,REG,S01326,arrivo,"(1,5]",31,97,0
2026-02,REG,S01326,arrivo,"(10,15]",3,41,0
2026-02,REG,S01326,arrivo,"(15,30]",2,33,0
2026-02,REG,S01326,arrivo,"(5,10]",22,162,0
2026-02,REG,S01326,partenza,"(-1,0]",11,0,0
2026-02,REG,S01326,partenza,"(-10,-5]",2,0,11
2026-02,REG,S01326,partenza,"(-15,-10]",2,0,22
2026-02,REG,S01326,partenza,"(-5,-1]",29,0,65
2026-02,REG,S01326,partenza,"(0,1]",6,6,0
2026-02,REG,S01326,partenza,"(1,5]",27,92,0
2026-02,REG,S01326,partenza,"(10,15]",4,52,0
2026-02,REG,S01326,partenza,"(15,30]",1,28,0
2026-02,REG,S01326,partenza,"(30,60]",1,40,0
2026-02,REG,S01326,partenza,"(5,10]",12,93,0
2026-02,REG,S01400,arrivo,"(-1,0]",4,0,0
2026-02,REG,S01400,arrivo,"(-5,-1]",3,0,3
2026-02,REG,S01400,arrivo,"(0,1]",13,13,0
2026-02,REG,S01400,arrivo,"(1,5]",15,41,0
2026-02,REG,S01400,arrivo,"(5,10]",3,18,0
2026-02,REG,S01400,partenza,"(-1,0]",1,0,0
2026-02,REG,S01400,partenza,"(-5,-1]",1,0,1
2026-02,REG,S01400,partenza,"(0,1]",10,10,0
2026-02,REG,S01400,partenza,"(1,5]",25,70,0
2026-02,REG,S01400,partenza,"(5,10]",1,6,0
2026-02,REG,S01420,arrivo,"(-1,0]",1,0,0
2026-02,REG,S01420,arrivo,"(-5,-1]",1,0,1
2026-02,REG,S01420,arrivo,"(0,1]",10,10,0
2026-02,REG,S01420,arrivo,"(1,5]",25,70,0
2026-02,REG,S01420,arrivo,"(5,10]",1,6,0
2026-02,REG,S01420,partenza,"(-1,0]",4,0,0
2026-02,REG,S01420,partenza,"(-5,-1]",3,0,3
2026-02,REG,S01420,partenza,"(0,1]",13,13,0
2026-02,REG,S01420,partenza,"(1,5]",15,41,0
2026-02,REG,S01420,partenza,"(5,10]",3,18,0
2026-02,REG,S01430,arrivo,"(-10,-5]",3,0,22
2026-02,REG,S01430,arrivo,"(-5,-1]",2,0,6
2026-02,REG,S01430,arrivo,"(0,1]",2,2,0
2026-02,REG,S01430,arrivo,"(1,5]",1,2,0
2026-02,REG,S01430,arrivo,"(5,10]",3,21,0
2026-02,REG,S01430,partenza,"(-5,-1]",2,0,5
2026-02,REG,S01430,partenza,"(0,1]",5,5,0
2026-02,REG,S01430,partenza,"(1,5]",3,9,0
2026-02,REG,S01434,partenza,"(1,5]",1,2,0
2026-02,REG,S01437,arrivo,"(15,30]",1,20,0
2026-02,REG,S01437,partenza,"(15,30]",1,26,0
2026-02,REG,S01440,arrivo,"(-1,0]",6,0,0
2026-02,REG,S01440,arrivo,"(-5,-1]",6,0,6
2026-02,REG,S01440,arrivo,"(0,1]",14,14,0
2026-02,REG,S01440,arrivo,"(1,5]",24,71,0
2026-02,REG,S01440,arrivo,"(10,15]",4,46,0
2026-02,REG,S01440,arrivo,"(15,30]",3,64,0
2026-02,REG,S01440,arrivo,"(5,10]",11,90,0
2026-02,REG,S01440,partenza,"(-1,0]",9,0,0
2026-02,REG,S01440,partenza,"(-5,-1]",13,0,25
2026-02,REG,S01440,partenza,"(0,1]",13,13,0
2026-02,REG,S01440,partenza,"(1,5]",29,86,0
2026-02,REG,S01440,partenza,"(10,15]",1,13,0
2026-02,REG,S01440,partenza,"(15,30]",1,26,0
2026-02,REG,S01440,partenza,"(30,60]",1,60,0
2026-02,REG,S01440,partenza,"(5,10]",3,19,0
2026-02,REG,S01458,arrivo,"(-5,-1]",4,0,5
2026-02,REG,S01458,arrivo,"(0,1]",5,5,0
2026-02,REG,S01458,arrivo,"(1,5]",7,19,0
2026-02,REG,S01458,partenza,"(-1,0]",1,0,0
2026-02,REG,S01458,partenza,"(-5,-1]",1,0,2
2026-02,REG,S01458,partenza,"(0,1]",4,4,0
2026-02,REG,S01458,partenza,"(1,5]",12,41,0
2026-02,REG,S01458,partenza,"(5,10]",1,7,0
2026-02,REG,S01488,arrivo,"(-5,-1]",1,0,2
2026-02,REG,S01488,partenza,"(-5,-1]",1,0,4
2026-02,REG,S01511,arrivo,"(15,30]",1,25,0
2026-02,REG,S01511,arrivo,"(30,60]",1,32,0
2026-02,REG,S01511,partenza,"(0,1]",1,1,0
2026-02,REG,S01511,partenza,"(1,5]",1,2,0
2026-02,REG,S01520,arrivo,"(-1,0]",8,0,0
2026-02,REG,S01520,arrivo,"(-10,-5]",4,0,22
2026-02,REG,S01520,arrivo,"(-5,-1]",85,0,157
2026-02,REG,S01520,arrivo,"(0,1]",22,22,0
2026-02,REG,S01520,arrivo,"(1,5]",29,88,0
2026-02,REG,S01520,arrivo,"(10,15]",1,14,0
2026-02,REG,S01520,arrivo,"(15,30]",1,17,0
2026-02,REG,S01520,arrivo,"(5,10]",6,45,0
2026-02,REG,S01520,partenza,"(-1,0]",16,0,0
2026-02,REG,S01520,partenza,"(-5,-1]",34,0,48
2026-02,REG,S01520,partenza,"(0,1]",28,28,0
2026-02,REG,S01520,partenza,"(1,5]",66,200,0
2026-02,REG,S01520,partenza,"(10,15]",1,14,0
2026-02,REG,S01520,partenza,"(15,30]",1,22,0
2026-02,REG,S01520,partenza,"(30,60]",1,35,0
2026-02,REG,S01520,partenza,"(5,10]",5,35,0
2026-02,REG,S01524,arrivo,"(15,30]",4,97,0
2026-02,REG,S01524,partenza,"(1,5]",1,2,0
2026-02,REG,S01524,partenza,"(10,15]",1,13,0
2026-02,REG,S01524,partenza,"(15,30]",1,23,0
2026-02,REG,S01524,partenza,"(5,10]",1,10,0
2026-02,REG,S01528,arrivo,"(-1,0]",3,0,0
2026-02,REG,S01528,arrivo,"(-5,-1]",13,0,21
2026-02,REG,S01528,arrivo,"(0,1]",12,12,0
2026-02,REG,S01528,arrivo,"(1,5]",30,86,0
2026-02,REG,S01528,arrivo,"(10,15]",1,14,0
2026-02,REG,S01528,arrivo,"(15,30]",3,62,0
2026-02,REG,S01528,arrivo,"(30,60]",2,82,0
2026-02,REG,S01528,arrivo,"(5,10]",9,72,0
2026-02,REG,S01528,partenza,"(-1,0]",10,0,0
2026-02,REG,S01528,partenza,"(-5,-1]",25,0,44
2026-02,REG,S01528,partenza,"(0,1]",10,10,0
2026-02,REG,S01528,partenza,"(1,5]",23,71,0
2026-02,REG,S01528,partenza,"(10,15]",2,22,0
2026-02,REG,S01528,partenza,"(15,30]",1,30,0
2026-02,REG,S01528,partenza,"(5,10]",3,21,0
2026-02,REG,S01529,arrivo,"(-1,0]",8,0,0
2026-02,REG,S01529,arrivo,"(-10,-5]",3,0,16
2026-02,REG,S01529,arrivo,"(-5,-1]",56,0,108
2026-02,REG,S01529,arrivo,"(0,1]",9,9,0
2026-02,REG,S01529,arrivo,"(1,5]",32,96,0
2026-02,REG,S01529,arrivo,"(10,15]",4,50,0
2026-02,REG,S01529,arrivo,"(5,10]",8,62,0
2026-02,REG,S01529,partenza,"(-1,0]",15,0,0
2026-02,REG,S01529,partenza,"(-10,-5]",11,0,65
2026-02,REG,S01529,partenza,"(-5,-1]",35,0,90
2026-02,REG,S01529,partenza,"(0,1]",9,9,0
2026-02,REG,S01529,partenza,"(1,5]",37,118,0
2026-02,REG,S01529,partenza,"(10,15]",3,38,0
2026-02,REG,S01529,partenza,"(15,30]",1,16,0
2026-02,REG,S01529,partenza,"(5,10]",8,58,0
2026-02,REG,S01600,arrivo,"(15,30]",1,20,0
2026-02,REG,S01600,partenza,"(0,1]",1,1,0
2026-02,REG,S01630,arrivo,"(-5,-1]",1,0,2
2026-02,REG,S01630,arrivo,"(1,5]",1,5,0
2026-02,REG,S01630,arrivo,"(30,60]",2,62,0
2026-02,REG,S01640,arrivo,"(0,1]",1,1,0
2026-02,REG,S01640,arrivo,"(1,5]",4,16,0
2026-02,REG,S01640,arrivo,"(5,10]",2,19,0
2026-02,REG,S01640,partenza,"(-1,0]",1,0,0
2026-02,REG,S01640,partenza,"(-5,-1]",4,0,7
2026-02,REG,S01640,partenza,"(1,5]",1,2,0
2026-02,REG,S01640,partenza,"(15,30]",1,22,0
2026-02,REG,S01640,partenza,"(5,10]",1,7,0
2026-02,REG,S01642,arrivo,"(-1,0]",10,0,0
2026-02,REG,S01642,arrivo,"(-5,-1]",39,0,77
2026-02,REG,S01642,arrivo,"(0,1]",14,14,0
2026-02,REG,S01642,arrivo,"(1,5]",17,60,0
2026-02,REG,S01642,arrivo,"(10,15]",6,74,0
2026-02,REG,S01642,arrivo,"(15,30]",2,34,0
2026-02,REG,S01642,arrivo,"(30,60]",1,32,0
2026-02,REG,S01642,arrivo,"(5,10]",22,176,0
2026-02,REG,S01642,partenza,"(-1,0]",13,0,0
2026-02,REG,S01642,partenza,"(-5,-1]",34,0,43
2026-02,REG,S01642,partenza,"(0,1]",14,14,0
2026-02,REG,S01642,partenza,"(1,5]",37,136,0
2026-02,REG,S01642,partenza,"(10,15]",3,37,0
2026-02,REG,S01642,partenza,"(15,30]",1,30,0
2026-02,REG,S01642,partenza,"(5,10]",16,118,0
2026-02,REG,S01645,arrivo,"(-1,0]",40,0,0
2026-02,REG,S01645,arrivo,"(-10,-5]",8,0,55
2026-02,REG,S01645,arrivo,"(-5,-1]",97,0,168
2026-02,REG,S01645,arrivo,"(0,1]",45,45,0
2026-02,REG,S01645,arrivo,"(1,5]",160,493,0
2026-02,REG,S01645,arrivo,"(10,15]",14,173,0
2026-02,REG,S01645,arrivo,"(15,30]",10,202,0
2026-02,REG,S01645,arrivo,"(30,60]",4,153,0
2026-02,REG,S01645,arrivo,"(5,10]",41,295,0
2026-02,REG,S01645,partenza,"(-1,0]",27,0,0
2026-02,REG,S01645,partenza,"(-10,-5]",13,0,84
2026-02,REG,S01645,partenza,"(-15,-10]",3,0,33
2026-02,REG,S01645,partenza,"(-5,-1]",150,0,296
2026-02,REG,S01645,partenza,"(0,1]",44,44,0
2026-02,REG,S01645,partenza,"(1,5]",110,344,0
2026-02,REG,S01645,partenza,"(10,15]",12,154,0
2026-02,REG,S01645,partenza,"(15,30]",14,308,0
2026-02,REG,S01645,partenza,"(30,60]",5,176,0
2026-02,REG,S01645,partenza,"(5,10]",34,265,0
2026-02,REG,S01700,arrivo,"(-1,0]",25,0,0
2026-02,REG,S01700,arrivo,"(-10,-5]",1,0,6
2026-02,REG,S01700,arrivo,"(-5,-1]",90,0,165
2026-02,REG,S01700,arrivo,"(0,1]",50,50,0
2026-02,REG,S01700,arrivo,"(1,5]",160,506,0
2026-02,REG,S01700,arrivo,"(10,15]",7,85,0
2026-02,REG,S01700,arrivo,"(15,30]",10,215,0
2026-02,REG,S01700,arrivo,"(30,60]",5,203,0
