giorno,ora,categoria,cod_stazione,ruolo,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2026-02-14,05:00,REG,S11749,partenza,"(-5,-1]",1,0,3
2026-02-14,05:00,REG,S11781,arrivo,"(-5,-1]",2,0,4
2026-02-14,05:00,REG,S11781,arrivo,"(1,5]",1,3,0
2026-02-14,05:00,REG,S11781,partenza,"(-5,-1]",2,0,3
2026-02-14,05:00,REG,S11781,partenza,"(0,1]",1,1,0
2026-02-14,05:00,REG,S11781,partenza,"(5,10]",2,18,0
2026-02-14,05:00,REG,S11811,arrivo,"(-5,-1]",1,0,3
2026-02-14,05:00,REG,S11823,arrivo,"(-5,-1]",1,0,2
2026-02-14,05:00,REG,S11823,partenza,"(1,5]",1,5,0
2026-02-14,05:00,REG,S11833,arrivo,"(0,1]",1,1,0
2026-02-14,05:00,REG,S11833,partenza,"(-5,-1]",2,0,3
2026-02-14,05:00,REG,S11847,arrivo,"(5,10]",1,8,0
2026-02-14,05:00,REG,S11847,partenza,"(-1,0]",1,0,0
2026-02-14,05:00,REG,S11847,partenza,"(1,5]",1,3,0
2026-02-14,05:00,REG,S11851,arrivo,"(-1,0]",1,0,0
2026-02-14,05:00,REG,S11863,arrivo,"(-5,-1]",1,0,2
2026-02-14,05:00,REG,S11910,arrivo,"(-5,-1]",1,0,1
2026-02-14,05:00,REG,S11910,arrivo,"(1,5]",1,3,0
2026-02-14,05:00,REG,S11910,partenza,"(-10,-5]",1,0,8
2026-02-14,05:00,REG,S11910,partenza,"(-5,-1]",1,0,3
2026-02-14,05:00,REG,S12002,arrivo,"(-5,-1]",2,0,2
2026-02-14,05:00,REG,S12002,arrivo,"(1,5]",2,6,0
2026-02-14,05:00,REG,S12002,partenza,"(-10,-5]",1,0,5
2026-02-14,05:00,REG,S12002,partenza,"(-5,-1]",4,0,6
2026-02-14,05:00,REG,S12002,partenza,"(0,1]",1,1,0
2026-02-14,05:00,REG,S12002,partenza,"(1,5]",1,2,0
2026-02-14,05:00,REG,S12027,arrivo,"(0,1]",1,1,0
2026-02-14,05:00,REG,S12027,arrivo,"(30,60]",1,34,0
2026-02-14,05:00,REG,S12027,partenza,"(-1,0]",1,0,0
2026-02-14,05:00,REG,S12100,arrivo,"(5,10]",1,7,0
2026-02-14,05:00,REG,S12100,partenza,"(10,15]",1,12,0
2026-02-14,05:00,REG,S12113,arrivo,"(10,15]",1,12,0
2026-02-14,05:00,REG,S12113,partenza,"(15,30]",1,27,0
2026-02-14,05:00,REG,S12113,partenza,"(5,10]",1,7,0
2026-02-14,05:00,REG,S12125,arrivo,"(15,30]",1,27,0
2026-02-14,05:00,REG,S12133,arrivo,"(-10,-5]",1,0,5
2026-02-14,05:00,REG,S12133,arrivo,"(-5,-1]",2,0,2
2026-02-14,05:00,REG,S12133,arrivo,"(1,5]",1,2,0
2026-02-14,05:00,REG,S12133,arrivo,"(15,30]",1,18,0
2026-02-14,05:00,REG,S12133,partenza,"(-5,-1]",2,0,2
2026-02-14,05:00,REG,S12134,arrivo,"(-5,-1]",1,0,3
2026-02-14,05:00,REG,S12204,arrivo,"(1,5]",1,3,0
2026-02-14,05:00,REG,S12216,arrivo,"(-5,-1]",1,0,1
2026-02-14,05:00,REG,S12216,partenza,"(1,5]",1,4,0
2026-02-14,05:00,REG,S12216,partenza,"(15,30]",1,18,0
2026-02-14,05:00,REG,S12270,partenza,"(1,5]",1,2,0
2026-02-14,05:00,REG,S12301,arrivo,"(-1,0]",1,0,0
2026-02-14,05:00,REG,S12301,partenza,"(30,60]",1,34,0
2026-02-14,05:00,REG,S12317,arrivo,"(-5,-1]",1,0,4
2026-02-14,05:00,REG,S12317,partenza,"(-1,0]",1,0,0
2026-02-14,05:00,REG,S12320,arrivo,"(-5,-1]",1,0,2
2026-02-14,05:00,REG,S12324,arrivo,"(-5,-1]",1,0,2
2026-02-14,05:00,REG,S12332,arrivo,"(-5,-1]",2,0,6
2026-02-14,05:00,REG,S12332,arrivo,"(1,5]",1,2,0
2026-02-14,05:00,REG,S12332,partenza,"(-5,-1]",2,0,6
2026-02-14,05:00,REG,S12332,partenza,"(1,5]",1,2,0
2026-02-14,05:00,REG,S12349,arrivo,"(-1,0]",1,0,0
2026-02-14,05:00,REG,S12349,partenza,"(-5,-1]",2,0,6
2026-02-14,05:00,REG,S12381,arrivo,"(15,30]",1,26,0
2026-02-14,05:00,REG,S12381,partenza,"(-5,-1]",1,0,2
2026-02-14,05:00,REG,S12381,partenza,"(1,5]",1,3,0
2026-02-14,05:00,REG,S12417,partenza,"(15,30]",1,26,0
2026-02-14,05:00,REG,S12869,partenza,"(-5,-1]",1,0,3
2026-02-14,05:00,REG,S12878,partenza,"(-5,-1]",1,0,1
2026-02-14,05:00,REG,S12878,partenza,"(1,5]",1,2,0
2026-02-14,05:00,REG,S12882,arrivo,"(-5,-1]",1,0,1
2026-02-14,05:00,REG,S12888,arrivo,"(0,1]",2,2,0
2026-02-14,05:00,REG,S12888,partenza,"(0,1]",1,1,0
2026-02-14,05:00,REG,S12891,arrivo,"(-5,-1]",2,0,4
2026-02-14,05:00,REG,S12891,arrivo,"(0,1]",1,1,0
2026-02-14,05:00,REG,S12891,arrivo,"(1,5]",1,2,0
2026-02-14,05:00,REG,S12891,partenza,"(-5,-1]",1,0,1
2026-02-14,05:00,REG,S12891,partenza,"(0,1]",2,2,0
2026-02-14,05:00,REG,S13104,partenza,"(5,10]",1,7,0
2026-02-14,05:00,REG,S19919,arrivo,"(-5,-1]",1,0,1
2026-02-14,05:00,REG,S19919,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,EXP,S02430,arrivo,"(-15,-10]",1,0,12
2026-02-14,06:00,EXP,S07113,partenza,"(-15,-10]",1,0,12
2026-02-14,06:00,FA,S04700,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,FA,S05811,partenza,"(30,60]",1,46,0
2026-02-14,06:00,FA,S08409,arrivo,"(30,60]",1,46,0
2026-02-14,06:00,FA,S08409,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,FB,S04700,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,FB,S08409,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,FR,S00202,arrivo,"(5,10]",1,10,0
2026-02-14,06:00,FR,S00219,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,FR,S00219,arrivo,"(5,10]",2,15,0
2026-02-14,06:00,FR,S00219,arrivo,"(60,120]",2,197,0
2026-02-14,06:00,FR,S00219,partenza,"(60,120]",1,100,0
2026-02-14,06:00,FR,S01700,arrivo,"(-5,-1]",1,0,4
2026-02-14,06:00,FR,S01700,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,FR,S01700,arrivo,"(10,15]",1,11,0
2026-02-14,06:00,FR,S01700,arrivo,"(15,30]",1,20,0
2026-02-14,06:00,FR,S01700,arrivo,"(30,60]",1,37,0
2026-02-14,06:00,FR,S01700,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,FR,S01700,partenza,"(60,120]",2,170,0
2026-02-14,06:00,FR,S01717,partenza,> 120,1,174,0
2026-02-14,06:00,FR,S02026,arrivo,"(-5,-1]",1,0,2
2026-02-14,06:00,FR,S02026,arrivo,"(60,120]",1,88,0
2026-02-14,06:00,FR,S02336,partenza,"(60,120]",1,86,0
2026-02-14,06:00,FR,S02593,arrivo,"(1,5]",1,4,0
2026-02-14,06:00,FR,S02593,arrivo,"(10,15]",2,29,0
2026-02-14,06:00,FR,S02593,arrivo,"(30,60]",1,34,0
2026-02-14,06:00,FR,S02593,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,FR,S02593,partenza,"(0,1]",1,1,0
2026-02-14,06:00,FR,S02593,partenza,"(5,10]",1,7,0
2026-02-14,06:00,FR,S02593,partenza,"(60,120]",1,71,0
2026-02-14,06:00,FR,S03026,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,FR,S03304,partenza,> 120,1,224,0
2026-02-14,06:00,FR,S03317,partenza,"(5,10]",1,8,0
2026-02-14,06:00,FR,S03317,partenza,> 120,1,163,0
2026-02-14,06:00,FR,S04702,partenza,"(10,15]",1,14,0
2026-02-14,06:00,FR,S06421,partenza,"(30,60]",1,56,0
2026-02-14,06:00,FR,S07113,partenza,"(15,30]",1,20,0
2026-02-14,06:00,FR,S07810,partenza,"(-5,-1]",1,0,4
2026-02-14,06:00,FR,S08409,arrivo,"(60,120]",2,157,0
2026-02-14,06:00,FR,S08409,arrivo,> 120,1,163,0
2026-02-14,06:00,FR,S08409,partenza,"(-5,-1]",1,0,2
2026-02-14,06:00,FR,S08409,partenza,"(1,5]",2,9,0
2026-02-14,06:00,FR,S08409,partenza,"(5,10]",1,10,0
2026-02-14,06:00,FR,S09211,arrivo,"(60,120]",1,82,0
2026-02-14,06:00,FR,S09218,arrivo,"(30,60]",1,56,0
2026-02-14,06:00,FR,S09218,arrivo,"(60,120]",2,188,0
2026-02-14,06:00,FR,S09218,arrivo,> 120,2,398,0
2026-02-14,06:00,FR,S09218,partenza,"(30,60]",2,71,0
2026-02-14,06:00,FR,S09818,partenza,"(10,15]",1,15,0
2026-02-14,06:00,FR,S11119,partenza,"(10,15]",1,11,0
2026-02-14,06:00,FR,S11145,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,FR,S11465,partenza,"(60,120]",1,100,0
2026-02-14,06:00,FR,S11781,partenza,"(60,120]",1,97,0
2026-02-14,06:00,FR,S11811,partenza,"(60,120]",1,88,0
2026-02-14,06:00,IC,S00219,arrivo,"(-5,-1]",1,0,4
2026-02-14,06:00,IC,S00219,arrivo,"(15,30]",1,18,0
2026-02-14,06:00,IC,S00219,partenza,"(-30,-15]",1,0,15
2026-02-14,06:00,IC,S01700,arrivo,"(10,15]",1,11,0
2026-02-14,06:00,IC,S01700,arrivo,"(5,10]",1,7,0
2026-02-14,06:00,IC,S01700,partenza,"(0,1]",1,1,0
2026-02-14,06:00,IC,S01700,partenza,"(10,15]",1,11,0
2026-02-14,06:00,IC,S04501,partenza,"(-5,-1]",1,0,2
2026-02-14,06:00,IC,S04702,partenza,"(-5,-1]",1,0,4
2026-02-14,06:00,IC,S04801,arrivo,"(-30,-15]",1,0,15
2026-02-14,06:00,IC,S06725,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,IC,S06725,partenza,"(5,10]",1,7,0
2026-02-14,06:00,IC,S07004,partenza,"(30,60]",1,49,0
2026-02-14,06:00,IC,S08409,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,IC,S08409,arrivo,"(-5,-1]",1,0,2
2026-02-14,06:00,IC,S08409,arrivo,"(30,60]",1,49,0
2026-02-14,06:00,IC,S08409,partenza,"(30,60]",1,51,0
2026-02-14,06:00,IC,S09218,arrivo,"(10,15]",1,11,0
2026-02-14,06:00,IC,S09818,partenza,"(15,30]",1,18,0
2026-02-14,06:00,IC,S11119,partenza,"(10,15]",1,15,0
2026-02-14,06:00,IC,S11145,partenza,"(10,15]",1,11,0
2026-02-14,06:00,IC,S11465,arrivo,"(30,60]",1,51,0
2026-02-14,06:00,IC,S11774,arrivo,"(10,15]",1,15,0
2026-02-14,06:00,IC,S11781,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,MET,S09101,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,MET,S09101,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,MET,S09101,arrivo,"(1,5]",4,10,0
2026-02-14,06:00,MET,S09101,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,MET,S09101,partenza,"(0,1]",1,1,0
2026-02-14,06:00,MET,S09101,partenza,"(1,5]",1,4,0
2026-02-14,06:00,MET,S09103,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,MET,S09103,arrivo,"(1,5]",1,2,0
2026-02-14,06:00,MET,S09103,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,MET,S09103,partenza,"(-10,-5]",1,0,9
2026-02-14,06:00,MET,S09103,partenza,"(-5,-1]",1,0,3
2026-02-14,06:00,MET,S09103,partenza,"(1,5]",2,4,0
2026-02-14,06:00,MET,S09756,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,MET,S09800,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,MET,S09800,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,MET,S09800,arrivo,"(1,5]",1,4,0
2026-02-14,06:00,MET,S09800,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,MET,S09800,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,MET,S09800,partenza,"(1,5]",2,6,0
2026-02-14,06:00,MET,S09818,arrivo,"(-10,-5]",1,0,9
2026-02-14,06:00,MET,S09818,arrivo,"(-5,-1]",1,0,3
2026-02-14,06:00,MET,S09818,partenza,"(0,1]",1,1,0
2026-02-14,06:00,MET,S09818,partenza,"(1,5]",1,2,0
2026-02-14,06:00,REG,N00024,partenza,"(5,10]",1,7,0
2026-02-14,06:00,REG,N00055,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,REG,N00055,arrivo,"(15,30]",1,22,0
2026-02-14,06:00,REG,N00055,partenza,"(1,5]",1,5,0
2026-02-14,06:00,REG,N00074,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,N00074,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,REG,N00079,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,N00079,partenza,"(1,5]",1,3,0
2026-02-14,06:00,REG,N00210,arrivo,"(1,5]",1,4,0
2026-02-14,06:00,REG,N00210,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,REG,N00226,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,N00235,arrivo,"(-5,-1]",1,0,2
2026-02-14,06:00,REG,N00235,partenza,"(1,5]",1,4,0
2026-02-14,06:00,REG,S00034,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S00034,partenza,"(5,10]",2,16,0
2026-02-14,06:00,REG,S00039,partenza,"(1,5]",1,4,0
2026-02-14,06:00,REG,S00070,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00070,partenza,"(1,5]",1,5,0
2026-02-14,06:00,REG,S00088,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S00088,arrivo,"(10,15]",1,15,0
2026-02-14,06:00,REG,S00088,partenza,"(1,5]",1,3,0
2026-02-14,06:00,REG,S00154,partenza,"(-5,-1]",1,0,2
2026-02-14,06:00,REG,S00154,partenza,"(5,10]",1,8,0
2026-02-14,06:00,REG,S00202,arrivo,"(-5,-1]",1,0,3
2026-02-14,06:00,REG,S00202,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00219,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S00219,arrivo,"(-10,-5]",1,0,7
2026-02-14,06:00,REG,S00219,arrivo,"(-5,-1]",2,0,5
2026-02-14,06:00,REG,S00219,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00219,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,S00219,arrivo,"(5,10]",1,8,0
2026-02-14,06:00,REG,S00219,partenza,"(-1,0]",2,0,0
2026-02-14,06:00,REG,S00219,partenza,"(-5,-1]",4,0,8
2026-02-14,06:00,REG,S00219,partenza,"(1,5]",1,4,0
2026-02-14,06:00,REG,S00228,arrivo,"(5,10]",1,6,0
2026-02-14,06:00,REG,S00232,arrivo,"(-5,-1]",1,0,2
2026-02-14,06:00,REG,S00232,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,S00232,arrivo,"(5,10]",1,9,0
2026-02-14,06:00,REG,S00232,partenza,"(-5,-1]",1,0,3
2026-02-14,06:00,REG,S00232,partenza,"(1,5]",2,5,0
2026-02-14,06:00,REG,S00240,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00245,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S00245,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00245,partenza,"(5,10]",2,15,0
2026-02-14,06:00,REG,S00248,arrivo,"(-5,-1]",3,0,4
2026-02-14,06:00,REG,S00248,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00248,arrivo,"(1,5]",4,15,0
2026-02-14,06:00,REG,S00248,arrivo,"(5,10]",1,10,0
2026-02-14,06:00,REG,S00248,partenza,"(-5,-1]",3,0,5
2026-02-14,06:00,REG,S00248,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00248,partenza,"(1,5]",1,5,0
2026-02-14,06:00,REG,S00260,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S00260,partenza,"(-5,-1]",1,0,3
2026-02-14,06:00,REG,S00452,partenza,"(1,5]",1,5,0
2026-02-14,06:00,REG,S00462,arrivo,"(1,5]",2,6,0
2026-02-14,06:00,REG,S00462,partenza,"(1,5]",1,4,0
2026-02-14,06:00,REG,S00462,partenza,"(5,10]",1,6,0
2026-02-14,06:00,REG,S00470,arrivo,"(-10,-5]",1,0,6
2026-02-14,06:00,REG,S00470,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00470,arrivo,"(1,5]",3,6,0
2026-02-14,06:00,REG,S00470,partenza,"(1,5]",5,20,0
2026-02-14,06:00,REG,S00470,partenza,"(10,15]",1,12,0
2026-02-14,06:00,REG,S00500,arrivo,"(1,5]",2,5,0
2026-02-14,06:00,REG,S00500,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00500,partenza,"(1,5]",1,2,0
2026-02-14,06:00,REG,S00517,arrivo,"(-5,-1]",1,0,3
2026-02-14,06:00,REG,S00517,arrivo,"(1,5]",1,3,0
2026-02-14,06:00,REG,S00517,partenza,"(-5,-1]",1,0,2
2026-02-14,06:00,REG,S00517,partenza,"(5,10]",1,9,0
2026-02-14,06:00,REG,S00606,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S00606,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S00606,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,S00606,partenza,"(1,5]",1,2,0
2026-02-14,06:00,REG,S00606,partenza,"(10,15]",1,15,0
2026-02-14,06:00,REG,S00610,arrivo,"(0,1]",2,2,0
2026-02-14,06:00,REG,S00610,partenza,"(1,5]",2,10,0
2026-02-14,06:00,REG,S00617,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00742,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S00825,arrivo,"(1,5]",1,3,0
2026-02-14,06:00,REG,S00825,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S00867,arrivo,"(1,5]",1,2,0
2026-02-14,06:00,REG,S00867,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00867,partenza,"(1,5]",1,2,0
2026-02-14,06:00,REG,S00884,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S00884,arrivo,"(1,5]",1,2,0
2026-02-14,06:00,REG,S00884,partenza,"(1,5]",2,5,0
2026-02-14,06:00,REG,S01003,arrivo,"(-5,-1]",2,0,5
2026-02-14,06:00,REG,S01003,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01003,partenza,"(1,5]",2,7,0
2026-02-14,06:00,REG,S01003,partenza,"(5,10]",1,6,0
2026-02-14,06:00,REG,S01020,arrivo,"(-5,-1]",1,0,3
2026-02-14,06:00,REG,S01020,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,S01020,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01020,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01020,partenza,"(1,5]",1,2,0
2026-02-14,06:00,REG,S01030,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01030,arrivo,"(1,5]",2,7,0
2026-02-14,06:00,REG,S01030,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01030,partenza,"(1,5]",3,9,0
2026-02-14,06:00,REG,S01030,partenza,"(5,10]",1,7,0
2026-02-14,06:00,REG,S01059,arrivo,"(-5,-1]",1,0,2
2026-02-14,06:00,REG,S01059,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01059,arrivo,"(1,5]",3,7,0
2026-02-14,06:00,REG,S01059,arrivo,"(5,10]",1,7,0
2026-02-14,06:00,REG,S01059,partenza,"(-5,-1]",1,0,2
2026-02-14,06:00,REG,S01059,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01059,partenza,"(1,5]",2,5,0
2026-02-14,06:00,REG,S01066,arrivo,"(-1,0]",4,0,0
2026-02-14,06:00,REG,S01066,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01066,arrivo,"(1,5]",7,22,0
2026-02-14,06:00,REG,S01066,arrivo,"(5,10]",2,14,0
2026-02-14,06:00,REG,S01066,partenza,"(-1,0]",3,0,0
2026-02-14,06:00,REG,S01066,partenza,"(-5,-1]",2,0,2
2026-02-14,06:00,REG,S01066,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01066,partenza,"(1,5]",6,24,0
2026-02-14,06:00,REG,S01066,partenza,"(15,30]",1,22,0
2026-02-14,06:00,REG,S01066,partenza,"(5,10]",1,6,0
2026-02-14,06:00,REG,S01113,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,S01113,partenza,"(-5,-1]",2,0,2
2026-02-14,06:00,REG,S01146,arrivo,"(-1,0]",2,0,0
2026-02-14,06:00,REG,S01146,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,S01146,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S01146,partenza,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01146,partenza,"(1,5]",1,2,0
2026-02-14,06:00,REG,S01200,arrivo,"(1,5]",1,3,0
2026-02-14,06:00,REG,S01200,partenza,"(5,10]",1,7,0
2026-02-14,06:00,REG,S01205,arrivo,"(0,1]",2,2,0
2026-02-14,06:00,REG,S01205,arrivo,"(1,5]",2,7,0
2026-02-14,06:00,REG,S01205,arrivo,"(5,10]",1,7,0
2026-02-14,06:00,REG,S01205,partenza,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S01205,partenza,"(-5,-1]",3,0,8
2026-02-14,06:00,REG,S01301,arrivo,"(1,5]",3,8,0
2026-02-14,06:00,REG,S01301,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01301,partenza,"(1,5]",1,3,0
2026-02-14,06:00,REG,S01307,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S01307,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01307,arrivo,"(1,5]",1,4,0
2026-02-14,06:00,REG,S01307,arrivo,"(10,15]",1,14,0
2026-02-14,06:00,REG,S01307,arrivo,"(30,60]",1,31,0
2026-02-14,06:00,REG,S01307,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01307,partenza,"(1,5]",3,12,0
2026-02-14,06:00,REG,S01308,partenza,"(1,5]",2,5,0
2026-02-14,06:00,REG,S01316,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S01316,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01316,partenza,"(1,5]",1,2,0
2026-02-14,06:00,REG,S01322,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01326,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01326,arrivo,"(1,5]",2,6,0
2026-02-14,06:00,REG,S01326,arrivo,"(5,10]",2,15,0
2026-02-14,06:00,REG,S01326,partenza,"(1,5]",1,4,0
2026-02-14,06:00,REG,S01326,partenza,"(30,60]",1,40,0
2026-02-14,06:00,REG,S01400,partenza,"(1,5]",1,2,0
2026-02-14,06:00,REG,S01420,arrivo,"(1,5]",1,2,0
2026-02-14,06:00,REG,S01430,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01440,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01440,arrivo,"(1,5]",1,4,0
2026-02-14,06:00,REG,S01440,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01440,partenza,"(1,5]",1,4,0
2026-02-14,06:00,REG,S01520,arrivo,"(0,1]",2,2,0
2026-02-14,06:00,REG,S01520,arrivo,"(1,5]",1,4,0
2026-02-14,06:00,REG,S01520,arrivo,"(15,30]",1,17,0
2026-02-14,06:00,REG,S01520,partenza,"(-5,-1]",2,0,4
2026-02-14,06:00,REG,S01520,partenza,"(1,5]",4,16,0
2026-02-14,06:00,REG,S01520,partenza,"(5,10]",1,6,0
2026-02-14,06:00,REG,S01524,arrivo,"(15,30]",1,23,0
2026-02-14,06:00,REG,S01528,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01528,arrivo,"(30,60]",1,46,0
2026-02-14,06:00,REG,S01528,arrivo,"(5,10]",1,9,0
2026-02-14,06:00,REG,S01528,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01528,partenza,"(1,5]",1,4,0
2026-02-14,06:00,REG,S01528,partenza,"(5,10]",1,6,0
2026-02-14,06:00,REG,S01529,arrivo,"(-5,-1]",2,0,5
2026-02-14,06:00,REG,S01529,arrivo,"(5,10]",2,18,0
2026-02-14,06:00,REG,S01529,partenza,"(-10,-5]",1,0,7
2026-02-14,06:00,REG,S01529,partenza,"(-5,-1]",1,0,4
2026-02-14,06:00,REG,S01529,partenza,"(1,5]",2,6,0
2026-02-14,06:00,REG,S01640,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,S01642,arrivo,"(-1,0]",1,0,0
2026-02-14,06:00,REG,S01642,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01642,partenza,"(1,5]",2,10,0
2026-02-14,06:00,REG,S01642,partenza,"(5,10]",1,9,0
2026-02-14,06:00,REG,S01645,arrivo,"(-5,-1]",3,0,5
2026-02-14,06:00,REG,S01645,arrivo,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01645,arrivo,"(1,5]",7,26,0
2026-02-14,06:00,REG,S01645,arrivo,"(5,10]",5,31,0
2026-02-14,06:00,REG,S01645,partenza,"(-5,-1]",2,0,6
2026-02-14,06:00,REG,S01645,partenza,"(0,1]",1,1,0
2026-02-14,06:00,REG,S01645,partenza,"(1,5]",6,20,0
2026-02-14,06:00,REG,S01645,partenza,"(10,15]",1,14,0
2026-02-14,06:00,REG,S01645,partenza,"(15,30]",2,40,0
2026-02-14,06:00,REG,S01645,partenza,"(30,60]",2,77,0
2026-02-14,06:00,REG,S01645,partenza,"(5,10]",1,9,0
2026-02-14,06:00,REG,S01700,arrivo,"(-5,-1]",1,0,2
2026-02-14,06:00,REG,S01700,arrivo,"(0,1]",3,3,0
2026-02-14,06:00,REG,S01700,arrivo,"(1,5]",8,27,0
2026-02-14,06:00,REG,S01700,arrivo,"(5,10]",1,10,0
2026-02-14,06:00,REG,S01700,partenza,"(-10,-5]",1,0,7
2026-02-14,06:00,REG,S01700,partenza,"(-5,-1]",3,0,5
2026-02-14,06:00,REG,S01700,partenza,"(0,1]",2,2,0
2026-02-14,06:00,REG,S01700,partenza,"(1,5]",5,17,0
2026-02-14,06:00,REG,S01701,partenza,"(1,5]",1,3,0
2026-02-14,06:00,REG,S01703,arrivo,"(-5,-1]",1,0,1
2026-02-14,06:00,REG,S01703,arrivo,"(1,5]",1,5,0
2026-02-14,06:00,REG,S01703,partenza,"(1,5]",1,3,0
2026-02-14,06:00,REG,S01708,arrivo,"(-5,-1]",3,0,11
2026-02-14,06:00,REG,S01708,arrivo,"(1,5]",1,4,0
2026-02-14,06:00,REG,S01708,partenza,"(-5,-1]",2,0,7
2026-02-14,06:00,REG,S01708,partenza,"(1,5]",2,7,0
