giorno,categoria,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95
2024-06-22 00:00:00,IC,99,99.0,0.0,0.0,0.0,0.0,3.0,66.0,30.0,43.0,28.0,27.0,15.0,3.0,1170.0,110.0,1060.0,10.707070707070708,4.0,36.2,43.39999999999998
2024-06-22 00:00:00,ICN,19,19.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0,5.0,4.0,3.0,2.0,1.0,198.0,45.0,153.0,8.052631578947368,3.0,34.19999999999998,56.599999999999966
2024-06-22 00:00:00,MET,241,241.0,0.0,0.0,0.0,0.0,28.0,77.0,136.0,6.0,2.0,0.0,0.0,0.0,185.0,297.0,-112.0,-0.46473029045643155,-1.0,3.0,4.0
2024-06-22 00:00:00,NCL,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,19.0,0.0,19.0,19.0,19.0,19.0,19.0
2024-06-22 00:00:00,REG,6636,6623.0,13.0,0.0,0.0,13.0,701.0,3253.0,2669.0,792.0,374.0,215.0,65.0,15.0,17705.0,7009.0,10696.0,1.6149781065982183,0.0,6.0,11.0
2024-06-23 00:00:00,,254,254.0,0.0,0.0,0.0,0.0,12.0,170.0,72.0,106.0,74.0,57.0,28.0,14.0,3755.0,325.0,3430.0,13.503937007874017,4.0,31.0,63.04999999999998
2024-06-23 00:00:00,EC,20,20.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,4.0,2.0,1.0,0.0,0.0,80.0,13.0,67.0,3.35,2.5,7.400000000000006,11.75000000000001
2024-06-23 00:00:00,EN,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,366.0,0.0,366.0,183.0,183.0,267.0,277.49999999999994
2024-06-23 00:00:00,IC,99,99.0,0.0,0.0,0.0,0.0,3.0,71.0,25.0,48.0,31.0,24.0,18.0,9.0,2042.0,125.0,1917.0,19.363636363636363,5.0,56.80000000000001,86.19999999999987
2024-06-23 00:00:00,ICN,15,15.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,6.0,4.0,3.0,1.0,0.0,136.0,43.0,93.0,6.2,3.0,23.199999999999996,33.79999999999997
2024-06-23 00:00:00,MET,218,218.0,0.0,0.0,0.0,0.0,19.0,76.0,123.0,13.0,8.0,3.0,0.0,0.0,266.0,275.0,-9.0,-0.04128440366972477,-1.0,3.0,6.0
2024-06-23 00:00:00,NCL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,-43.0,-43.0,-43.0,-43.0,-43.0
2024-06-23 00:00:00,REG,4688,4683.0,5.0,0.0,0.0,5.0,468.0,2320.0,1895.0,587.0,252.0,131.0,35.0,7.0,11868.0,4918.0,6950.0,1.4840913944052958,0.0,7.0,11.0
2024-06-24 00:00:00,,265,265.0,0.0,0.0,0.0,0.0,9.0,209.0,47.0,133.0,96.0,72.0,42.0,20.0,4235.0,167.0,4068.0,15.350943396226414,6.0,44.0,79.39999999999995
2024-06-24 00:00:00,EC,18,18.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,9.0,5.0,5.0,4.0,1.0,338.0,12.0,326.0,18.11111111111111,6.5,38.500000000000014,64.29999999999986
2024-06-24 00:00:00,EN,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0
2024-06-24 00:00:00,IC,100,100.0,0.0,0.0,0.0,0.0,5.0,73.0,22.0,45.0,31.0,22.0,9.0,3.0,1149.0,102.0,1047.0,10.47,4.0,30.0,48.19999999999999
2024-06-24 00:00:00,ICN,13,13.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,8.0,4.0,3.0,0.0,231.0,6.0,225.0,17.307692307692307,12.0,48.80000000000001,55.39999999999999
2024-06-24 00:00:00,MET,238,235.0,3.0,0.0,0.0,3.0,27.0,69.0,139.0,5.0,2.0,2.0,0.0,0.0,192.0,288.0,-96.0,-0.4085106382978723,-1.0,2.0,4.0
2024-06-24 00:00:00,REG,7736,7710.0,26.0,0.0,0.0,26.0,749.0,4155.0,2806.0,1070.0,490.0,263.0,85.0,16.0,23053.0,7115.0,15938.0,2.0671854734111546,1.0,7.0,12.0
2024-06-25 00:00:00,,261,261.0,0.0,0.0,0.0,0.0,8.0,177.0,76.0,96.0,52.0,27.0,8.0,2.0,1815.0,291.0,1524.0,5.839080459770115,4.0,16.0,26.0
2024-06-25 00:00:00,EC,18,18.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,9.0,7.0,4.0,2.0,0.0,178.0,17.0,161.0,8.944444444444445,5.5,30.6,32.599999999999994
2024-06-25 00:00:00,EN,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,3.4000000000000004,3.6999999999999997
2024-06-25 00:00:00,EXP,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,198.0,0.0,198.0,99.0,99.0,171.0,179.99999999999997
2024-06-25 00:00:00,IC,102,102.0,0.0,0.0,0.0,0.0,7.0,70.0,25.0,42.0,29.0,22.0,11.0,4.0,1201.0,84.0,1117.0,10.950980392156863,4.5,32.50000000000003,50.89999999999998
2024-06-25 00:00:00,ICN,14,14.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,6.0,5.0,5.0,1.0,1.0,227.0,29.0,198.0,14.142857142857142,4.0,23.30000000000001,62.04999999999997
2024-06-25 00:00:00,MET,225,224.0,1.0,0.0,0.0,1.0,20.0,91.0,113.0,15.0,4.0,3.0,0.0,0.0,310.0,256.0,54.0,0.24107142857142858,-1.0,3.0,6.849999999999994
2024-06-25 00:00:00,NCL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-7.0,-7.0,-7.0,-7.0,-7.0
2024-06-25 00:00:00,REG,7660,7627.0,33.0,0.0,0.0,33.0,730.0,4068.0,2829.0,1103.0,517.0,289.0,101.0,10.0,22869.0,7284.0,15585.0,2.0433984528648224,1.0,7.0,13.0
2024-06-26 00:00:00,,269,269.0,0.0,0.0,0.0,0.0,11.0,206.0,52.0,132.0,90.0,55.0,15.0,3.0,2579.0,194.0,2385.0,8.866171003717472,5.0,25.0,32.599999999999994
2024-06-26 00:00:00,EC,20,20.0,0.0,0.0,0.0,0.0,2.0,13.0,5.0,8.0,1.0,1.0,1.0,0.0,110.0,20.0,90.0,4.5,3.0,7.300000000000004,11.800000000000026
2024-06-26 00:00:00,EN,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,89.0,0.0,89.0,44.5,44.5,72.9,76.45
2024-06-26 00:00:00,EXP,3,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,25.0,3.0,22.0,7.333333333333333,8.0,15.200000000000001,16.1
2024-06-26 00:00:00,IC,101,101.0,0.0,0.0,0.0,0.0,6.0,72.0,23.0,47.0,27.0,22.0,12.0,3.0,1172.0,110.0,1062.0,10.514851485148515,5.0,34.0,47.0
2024-06-26 00:00:00,ICN,14,14.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,6.0,6.0,4.0,3.0,2.0,253.0,30.0,223.0,15.928571428571429,5.0,61.90000000000002,68.4
2024-06-26 00:00:00,MET,225,224.0,1.0,0.0,0.0,1.0,25.0,97.0,102.0,21.0,10.0,7.0,2.0,1.0,496.0,207.0,289.0,1.2901785714285714,0.0,5.0,7.849999999999994
2024-06-26 00:00:00,REG,7690,7658.0,32.0,0.0,0.0,32.0,762.0,4006.0,2890.0,1022.0,442.0,226.0,55.0,12.0,20875.0,7533.0,13342.0,1.7422303473491774,1.0,7.0,11.0
2024-06-27 00:00:00,,269,269.0,0.0,0.0,0.0,0.0,12.0,204.0,53.0,128.0,81.0,48.0,18.0,2.0,2541.0,221.0,2320.0,8.62453531598513,5.0,24.0,33.0
2024-06-27 00:00:00,EC,19,19.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,9.0,7.0,2.0,1.0,0.0,147.0,19.0,128.0,6.7368421052631575,5.0,15.399999999999995,22.599999999999966
2024-06-27 00:00:00,EN,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,22.0,0.0,22.0,22.0,22.0,22.0,22.0
2024-06-27 00:00:00,IC,97,97.0,0.0,0.0,0.0,0.0,6.0,65.0,26.0,38.0,22.0,15.0,6.0,0.0,750.0,104.0,646.0,6.65979381443299,3.0,23.400000000000034,33.19999999999999
2024-06-27 00:00:00,ICN,18,18.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,8.0,6.0,5.0,2.0,1.0,239.0,18.0,221.0,12.277777777777779,5.0,32.30000000000001,53.14999999999994
2024-06-27 00:00:00,MET,227,222.0,5.0,0.0,0.0,5.0,23.0,82.0,117.0,8.0,4.0,2.0,0.0,0.0,251.0,242.0,9.0,0.04054054054054054,-1.0,3.0,4.0
2024-06-27 00:00:00,REG,7739,7726.0,13.0,0.0,0.0,13.0,746.0,4125.0,2855.0,1131.0,496.0,272.0,73.0,10.0,22343.0,7401.0,14942.0,1.93398912762102,1.0,7.0,12.0
2024-06-28 00:00:00,,269,269.0,0.0,0.0,0.0,0.0,3.0,209.0,57.0,144.0,114.0,97.0,63.0,20.0,4981.0,201.0,4780.0,17.769516728624534,7.0,56.20000000000002,68.6
2024-06-28 00:00:00,EC,19,19.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,10.0,6.0,3.0,1.0,0.0,158.0,17.0,141.0,7.421052631578948,6.0,19.2,21.499999999999968
2024-06-28 00:00:00,EN,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,34.0,0.0,34.0,34.0,34.0,34.0,34.0
2024-06-28 00:00:00,EXP,2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.5,-0.5,-0.09999999999999998,-0.050000000000000044
2024-06-28 00:00:00,IC,99,99.0,0.0,0.0,0.0,0.0,3.0,80.0,16.0,58.0,43.0,33.0,15.0,6.0,1734.0,66.0,1668.0,16.848484848484848,8.0,37.40000000000002,71.39999999999998
2024-06-28 00:00:00,ICN,12,12.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,3.0,3.0,1.0,1.0,152.0,2.0,150.0,12.5,2.5,21.6,53.94999999999995
2024-06-28 00:00:00,MET,213,197.0,16.0,0.0,0.0,16.0,22.0,97.0,78.0,34.0,22.0,13.0,4.0,1.0,733.0,177.0,556.0,2.8223350253807107,0.0,11.0,20.19999999999999
2024-06-28 00:00:00,REG,7695,7653.0,42.0,0.0,0.0,42.0,680.0,4157.0,2816.0,1220.0,617.0,380.0,117.0,25.0,26862.0,7216.0,19646.0,2.567097870116294,1.0,9.0,15.0
2024-06-29 00:00:00,,248,248.0,0.0,0.0,0.0,0.0,9.0,167.0,72.0,108.0,76.0,55.0,21.0,7.0,2766.0,276.0,2490.0,10.040322580645162,4.0,29.0,42.64999999999998
2024-06-29 00:00:00,EC,21,21.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,11.0,5.0,3.0,2.0,1.0,226.0,14.0,212.0,10.095238095238095,6.0,17.0,60.0
2024-06-29 00:00:00,EN,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,183.0,0.0,183.0,183.0,183.0,183.0,183.0
2024-06-29 00:00:00,EXP,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,38.0,26.0,12.0,6.0,6.0,31.6,34.8
2024-06-29 00:00:00,IC,94,94.0,0.0,0.0,0.0,0.0,6.0,66.0,22.0,43.0,32.0,21.0,11.0,7.0,1309.0,121.0,1188.0,12.638297872340425,4.0,46.80000000000004,67.74999999999997
2024-06-29 00:00:00,ICN,19,19.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,12.0,8.0,6.0,5.0,1.0,465.0,41.0,424.0,22.31578947368421,7.0,45.39999999999999,74.59999999999967
2024-06-29 00:00:00,MET,232,230.0,2.0,0.0,0.0,2.0,29.0,85.0,116.0,14.0,6.0,4.0,0.0,0.0,308.0,265.0,43.0,0.18695652173913044,-1.0,3.0,7.549999999999983
2024-06-29 00:00:00,REG,6595,6572.0,23.0,0.0,0.0,23.0,615.0,3310.0,2647.0,924.0,411.0,228.0,65.0,22.0,18842.0,6951.0,11891.0,1.809342665855143,1.0,7.0,12.0
2024-06-30 00:00:00,,254,254.0,0.0,0.0,0.0,0.0,11.0,177.0,66.0,115.0,85.0,64.0,39.0,13.0,3815.0,262.0,3553.0,13.988188976377952,4.0,43.0,61.19999999999993
2024-06-30 00:00:00,EC,20,20.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,10.0,7.0,3.0,2.0,0.0,186.0,7.0,179.0,8.95,4.5,18.20000000000003,38.1
2024-06-30 00:00:00,EN,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,55.0,0.0,55.0,27.5,27.5,43.1,45.05
2024-06-30 00:00:00,IC,97,96.0,1.0,0.0,0.0,1.0,5.0,71.0,20.0,52.0,37.0,27.0,15.0,6.0,1481.0,89.0,1392.0,14.5,6.0,47.0,63.75
2024-06-30 00:00:00,ICN,12,12.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,3.0,1.0,1.0,1.0,130.0,7.0,123.0,10.25,4.0,13.8,43.69999999999995
2024-06-30 00:00:00,MET,204,202.0,2.0,0.0,0.0,2.0,23.0,61.0,118.0,9.0,2.0,2.0,0.0,0.0,186.0,287.0,-101.0,-0.5,-1.0,2.0,5.0
2024-06-30 00:00:00,REG,4688,4670.0,18.0,0.0,0.0,18.0,476.0,2356.0,1838.0,660.0,324.0,186.0,53.0,7.0,13730.0,4821.0,8909.0,1.9077087794432548,1.0,8.0,13.0
2025-12-30,IC,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,96.0,0.0,96.0,96.0,96.0,96.0,96.0
2025-12-30,REG,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,-6.0,-6.0,-6.0,-6.0
2025-12-31,EXP,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,-4.0,-4.0,-4.0,-4.0
2025-12-31,IC,10,10.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,3.0,2.0,2.0,1.0,118.0,32.0,86.0,8.6,-1.5,37.99999999999999,51.49999999999997
2025-12-31,ICN,16,16.0,0.0,0.0,0.0,0.0,2.0,3.0,11.0,3.0,1.0,0.0,0.0,0.0,30.0,69.0,-39.0,-2.4375,-3.0,7.0,9.25
2025-12-31,MET,3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,-3.0,-1.0,-3.0,1.8000000000000005,2.3999999999999995
2025-12-31,REG,47,47.0,0.0,0.0,0.0,0.0,17.0,3.0,27.0,3.0,1.0,0.0,0.0,0.0,55.0,86.0,-31.0,-0.6595744680851063,-1.0,3.3999999999999986,5.399999999999992
2026-01-01,EC,40,40.0,0.0,0.0,0.0,0.0,11.0,9.0,20.0,9.0,8.0,5.0,1.0,0.0,157.0,76.0,81.0,2.025,-0.5,15.0,15.049999999999995
2026-01-01,ECFR,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,72.0,0.0,72.0,36.0,36.0,53.6,55.8
2026-01-01,EN,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
2026-01-01,FA,16,16.0,0.0,0.0,0.0,0.0,5.0,7.0,4.0,7.0,6.0,5.0,3.0,0.0,218.0,19.0,199.0,12.4375,4.0,43.0,46.5
2026-01-01,FB,8,8.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,9.0,23.0,-14.0,-1.75,-1.5,2.6999999999999984,5.849999999999995
2026-01-01,FR,218,218.0,0.0,0.0,0.0,0.0,45.0,96.0,77.0,96.0,70.0,51.0,23.0,6.0,2300.0,372.0,1928.0,8.844036697247706,3.0,31.30000000000001,44.749999999999886
2026-01-01,IC,91,91.0,0.0,0.0,0.0,0.0,18.0,22.0,51.0,22.0,14.0,11.0,6.0,3.0,666.0,309.0,357.0,3.923076923076923,-1.0,20.0,36.0
2026-01-01,ICN,4,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,43.0,31.0,12.0,3.0,-3.0,29.300000000000008,35.149999999999984
2026-01-01,MET,190,190.0,0.0,0.0,0.0,0.0,79.0,10.0,101.0,10.0,2.0,2.0,0.0,0.0,187.0,269.0,-82.0,-0.431578947368421,-1.0,3.0,4.549999999999983
2026-01-01,REG,4905,4905.0,0.0,0.0,0.0,0.0,2014.0,443.0,2448.0,443.0,152.0,104.0,49.0,11.0,8858.0,6636.0,2222.0,0.4530071355759429,0.0,4.0,7.0
2026-01-02,FR,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,0.0,16.0,16.0,16.0,16.0,16.0
2026-01-03,REG,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0
2026-01-13,FR,3,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,5.666666666666667,5.0,6.6,6.8
2026-01-13,IC,10,10.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,3.0,2.0,1.0,0.0,79.0,30.0,49.0,4.9,1.0,17.39999999999999,28.19999999999997
2026-01-13,ICN,16,16.0,0.0,0.0,0.0,0.0,4.0,3.0,9.0,3.0,1.0,1.0,1.0,0.0,64.0,48.0,16.0,1.0,-1.0,5.5,16.0
2026-01-13,REG,44,44.0,0.0,0.0,0.0,0.0,14.0,8.0,22.0,8.0,2.0,1.0,1.0,0.0,100.0,75.0,25.0,0.5681818181818182,-0.5,5.700000000000003,6.850000000000001
2026-01-14,EC,47,47.0,0.0,0.0,0.0,0.0,9.0,16.0,22.0,16.0,8.0,4.0,1.0,0.0,232.0,71.0,161.0,3.425531914893617,0.0,11.4,21.89999999999997
2026-01-14,ECFR,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,8.0,22.0,11.0,11.0,26.200000000000003,28.1
2026-01-14,EN,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,16.0,0.0,16.0,8.0,8.0,9.6,9.8
2026-01-14,FA,18,18.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,59.0,26.0,33.0,1.8333333333333333,2.0,11.0,11.15
2026-01-14,FB,8,8.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,59.0,2.0,57.0,7.125,2.0,18.099999999999994,31.04999999999998
2026-01-14,FR,229,229.0,0.0,0.0,0.0,0.0,71.0,84.0,74.0,84.0,42.0,24.0,7.0,1.0,1290.0,316.0,974.0,4.253275109170306,3.0,15.0,21.599999999999994
2026-01-14,IC,91,91.0,0.0,0.0,0.0,0.0,31.0,17.0,43.0,17.0,11.0,6.0,2.0,0.0,307.0,236.0,71.0,0.7802197802197802,0.0,10.0,22.5
2026-01-14,ICN,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-25.0,-6.25,-6.5,-5.3,-5.15
2026-01-14,MET,227,227.0,0.0,0.0,0.0,0.0,103.0,16.0,108.0,16.0,1.0,1.0,1.0,0.0,271.0,293.0,-22.0,-0.0969162995594713,0.0,4.0,5.0
2026-01-14,REG,8655,8655.0,0.0,0.0,0.0,0.0,3745.0,1364.0,3546.0,1364.0,459.0,239.0,78.0,6.0,21197.0,9386.0,11811.0,1.364644714038128,0.0,6.0,10.0
2026-01-27,FR,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,-23.0,-7.666666666666667,-7.0,-5.4,-5.2
2026-01-27,IC,13,13.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,133.0,29.0,104.0,8.0,0.0,23.40000000000001,44.59999999999993
2026-01-27,ICN,12,12.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,17.0,39.0,-22.0,-1.8333333333333333,-1.0,4.0,4.899999999999999
2026-01-27,REG,54,54.0,0.0,0.0,0.0,0.0,18.0,5.0,31.0,5.0,1.0,1.0,0.0,0.0,72.0,93.0,-21.0,-0.3888888888888889,-1.0,3.700000000000003,7.0
2026-01-28,EC,48,48.0,0.0,0.0,0.0,0.0,14.0,19.0,15.0,19.0,8.0,6.0,1.0,0.0,293.0,46.0,247.0,5.145833333333333,2.0,19.10000000000003,24.65
2026-01-28,ECFR,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,22.0,9.0,13.0,6.5,6.5,18.9,20.45
2026-01-28,EN,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,37.0,7.0,30.0,15.0,15.0,32.6,34.8
2026-01-28,FA,18,18.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,7.0,2.0,2.0,1.0,0.0,103.0,36.0,67.0,3.7222222222222223,2.0,10.700000000000006,21.799999999999955
2026-01-28,FB,8,8.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,15.0,11.0,4.0,0.5,-0.5,5.099999999999999,7.549999999999996
2026-01-28,FR,236,236.0,0.0,0.0,0.0,0.0,67.0,122.0,47.0,122.0,78.0,52.0,10.0,2.0,2150.0,227.0,1923.0,8.148305084745763,5.0,23.0,27.25
2026-01-28,IC,106,106.0,0.0,0.0,0.0,0.0,30.0,48.0,28.0,48.0,26.0,24.0,15.0,3.0,1159.0,121.0,1038.0,9.79245283018868,3.0,33.0,41.0
2026-01-28,ICN,15,15.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,7.0,3.0,2.0,1.0,0.0,104.0,57.0,47.0,3.1333333333333333,4.0,15.4,26.29999999999997
2026-01-28,MET,226,226.0,0.0,0.0,0.0,0.0,105.0,10.0,111.0,10.0,4.0,2.0,1.0,0.0,283.0,251.0,32.0,0.1415929203539823,0.0,3.0,4.0
2026-01-28,REG,8693,8693.0,0.0,0.0,0.0,0.0,3881.0,1778.0,3034.0,1778.0,647.0,325.0,88.0,9.0,26267.0,7831.0,18436.0,2.120786839986196,1.0,8.0,12.0
2026-01-29,EC,50,50.0,0.0,0.0,0.0,0.0,14.0,17.0,19.0,17.0,11.0,7.0,3.0,0.0,305.0,52.0,253.0,5.06,2.0,15.1,26.799999999999955
2026-01-29,ECFR,2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,-7.0,-3.5,-3.5,1.7000000000000002,2.35
2026-01-29,EN,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-29,FA,18,18.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,6.0,5.0,3.0,0.0,0.0,105.0,32.0,73.0,4.055555555555555,1.0,18.9,21.45
2026-01-29,FB,8,8.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,5.0,2.0,2.0,0.0,0.0,52.0,2.0,50.0,6.25,5.0,15.3,15.65
2026-01-29,FR,229,229.0,0.0,0.0,0.0,0.0,67.0,108.0,54.0,108.0,67.0,49.0,31.0,12.0,2860.0,209.0,2651.0,11.576419213973798,4.0,35.20000000000002,59.19999999999999
2026-01-29,IC,93,93.0,0.0,0.0,0.0,0.0,31.0,30.0,32.0,30.0,14.0,9.0,3.0,2.0,539.0,144.0,395.0,4.247311827956989,1.0,13.799999999999995,18.799999999999983
2026-01-29,ICN,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,112.0,0.0,112.0,112.0,112.0,112.0,112.0
2026-01-29,MET,232,232.0,0.0,0.0,0.0,0.0,96.0,21.0,115.0,21.0,8.0,2.0,0.0,0.0,320.0,252.0,68.0,0.293103448275862,0.0,4.0,6.449999999999989
2026-01-29,REG,8576,8576.0,0.0,0.0,0.0,0.0,3721.0,1581.0,3274.0,1581.0,711.0,452.0,168.0,40.0,29015.0,8526.0,20489.0,2.3891091417910446,1.0,8.0,15.0
2026-02-03,REG,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0
2026-02-04,REG,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,27.0,0.0,27.0,27.0,27.0,27.0,27.0
2026-02-12,REG,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2026-02-13,EXP,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,11.0,11.0
2026-02-13,FR,2,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.8,1.9
2026-02-13,IC,12,12.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,6.0,5.0,4.0,2.0,0.0,155.0,27.0,128.0,10.666666666666666,3.5,31.700000000000003,40.09999999999999
2026-02-13,ICN,14,14.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,5.0,3.0,1.0,1.0,0.0,86.0,44.0,42.0,3.0,-2.5,13.400000000000002,24.49999999999999
2026-02-13,REG,92,92.0,0.0,0.0,0.0,0.0,38.0,11.0,43.0,11.0,2.0,1.0,0.0,0.0,162.0,111.0,51.0,0.5543478260869565,0.0,5.0,8.0
2026-02-14,EC,54,54.0,0.0,0.0,0.0,0.0,12.0,20.0,22.0,20.0,12.0,8.0,2.0,0.0,313.0,86.0,227.0,4.203703703703703,1.0,18.0,26.049999999999983
2026-02-14,ECFR,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,26.0,0.0,26.0,13.0,13.0,13.8,13.9
2026-02-14,EN,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0
