giorno,ora,categoria,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2026-02-15,17:00,MET,"(0,1]",2,2,0
2026-02-15,17:00,MET,"(1,5]",1,2,0
2026-02-15,17:00,REG,"(-1,0]",31,0,0
2026-02-15,17:00,REG,"(-10,-5]",14,0,84
2026-02-15,17:00,REG,"(-15,-10]",5,0,58
2026-02-15,17:00,REG,"(-5,-1]",132,0,276
2026-02-15,17:00,REG,"(0,1]",46,46,0
2026-02-15,17:00,REG,"(1,5]",77,239,0
2026-02-15,17:00,REG,"(10,15]",7,95,0
2026-02-15,17:00,REG,"(15,30]",7,163,0
2026-02-15,17:00,REG,"(30,60]",3,148,0
2026-02-15,17:00,REG,"(5,10]",20,152,0
2026-02-15,18:00,EC,"(-10,-5]",1,0,7
2026-02-15,18:00,EC,"(-5,-1]",1,0,3
2026-02-15,18:00,EC,"(1,5]",2,5,0
2026-02-15,18:00,EN,"(5,10]",1,7,0
2026-02-15,18:00,FA,"(-5,-1]",1,0,2
2026-02-15,18:00,FB,"(10,15]",1,13,0
2026-02-15,18:00,FR,"(-10,-5]",1,0,5
2026-02-15,18:00,FR,"(-5,-1]",1,0,4
2026-02-15,18:00,FR,"(1,5]",3,10,0
2026-02-15,18:00,FR,"(10,15]",3,40,0
2026-02-15,18:00,FR,"(5,10]",2,17,0
2026-02-15,18:00,IC,"(-10,-5]",1,0,8
2026-02-15,18:00,IC,"(-5,-1]",1,0,1
2026-02-15,18:00,IC,"(5,10]",1,7,0
2026-02-15,18:00,ICN,"(-5,-1]",1,0,4
2026-02-15,18:00,MET,"(-5,-1]",7,0,12
2026-02-15,18:00,MET,"(1,5]",3,9,0
2026-02-15,18:00,REG,"(-1,0]",34,0,0
2026-02-15,18:00,REG,"(-10,-5]",19,0,125
2026-02-15,18:00,REG,"(-5,-1]",112,0,237
2026-02-15,18:00,REG,"(0,1]",47,47,0
2026-02-15,18:00,REG,"(1,5]",96,307,0
2026-02-15,18:00,REG,"(10,15]",2,23,0
2026-02-15,18:00,REG,"(15,30]",4,94,0
2026-02-15,18:00,REG,"(30,60]",2,76,0
2026-02-15,18:00,REG,"(5,10]",29,214,0
2026-02-15,18:00,REG,"(60,120]",1,71,0
2026-02-15,18:00,nan,"(1,5]",1,5,0
2026-02-15,19:00,EC,"(-5,-1]",1,0,2
2026-02-15,19:00,FR,"(-10,-5]",1,0,5
2026-02-15,19:00,FR,"(-5,-1]",2,0,5
2026-02-15,19:00,FR,"(1,5]",2,7,0
2026-02-15,19:00,FR,"(10,15]",1,12,0
2026-02-15,19:00,FR,"(15,30]",1,19,0
2026-02-15,19:00,FR,"(5,10]",2,18,0
2026-02-15,19:00,IC,"(-5,-1]",1,0,2
2026-02-15,19:00,IC,"(1,5]",1,4,0
2026-02-15,19:00,IC,"(15,30]",2,51,0
2026-02-15,19:00,MET,"(-10,-5]",2,0,10
2026-02-15,19:00,MET,"(-5,-1]",7,0,12
2026-02-15,19:00,MET,"(0,1]",1,1,0
2026-02-15,19:00,MET,"(1,5]",3,8,0
2026-02-15,19:00,REG,"(-1,0]",33,0,0
2026-02-15,19:00,REG,"(-10,-5]",14,0,88
2026-02-15,19:00,REG,"(-15,-10]",1,0,11
2026-02-15,19:00,REG,"(-5,-1]",113,0,230
2026-02-15,19:00,REG,"(0,1]",39,39,0
2026-02-15,19:00,REG,"(1,5]",89,282,0
2026-02-15,19:00,REG,"(10,15]",3,35,0
2026-02-15,19:00,REG,"(15,30]",4,86,0
2026-02-15,19:00,REG,"(30,60]",2,79,0
2026-02-15,19:00,REG,"(5,10]",22,157,0
2026-02-15,20:00,EC,"(-10,-5]",1,0,6
2026-02-15,20:00,EC,"(-5,-1]",1,0,1
2026-02-15,20:00,EC,"(0,1]",1,1,0
2026-02-15,20:00,EC,"(5,10]",1,8,0
2026-02-15,20:00,ECFR,"(5,10]",1,7,0
2026-02-15,20:00,EXP,"(-1,0]",1,0,0
2026-02-15,20:00,FR,"(-10,-5]",2,0,16
2026-02-15,20:00,FR,"(5,10]",1,6,0
2026-02-15,20:00,IC,"(-10,-5]",1,0,5
2026-02-15,20:00,MET,"(-1,0]",1,0,0
2026-02-15,20:00,MET,"(-10,-5]",2,0,14
2026-02-15,20:00,MET,"(-5,-1]",3,0,7
2026-02-15,20:00,MET,"(0,1]",2,2,0
2026-02-15,20:00,MET,"(1,5]",3,8,0
2026-02-15,20:00,REG,"(-1,0]",31,0,0
2026-02-15,20:00,REG,"(-10,-5]",18,0,103
2026-02-15,20:00,REG,"(-15,-10]",3,0,31
2026-02-15,20:00,REG,"(-5,-1]",119,0,251
2026-02-15,20:00,REG,"(0,1]",29,29,0
2026-02-15,20:00,REG,"(1,5]",67,196,0
2026-02-15,20:00,REG,"(10,15]",5,60,0
2026-02-15,20:00,REG,"(15,30]",1,20,0
2026-02-15,20:00,REG,"(5,10]",15,102,0
2026-02-15,21:00,EC,"(-5,-1]",1,0,4
2026-02-15,21:00,EC,"(10,15]",1,12,0
2026-02-15,21:00,MET,"(-1,0]",1,0,0
2026-02-15,21:00,MET,"(-10,-5]",1,0,6
2026-02-15,21:00,MET,"(-15,-10]",1,0,11
2026-02-15,21:00,MET,"(-5,-1]",1,0,4
2026-02-15,21:00,MET,"(0,1]",1,1,0
2026-02-15,21:00,MET,"(1,5]",2,5,0
2026-02-15,21:00,REG,"(-1,0]",19,0,0
2026-02-15,21:00,REG,"(-10,-5]",5,0,30
2026-02-15,21:00,REG,"(-5,-1]",90,0,193
2026-02-15,21:00,REG,"(0,1]",35,35,0
2026-02-15,21:00,REG,"(1,5]",46,131,0
2026-02-15,21:00,REG,"(10,15]",1,15,0
2026-02-15,21:00,REG,"(30,60]",2,66,0
2026-02-15,21:00,REG,"(5,10]",10,71,0
2026-02-15,22:00,EC,"(10,15]",1,14,0
2026-02-15,22:00,MET,"(-10,-5]",1,0,7
2026-02-15,22:00,MET,"(-5,-1]",4,0,10
2026-02-15,22:00,REG,"(-1,0]",16,0,0
2026-02-15,22:00,REG,"(-10,-5]",6,0,38
2026-02-15,22:00,REG,"(-5,-1]",57,0,104
2026-02-15,22:00,REG,"(0,1]",20,20,0
2026-02-15,22:00,REG,"(1,5]",19,58,0
2026-02-15,23:00,MET,"(-5,-1]",2,0,5
2026-02-15,23:00,REG,"(-1,0]",1,0,0
2026-02-15,23:00,REG,"(-5,-1]",6,0,9
