mese,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,nome_partenza,nome_arrivo
2026-02,REG,S00867,S04700,2,2,0,0,0,0,1,1,0,1,0,0,0,0,8,0,8,4.0,4.0,6.4,6.699999999999999,0,ACQUI TERME,GENOVA PIAZZA PRINCIPE
2026-02,REG,S00867,S04702,19,19,0,0,0,0,8,6,5,6,2,2,1,0,88,6,82,4.315789473684211,1.0,10.599999999999994,18.39999999999997,0,ACQUI TERME,GENOVA BRIGNOLE
2026-02,REG,S00867,S04801,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,9,-9,-2.25,-2.5,-1.2999999999999998,-1.1500000000000004,0,ACQUI TERME,SAVONA
2026-02,REG,S00884,S00452,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0.0,0.0,1.6,1.7999999999999998,0,RIVAROLO,TORINO LINGOTTO
2026-02,REG,S00884,S00500,36,35,0,1,0,0,26,10,0,10,1,0,0,0,136,0,136,3.7777777777777777,3.0,7.5,8.0,0,RIVAROLO,CHIERI
2026-02,REG,S01003,S00016,1,0,1,0,0,0,0,1,0,1,1,0,0,0,13,0,13,13.0,13.0,13.0,13.0,1,DOMODOSSOLA,BORGOMANERO
2026-02,REG,S01003,S00248,15,15,0,0,0,0,9,4,2,4,1,0,0,0,52,2,50,3.3333333333333335,2.0,8.6,9.299999999999999,0,DOMODOSSOLA,NOVARA
2026-02,REG,S01003,S01645,13,13,0,0,0,0,5,8,0,8,3,2,0,0,106,0,106,8.153846153846153,7.0,15.000000000000004,21.19999999999998,0,DOMODOSSOLA,MILANO PORTA GARIBALDI
2026-02,REG,S01003,S01700,23,23,0,0,0,0,11,9,3,9,3,2,0,0,128,6,122,5.304347826086956,4.0,11.200000000000003,22.799999999999983,0,DOMODOSSOLA,MILANO CENTRALE
2026-02,REG,S01020,S00248,13,13,0,0,0,0,4,2,7,2,2,2,0,0,45,14,31,2.3846153846153846,-1.0,13.600000000000009,17.999999999999993,0,ARONA,NOVARA
2026-02,REG,S01020,S01003,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.8,0.8999999999999999,0,ARONA,DOMODOSSOLA
2026-02,REG,S01020,S01645,23,23,0,0,0,0,19,3,1,3,0,0,0,0,51,1,50,2.1739130434782608,2.0,4.800000000000001,5.899999999999999,0,ARONA,MILANO PORTA GARIBALDI
2026-02,REG,S01020,S01700,2,2,0,0,0,0,0,2,0,2,0,0,0,0,11,0,11,5.5,5.5,5.9,5.95,0,ARONA,MILANO CENTRALE
2026-02,REG,S01030,S01113,25,25,0,0,0,0,14,9,2,9,1,0,0,0,94,4,90,3.6,3.0,6.600000000000001,7.0,0,GALLARATE,LUINO
2026-02,REG,S01030,S01205,6,6,0,0,0,0,4,2,0,2,0,0,0,0,18,0,18,3.0,2.0,6.0,6.5,0,GALLARATE,VARESE
2026-02,REG,S01030,S01642,1,0,1,0,0,0,0,1,0,1,1,1,1,0,32,0,32,32.0,32.0,32.0,32.0,1,GALLARATE,MILANO BOVISA POLITECNICO
2026-02,REG,S01030,S01645,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,1,GALLARATE,MILANO PORTA GARIBALDI
2026-02,REG,S01030,S01700,83,82,0,1,0,0,39,10,34,10,1,1,0,0,137,54,83,1.0,1.0,5.0,6.0,0,GALLARATE,MILANO CENTRALE
2026-02,REG,S01030,S19919,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,0,GALLARATE,STABIO
2026-02,REG,S01031,S01708,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,BUSTO ARSIZIO,TREVIGLIO
2026-02,REG,S01037,S01307,13,13,0,0,0,0,8,1,4,1,0,0,0,0,12,5,7,0.5384615384615384,0.0,2.0,3.1999999999999957,0,RHO,COMO S.GIOVANNI
2026-02,REG,S01037,S01645,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,1,RHO,MILANO PORTA GARIBALDI
2026-02,REG,S01059,S01318,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,0.5,0.5,2.5,2.75,0,ALBAIRATE-VERMEZZO,SEREGNO
2026-02,REG,S01059,S01326,3,2,1,0,0,0,2,1,0,1,0,0,0,0,9,0,9,3.0,2.0,6.0,6.5,1,ALBAIRATE-VERMEZZO,MILANO GRECO PIRELLI
2026-02,REG,S01059,S01645,6,6,0,0,0,0,2,1,3,1,0,0,0,0,8,10,-2,-0.3333333333333333,-1.0,4.0,5.0,0,ALBAIRATE-VERMEZZO,MILANO PORTA GARIBALDI
2026-02,REG,S01059,S01820,76,74,0,2,0,0,33,4,39,4,0,0,0,0,66,76,-10,-0.13157894736842105,-1.0,2.0,4.25,0,ALBAIRATE-VERMEZZO,MILANO ROGOREDO
2026-02,REG,S01059,S01933,55,52,0,3,0,0,48,7,0,7,2,0,0,0,105,0,105,1.9090909090909092,1.0,5.0,5.299999999999997,0,ALBAIRATE-VERMEZZO,SARONNO
2026-02,REG,S01062,S01820,4,4,0,0,0,0,2,0,2,0,0,0,0,0,4,5,-1,-0.25,0.0,2.0,2.0,0,ABBIATEGRASSO,MILANO ROGOREDO
2026-02,REG,S01066,N00024,41,41,0,0,0,0,28,7,6,7,1,1,0,0,102,8,94,2.292682926829268,1.0,6.0,8.0,0,MILANO CADORNA,VARESE NORD
2026-02,REG,S01066,N00025,4,4,0,0,0,0,2,2,0,2,0,0,0,0,18,0,18,4.5,5.0,6.0,6.0,0,MILANO CADORNA,VARESE CASBENO
2026-02,REG,S01066,N00055,35,35,0,0,0,0,24,7,4,7,2,2,0,0,92,6,86,2.4571428571428573,1.0,6.0,9.999999999999972,0,MILANO CADORNA,NOVARA NORD
2026-02,REG,S01066,N00068,2,2,0,0,0,0,1,1,0,1,0,0,0,0,10,0,10,5.0,5.0,6.6,6.8,0,MILANO CADORNA,MARIANO COMENSE
2026-02,REG,S01066,N00074,13,13,0,0,0,0,5,8,0,8,0,0,0,0,59,0,59,4.538461538461538,5.0,6.800000000000001,7.399999999999999,0,MILANO CADORNA,ERBA
2026-02,REG,S01066,N00079,37,37,0,0,0,0,22,10,5,10,5,2,1,0,167,7,160,4.324324324324325,3.0,10.399999999999999,15.399999999999928,0,MILANO CADORNA,ASSO
2026-02,REG,S01066,S01077,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,1,MILANO CADORNA,SARONNO SUD
2026-02,REG,S01066,S01086,3,0,3,0,0,0,0,3,0,3,3,2,0,0,57,0,57,19.0,21.0,21.8,21.9,3,MILANO CADORNA,CESANO MADERNO
2026-02,REG,S01066,S01138,1,0,1,0,0,0,0,1,0,1,1,1,0,0,20,0,20,20.0,20.0,20.0,20.0,1,MILANO CADORNA,FERNO - LONATE POZZOLO
2026-02,REG,S01066,S01146,78,78,0,0,0,0,64,6,8,6,0,0,0,0,106,8,98,1.2564102564102564,0.5,4.0,5.0,0,MILANO CADORNA,MALPENSA AEROPORTO TERMINAL 2
2026-02,REG,S01066,S01316,79,79,0,0,0,0,26,3,50,3,0,0,0,0,47,146,-99,-1.2531645569620253,-2.0,3.0,4.0,0,MILANO CADORNA,CAMNAGO-LENTATE
2026-02,REG,S01066,S01747,35,35,0,0,0,0,27,7,1,7,2,0,0,0,117,1,116,3.3142857142857145,3.0,6.600000000000001,8.599999999999994,0,MILANO CADORNA,LAVENO MOMBELLO LAGO
2026-02,REG,S01066,S01763,1,0,1,0,0,0,0,1,0,1,1,1,0,0,16,0,16,16.0,16.0,16.0,16.0,1,MILANO CADORNA,COMO CAMERLATA (FNM)
2026-02,REG,S01066,S01765,56,56,0,0,0,0,44,12,0,12,1,0,0,0,141,0,141,2.517857142857143,2.0,5.0,6.0,0,MILANO CADORNA,COMO LAGO
2026-02,REG,S01066,S01933,82,82,0,0,0,0,52,27,3,27,3,0,0,0,271,3,268,3.268292682926829,2.5,7.900000000000006,9.0,0,MILANO CADORNA,SARONNO
2026-02,REG,S01074,S01642,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,GARBAGNATE MILANESE,MILANO BOVISA POLITECNICO
2026-02,REG,S01074,S01860,20,20,0,0,0,0,10,9,1,9,2,0,0,0,98,1,97,4.85,4.0,9.300000000000004,12.100000000000001,0,GARBAGNATE MILANESE,PAVIA
2026-02,REG,S01113,S01030,24,24,0,0,0,0,9,7,8,7,3,3,0,0,103,18,85,3.5416666666666665,1.0,15.999999999999993,21.549999999999994,0,LUINO,GALLARATE
2026-02,REG,S01113,S01645,5,5,0,0,0,0,1,1,3,1,0,0,0,0,10,4,6,1.2,-1.0,5.2,5.6,0,LUINO,MILANO PORTA GARIBALDI
2026-02,REG,S01118,S01645,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,0,LAVENO MOMBELLO,MILANO PORTA GARIBALDI
2026-02,REG,S01146,S01066,77,77,0,0,0,0,42,6,29,6,0,0,0,0,71,41,30,0.38961038961038963,0.0,3.4000000000000057,5.200000000000003,0,MALPENSA AEROPORTO TERMINAL 2,MILANO CADORNA
2026-02,REG,S01146,S19919,36,36,0,0,0,0,10,2,24,2,2,1,0,0,46,25,21,0.5833333333333334,-1.0,3.0,6.25,0,MALPENSA AEROPORTO TERMINAL 2,STABIO
2026-02,REG,S01200,S01645,34,34,0,0,0,0,21,10,3,10,1,0,0,0,124,5,119,3.5,3.0,8.399999999999999,9.0,0,PORTO CERESIO,MILANO PORTA GARIBALDI
2026-02,REG,S01205,S01200,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.8,2.9,0,VARESE,PORTO CERESIO
2026-02,REG,S01205,S01307,29,29,0,0,0,0,11,2,16,2,0,0,0,0,23,29,-6,-0.20689655172413793,-1.0,2.3999999999999986,5.199999999999996,0,VARESE,COMO S.GIOVANNI
2026-02,REG,S01205,S01640,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,1,VARESE,MILANO CERTOSA
2026-02,REG,S01205,S01645,2,2,0,0,0,0,2,0,0,0,0,0,0,0,7,0,7,3.5,3.5,3.9,3.95,0,VARESE,MILANO PORTA GARIBALDI
2026-02,REG,S01205,S01708,80,79,0,1,0,0,14,6,60,6,3,2,1,0,100,176,-76,-0.95,-2.0,3.0,6.099999999999994,0,VARESE,TREVIGLIO
2026-02,REG,S01205,S19919,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,-4,-1.0,-1.0,-1.0,-1.0,0,VARESE,STABIO
2026-02,REG,S01301,S01307,30,28,0,2,0,0,11,3,16,3,1,0,0,0,36,24,12,0.4,-1.0,4.100000000000001,5.549999999999997,0,CHIASSO,COMO S.GIOVANNI
2026-02,REG,S01301,S01308,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0,CHIASSO,COMO CAMERLATA
2026-02,REG,S01301,S01645,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,0,CHIASSO,MILANO PORTA GARIBALDI
2026-02,REG,S01301,S01700,38,38,0,0,0,0,26,11,1,11,2,1,0,0,157,2,155,4.078947368421052,3.0,7.300000000000004,8.899999999999991,0,CHIASSO,MILANO CENTRALE
2026-02,REG,S01307,S01037,12,12,0,0,0,0,5,0,7,0,0,0,0,0,9,9,0,0.0,-1.0,2.0,2.8999999999999986,0,COMO S.GIOVANNI,RHO
2026-02,REG,S01307,S01205,28,28,0,0,0,0,20,0,8,0,0,0,0,0,23,8,15,0.5357142857142857,1.0,2.0,2.6499999999999986,0,COMO S.GIOVANNI,VARESE
2026-02,REG,S01307,S01301,29,27,0,2,0,0,8,0,21,0,0,0,0,0,7,44,-37,-1.2758620689655173,-2.0,1.0,1.0,0,COMO S.GIOVANNI,CHIASSO
2026-02,REG,S01307,S01318,1,0,1,0,0,0,0,1,0,1,1,1,0,0,20,0,20,20.0,20.0,20.0,20.0,1,COMO S.GIOVANNI,SEREGNO
2026-02,REG,S01307,S01458,14,14,0,0,0,0,10,0,4,0,0,0,0,0,19,5,14,1.0,1.0,2.700000000000001,3.3499999999999996,0,COMO S.GIOVANNI,MOLTENO
2026-02,REG,S01307,S01520,10,10,0,0,0,0,3,0,7,0,0,0,0,0,8,22,-14,-1.4,-2.0,3.0999999999999996,3.549999999999999,0,COMO S.GIOVANNI,LECCO
2026-02,REG,S01307,S01645,61,60,1,0,0,0,31,8,22,8,1,1,1,0,148,34,114,1.8688524590163935,2.0,6.0,7.0,1,COMO S.GIOVANNI,MILANO PORTA GARIBALDI
2026-02,REG,S01307,S01700,2,2,0,0,0,0,0,1,1,1,1,1,1,0,35,3,32,16.0,16.0,31.200000000000003,33.1,0,COMO S.GIOVANNI,MILANO CENTRALE
2026-02,REG,S01308,S01205,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,0,COMO CAMERLATA,VARESE
2026-02,REG,S01308,S01301,38,38,0,0,0,0,14,0,24,0,0,0,0,0,17,55,-38,-1.0,-2.0,2.0,2.0,0,COMO CAMERLATA,CHIASSO
2026-02,REG,S01310,S01301,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,0,PM ALBATE,CHIASSO
2026-02,REG,S01315,S01645,1,0,1,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,1,CARIMATE,MILANO PORTA GARIBALDI
2026-02,REG,S01316,S01066,75,75,0,0,0,0,41,30,4,30,9,1,0,0,316,10,306,4.08,3.0,10.0,12.0,0,CAMNAGO-LENTATE,MILANO CADORNA
2026-02,REG,S01318,S01059,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,1,SEREGNO,ALBAIRATE-VERMEZZO
2026-02,REG,S01318,S01307,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,1,SEREGNO,COMO S.GIOVANNI
2026-02,REG,S01322,S01458,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,2.5,2.5,3.7,3.8499999999999996,0,MONZA,MOLTENO
2026-02,REG,S01322,S01520,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,0,MONZA,LECCO
2026-02,REG,S01325,S01645,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,1,SESTO S.GIOVANNI,MILANO PORTA GARIBALDI
2026-02,REG,S01326,S01059,1,0,1,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,1,MILANO GRECO PIRELLI,ALBAIRATE-VERMEZZO
2026-02,REG,S01326,S01717,30,30,0,0,0,0,16,6,8,6,1,0,0,0,79,15,64,2.1333333333333333,2.0,8.0,8.0,0,MILANO GRECO PIRELLI,BRESCIA
2026-02,REG,S01326,S01807,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,2.7,2.8499999999999996,0,MILANO GRECO PIRELLI,VOGHERA
2026-02,REG,S01326,S01810,3,2,1,0,0,0,1,2,0,2,1,1,1,0,48,0,48,16.0,5.0,33.0,36.5,1,MILANO GRECO PIRELLI,TORTONA
2026-02,REG,S01326,S04203,11,11,0,0,0,0,5,6,0,6,3,0,0,0,64,0,64,5.818181818181818,6.0,13.0,13.5,0,MILANO GRECO PIRELLI,NOVI LIGURE
2026-02,REG,S01326,S04700,8,8,0,0,0,0,3,1,4,1,0,0,0,0,12,18,-6,-0.75,-1.5,4.499999999999999,6.249999999999997,0,MILANO GRECO PIRELLI,GENOVA PIAZZA PRINCIPE
2026-02,REG,S01326,S04702,2,2,0,0,0,0,1,1,0,1,1,0,0,0,14,0,14,7.0,7.0,12.6,13.299999999999999,0,MILANO GRECO PIRELLI,GENOVA BRIGNOLE
2026-02,REG,S01326,S04725,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,0,MILANO GRECO PIRELLI,SESTRI LEVANTE
2026-02,REG,S01326,S05000,33,33,0,0,0,0,9,7,17,7,1,0,0,0,55,38,17,0.5151515151515151,-1.0,5.0,5.399999999999999,0,MILANO GRECO PIRELLI,PIACENZA
2026-02,REG,S01400,S01420,38,38,0,0,0,0,35,2,1,2,0,0,0,0,86,1,85,2.236842105263158,2.0,4.0,4.149999999999999,0,CHIAVENNA,COLICO
2026-02,REG,S01420,S01400,38,38,0,0,0,0,32,3,3,3,0,0,0,0,72,3,69,1.8157894736842106,1.0,4.0,6.0,0,COLICO,CHIAVENNA
2026-02,REG,S01430,S01700,10,8,2,0,0,0,8,0,2,0,0,0,0,0,14,5,9,0.9,1.0,3.0999999999999996,3.549999999999999,2,SONDRIO,MILANO CENTRALE
2026-02,REG,S01434,S01700,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,1,PONTE IN VALTELLINA,MILANO CENTRALE
2026-02,REG,S01437,S01700,1,0,1,0,0,0,0,1,0,1,1,1,0,0,26,0,26,26.0,26.0,26.0,26.0,1,TRESENDA-APRICA-TEGLIO,MILANO CENTRALE
2026-02,REG,S01440,S01700,70,69,0,1,0,0,47,10,13,10,3,2,1,1,217,25,192,2.742857142857143,1.5,5.0,6.549999999999997,0,TIRANO,MILANO CENTRALE
2026-02,REG,S01458,S01307,17,17,0,0,0,0,11,5,1,5,0,0,0,0,49,2,47,2.764705882352941,2.0,5.0,5.399999999999999,0,MOLTENO,COMO S.GIOVANNI
2026-02,REG,S01458,S01645,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,2.7,2.8499999999999996,0,MOLTENO,MILANO PORTA GARIBALDI
2026-02,REG,S01488,S01645,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,0,BESANA,MILANO PORTA GARIBALDI
2026-02,REG,S01511,S01645,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,1,CARNATE USMATE,MILANO PORTA GARIBALDI
2026-02,REG,S01520,S01307,4,4,0,0,0,0,4,0,0,0,0,0,0,0,11,0,11,2.75,3.5,4.0,4.0,0,LECCO,COMO S.GIOVANNI
2026-02,REG,S01520,S01322,4,4,0,0,0,0,3,0,1,0,0,0,0,0,6,2,4,1.0,1.5,2.7,2.8499999999999996,0,LECCO,MONZA
2026-02,REG,S01520,S01528,30,30,0,0,0,0,20,1,9,1,0,0,0,0,38,14,24,0.8,1.0,3.0,3.549999999999997,0,LECCO,PONTE S.PIETRO
2026-02,REG,S01520,S01645,112,110,0,2,0,0,75,14,23,14,2,1,1,0,257,31,226,2.017857142857143,2.0,5.0,5.449999999999989,0,LECCO,MILANO PORTA GARIBALDI
2026-02,REG,S01520,S01700,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,1,LECCO,MILANO CENTRALE
2026-02,REG,S01520,S02430,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,0,LECCO,VERONA PORTA NUOVA
2026-02,REG,S01524,S01645,4,0,4,0,0,0,1,3,0,3,3,1,0,0,48,0,48,12.0,11.5,20.0,21.499999999999996,4,CALOLZIOCORTE OLGINATE,MILANO PORTA GARIBALDI
2026-02,REG,S01528,S01520,32,32,0,0,0,0,17,1,14,1,0,0,0,0,31,25,6,0.1875,0.0,2.900000000000002,3.4499999999999993,0,PONTE S.PIETRO,LECCO
2026-02,REG,S01528,S01645,42,42,0,0,0,0,24,7,11,7,3,1,1,0,123,19,104,2.4761904761904763,1.0,6.0,10.899999999999991,0,PONTE S.PIETRO,MILANO PORTA GARIBALDI
2026-02,REG,S01529,S01645,9,9,0,0,0,0,5,0,4,0,0,0,0,0,6,12,-6,-0.6666666666666666,0.0,1.4000000000000004,2.1999999999999993,0,BERGAMO,MILANO PORTA GARIBALDI
2026-02,REG,S01529,S01700,36,36,0,0,0,0,24,5,7,5,2,1,0,0,101,18,83,2.3055555555555554,2.5,6.0,8.25,0,BERGAMO,MILANO CENTRALE
2026-02,REG,S01529,S01708,33,33,0,0,0,0,7,0,26,0,0,0,0,0,9,107,-98,-2.9696969696969697,-4.0,1.6000000000000014,2.0,0,BERGAMO,TREVIGLIO
2026-02,REG,S01529,S01717,39,39,0,0,0,0,21,10,8,10,3,0,0,0,119,11,108,2.769230769230769,2.0,7.200000000000003,10.300000000000004,0,BERGAMO,BRESCIA
2026-02,REG,S01529,S01915,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,0,BERGAMO,CREMONA
2026-02,REG,S01529,S06500,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,0,BERGAMO,PISA CENTRALE
2026-02,REG,S01600,S01700,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,1,VERDELLO DALMINE,MILANO CENTRALE
2026-02,REG,S01640,S00462,2,2,0,0,0,0,0,1,1,1,1,1,0,0,22,1,21,10.5,10.5,19.7,20.849999999999998,0,MILANO CERTOSA,ASTI
2026-02,REG,S01640,S01205,2,0,2,0,0,0,1,1,0,1,0,0,0,0,7,0,7,3.5,3.5,6.3,6.6499999999999995,2,MILANO CERTOSA,VARESE
2026-02,REG,S01640,S01708,4,4,0,0,0,0,1,0,3,0,0,0,0,0,2,6,-4,-1.0,-1.5,1.1000000000000005,1.549999999999999,0,MILANO CERTOSA,TREVIGLIO
2026-02,REG,S01642,S01820,2,1,1,0,0,0,1,1,0,1,0,0,0,0,8,0,8,4.0,4.0,5.6,5.8,1,MILANO BOVISA POLITECNICO,MILANO ROGOREDO
2026-02,REG,S01642,S01822,30,28,0,2,0,0,6,6,18,6,0,0,0,0,43,23,20,0.6666666666666666,-1.0,6.0,6.549999999999997,0,MILANO BOVISA POLITECNICO,MELEGNANO
2026-02,REG,S01642,S01824,1,0,1,0,0,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,1,MILANO BOVISA POLITECNICO,TAVAZZANO
2026-02,REG,S01642,S01825,23,22,1,0,0,0,11,2,10,2,0,0,0,0,30,11,19,0.8260869565217391,0.0,4.0,4.899999999999999,1,MILANO BOVISA POLITECNICO,LODI
2026-02,REG,S01642,S01860,61,57,2,2,0,0,35,20,6,20,5,1,1,0,239,9,230,3.7704918032786887,3.0,8.0,10.0,2,MILANO BOVISA POLITECNICO,PAVIA
2026-02,REG,S01642,S01925,2,2,0,0,0,0,1,1,0,1,1,0,0,0,15,0,15,7.5,7.5,10.3,10.65,0,MILANO BOVISA POLITECNICO,SEVESO
2026-02,REG,S01645,S00219,35,35,0,0,0,0,11,6,18,6,2,0,0,0,60,51,9,0.2571428571428571,-1.0,5.600000000000001,8.199999999999989,0,MILANO PORTA GARIBALDI,TORINO PORTA NUOVA
2026-02,REG,S01645,S00248,14,14,0,0,0,0,8,0,6,0,0,0,0,0,14,10,4,0.2857142857142857,0.5,2.700000000000001,3.3499999999999996,0,MILANO PORTA GARIBALDI,NOVARA
2026-02,REG,S01645,S00452,5,5,0,0,0,0,4,0,1,0,0,0,0,0,7,4,3,0.6,2.0,2.6,2.8,0,MILANO PORTA GARIBALDI,TORINO LINGOTTO
2026-02,REG,S01645,S01003,13,13,0,0,0,0,2,0,11,0,0,0,0,0,0,84,-84,-6.461538461538462,-8.0,-0.5999999999999979,0.0,0,MILANO PORTA GARIBALDI,DOMODOSSOLA
2026-02,REG,S01645,S01020,21,21,0,0,0,0,8,10,3,10,1,1,0,0,99,5,94,4.476190476190476,4.0,9.0,9.0,0,MILANO PORTA GARIBALDI,ARONA
2026-02,REG,S01645,S01113,5,5,0,0,0,0,3,0,2,0,0,0,0,0,4,3,1,0.2,1.0,1.6,1.7999999999999998,0,MILANO PORTA GARIBALDI,LUINO
2026-02,REG,S01645,S01118,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,0,MILANO PORTA GARIBALDI,LAVENO MOMBELLO
2026-02,REG,S01645,S01200,32,32,0,0,0,0,17,10,5,10,7,1,0,0,140,6,134,4.1875,3.0,10.900000000000002,12.45,0,MILANO PORTA GARIBALDI,PORTO CERESIO
2026-02,REG,S01645,S01205,4,4,0,0,0,0,2,2,0,2,0,0,0,0,16,0,16,4.0,4.0,7.0,7.0,0,MILANO PORTA GARIBALDI,VARESE
2026-02,REG,S01645,S01301,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-1.2,-1.1,0,MILANO PORTA GARIBALDI,CHIASSO
2026-02,REG,S01645,S01307,66,65,1,0,0,0,36,11,19,11,6,3,1,0,211,24,187,2.8333333333333335,1.0,7.5,13.75,1,MILANO PORTA GARIBALDI,COMO S.GIOVANNI
2026-02,REG,S01645,S01318,2,0,2,0,0,0,0,1,1,1,1,1,0,0,21,2,19,9.5,9.5,18.7,19.85,2,MILANO PORTA GARIBALDI,SEREGNO
2026-02,REG,S01645,S01325,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,1,MILANO PORTA GARIBALDI,SESTO S.GIOVANNI
2026-02,REG,S01645,S01488,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,0,MILANO PORTA GARIBALDI,BESANA
2026-02,REG,S01645,S01511,2,0,2,0,0,0,0,2,0,2,2,2,1,0,57,0,57,28.5,28.5,31.3,31.65,2,MILANO PORTA GARIBALDI,CARNATE USMATE
2026-02,REG,S01645,S01520,112,110,0,2,0,0,33,11,68,11,2,1,0,0,144,132,12,0.10714285714285714,-1.0,4.0,7.0,0,MILANO PORTA GARIBALDI,LECCO
2026-02,REG,S01645,S01524,4,0,4,0,0,0,0,4,0,4,4,4,0,0,97,0,97,24.25,24.0,25.4,25.7,4,MILANO PORTA GARIBALDI,CALOLZIOCORTE OLGINATE
2026-02,REG,S01645,S01528,43,43,0,0,0,0,22,17,4,17,7,5,2,0,290,7,283,6.5813953488372094,4.0,17.200000000000017,23.599999999999994,0,MILANO PORTA GARIBALDI,PONTE S.PIETRO
2026-02,REG,S01645,S01529,7,7,0,0,0,0,1,1,5,1,0,0,0,0,6,13,-7,-1.0,-2.0,2.400000000000002,4.199999999999996,0,MILANO PORTA GARIBALDI,BERGAMO
2026-02,REG,S01645,S01600,1,0,1,0,0,0,0,1,0,1,1,1,0,0,20,0,20,20.0,20.0,20.0,20.0,1,MILANO PORTA GARIBALDI,VERDELLO DALMINE
2026-02,REG,S01645,S01915,6,6,0,0,0,0,3,1,2,1,1,1,0,0,31,7,24,4.0,2.0,13.5,18.25,0,MILANO PORTA GARIBALDI,CREMONA
2026-02,REG,S01645,S01933,6,6,0,0,0,0,5,1,0,1,1,1,1,0,39,0,39,6.5,2.0,17.5,24.25,0,MILANO PORTA GARIBALDI,SARONNO
