mese,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,cancellate_tot,ruolo,nome_stazione
2026-02,IC,S11774,2,1,1,0,0,0,0,2,0,2,2,2,0,0,41,0,41,20.5,20.5,24.9,25.45,1,arrivo,VILLA S.GIOVANNI
2026-02,IC,S11774,2,1,1,0,0,0,1,1,0,1,1,1,1,0,40,0,40,20.0,20.0,35.2,37.1,1,partenza,VILLA S.GIOVANNI
2026-02,IC,S11781,10,6,0,0,4,0,0,6,4,6,6,6,2,2,235,29,206,20.6,21.0,65.39999999999999,71.69999999999999,4,arrivo,REGGIO DI CALABRIA CENTRALE
2026-02,IC,S11781,11,8,1,0,2,0,1,6,4,6,4,3,3,2,235,18,217,19.727272727272727,5.0,62.0,90.5,3,partenza,REGGIO DI CALABRIA CENTRALE
2026-02,IC,S11811,2,0,2,0,0,0,0,2,0,2,0,0,0,0,13,0,13,6.5,6.5,7.7,7.85,2,arrivo,SIBARI
2026-02,IC,S11811,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,1,partenza,SIBARI
2026-02,IC,S11833,2,0,2,0,0,0,0,2,0,2,1,1,1,0,48,0,48,24.0,24.0,36.0,37.5,2,arrivo,CATANZARO LIDO
2026-02,IC,S11833,1,0,1,0,0,0,0,1,0,1,1,1,0,0,26,0,26,26.0,26.0,26.0,26.0,1,partenza,CATANZARO LIDO
2026-02,IC,S12002,4,4,0,0,0,0,2,1,1,1,1,0,0,0,14,2,12,3.0,1.5,8.3,9.649999999999997,0,arrivo,PALERMO CENTRALE
2026-02,IC,S12002,4,4,0,0,0,0,3,1,0,1,0,0,0,0,12,0,12,3.0,3.0,4.4,4.699999999999999,0,partenza,PALERMO CENTRALE
2026-02,IC,S12301,12,12,0,0,0,0,4,8,0,8,7,7,4,3,395,0,395,32.916666666666664,20.0,80.30000000000001,99.54999999999997,0,arrivo,MESSINA CENTRALE
2026-02,IC,S12301,10,10,0,0,0,0,3,4,3,4,4,3,2,1,171,14,157,15.7,2.5,54.79999999999999,67.39999999999998,0,partenza,MESSINA CENTRALE
2026-02,ICN,S00219,5,5,0,0,0,0,1,2,2,2,2,1,0,0,30,8,22,4.4,0.0,15.2,15.6,0,arrivo,TORINO PORTA NUOVA
2026-02,ICN,S00219,6,6,0,0,0,0,0,2,4,2,2,0,0,0,26,21,5,0.8333333333333334,-3.5,13.0,13.5,0,partenza,TORINO PORTA NUOVA
2026-02,ICN,S01700,6,6,0,0,0,0,1,5,0,5,2,1,1,0,82,0,82,13.666666666666666,8.0,27.0,35.5,0,arrivo,MILANO CENTRALE
2026-02,ICN,S01700,4,4,0,0,0,0,0,1,3,1,1,0,0,0,11,14,-3,-0.75,-4.0,7.100000000000002,9.049999999999995,0,partenza,MILANO CENTRALE
2026-02,ICN,S02026,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,-8,-8.0,-8.0,-8.0,-8.0,0,arrivo,BOLZANO
2026-02,ICN,S03317,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,0,arrivo,TRIESTE CENTRALE
2026-02,ICN,S03317,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,17,-17,-8.5,-8.5,-1.6999999999999997,-0.8500000000000008,0,partenza,TRIESTE CENTRALE
2026-02,ICN,S08409,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,17,-17,-8.5,-8.5,-1.6999999999999997,-0.8500000000000008,0,arrivo,ROMA TERMINI
2026-02,ICN,S08409,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,13,-13,-6.5,-6.5,-5.3,-5.15,0,partenza,ROMA TERMINI
2026-02,ICN,S09818,4,4,0,0,0,0,0,1,3,1,1,0,0,0,14,14,0,0.0,-3.5,9.500000000000004,11.749999999999995,0,arrivo,SALERNO
2026-02,ICN,S09818,4,4,0,0,0,0,1,1,2,1,1,0,0,0,14,8,6,1.5,-1.5,9.800000000000002,11.899999999999995,0,partenza,SALERNO
2026-02,ICN,S11145,5,5,0,0,0,0,0,2,3,2,2,0,0,0,23,14,9,1.8,-2.0,11.6,11.8,0,arrivo,LECCE
2026-02,ICN,S11145,5,5,0,0,0,0,1,4,0,4,2,1,0,0,46,0,46,9.2,8.0,13.600000000000001,14.799999999999999,0,partenza,LECCE
2026-02,ICN,S11781,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,0,arrivo,REGGIO DI CALABRIA CENTRALE
2026-02,ICN,S11781,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,partenza,REGGIO DI CALABRIA CENTRALE
2026-02,ICN,S12002,5,5,0,0,0,0,2,3,0,3,3,3,2,2,176,0,176,35.2,22.0,75.4,77.2,0,arrivo,PALERMO CENTRALE
2026-02,ICN,S12002,5,5,0,0,0,0,2,0,3,0,0,0,0,0,5,15,-10,-2.0,-3.0,2.6,2.8,0,partenza,PALERMO CENTRALE
2026-02,ICN,S12301,5,5,0,0,0,0,2,0,3,0,0,0,0,0,5,15,-10,-2.0,-3.0,2.6,2.8,0,arrivo,MESSINA CENTRALE
2026-02,ICN,S12301,7,7,0,0,0,0,2,5,0,5,4,4,3,2,228,0,228,32.57142857142857,22.0,73.60000000000001,76.3,0,partenza,MESSINA CENTRALE
2026-02,MET,S09101,127,125,1,1,0,0,78,2,47,2,0,0,0,0,116,89,27,0.2125984251968504,0.0,2.4000000000000057,3.0,1,arrivo,POZZUOLI SOLFATARA
2026-02,MET,S09101,127,125,1,1,0,0,75,3,49,3,0,0,0,0,88,87,1,0.007874015748031496,0.0,2.0,3.0,1,partenza,POZZUOLI SOLFATARA
2026-02,MET,S09103,90,88,2,0,0,0,13,1,76,1,0,0,0,0,33,184,-151,-1.6777777777777778,-2.0,1.1000000000000085,2.549999999999997,2,arrivo,NAPOLI CAMPI FLEGREI
2026-02,MET,S09103,91,89,2,0,0,0,36,10,45,10,2,2,1,0,167,207,-40,-0.43956043956043955,0.0,5.0,6.0,2,partenza,NAPOLI CAMPI FLEGREI
2026-02,MET,S09110,3,3,0,0,0,0,1,0,2,0,0,0,0,0,4,7,-3,-1.0,-3.0,2.6000000000000005,3.2999999999999994,0,arrivo,NAPOLI GIANTURCO
2026-02,MET,S09110,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,14,-14,-2.3333333333333335,-2.0,-2.0,-2.0,0,partenza,NAPOLI GIANTURCO
2026-02,MET,S09211,3,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,1.3333333333333333,1.0,1.8,1.9,0,arrivo,CASERTA
2026-02,MET,S09211,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4,3,1,0.5,0.5,3.3000000000000003,3.65,0,partenza,CASERTA
2026-02,MET,S09756,8,8,0,0,0,0,8,0,0,0,0,0,0,0,10,0,10,1.25,1.0,3.0,3.0,0,arrivo,CASTELLAMMARE DI STABIA
2026-02,MET,S09756,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,0,partenza,CASTELLAMMARE DI STABIA
2026-02,MET,S09800,134,132,1,1,0,0,86,4,44,4,0,0,0,0,103,67,36,0.26865671641791045,0.0,2.0,3.0,1,arrivo,NAPOLI S.GIOVANNI BARRA
2026-02,MET,S09800,134,132,1,1,0,0,77,1,56,1,0,0,0,0,108,110,-2,-0.014925373134328358,0.0,2.0,3.0,1,partenza,NAPOLI S.GIOVANNI BARRA
2026-02,MET,S09806,4,4,0,0,0,0,2,2,0,2,0,0,0,0,18,0,18,4.5,4.0,7.800000000000001,8.399999999999999,0,arrivo,TORRE ANNUNZIATA CENTRALE
2026-02,MET,S09806,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,9,-9,-2.25,-2.0,-1.2999999999999998,-1.1500000000000004,0,partenza,TORRE ANNUNZIATA CENTRALE
2026-02,MET,S09818,55,55,0,0,0,0,9,6,40,6,2,2,1,0,101,201,-100,-1.8181818181818181,-4.0,4.600000000000001,5.299999999999997,0,arrivo,SALERNO
2026-02,MET,S09818,57,57,0,0,0,0,9,1,47,1,0,0,0,0,22,118,-96,-1.6842105263157894,-2.0,1.0,2.1999999999999957,0,partenza,SALERNO
2026-02,NCL,S02011,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0.5,0.5,1.7000000000000002,1.8499999999999999,0,arrivo,FORTEZZA
2026-02,NCL,S02011,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,45,-45,-22.5,-22.5,-6.899999999999999,-4.950000000000002,0,partenza,FORTEZZA
2026-02,NCL,S02114,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,45,-45,-22.5,-22.5,-6.899999999999999,-4.950000000000002,0,arrivo,S.CANDIDO
2026-02,NCL,S02114,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0.5,0.5,1.7000000000000002,1.8499999999999999,0,partenza,S.CANDIDO
2026-02,NCL,S02589,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,arrivo,VENEZIA MESTRE
2026-02,NCL,S05050,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,partenza,BOLOGNA CABINA S.DONATO
2026-02,REG,N00024,42,42,0,0,0,0,29,7,6,7,1,1,0,0,105,8,97,2.3095238095238093,1.0,5.899999999999999,7.949999999999996,0,arrivo,VARESE NORD
2026-02,REG,N00024,31,31,0,0,0,0,19,9,3,9,1,0,0,0,106,3,103,3.3225806451612905,2.0,8.0,9.0,0,partenza,VARESE NORD
2026-02,REG,N00025,5,4,1,0,0,0,3,2,0,2,0,0,0,0,21,0,21,4.2,4.0,6.0,6.0,1,arrivo,VARESE CASBENO
2026-02,REG,N00025,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,3,-3,-1.5,-1.5,-0.29999999999999993,-0.15000000000000013,0,partenza,VARESE CASBENO
2026-02,REG,N00055,35,35,0,0,0,0,24,7,4,7,2,2,0,0,92,6,86,2.4571428571428573,1.0,6.0,9.999999999999972,0,arrivo,NOVARA NORD
2026-02,REG,N00055,33,33,0,0,0,0,21,9,3,9,3,2,1,0,136,3,133,4.03030303030303,2.0,8.8,17.19999999999999,0,partenza,NOVARA NORD
2026-02,REG,N00066,3,3,0,0,0,0,1,2,0,2,1,0,0,0,21,0,21,7.0,7.0,10.2,10.6,0,arrivo,MEDA
2026-02,REG,N00066,3,3,0,0,0,0,3,0,0,0,0,0,0,0,8,0,8,2.6666666666666665,3.0,3.8,3.9,0,partenza,MEDA
2026-02,REG,N00068,2,2,0,0,0,0,1,1,0,1,0,0,0,0,10,0,10,5.0,5.0,6.6,6.8,0,arrivo,MARIANO COMENSE
2026-02,REG,N00068,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.9,0.95,0,partenza,MARIANO COMENSE
2026-02,REG,N00074,13,13,0,0,0,0,5,8,0,8,0,0,0,0,59,0,59,4.538461538461538,5.0,6.800000000000001,7.399999999999999,0,arrivo,ERBA
2026-02,REG,N00074,13,13,0,0,0,0,5,8,0,8,2,0,0,0,69,0,69,5.3076923076923075,5.0,9.8,10.0,0,partenza,ERBA
2026-02,REG,N00079,37,37,0,0,0,0,22,10,5,10,5,2,1,0,167,7,160,4.324324324324325,3.0,10.399999999999999,15.399999999999928,0,arrivo,ASSO
2026-02,REG,N00079,31,31,0,0,0,0,14,14,3,14,6,3,0,0,187,3,184,5.935483870967742,4.0,14.0,19.5,0,partenza,ASSO
2026-02,REG,N00210,36,36,0,0,0,0,25,9,2,9,1,1,0,0,102,4,98,2.7222222222222223,2.0,6.0,7.25,0,arrivo,ISEO
2026-02,REG,N00210,14,14,0,0,0,0,9,5,0,5,1,0,0,0,54,0,54,3.857142857142857,3.5,6.0,8.799999999999997,0,partenza,ISEO
2026-02,REG,N00217,2,2,0,0,0,0,2,0,0,0,0,0,0,0,7,0,7,3.5,3.5,3.9,3.95,0,arrivo,PISOGNE
2026-02,REG,N00217,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,partenza,PISOGNE
2026-02,REG,N00221,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,1,arrivo,BOARIO TERME
2026-02,REG,N00226,3,3,0,0,0,0,1,2,0,2,0,0,0,0,14,0,14,4.666666666666667,5.0,7.4,7.699999999999999,0,arrivo,BRENO
2026-02,REG,N00226,4,4,0,0,0,0,2,1,1,1,0,0,0,0,6,1,5,1.25,0.0,4.200000000000001,5.099999999999998,0,partenza,BRENO
2026-02,REG,N00235,20,20,0,0,0,0,8,4,8,4,1,1,0,0,50,21,29,1.45,0.0,7.100000000000001,8.350000000000005,0,arrivo,EDOLO
2026-02,REG,N00235,25,24,1,0,0,0,10,14,1,14,5,4,2,0,219,1,218,8.72,6.0,15.0,29.39999999999995,1,partenza,EDOLO
2026-02,REG,S00016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0,arrivo,BORGOMANERO
2026-02,REG,S00016,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,0,partenza,BORGOMANERO
2026-02,REG,S00034,51,47,0,4,0,0,28,11,12,11,3,2,0,0,148,27,121,2.372549019607843,1.0,7.0,10.5,0,arrivo,MORTARA
2026-02,REG,S00034,55,52,0,3,0,0,30,15,10,15,3,1,1,0,175,22,153,2.7818181818181817,2.0,7.200000000000003,9.299999999999997,0,partenza,MORTARA
2026-02,REG,S00039,2,2,0,0,0,0,2,0,0,0,0,0,0,0,8,0,8,4.0,4.0,4.0,4.0,0,partenza,TORREBERETTI
2026-02,REG,S00070,47,47,0,0,0,0,14,5,28,5,0,0,0,0,52,54,-2,-0.0425531914893617,-1.0,4.399999999999999,5.699999999999996,0,arrivo,BIELLA S.PAOLO
2026-02,REG,S00070,47,47,0,0,0,0,30,10,7,10,1,0,0,0,121,11,110,2.3404255319148937,2.0,6.0,6.699999999999996,0,partenza,BIELLA S.PAOLO
2026-02,REG,S00088,66,62,1,3,0,0,30,11,25,11,4,2,0,0,152,55,97,1.4696969696969697,0.0,7.5,12.0,1,arrivo,TORINO AEROPORTO DI CASELLE
2026-02,REG,S00088,64,62,1,1,0,0,37,19,8,19,7,6,3,0,329,12,317,4.953125,3.0,11.100000000000009,23.849999999999994,1,partenza,TORINO AEROPORTO DI CASELLE
2026-02,REG,S00154,49,49,0,0,0,0,28,5,16,5,1,1,1,0,132,34,98,2.0,1.0,4.200000000000003,7.199999999999989,0,arrivo,IVREA
2026-02,REG,S00154,49,48,1,0,0,0,21,11,17,11,1,1,1,0,144,37,107,2.183673469387755,2.0,6.0,7.599999999999994,1,partenza,IVREA
2026-02,REG,S00202,34,34,0,0,0,0,11,9,14,9,4,2,0,0,123,35,88,2.588235294117647,0.5,9.7,12.74999999999999,0,arrivo,BARDONECCHIA
2026-02,REG,S00202,34,34,0,0,0,0,12,6,16,6,5,2,2,0,124,47,77,2.264705882352941,0.0,10.7,17.999999999999957,0,partenza,BARDONECCHIA
2026-02,REG,S00205,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0.0,0.0,1.6,1.7999999999999998,0,arrivo,SALBERTRAND
2026-02,REG,S00205,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,2,-1,-0.5,-0.5,0.7000000000000001,0.8499999999999999,0,partenza,SALBERTRAND
2026-02,REG,S00208,4,3,1,0,0,0,0,0,4,0,0,0,0,0,0,6,-6,-1.5,-1.0,-1.0,-1.0,1,arrivo,BUSSOLENO
2026-02,REG,S00208,4,3,1,0,0,0,3,0,1,0,0,0,0,0,5,3,2,0.5,1.0,2.4000000000000004,2.6999999999999993,1,partenza,BUSSOLENO
2026-02,REG,S00219,218,216,2,0,0,0,68,36,114,36,11,4,4,0,501,371,130,0.5963302752293578,-1.0,6.0,9.149999999999977,2,arrivo,TORINO PORTA NUOVA
2026-02,REG,S00219,217,214,3,0,0,0,71,30,116,30,11,7,3,0,504,380,124,0.5714285714285714,-1.0,6.400000000000006,9.199999999999989,3,partenza,TORINO PORTA NUOVA
2026-02,REG,S00228,46,42,4,0,0,0,27,12,7,12,1,1,0,0,143,9,134,2.9130434782608696,3.0,6.0,6.75,4,arrivo,TORINO STURA
2026-02,REG,S00228,44,41,3,0,0,0,29,6,9,6,2,2,1,0,130,11,119,2.7045454545454546,1.0,5.700000000000003,7.850000000000001,3,partenza,TORINO STURA
2026-02,REG,S00229,5,0,5,0,0,0,3,0,2,0,0,0,0,0,6,2,4,0.8,1.0,2.8000000000000003,3.3999999999999995,5,arrivo,SETTIMO
2026-02,REG,S00229,5,0,5,0,0,0,5,0,0,0,0,0,0,0,7,0,7,1.4,2.0,2.0,2.0,5,partenza,SETTIMO
2026-02,REG,S00232,79,76,3,0,0,0,48,20,11,20,5,3,2,0,313,28,285,3.607594936708861,3.0,6.400000000000006,10.0,3,arrivo,CHIVASSO
2026-02,REG,S00232,80,79,1,0,0,0,23,19,38,19,6,4,1,0,269,116,153,1.9125,0.5,7.1000000000000085,14.499999999999972,1,partenza,CHIVASSO
2026-02,REG,S00240,22,22,0,0,0,0,21,1,0,1,0,0,0,0,44,0,44,2.0,2.0,3.0,3.9499999999999993,0,arrivo,SANTHIA\'
2026-02,REG,S00240,22,22,0,0,0,0,8,0,14,0,0,0,0,0,14,30,-16,-0.7272727272727273,-1.0,2.0,2.9499999999999993,0,partenza,SANTHIA\'
2026-02,REG,S00245,28,27,0,1,0,0,17,6,5,6,1,0,0,0,76,6,70,2.5,1.0,7.300000000000001,8.0,0,arrivo,VERCELLI
2026-02,REG,S00245,28,28,0,0,0,0,13,7,8,7,1,0,0,0,84,13,71,2.5357142857142856,2.5,8.0,8.649999999999999,0,partenza,VERCELLI
2026-02,REG,S00248,176,175,0,1,0,0,86,42,48,42,15,7,3,1,630,79,551,3.1306818181818183,2.0,8.0,12.25,0,arrivo,NOVARA
2026-02,REG,S00248,178,173,2,3,0,0,77,22,79,22,5,3,2,0,364,152,212,1.1910112359550562,0.0,5.0,7.0,2,partenza,NOVARA
2026-02,REG,S00260,35,35,0,0,0,0,12,3,20,3,1,1,1,0,78,36,42,1.2,-1.0,3.6000000000000014,5.599999999999994,0,arrivo,SUSA
2026-02,REG,S00260,35,35,0,0,0,0,5,4,26,4,1,1,1,0,77,57,20,0.5714285714285714,-1.0,3.8000000000000043,6.8999999999999915,0,partenza,SUSA
2026-02,REG,S00314,3,2,0,1,0,0,1,0,2,0,0,0,0,0,0,7,-7,-2.3333333333333335,-3.0,-0.5999999999999999,-0.30000000000000027,0,arrivo,CASALE MONFERRATO
2026-02,REG,S00314,3,2,0,1,0,0,2,0,1,0,0,0,0,0,1,4,-3,-1.0,0.0,0.8,0.8999999999999999,0,partenza,CASALE MONFERRATO
2026-02,REG,S00452,27,25,2,0,0,0,17,5,5,5,1,1,1,0,107,11,96,3.5555555555555554,2.0,6.0,7.399999999999999,2,arrivo,TORINO LINGOTTO
2026-02,REG,S00452,24,20,3,1,0,0,12,7,5,7,0,0,0,0,60,11,49,2.0416666666666665,2.5,5.0,5.849999999999998,3,partenza,TORINO LINGOTTO
2026-02,REG,S00462,78,78,0,0,0,0,45,15,18,15,4,2,0,0,192,31,161,2.0641025641025643,1.0,6.299999999999997,9.149999999999991,0,arrivo,ASTI
2026-02,REG,S00462,72,72,0,0,0,0,44,14,14,14,1,1,1,0,213,31,182,2.5277777777777777,2.0,6.0,7.450000000000003,0,partenza,ASTI
2026-02,REG,S00470,108,108,0,0,0,0,33,15,60,15,1,0,0,0,172,190,-18,-0.16666666666666666,-1.0,6.0,8.0,0,arrivo,ALESSANDRIA
2026-02,REG,S00470,111,109,1,1,0,0,49,37,25,37,19,12,2,1,614,75,539,4.8558558558558556,3.0,15.0,22.0,1,partenza,ALESSANDRIA
2026-02,REG,S00500,51,42,8,1,0,0,39,11,1,11,1,0,0,0,162,1,161,3.156862745098039,2.0,7.0,8.0,8,arrivo,CHIERI
2026-02,REG,S00500,51,42,8,1,0,0,27,5,19,5,0,0,0,0,57,37,20,0.39215686274509803,0.0,4.0,5.0,8,partenza,CHIERI
2026-02,REG,S00517,43,43,0,0,0,0,11,15,17,15,6,4,1,0,218,47,171,3.9767441860465116,3.0,13.200000000000017,24.9,0,arrivo,PINEROLO
2026-02,REG,S00517,43,42,1,0,0,0,23,13,7,13,4,2,1,0,191,10,181,4.209302325581396,4.0,8.800000000000004,10.0,1,partenza,PINEROLO
2026-02,REG,S00601,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,1,arrivo,CARMAGNOLA
2026-02,REG,S00606,63,61,1,1,0,0,18,14,31,14,7,7,3,0,267,75,192,3.0476190476190474,0.0,14.60000000000003,23.9,1,arrivo,FOSSANO
2026-02,REG,S00606,60,60,0,0,0,0,20,6,34,6,3,2,0,0,100,88,12,0.2,-1.0,4.100000000000001,8.299999999999983,0,partenza,FOSSANO
2026-02,REG,S00610,31,31,0,0,0,0,16,2,13,2,1,1,0,0,55,33,22,0.7096774193548387,0.0,4.0,5.0,0,arrivo,CUNEO
2026-02,REG,S00610,28,28,0,0,0,0,14,5,9,5,0,0,0,0,50,22,28,1.0,1.5,5.0,5.0,0,partenza,CUNEO
2026-02,REG,S00617,14,14,0,0,0,0,1,0,13,0,0,0,0,0,1,40,-39,-2.7857142857142856,-3.0,-1.0,-0.3000000000000007,0,arrivo,LIMONE
2026-02,REG,S00617,13,13,0,0,0,0,3,0,10,0,0,0,0,0,7,31,-24,-1.8461538461538463,-2.0,1.8000000000000007,2.799999999999997,0,partenza,LIMONE
2026-02,REG,S00742,3,3,0,0,0,0,0,2,1,2,0,0,0,0,16,1,15,5.0,8.0,8.0,8.0,0,arrivo,CEVA
2026-02,REG,S00742,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,6,-6,-2.0,-1.0,-0.19999999999999996,-0.10000000000000009,0,partenza,CEVA
2026-02,REG,S00821,3,2,1,0,0,0,2,1,0,1,1,1,1,0,36,0,36,12.0,1.0,28.200000000000003,31.599999999999998,1,arrivo,BRA
2026-02,REG,S00821,3,0,1,2,0,0,2,0,1,0,0,0,0,0,0,1,-1,-0.3333333333333333,0.0,0.0,0.0,1,partenza,BRA
2026-02,REG,S00825,35,34,1,0,0,0,23,7,5,7,1,0,0,0,99,14,85,2.4285714285714284,3.0,6.800000000000004,8.299999999999997,1,arrivo,ALBA
2026-02,REG,S00825,36,36,0,0,0,0,13,6,17,6,2,1,0,0,77,39,38,1.0555555555555556,0.0,6.5,10.0,0,partenza,ALBA
2026-02,REG,S00867,39,39,0,0,0,0,30,8,1,8,4,2,1,0,154,2,152,3.8974358974358974,2.0,6.800000000000011,11.40000000000002,0,arrivo,ACQUI TERME
2026-02,REG,S00867,40,40,0,0,0,0,16,10,14,10,2,2,1,0,128,28,100,2.5,1.0,9.0,9.399999999999977,0,partenza,ACQUI TERME
2026-02,REG,S00884,37,36,0,1,0,0,20,0,17,0,0,0,0,0,14,35,-21,-0.5675675675675675,0.0,1.3999999999999986,2.0,0,arrivo,RIVAROLO
2026-02,REG,S00884,38,37,0,1,0,0,27,10,1,10,1,0,0,0,138,2,136,3.5789473684210527,3.0,7.300000000000004,8.0,0,partenza,RIVAROLO
2026-02,REG,S01003,50,50,0,0,0,0,14,7,29,7,3,1,0,0,94,120,-26,-0.52,-1.0,7.100000000000001,9.549999999999997,0,arrivo,DOMODOSSOLA
2026-02,REG,S01003,51,51,0,0,0,0,25,21,5,21,7,4,0,0,286,8,278,5.450980392156863,4.0,11.0,20.0,0,partenza,DOMODOSSOLA
2026-02,REG,S01020,37,36,0,1,0,0,11,12,14,12,2,1,0,0,125,30,95,2.5675675675675675,3.0,9.0,9.599999999999987,0,arrivo,ARONA
2026-02,REG,S01020,40,40,0,0,0,0,24,7,9,7,2,2,0,0,108,16,92,2.3,2.0,6.0,7.449999999999974,0,partenza,ARONA
2026-02,REG,S01030,109,108,0,1,0,0,65,24,20,24,7,5,0,0,349,34,315,2.889908256880734,2.0,8.200000000000003,10.0,0,arrivo,GALLARATE
2026-02,REG,S01030,116,114,1,1,0,0,57,21,38,21,2,1,0,0,249,61,188,1.6206896551724137,1.0,6.0,7.0,1,partenza,GALLARATE
2026-02,REG,S01031,1,0,1,0,0,0,0,1,0,1,1,1,1,0,44,0,44,44.0,44.0,44.0,44.0,1,arrivo,BUSTO ARSIZIO
2026-02,REG,S01031,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,partenza,BUSTO ARSIZIO
2026-02,REG,S01037,12,12,0,0,0,0,5,0,7,0,0,0,0,0,9,9,0,0.0,-1.0,2.0,2.8999999999999986,0,arrivo,RHO
2026-02,REG,S01037,14,13,1,0,0,0,8,1,5,1,0,0,0,0,12,6,6,0.42857142857142855,0.0,2.0,3.049999999999999,1,partenza,RHO
2026-02,REG,S01059,140,136,1,3,0,0,81,13,46,13,1,1,0,0,206,78,128,0.9142857142857143,1.0,4.0,6.0,1,arrivo,ALBAIRATE-VERMEZZO
2026-02,REG,S01059,142,136,1,5,0,0,86,13,43,13,2,0,0,0,191,88,103,0.7253521126760564,0.5,4.0,5.0,1,partenza,ALBAIRATE-VERMEZZO
2026-02,REG,S01062,4,4,0,0,0,0,1,1,2,1,0,0,0,0,6,3,3,0.75,0.0,3.8000000000000007,4.399999999999999,0,arrivo,ABBIATEGRASSO
2026-02,REG,S01062,4,4,0,0,0,0,2,0,2,0,0,0,0,0,4,5,-1,-0.25,0.0,2.0,2.0,0,partenza,ABBIATEGRASSO
2026-02,REG,S01066,440,440,0,0,0,0,272,111,57,111,26,6,1,0,1311,80,1231,2.797727272727273,2.0,8.0,10.0,0,arrivo,MILANO CADORNA
2026-02,REG,S01066,467,462,5,0,0,0,296,94,77,94,18,8,1,0,1205,179,1026,2.1970021413276233,2.0,6.0,8.699999999999989,5,partenza,MILANO CADORNA
2026-02,REG,S01074,22,21,0,1,0,0,11,4,7,4,2,0,0,0,42,12,30,1.3636363636363635,0.0,5.900000000000002,9.799999999999997,0,arrivo,GARBAGNATE MILANESE
2026-02,REG,S01074,21,20,1,0,0,0,11,9,1,9,2,0,0,0,98,1,97,4.619047619047619,4.0,9.0,12.0,1,partenza,GARBAGNATE MILANESE
2026-02,REG,S01077,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,1,arrivo,SARONNO SUD
2026-02,REG,S01086,3,0,3,0,0,0,0,3,0,3,3,2,0,0,57,0,57,19.0,21.0,21.8,21.9,3,arrivo,CESANO MADERNO
2026-02,REG,S01113,30,30,0,0,0,0,17,9,4,9,1,0,0,0,98,7,91,3.033333333333333,3.0,6.100000000000001,7.0,0,arrivo,LUINO
2026-02,REG,S01113,29,29,0,0,0,0,10,8,11,8,3,3,0,0,113,22,91,3.1379310344827585,1.0,10.999999999999993,20.799999999999994,0,partenza,LUINO
2026-02,REG,S01118,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,0,arrivo,LAVENO MOMBELLO
2026-02,REG,S01118,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,0,partenza,LAVENO MOMBELLO
